id,name,from,content
155,Belohnungen für Schulerkundung,Systembenachrichtigung,"Lieber Senpai, die Schulerkundung ist zu Ende. Hier sind die noch nicht eingesammelten Belohnungen!"
156,Rangbelohnung für Schulerkundung,Systembenachrichtigung,"Gratuliere, du hast in der diesmaligen Schulerkundung den {1}. Platz belegt und den limitierten Bilderrahmen {2} als Belohnung bekommen! Diese Belohnung läuft in 14 Tagen ab. Bitte prüfe das in deinen persönlichen Informationen."
157,Antiquitätswachstum,Event Mail,"Lieber Senpai, gratuliere, du hast {1} Antiquitätspunkte erreicht. Hier sind deine Grundbelohnungen!"
158,Antiquitätswachstum,Event Mail,"Lieber Senpai, gratuliere, du hast {1} Antiquitätspunkte erreicht. Hier sind deine zusätzlichen Belohnungen!"
159,Premiumzüge für Anfänger,Systembenachrichtigung,"Lieber Senpai, Premiumzüge für Anfänger wurden bereits abgeschlossen. Hier sind die Belohnungen, die du noch nicht gesammelt hast!"
160,Kapselpool für Anfänger,Systembenachrichtigung,"Lieber Senpai, das Event ""Kapselpool für Anfänger"" ist zu Ende. Hier sind deine Belohnungen fürs Ziehen, die du noch nicht eingesammelt hast!"
161,Belohnungen zum Frühlingsbeginn,Systembenachrichtigung,"Gratuliere, Senpai! Du hast beim Event ""Frühlingsbeginn"" {1} Mädchen willkommen geheißen und die folgenden Belohnungen erhalten!"
162,Brautkostüm freigeschaltet,Systembenachrichtigung,"Das Brautkostüm von {1} wurde freigeschaltet. Sie bedankt sich für deine Begleitung ab heute, dem Tag der Eheschließung. Heute hat sich {1} ihr neues Brautkleid angezogen. Willst du mit ihr zusammen auf den schönen Moment zurückblicken? (Der Rückblick kann auf der Date-Seite wiederholt werden.)"
163,Aufladebonus,Systembenachrichtigung,"Gratuliere, du hast während des Events ""Aufladebonus"" {1} Punkte erreicht. Hier sind deine Belohnungen!"
164,Urlaubsfreuden (Bald zu Ende),Systembenachrichtigung,"Lieber Senpai, das Event ""Urlaubsfreuden"" ist in knapp 24 Stunden zu Ende. Vergiss bitte nicht, die Belohnungen einzutauschen!"
165,Kaufen fehlgeschlagen (Gratistausch),Wichtige Benachrichtigung,"
Lieber Senpai,

Yuki hat uns bestätigt, dass du das Paket im Wert von €{1} trotz einer Bezahlung nicht bekommen hast.

Als Entschädigung kannst du dir nun ein gleichwertiges Paket aussuchen. Tippe auf ""Checken"" unten, um zu der Paketseite zu gehen. Tippe auf ""Kaufen"", um das Paket gratis einzutauschen.

Wir entschuldigen uns für die Unannehmlichkeit. Wenn du weitere Fragen hast, wende dich bitte gerne an Yuki."
166,Belohnungen für die Diener-Challenge,Event-Mail,"Lieber Senpai, gratuliere, du hast während des Events ""Diener-Challenge"" die Aufgabe ""Steinli zähmen"" abgeschlossen und folgende Belohnungen erhalten!"
167,Belohnungen für die Diener-Challenge,Event-Mail,"Lieber Senpai, gratuliere, du hast während des Events ""Diener-Challenge"" Steinli auf Lv.{1} gelevelt und folgende Belohnungen erhalten!"
168,Belohnungen für die Diener-Challenge,Event-Mail,"Lieber Senpai, gratuliere, du hast während des Events ""Diener-Challenge"" die Gesamtlevel von Steinlis Auren auf {1} erhöht und folgende Belohnungen erhalten!"
169,Event-Belohnung,Systembenachrichtigung,"Lieber Senpai, das Event {1} ist zu Ende. Die noch nicht gesammelten Belohnungen sind beigefügt!"
170,Einschreibe-Bonus,Systembenachrichtigung,"Gratuliere, du hast bei der {1}-Fraktion {2} Punkte erreicht. Hier sind deine Belohnungen!"
171,Belohnungen für Puppen-Parade,Systembenachrichtigung,"Gratuliere, du hast während des Events ""Puppen-Parade"" {1} Clownpuppen gesammelt. Hier sind deine Belohnungen!"
172,Überraschungs-Ostereier,Systembenachrichtigung,"Gratuliere, du hast während des Events ""Überraschungs-Osterei"" {2} x{1} zerbrochen. Hier sind deine Belohnungen!"
173,Belohnungen für limitierte Aufträge,Systembenachrichtigung,"Gratuliere, du hast die Aufgaben beim Event ""Limitierte Aufträge"" abgeschlossen. Hier sind deine Belohnungen!"
174,Die Himmelsinsel startet bald,Systembenachrichtigung,"Die Himmelsinsel wird bald zugänglich gemacht und du wirst dort auf starke Bosse treffen. Bekämpfe sie gemeinsam mit deinen Gildenmitgliedern!\nIn der Zwischenzeit kannst du die Gilde weder verlassen noch auflösen. Beeil dich, um dich gut auf den Kampf vorzubereiten!\nTippe auf den Eingang zur Himmelsinsel oben rechts auf der Gildenseite, um den Zeitplan zu prüfen."
175,Rangbelohnung der Himmelsinsel,Systembenachrichtigung,"Lieber Senpai,\n\ndie Himmelsinsel ist geschlossen. Gratuliere, du hast im Kampf gegen Boss {1} den {2}. Platz belegt. Hier sind deine Belohnungen!"
176,"Rang-Belohnungen aus ""Himmelsinsel""",Systembenachrichtigung,"Gratuliere, deine Gilde hat den {1}. Platz auf der Himmelsinsel belegt. Hier sind deine Belohnungen!"
177,Saisonale Waren im Campusladen,Systembenachrichtigung,"Lieber Senpai, die saisonalen Waren im Laden des Alten Campus werden in 24 Stunden entfernt. Beeil dich, um die Belohnungen im Campusladen einzutauschen!"
178,Tötungsbelohnung der Himmelsinsel,Systembenachrichtigung,Der Boss wurde erfolgreich getötet. Hier sind deine Belohnungen!
179,Belohnung des Gildennachschubs,Systembenachrichtigung,"Lieber Senpai, das Mitglied [c][0069cc]{1}[-][/c] hat ein limitiertes Paket als Gildennachschub gekauft und damit allen Mitgliedern ein Geschenk beschert!"
180,Schatzjäger - Rangbelohnung,Systembenachrichtigung,"Gratuliere, du hast den {1}. Platz im Event ""Schatzjäger"" belegt und folgende Belohnungen gewonnen!"
181,Erinnerung: Event-Ende,Systembenachrichtigung,"Lieber Senpai, das Event ""{1}"" endet heute Nacht. Nutze den letzten Tag~"
182,Sammlungsbelohnung,Event-Mail,"Glückwunsch! Du hast im Event ""Einsatz in der Fremde"" {1} mystische Kristalle gesammelt. Hier sind deine Belohnungen dafür!"
183,"Rang-Belohnungen aus ""Himmelsinsel""",Systembenachrichtigung,"Gratuliere, deine Gilde hat den {1}. Platz im Gildenevent ""Himmelsinsel"" belegt! Du erhältst einen limitierten Avatarbildrahmen ""{2}"" als Belohnung, der für 28 Tage gültig ist. Bitte tippe auf dein Profilbild, um den Rahmen anzuschauen!"
184,Rückkehrhilfe - Standardbelohnungen,Event-Mail,"Lieber Senpai, gratuliere, du hast {1} Rückkehrer-Punkte erhalten. Hier sind deine Standardbelohnungen!"
185,Rückkehrhilfe - Zusatzbelohnungen,Event-Mail,"Lieber Senpai, gratuliere, du hast {1} Rückkehrer-Punkte erhalten. Hier sind deine Zusatzbelohnungen!"
186,Wetten zur Aufnahmeprüfung,Systembenachrichtigung,"Gratuliere, du hast die Wette bei der Aufnahmeprüfung gewonnen! Hier sind deine Belohnungen!"
187,Miss Yume - Abstimmungsbelohnung,Event-Mail,"Lieber Senpai, gratuliere, du hast während des Event ""Miss Yume"" die Abstimmungsaufgabe abgeschlossen. Hier sind deine Belohnungen!"
188,Tägliches Geschenk der Sterne,Event-Mail,"Lieber Senpai, bitte nimm das Geschenk der Sterne an! Die Sterne werden dich weiter segnen und Vivian wünscht dir alles Gute in der Yume Akademie!"
