id,name,brief,desc
6373,Magischer Ziegel,Antiquität,
6374,Magischer Ziegel,Antiquität,
6375,Magischer Ziegel,Antiquität,
6376,Magischer Ziegel,Antiquität,
6377,Sand der Zeit,Antiquität,
6378,Sand der Zeit,Antiquität,
6379,Sand der Zeit,Antiquität,
6380,Sand der Zeit,Antiquität,
6381,Sand der Zeit,Antiquität,
6382,Sand der Zeit,Antiquität,
6383,Sanfter Ritter,Antiquität,
6384,Sanfter Ritter,Antiquität,
6385,Sanfter Ritter,Antiquität,
6386,Sanfter Ritter,Antiquität,
6387,Sanfter Ritter,Antiquität,
6388,Sanfter Ritter,Antiquität,
6389,Leben und Tod,Antiquität,
6390,Leben und Tod,Antiquität,
6391,Leben und Tod,Antiquität,
6392,Leben und Tod,Antiquität,
6393,Leben und Tod,Antiquität,
6394,Leben und Tod,Antiquität,
6395,Schlüssel der Gedanken,Antiquität,
6396,Schlüssel der Gedanken,Antiquität,
6397,Schlüssel der Gedanken,Antiquität,
6398,Schlüssel der Gedanken,Antiquität,
6399,Schlüssel der Gedanken,Antiquität,
6400,Schlüssel der Gedanken,Antiquität,
6401,Schweizer Taschenmesser,Antiquität,
6402,Schweizer Taschenmesser,Antiquität,
6403,Schweizer Taschenmesser,Antiquität,
6404,Schweizer Taschenmesser,Antiquität,
6405,Schweizer Taschenmesser,Antiquität,
6406,Schweizer Taschenmesser,Antiquität,
6407,Wahrnehmungsuhr,Antiquität,
6408,Wahrnehmungsuhr,Antiquität,
6409,Wahrnehmungsuhr,Antiquität,
6410,Wahrnehmungsuhr,Antiquität,
6411,Wahrnehmungsuhr,Antiquität,
6412,Wahrnehmungsuhr,Antiquität,
6413,Richtschwert,Antiquität,
6414,Richtschwert,Antiquität,
6415,Richtschwert,Antiquität,
6416,Richtschwert,Antiquität,
6417,Richtschwert,Antiquität,
6418,Richtschwert,Antiquität,
6419,Gleichgewicht,Antiquität,
6420,Gleichgewicht,Antiquität,
6421,Gleichgewicht,Antiquität,
6422,Gleichgewicht,Antiquität,
6423,Gleichgewicht,Antiquität,
6424,Gleichgewicht,Antiquität,
6425,Schlüssel zum Himmel,Antiquität,
6426,Schlüssel zum Himmel,Antiquität,
6427,Schlüssel zum Himmel,Antiquität,
6428,Schlüssel zum Himmel,Antiquität,
6429,Schlüssel zum Himmel,Antiquität,
6430,Schlüssel zum Himmel,Antiquität,
6431,Schicksalskristall,Antiquität,
6432,Schicksalskristall,Antiquität,
6433,Schicksalskristall,Antiquität,
6434,Schicksalskristall,Antiquität,
6435,Schicksalskristall,Antiquität,
6436,Schicksalskristall,Antiquität,
6437,Die Flügel des Ikarus,Antiquität,
6438,Die Flügel des Ikarus,Antiquität,
6439,Die Flügel des Ikarus,Antiquität,
6440,Die Flügel des Ikarus,Antiquität,
6441,Die Flügel des Ikarus,Antiquität,
6442,Die Flügel des Ikarus,Antiquität,
7001,Sonnenbaden,Kostüm,Iron Fists Kostüm Sonnenbaden
27001,Sonnenbaden,Kostüm,Iron Fists Kostüm Sonnenbaden
7002,Nr. Alpha,Kostüm,Historias Kostüm Nr. Alpha
27002,Nr. Alpha,Kostüm,Historias Kostüm Nr. Alpha
7003,Seeprinzessin,Kostüm,Dianas Kostüm Seeprinzessin
27003,Seeprinzessin,Kostüm,Dianas Kostüm Seeprinzessin
7004,Schicksalslinie,Kostüm,Puppes Kostüm Fäden des Schicksals
27004,Schicksalslinie,Kostüm,Puppes Kostüm Fäden des Schicksals
7005,Hexenanzug,Kostüm,Draculas Kostüm Hexenanzug
27005,Hexenanzug,Kostüm,Draculas Kostüm Hexenanzug
7006,Kampfelite,Kostüm,Sonyas Kostüm Kampfelite
27006,Kampfelite,Kostüm,Sonyas Kostüm Kampfelite
7007,Karatemeisterin,Kostüm,Boxers Kostüm Karatemeisterin
27007,Karatemeisterin,Kostüm,Boxers Kostüm Karatemeisterin
7008,Wunderland,Kostüm,Bunnys Kostüm Wunderland
27008,Wunderland,Kostüm,Bunnys Kostüm Wunderland
7009,Eisprinzessin,Kostüm,Amazones Kostüm Eisprinzessin
27009,Eiskönigin,Kostüm,Amazones Kostüm Eisprinzessin
7010,Weihnachtsmarkt,Kostüm,Lucifers Kostüm Weihnachtsmarkt
27010,Weihnachtsmarkt,Kostüm,Lucifers Kostüm Weihnachtsmarkt
7011,Wichtelelf,Kostüm,Michaelas Kostüm Wichtelelf
27011,Wichtelelf,Kostüm,Michaelas Kostüm Wichtelelf
7012,Winterland,Kostüm,Aquaris Kostüm Winterland
27012,Winterland,Kostüm,Aquaris Kostüm Winterland
7013,Frostige Ritterin,Kostüm,Javelins Kostüm Frostige Ritterin
27013,Frostige Ritterin,Kostüm,Javelins Kostüm Frostige Ritterin
7014,Neujahrskleid,Kostüm,Priesterins Kostüm Neujahrskleid
27014,Neujahrskleid,Kostüm,Priesterins Kostüm Neujahrskleid
7015,Schatz,Kostüm,Hotties Kostüm Schatz
27015,Schatz,Kostüm,Hotties Kostüm Schatz
7016,Rosa Schatz,Kostüm,Auroras Kostüm Rosa Schatz
27016,Rosa Schatz,Kostüm,Auroras Kostüm Rosa Schatz
7017,Kirschblüten-Regen,Kostüm,KongMings Kostüm Kirschblüten-Regen
27017,Kirschblüten-Regen,Kostüm,KongMings Kostüm Kirschblüten-Regen
7018,Nachtrose,Kostüm,Draculas Kostüm Nachtrose
27018,Nachtrose,Kostüm,Draculas Kostüm Nachtrose
7019,Tagundnachtgleiche,Kostüm,Minos Kostüm Tagundnachtgleiche
27019,Tagundnachtgleiche,Kostüm,Minos Kostüm Tagundnachtgleiche
7020,Scharlachrot,Kostüm,Historias Kostüm Scharlachrot
27020,Scharlachrot,Kostüm,Historias Kostüm Scharlachrot
7021,Pinkes Lob,Kostüm,Iron Fists Kostüm Pinkes Lob
27021,Pinkes Lob,Kostüm,Iron Fists Kostüm Pinkes Lob
7022,Eisrose,Kostüm,Fencers Kostüm Eisrosen
27022,Eisrose,Kostüm,Fencers Kostüm Eisrose
7023,Weiße Rose,Kostüm,Michaelas Kostüm Weiße Rosen
27023,Weiße Rose,Kostüm,Michaelas Kostüm Weiße Rosen
7024,Blüte,Kostüm,Saphiras Kostüm Blüten
27024,Blüte,Kostüm,Saphiras Kostüm Blüten
7025,Osterjägerin,Kostüm,Angels Kostüm Osterjägerin
27025,Osterjägerin,Kostüm,Angels Kostüm Osterjägerin
7026,Liebeslied,Kostüm,KongMings Kostüm Liebeslied
27026,Liebeslied,Kostüm,KongMings Kostüm Liebeslied
7027,Rote Rose,Kostüm,Lucifers Kostüm Rote Rose
27027,Rote Rose,Kostüm,Lucifers Kostüm Rote Rose
7028,Katzen PJ,Kostüm,Knospes Kostüm Katzen PJ
27028,Katzen PJ,Kostüm,Knospes Kostüm Katzen PJ
7029,Engelsprüferin,Kostüm,Michaelas Kostüm Engelsprüferin
27029,Engelsprüferin,Kostüm,Michaelas Kostüm Engelsprüferin
7030,Menschenprüferin,Kostüm,Historias Kostüm Menschenprüferin
27030,Menschenprüferin,Kostüm,Historias Kostüm Menschenprüferin
7031,Zongzi-Trägerin,Kostüm,Maskas Kostüm Zongzi-Trägerin
27031,Zongzi-Trägerin,Kostüm,Maskas Kostüm Zongzi-Trägerin
88888881,Gildenkampf-Champion-Avatarbildrahmen,Avatarbildrahmen,
88888882,Gildenkampf 2ter Platz-Avatarbildrahmen,Avatarbildrahmen,
88888883,Gildenkampf Viertelfinale Avatarbildrahmen,Avatarbildrahmen,
88888884,Gildenkampf Achtelfinale Avatarbildrahmen,Avatarbildrahmen,
88888885,Gildenkampf der letzten Sechszehn Avatarbildrahmen,Avatarbildrahmen,
8006,Wahrer Eid,Avatarbildrahmen,"Avatarbildrahmen, der im Wahl-Event erhalten werden kann."
8007,Standard,Avatarbildrahmen,
9001,Treffen unter dem Kirschbaum,Kostüm für Startbildschirmmädchen,Dieses Kostüm für Iron Fist kann beim exklusiven Event erhalten werden und kann für den Startbildschirm verwendet werden.
11001,Skarivine,,
11002,Cayla,,
11003,Vanessa,,
12001,Madam,,
12002,Agesia,,
12003,Handana,,
13001,Lin AI,,
13002,Hexe,,
13003,Stella,,
14001,Elloi,,
14002,Vella,,
14003,Yuri,,
21001,Talia,,
21002,Nasha,,
21003,Hani,,
21004,Nono,,
22001,Roselle,,
22002,Hynel,,
22003,Fleur,,
22004,Meimi,,
23001,Boro,,
23002,Lana,,
23003,Sasuke,,
23004,Schamane,,
24001,Pyra,,
24002,Oktia,,
24003,Aeris,,
24004,Puny,,
31001,Poppi,,
31002,Jade,,
31003,Ursula,,
31004,Kitty,,
31005,Samurai,,
32001,Tula,,
32002,Edward,,
32003,King,,
32004,Donna,,
32005,Nobuna,,
33001,Annabella,,
33002,Harley,,
33003,Zauberin,,
33004,Caitlin,,
33005,Lesia,,
34001,Robin,,
34002,Sisha,,
34003,Mythra,,
34004,Athena,,
34005,Kenshin,,
35001,Reo,,
36001,Luna,,
41001,Zombia,,
41002,Blitz,,
41003,Werwolf,,
41004,Nona,,
41005,Kitsune,,
41006,Ashely,,
41007,Ninja,,
41008,Cynthia,,
42001,Miya,,
42002,Betti,,
42003,Boxer,,
42004,Lily,,
42005,Nagia,,
42006,Jessica,,
42007,Quinie,,
42008,Haxie,,
43001,Nun,,
43002,Diva,,
43003,Liz,,
43004,Anna,,
43005,Omega,,
43006,Lightin,,
43007,Iron Fist,,
43008,Ada,,
44001,Beary,,
44002,Litana,,
44003,Jelly,,
44004,Wandy,,
44005,Zwerga,,
44006,Panpan,,
44007,Medusa,,
44008,Zoe,,
45001,Pann,,
45002,Lisa,,
45003,Annie,,
46001,Androi,,
46002,Calista,,
46003,Selene,,
51001,Saphira,,
51002,Bunny,,
51003,Succubus,,
51004,Dracula,,
51005,Wu Kong,,
51006,Fencer,,
51007,Diana,,
51008,Sakura,,
51009,Giana,,
51010,Minos,,
52001,Hottie,,
52002,Aurora,,
52003,Chevalier,,
52004,Historia,,
52005,Javelin,,
52006,Geisha,,
52007,Sonya,,
52008,Misty,,
52009,Guan Yin,,
52010,Librarian,,
53001,Priesterin,,
53002,Alice,,
53003,Nia,,
53004,Puppe,,
53005,Odanna,,
53006,Silvia,,
53007,Turin,,
53008,Toyo,,
53009,Zoro,,
53010,Hexa,,
53011,Maska,,
54001,Amazone,,
54002,Knospe,,
54003,Himoto,,
54004,Nani,,
54005,Lavia,,
54006,Susan,,
54007,Aquaris,,
54008,KongMing,,
54009,Pandaria,,
54010,Leila,,
55001,Valasaki,,
55002,Amelia,,
55003,Reika,,
55004,Sensina,,
55005,Lucifer,,
56001,Angel,,
56002,Gabriel,,
56003,Michaela,,
56004,Phönix,,
541001,Zombia,,
541002,Blitz,,
541003,Werwolf,,
541004,Nona,,
541005,Kitsune,,
541006,Ashely,,
541007,Ninja,,
541008,Cynthia,,
542001,Miya,,
542002,Betti,,
542003,Boxer,,
542004,Lily,,
542005,Nagia,,
542006,Jessica,,
542007,Quinie,,
542008,Haxie,,
543001,Nun,,
543002,Diva,,
543003,Liz,,
543004,Anna,,
543005,Omega,,
543006,Lightin,,
543007,Iron Fist,,
543008,Ada,,
544001,Beary,,
544002,Litana,,
544003,Jelly,,
544004,Wandy,,
544005,Zwerga,,
544006,Panpan,,
544007,Medusa,,
544008,Zoe,,
545001,Pann,,
545002,Lisa,,
545003,Annie,,
546001,Androi,,
546002,Calista,,
546003,Selene,,
651001,Saphira,,
651002,Succubus,,
651003,Dracula,,
651004,Wu Kong,,
651005,Diana,,
651006,Giana,,
651007,Chevalier,,
651008,Javelin,,
651009,Geisha,,
651010,Misty,,
651011,Minos,,
651012,Cynthia,,
651013,Werwolf,,
651014,Nona,,
651015,Bunny,,
651016,Fencer,,
651017,Sakura,,
652001,Guan Yin,,
652002,Librarian,,
652003,Nia,,
652004,Odanna,,
652005,Silvia,,
652006,Toyo,,
652007,Zoro,,
652008,Hexa,,
652009,Amazone,,
652010,Knospe,,
652011,Aurora,,
652012,Lily,,
652013,Hottie,,
652014,Historia,,
652015,Boxer,,
652016,Haxie,,
652017,Sonya,,
653001,Himoto,,
653002,Lavia,,
653003,Susan,,
653004,Pandaria,,
653005,Amelia,,
653006,Angel,,
653011,Alice,,
653012,Lightin,,
653013,Diva,,
653014,Iron Fist,,
653015,Puppe,,
653016,Priesterin,,
653017,Maska,,
654011,Nani,,
654012,Zwerga,,
654013,Aquaris,,
654014,Zoe,,
654015,Medusa,,
654016,KongMing,,
654017,Leila,,
655011,Sensina,,
655012,Annie,,
655013,Lucifer,,
655014,Reika,,
656011,Gabriel,,
656012,Selene,,
656013,Michaela,,
656014,Phönix,,
751001,Succubus,,
751002,Dracula,,
751003,Diana,,
751004,Giana,,
751005,Saphira,,
751006,Wu Kong,,
751007,Minos,,
751008,Bunny,,
751009,Fencer,,
751010,Sakura,,
752001,Chevalier,,
752002,Javelin,,
752003,Geisha,,
752004,Misty,,
752005,Guan Yin,,
752006,Librarian,,
752007,Aurora,,
752008,Hottie,,
752009,Historia,,
752010,Sonya,,
753001,Nia,,
753002,Odanna,,
753003,Silvia,,
753004,Toyo,,
753005,Zoro,,
753006,Hexa,,
753007,Alice,,
753008,Puppe,,
753009,Priesterin,,
753010,Maska,,
754001,Amazone,,
754002,Knospe,,
754003,Himoto,,
754004,Lavia,,
754005,Susan,,
754006,Pandaria,,
754007,Nani,,
754008,Aquaris,,
754009,KongMing,,
754010,1,,
755001,Amelia,,
755002,Sensina,,
755003,Lucifer,,
755004,Reika,,
756001,Angel,,
756002,Gabriel,,
756003,Michaela,,
756004,Phönix,,
1000001,Rum,Geschenk,"Aus den geheimen Lagern der Yume Akademie hat er einen ganz besonderen Geschmack und wird häufig für magische Rituale verwendet. Kann einem Mädchen geschenkt werden, um die Intimität zu ihr zu erhöhen (Wenn sie es nicht hasst)."
1000002,Pudding,Geschenk,"Ein leckerer schwarzer Pudding, der den Mädchen jeden Nachmittag beim Nachmittagstee serviert wird. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000003,Mysteriöser Zaubertrank,Geschenk,"Ein legendärer verlorener Schatz der Akademie. Nur ein Tropfen verleiht einem unglaubliche Kräfte! Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000004,Kaffee,Geschenk,"Ein mit Liebe zubereiteter Kaffee hat einen noch vollkommeneren Geschmack. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000005,Teufelsfrucht,Geschenk,"Die Legende besagt, dass man noch stärker wird, nachdem man ihren Saft getrunken hat. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000006,Croissant,Geschenk,"Hartes Brot, das normalerweise in etwas getunkt werden muss, damit man es essen kann. Normalerweise wird es vor dem Kampf gegessen. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000007,Truthahn,Geschenk,"Essen, das täglich in der Cafeteria angeboten wird, aber bei dem unklar ist, wo die Zutaten dafür herkommen. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000008,Pommes,Geschenk,"Von einem Mädchen hergestellte Pommes. Ihr zufolge, werden die Kalorien beim Fritieren verbrannt und deshalb handelt es sich um eine gesundes Essen. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000009,Dosenfisch,Geschenk,"Bevor man die Dose öffnet, weiß niemand, ob es Sardellen oder Heringe sind. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000010,Tee,Geschenk,"Ein starker schwarzer Tee ist die erste Wahl vieler Mädchen. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000011,Dino-Blöcke,Geschenk,"Ein grüner Dinosauerier aus grünen Blöcken, der auch trotz einer Kontrolle durch starke magische Kräfte, immernoch sehr flexibel sein kann. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000012,Puppe,Geschenk,"Eine hübsche Puppe, die aus merkwürdigem Material, das sowohl Stoff als auch Metall gleicht, hergestellt ist. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000013,SF Pistole,Geschenk,"Eine coole Wasserpistole mit der man Wasser bis zu 5 Meter weit schießen kann. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000014,Schachfigur,Geschenk,"Kleine Ritterfigur, die meist für das Brettspiel ""Schulmädchen-Schach"" verwendet wird. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000015,Yoyo,Geschenk,"Scheint ein billiges Spielzeug zu sein und man kann keine komplizierten Bewegungen damit machen, aber es kann gut als Waffe auf Distanz verwendet werden. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000016,Spielcontroller,Geschenk,"Eine alter Spielcontroller, der aus einem besonderen Material gefertigt ist und bei Benutzung im Dunkeln leuchtet. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000017,Glückskatze,Geschenk,"Spezialprodukt des Campusmarktes. Die Legende besagt, dass es den Kunden ermöglicht, Kapselmünzen zu einem besonders niedrigen Preis kaufen zu können. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Vorraussetzung ist, dass sie es nicht hasst)."
1000018,Schleuder,Geschenk,"Luxusspielzeug, das nur Super Kapselmünzen schleudern kann. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Vorraussetzung ist, dass sie es nicht hasst)."
1000019,Skelettkissen,Geschenk,"Kissen mit einem Skelettaufdruck. Wird von vielen Mädchen geliebt. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000020,Regenschirm,Geschenk,"Ist ein Regenschirm, der wie ein Samuraischwert aussieht, oder vielleicht auch ein Samuraischwert, das wie ein Regenschirm aussieht. Nur sein Besitzer weiß es. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000021,Mystische Rose,Geschenk,"Die Legende besagt, dass diese mystische Rose durch ein Erdbeben entstand. Wenn sie von Jemandem angeschaut wird, verschwindet sie, aber man kann immer noch ihren betörenden Duft riechen. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000022,Band,Geschenk,"Rotes Armband, das seinem Träger Glück bringt. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000023,Haarband,Geschenk,"Sind das echte Ohren oder gehören die zum Haarband? Diese Frage beschäftigt sehr viele Leute. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000024,Gänseblümchen-Haarnadel,Geschenk,"Die Legende besagt, dass diese Haarnadel seinen Träger glücklich macht. Andere meinen sogar, dass sie die Energie der Sonne aufsaugen kann. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000025,Armreifen,Geschenk,"Erlaubt seinem Träger eine sehr reine und natürliche Kraft zu verspüren. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000026,Heiligenschein,Geschenk,"Gibt seinem Träger eine kurze Zeit Engelskraft und ist für jeden Engel ein absolutes Dekorations-Muss. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000027,Vampirmaske,Geschenk,"Vampirmaske mit Zähnen. Wer sie einmal aufsetzt, kann sie nicht mehr abziehen und wird selbst zum Vampir. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000028,Fuchsmaske,Geschenk,"Mit dem Segen von Inari versehen, verleiht sie den Gläubigen einen extra Kraftschub. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000029,Schal,Geschenk,"Der rote Schal gibt seinem Träger mehr Vitalität. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000030,SF Brille,Geschenk,"Die SF Brille gibt seinem Träger ein unglaublich cooles Gefühl. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000031,Öko-Flasche,Geschenk,"Kleine Flasche mit perfektem ökologischem Fußabdruck. Sie verleiht einem neue Hoffnung, egal wo man sich befindet! Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000032,Stift,Geschenk,"Ein Schönschreibstift, der eine besondere Tinte braucht. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000033,Kakteen,Geschenk,"Grüne Pflanze, die leicht zu pflegen ist. Praktisch für die etwas Fauleren. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000034,Märchenbuch,Geschenk,"Ein Buch einer mystischen Vereinigung, voller unbekannter und rätselhafter Geschichten. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000035,Kamera,Geschenk,"Obwohl viele technische Geräte aufgrund der ganzen Zauberei ihren Nutzen verloren haben, so gilt dies nicht für Kameras. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000036,Kunai,Geschenk,"Eine Waffe, die oft von Ninjas verwendet wird. Auf dem Campus gibt es auch einige, die diese Waffe als Dekorationsstück nutzen. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000037,Werkzeug,Geschenk,"Werkzeug, das für die Reperatur verschiedener Geräte verwendet werden kann. Eine Zeit lang war das sehr gefragt. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000038,Taschenlampe,Geschenk,"Sieht nicht wie eine normale Taschenlampe aus. Niemand weiß, ob ihr Lichtstrahl zum Erleuchten oder zum Zerstören verwendet wird. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000039,Notizbuch,Geschenk,"Notizbuch, in dem verschiedenste Geheimnisse des Campus festgehalten sind. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
1000040,Kirschfächer,Geschenk,"Die Legende besagt, dass wenn er verzaubert wird, er einen Wind voller Kirschblüten hervorbringen kann. Kann einem Mädchen geschenkt werden, um ihre Intimität zu erhöhen (Wenn sie es nicht hasst)."
7032,Monsterprüferin,Kostüm,Odannas Kostüm Monsterprüferin
27032,Monsterprüferin,Kostüm,Odannas Kostüm Monsterprüferin
7033,Sommerwind,Kostüm,"Amelia Kostüm ""Sommerwind"""
27033,Sommerwind,Kostüm,"Amelia Kostüm ""Sommerwind"""
1026,Strandspiel-Avatar,Spezieller Avatar,Strandspiel-Avatar
8008,Kalter Sommer,Avatarbildrahmen,Avatarbildrahmen zum Strandspiel. Kann in dem zeitlich begrenzten Event erhalten werden.
7034,Azurblaues Meer,Kostüm,"Fencer Kostüm ""Azurblaues Meer"""
27034,Azurblaues Meer,Kostüm,"Fencer Kostüm ""Azurblaues Meer"""
7035,Dämonenprüferin,Kostüm,Lucifers Kostüm Dämonenprüferin
27035,Dämonenprüferin,Kostüm,Lucifers Kostüm Dämonenprüferin
55,Herausforderungsgutschein,"Zertifikat, um an der Mädchen-Aufgabe teilnehmen zu können","Wir verwendet, um an der Herausforderung teilzunehmen"
56,Kuchen-Gutschein,Eventmaterial,"Tausche ihn gegen Belohnungen während des Kuchenevents ein. Wenn das Event zuende ist, kann er nicht mehr eingetauscht werden. Bitte denke daran, ihn während des Events einzutauschen."
1166,Kriegerschwert,Waffe,
2166,Kriegerrüstung,Oberkleidung,
3166,Kriegerhelm,Schmuck,
4166,Krieger-Beinschienen,Unterkleidung,
1266,Magischer Zauberstab,Waffe,
2266,Magische Robe,Oberkleidung,
3266,Magische Maske,Schmuck,
4266,Magische Stiefel,Unterkleidung,
1366,Langbogen,Waffe,
2366,Ranger-Mantel,Oberkleidung,
3366,Ranger-Köcher,Schmuck,
4366,Ranger-Boots,Unterkleidung,
1466,Mörder-Dolch,Waffe,
2466,Mörder-Haube,Oberkleidung,
3466,Mörder-Ring,Schmuck,
4466,Mörder-Schuhe,Unterkleidung,
1566,Priester-Trank,Waffe,
2566,Priester-Robe,Oberkleidung,
3566,Priester-Kreuz,Schmuck,
4566,Priester-Schuhe,Unterkleidung,
6443,Dornenherz,Antiquität,
6444,Dornenherz,Antiquität,
6445,Dornenherz,Antiquität,
6446,Dornenherz,Antiquität,
6447,Dornenherz,Antiquität,
6448,Dornenherz,Antiquität,
7036,Spielverderberin,Kostüm,Sonyas Kostüm Spielverderberin
27036,Spielverderberin,Kostüm,Sonyas Kostüm Spielverderberin
7037,Honig-Göttin,Kostüm,Gabriels Kostüm Honig-Göttin
27037,Honig-Göttin,Kostüm,Gabriels Kostüm Honig-Göttin
57,Jubiläumsenergie,Eventmaterial,Kann am Jubiläums-Spielautomat während des Events verwendet werden.
58,Punkt für Jubiläumsmaschine,Eventmaterial,"Können verwemdet werden, um Belohnungen im Jubiläums-Spielautomaten Laden während des Events zu erhalten. Wenn das Event zuende ist, kann er nicht mehr ausgetauscht werden. Bitte denke daran, ihn währen des Events einzutauschen."
7038,Wellenreiterin,Kostüm,Hexas Kostüm Wellenreiterin
27038,Wellenreiterin,Kostüm,Hexas Kostüm Wellenreiterin
7039,Göttliche Braut,Kostüm,Priesterins Kostüm Göttliche Braut
27039,Göttliche Braut,Kostüm,Priesterins Kostüm Göttliche Braut
1027,Exklusiver Jubiläumsavatar,Spezieller Avatar,Exklusiver Avatar zum Jubiläumsevent
7040,Rosenquarz,Kostüm,Hexas Kostüm Rosenquarz
27040,Rosenquarz,Kostüm,Hexas Kostüm Rosenquarz
1028,"Avatar ""Sommereis""",Spezieller Avatar,Avatar zum Strandspiel
8009,Pool Party,Avatarbildrahmen,Avatarbildrahmen zum Strandspiel. Kann durch das zeitlich begrenzte Event erhalten werden.
7041,Meeresbrise,Kostüm,Amazones Kostüm Meeresbrise
27041,Meeresbrise,Kostüm,Amazones Kostüm Meeresbrise
7042,Feenprüferin,Kostüm,KongMings Kostüm Feenprüferin
27042,Feenprüferin,Kostüm,KongMings Kostüm Feenprüferin
7043,Sommerfantasie,Kostüm,Reikas Kostüm Sommerfantasie
27043,Sommerfantasie,Kostüm,Reikas Kostüm Sommerfantasie
7044,Weißer Kimono,Kostüm,Odannas Kostüm Weißer Kimono
27044,Weißer Kimono,Kostüm,Odannas Kostüm Weißer Kimono
7045,Geisterprüferin,Kostüm,Draculas Kostüm Geisterprüferin
27045,Geisterprüferin,Kostüm,Draculas Kostüm Geisterprüferin
9101,Phönix · Yeah,Chat Emoji,Phönix「Yeah」Chat Emoji
9102,Iron Fist · Unschuldig,Chat Emoji,Iron Fist「Leidend」Chat Emoji
9103,Leila · Total selbstbewusst,Chat Emoji,Leila「Total Selbstbewusst」Chat Emoji
9104,Historia · Nachdenklich,Chat Emoji,Historia「Nachdenklich」Chat Emoji
7046,Reine Feder,Kostüm,Angels Kostüm Reine Feder
27046,Reine Feder,Kostüm,Angels Kostüm Reine Feder
7047,Verlockung,Kostüm,Hotties Kostüm Verlockung
27047,Verlockung,Kostüm,Hotties Kostüm Verlockung
7048,Ewige Flamme,Kostüm,Phönixs Kostüm Ewige Flamme
