id,res,length,loops,is_play_self,delay,type,desc,volume,destroy,pause_bg,is_ogg
120030301,partner_sound/handang_web/handang_voice6,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
120030401,partner_sound/handang_web/handang_voice7,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
120030501,partner_sound/handang_web/handang_voice8,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
120030601,partner_sound/handang_web/handang_voice9,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
120030701,partner_sound/handang_web/handang_voice10,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120030801,partner_sound/handang_web/handang_voice11,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031101,partner_sound/handang_web/handang_voice14,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031102,partner_sound/handang_web/handang_voice15,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031301,partner_sound/handang_web/handang_voice17,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031401,partner_sound/handang_web/handang_voice18,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031501,partner_sound/handang_web/handang_voice19,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031502,partner_sound/handang_web/handang_voice20,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031503,partner_sound/handang_web/handang_voice21,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031504,partner_sound/handang_web/handang_voice22,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031601,partner_sound/handang_web/handang_voice23,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031701,partner_sound/handang_web/handang_voice25,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031801,partner_sound/handang_web/handang_voice24,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120031901,partner_sound/handang_web/handang_voice26,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032001,partner_sound/handang_web/handang_voice27,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032101,partner_sound/handang_web/handang_voice28,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032201,partner_sound/handang_web/handang_voice29,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032301,partner_sound/handang_web/handang_voice30,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032401,partner_sound/handang_web/handang_voice31,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032501,partner_sound/handang_web/handang_voice32,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032601,partner_sound/handang_web/handang_voice33,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
120032801,partner_sound/handang_web/handang_voice16,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130010201,partner_sound/lingtong_web/lingtong_voice1,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130010202,partner_sound/lingtong_web/lingtong_voice2,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130010203,partner_sound/lingtong_web/lingtong_voice3,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130010204,partner_sound/lingtong_web/lingtong_voice4,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130010205,partner_sound/lingtong_web/lingtong_voice5,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130010301,partner_sound/lingtong_web/lingtong_voice6,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130010401,partner_sound/lingtong_web/lingtong_voice7,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130010501,partner_sound/lingtong_web/lingtong_voice8,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
130010601,partner_sound/lingtong_web/lingtong_voice9,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
130010701,partner_sound/lingtong_web/lingtong_voice10,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130010801,partner_sound/lingtong_web/lingtong_voice11,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011101,partner_sound/lingtong_web/lingtong_voice14,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011102,partner_sound/lingtong_web/lingtong_voice15,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011301,partner_sound/lingtong_web/lingtong_voice17,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011401,partner_sound/lingtong_web/lingtong_voice18,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011501,partner_sound/lingtong_web/lingtong_voice19,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011502,partner_sound/lingtong_web/lingtong_voice20,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011503,partner_sound/lingtong_web/lingtong_voice21,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011504,partner_sound/lingtong_web/lingtong_voice22,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011601,partner_sound/lingtong_web/lingtong_voice23,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011701,partner_sound/lingtong_web/lingtong_voice25,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011801,partner_sound/lingtong_web/lingtong_voice24,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130011901,partner_sound/lingtong_web/lingtong_voice26,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012001,partner_sound/lingtong_web/lingtong_voice27,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012101,partner_sound/lingtong_web/lingtong_voice28,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012201,partner_sound/lingtong_web/lingtong_voice29,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012301,partner_sound/lingtong_web/lingtong_voice30,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012401,partner_sound/lingtong_web/lingtong_voice31,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012501,partner_sound/lingtong_web/lingtong_voice32,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012601,partner_sound/lingtong_web/lingtong_voice33,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130012801,partner_sound/lingtong_web/lingtong_voice16,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130020201,partner_sound/wanshengnvwu_web/wanshengnvwu_voice1,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130020202,partner_sound/wanshengnvwu_web/wanshengnvwu_voice2,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130020203,partner_sound/wanshengnvwu_web/wanshengnvwu_voice3,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130020204,partner_sound/wanshengnvwu_web/wanshengnvwu_voice4,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130020205,partner_sound/wanshengnvwu_web/wanshengnvwu_voice5,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130020301,partner_sound/wanshengnvwu_web/wanshengnvwu_voice6,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130020401,partner_sound/wanshengnvwu_web/wanshengnvwu_voice7,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130020501,partner_sound/wanshengnvwu_web/wanshengnvwu_voice8,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
130020601,partner_sound/wanshengnvwu_web/wanshengnvwu_voice9,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
130020701,partner_sound/wanshengnvwu_web/wanshengnvwu_voice10,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130020801,partner_sound/wanshengnvwu_web/wanshengnvwu_voice11,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021101,partner_sound/wanshengnvwu_web/wanshengnvwu_voice14,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021102,partner_sound/wanshengnvwu_web/wanshengnvwu_voice15,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021301,partner_sound/wanshengnvwu_web/wanshengnvwu_voice17,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021401,partner_sound/wanshengnvwu_web/wanshengnvwu_voice18,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021501,partner_sound/wanshengnvwu_web/wanshengnvwu_voice19,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021502,partner_sound/wanshengnvwu_web/wanshengnvwu_voice20,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021503,partner_sound/wanshengnvwu_web/wanshengnvwu_voice21,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021504,partner_sound/wanshengnvwu_web/wanshengnvwu_voice22,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021601,partner_sound/wanshengnvwu_web/wanshengnvwu_voice23,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021701,partner_sound/wanshengnvwu_web/wanshengnvwu_voice25,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021801,partner_sound/wanshengnvwu_web/wanshengnvwu_voice24,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130021901,partner_sound/wanshengnvwu_web/wanshengnvwu_voice26,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022001,partner_sound/wanshengnvwu_web/wanshengnvwu_voice27,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022101,partner_sound/wanshengnvwu_web/wanshengnvwu_voice28,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022201,partner_sound/wanshengnvwu_web/wanshengnvwu_voice29,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022301,partner_sound/wanshengnvwu_web/wanshengnvwu_voice30,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022401,partner_sound/wanshengnvwu_web/wanshengnvwu_voice31,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022501,partner_sound/wanshengnvwu_web/wanshengnvwu_voice32,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022601,partner_sound/wanshengnvwu_web/wanshengnvwu_voice33,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130022801,partner_sound/wanshengnvwu_web/wanshengnvwu_voice16,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130030201,partner_sound/mayunlu_web/mayunlu_voice1,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130030202,partner_sound/mayunlu_web/mayunlu_voice2,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130030203,partner_sound/mayunlu_web/mayunlu_voice3,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130030204,partner_sound/mayunlu_web/mayunlu_voice4,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130030205,partner_sound/mayunlu_web/mayunlu_voice5,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130030301,partner_sound/mayunlu_web/mayunlu_voice6,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130030401,partner_sound/mayunlu_web/mayunlu_voice7,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
130030501,partner_sound/mayunlu_web/mayunlu_voice8,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
130030601,partner_sound/mayunlu_web/mayunlu_voice9,1.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
130030701,partner_sound/mayunlu_web/mayunlu_voice10,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130030801,partner_sound/mayunlu_web/mayunlu_voice11,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031101,partner_sound/mayunlu_web/mayunlu_voice14,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031102,partner_sound/mayunlu_web/mayunlu_voice15,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031301,partner_sound/mayunlu_web/mayunlu_voice17,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031401,partner_sound/mayunlu_web/mayunlu_voice18,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031501,partner_sound/mayunlu_web/mayunlu_voice19,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031502,partner_sound/mayunlu_web/mayunlu_voice20,16.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031503,partner_sound/mayunlu_web/mayunlu_voice21,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031504,partner_sound/mayunlu_web/mayunlu_voice22,16.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031601,partner_sound/mayunlu_web/mayunlu_voice23,17.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031701,partner_sound/mayunlu_web/mayunlu_voice25,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031801,partner_sound/mayunlu_web/mayunlu_voice24,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130031901,partner_sound/mayunlu_web/mayunlu_voice26,14.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032001,partner_sound/mayunlu_web/mayunlu_voice27,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032101,partner_sound/mayunlu_web/mayunlu_voice28,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032201,partner_sound/mayunlu_web/mayunlu_voice29,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032301,partner_sound/mayunlu_web/mayunlu_voice30,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032401,partner_sound/mayunlu_web/mayunlu_voice31,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032501,partner_sound/mayunlu_web/mayunlu_voice32,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032601,partner_sound/mayunlu_web/mayunlu_voice33,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
130032801,partner_sound/mayunlu_web/mayunlu_voice16,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140010201,partner_sound/guanlu_web/guanlu_voice1,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140010202,partner_sound/guanlu_web/guanlu_voice2,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140010203,partner_sound/guanlu_web/guanlu_voice3,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140010204,partner_sound/guanlu_web/guanlu_voice4,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140010205,partner_sound/guanlu_web/guanlu_voice5,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140010301,partner_sound/guanlu_web/guanlu_voice6,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140010401,partner_sound/guanlu_web/guanlu_voice7,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140010501,partner_sound/guanlu_web/guanlu_voice8,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
140010601,partner_sound/guanlu_web/guanlu_voice9,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
140010701,partner_sound/guanlu_web/guanlu_voice10,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140010801,partner_sound/guanlu_web/guanlu_voice11,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011101,partner_sound/guanlu_web/guanlu_voice14,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011102,partner_sound/guanlu_web/guanlu_voice15,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011301,partner_sound/guanlu_web/guanlu_voice17,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011401,partner_sound/guanlu_web/guanlu_voice18,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011501,partner_sound/guanlu_web/guanlu_voice19,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011502,partner_sound/guanlu_web/guanlu_voice20,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011503,partner_sound/guanlu_web/guanlu_voice21,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011504,partner_sound/guanlu_web/guanlu_voice22,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011601,partner_sound/guanlu_web/guanlu_voice23,13.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011701,partner_sound/guanlu_web/guanlu_voice25,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011801,partner_sound/guanlu_web/guanlu_voice24,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140011901,partner_sound/guanlu_web/guanlu_voice26,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012001,partner_sound/guanlu_web/guanlu_voice27,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012101,partner_sound/guanlu_web/guanlu_voice28,14.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012201,partner_sound/guanlu_web/guanlu_voice29,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012301,partner_sound/guanlu_web/guanlu_voice30,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012401,partner_sound/guanlu_web/guanlu_voice31,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012501,partner_sound/guanlu_web/guanlu_voice32,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012601,partner_sound/guanlu_web/guanlu_voice33,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140012801,partner_sound/guanlu_web/guanlu_voice16,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140020201,partner_sound/luzhi_web/luzhi_voice1,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140020202,partner_sound/luzhi_web/luzhi_voice2,15.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140020203,partner_sound/luzhi_web/luzhi_voice3,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140020204,partner_sound/luzhi_web/luzhi_voice4,16.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140020205,partner_sound/luzhi_web/luzhi_voice5,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140020301,partner_sound/luzhi_web/luzhi_voice6,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140020401,partner_sound/luzhi_web/luzhi_voice7,23.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140020501,partner_sound/luzhi_web/luzhi_voice8,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
140020601,partner_sound/luzhi_web/luzhi_voice9,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
140020701,partner_sound/luzhi_web/luzhi_voice10,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140020801,partner_sound/luzhi_web/luzhi_voice11,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021101,partner_sound/luzhi_web/luzhi_voice14,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021102,partner_sound/luzhi_web/luzhi_voice15,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021301,partner_sound/luzhi_web/luzhi_voice17,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021401,partner_sound/luzhi_web/luzhi_voice18,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021501,partner_sound/luzhi_web/luzhi_voice19,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021502,partner_sound/luzhi_web/luzhi_voice20,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021503,partner_sound/luzhi_web/luzhi_voice21,11.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021504,partner_sound/luzhi_web/luzhi_voice22,14.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021601,partner_sound/luzhi_web/luzhi_voice23,18.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021701,partner_sound/luzhi_web/luzhi_voice25,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021801,partner_sound/luzhi_web/luzhi_voice24,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140021901,partner_sound/luzhi_web/luzhi_voice26,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022001,partner_sound/luzhi_web/luzhi_voice27,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022101,partner_sound/luzhi_web/luzhi_voice28,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022201,partner_sound/luzhi_web/luzhi_voice29,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022301,partner_sound/luzhi_web/luzhi_voice30,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022401,partner_sound/luzhi_web/luzhi_voice31,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022501,partner_sound/luzhi_web/luzhi_voice32,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022601,partner_sound/luzhi_web/luzhi_voice33,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140022801,partner_sound/luzhi_web/luzhi_voice16,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140030201,partner_sound/tianfeng_web/tianfeng_voice1,20.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140030202,partner_sound/tianfeng_web/tianfeng_voice2,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140030203,partner_sound/tianfeng_web/tianfeng_voice3,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140030204,partner_sound/tianfeng_web/tianfeng_voice4,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140030205,partner_sound/tianfeng_web/tianfeng_voice5,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140030301,partner_sound/tianfeng_web/tianfeng_voice6,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140030401,partner_sound/tianfeng_web/tianfeng_voice7,17.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
140030501,partner_sound/tianfeng_web/tianfeng_voice8,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
140030601,partner_sound/tianfeng_web/tianfeng_voice9,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.5,
140030701,partner_sound/tianfeng_web/tianfeng_voice10,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140030801,partner_sound/tianfeng_web/tianfeng_voice11,2.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031101,partner_sound/tianfeng_web/tianfeng_voice14,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031102,partner_sound/tianfeng_web/tianfeng_voice15,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031301,partner_sound/tianfeng_web/tianfeng_voice17,3.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031401,partner_sound/tianfeng_web/tianfeng_voice18,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031501,partner_sound/tianfeng_web/tianfeng_voice19,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031502,partner_sound/tianfeng_web/tianfeng_voice20,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031503,partner_sound/tianfeng_web/tianfeng_voice21,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031504,partner_sound/tianfeng_web/tianfeng_voice22,12.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031601,partner_sound/tianfeng_web/tianfeng_voice23,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031701,partner_sound/tianfeng_web/tianfeng_voice25,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031801,partner_sound/tianfeng_web/tianfeng_voice24,8.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140031901,partner_sound/tianfeng_web/tianfeng_voice26,9.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032001,partner_sound/tianfeng_web/tianfeng_voice27,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032101,partner_sound/tianfeng_web/tianfeng_voice28,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032201,partner_sound/tianfeng_web/tianfeng_voice29,7.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032301,partner_sound/tianfeng_web/tianfeng_voice30,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032401,partner_sound/tianfeng_web/tianfeng_voice31,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032501,partner_sound/tianfeng_web/tianfeng_voice32,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032601,partner_sound/tianfeng_web/tianfeng_voice33,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
140032801,partner_sound/tianfeng_web/tianfeng_voice16,4.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.2,
210010201,partner_sound/xiahouxuan_web/xiahouxuan_voice1,5.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
210010202,partner_sound/xiahouxuan_web/xiahouxuan_voice2,10.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
210010203,partner_sound/xiahouxuan_web/xiahouxuan_voice3,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
210010204,partner_sound/xiahouxuan_web/xiahouxuan_voice4,6.0,1.0,0.0,0.0,1.0,0.0,70.0,1.0,0.1,
