id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
854009,孫尚香,"
1.曇華學院中的輸出型學妹；
2.普攻攻擊隨機3名敵方學妹；
3.能夠造成持續性的中毒傷害，釋放主動技能與造成暴擊時都有相應機率為目標附加中毒狀態；
4.針對中毒目標能造成更高傷害，配合漢靈帝、司馬懿等毒傷學妹能夠造成更高輸出。",主動技能對隨機3名敵方學妹造成傷害，並附帶額外持續傷害；\n6星後，目標增加為4名；\n10星後，附帶減速效果，可以有效破壞敵方輸出節奏。,強化技能，大幅提高自身輸出能力。,強化技能，暴擊時即會對目標釋放持續傷害；\n該技能觸發效果較為苛刻，比較依賴暴擊。,強化技能，針對中毒目標提高傷害；\n因為該技能的存在，孫尚香可配合其他毒傷學妹一起上陣以造成更高輸出。
854010,呂玲綺,1.曇華學院中透過迭加印記來造成傷害的輔助型學妹；\n2.PVE場合下是獨一無二的增傷型輔助，透過迭加印記來增加敵方受到的傷害，且該印記全體友方均可收益；\n3.暴擊時即可回血，自身生存能力不俗。,主動技能對隨機2名敵方學妹造成傷害、削弱攻擊並施加印記；\n附帶印記目標會受到高額額外傷害；\n因為該印記全體友方學妹均可收益，所以讓呂玲綺更快更多地迭加印記，即可較高額度地提升傷害。,強化技能，提升輸出與生存。,強化技能，每次暴擊時即可回復自身生命值；由於回復量較高，該技能較好地提升了生存能力。,強化技能，普通攻擊變更為分裂攻擊，並會為攻擊目標添加印記；\n該技能與主動技能配合則會有非常完美的爆炸輸出。
855001,瓦拉斯基,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本
855002,司馬昭,1.修羅學院中擁有全體控制能力的輸出型學妹；\n2.10星後，技能可以攻擊敵方全體並有一定機率偷取能量，普通攻擊也有較大機率石化目標，被動技能提升速度保證先手輸出，是一位各場合下均表現不錯的學妹；\n3.修羅學院學妹培養成本較高，可根據目前資源合理規劃培養。,主動技能對敵方全體學妹造成傷害，附帶一定機率石化控制效果；\n同時可以偷取敵方能量，有效破壞敵方節奏。,"強化技能，普通攻擊即能減少目標能量並附帶石化控制效果,有一定拖延節奏作用。",強化技能，提升自身輸出、生存與速度；\n10星後可提升60點速度，能夠儘快出手。,強化技能，殘血時大幅提升自身攻擊並減少自身護甲，使自己成為低血針對目標來吸引傷害。
855003,郭嘉,"
1.修羅學院中擁有極強爆發能力的輸出型學妹；
2.因為自身釋放主動技能後可增加大幅度的暴擊率，同時友方學妹釋放技能後即可回復能量，所以郭嘉可以更高頻率地釋放技能造成傷害；
3.輸出時可以額外造成敵方生命上限的傷害，對血量高的敵方可以打出更高的傷害，因此郭嘉對單體BOSS類角色表現突出；
4.免疫沉默控制，回復能量的同時也能回復生命，生存能力不俗；
5.修羅學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對隨機1名敵方學妹造成傷害，同時對血量超過自身目標造成額外血量上限傷害，並附帶暴擊提升；\n敵方血量越高，郭嘉造成的傷害也就越足，且暴擊提升極大地提升了輸出能力；\n10星後，目標增加至2名，同時針對補師型學妹有額外傷害。,強化技能，每次己方隊友施放技能時都可回復一定能量與生命值；\n當團隊裡出現多個郭嘉時則會出現接連不斷的能量與生命值回復效果。,強化技能，提高生存、速度以及輸出能力，同時完全免疫沉默控制；\n該技能使郭嘉可以從容面對沉默控制型學妹。,強化技能，普通攻擊變更為攻擊敵方後排隨機目標，造成傷害同時減少目標能量；\n該技能針對後排輸出學妹，有效拖慢敵方攻擊節奏。
855004,于吉,"
1.修羅學院中擁有復活技能的戰士型學妹；
2.本身輸出不俗，延時爆發傷害較高，同時配有回復、復活、石化控制技能，作為前排能夠承受的傷害非常可觀；
3.可透過第一次死亡為特定學妹提供增益從而造成大量輸出，例如與以掃&雅各搭配上陣對敵方全場造成傷害，與曹操搭配上陣以提升曹操輸出能力；
4.修羅學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對敵方後排學妹造成傷害並附加印記，同時提升自身減傷效果，附有印記目標即能觸發延時傷害；\n10星後，有一定機率額外增加印記；\n該技能是于吉輸出核心，且減傷效果的增加有效地提升了于吉的生存能力。,強化技能，每次攻擊即會為攻擊目標附加印記，同時施加一定機率石化控制效果並觸發傷害。,反擊技能，受到攻擊即能為攻擊者附加印記，同時有一定機率回復自身血量，提高生存能力。,復活技能，9星後可滿血復活。
855005,路西法,"
1.修羅學院中能夠造成全場持續型傷害的主力輸出型學妹；
2.隊友施放技能後可快速回能從而能夠頻繁施放主動技能，隨著戰鬥回合的進行，攻擊力會越來越高並附帶流血效果，因此輸出非常不俗；
3.路西法配合其他高速學妹，可以迅速釋放主動技能從而殺死敵方；
4.主動技能非常針對遊俠型學妹，上頂樓時可針對遊俠職業較多的隊伍；
5.修羅學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對敵方全體學妹造成傷害並附帶回合外流血傷害，針對遊俠型學妹，傷害有較大幅提升；\n該技能使路西法成為可有效針對遊俠職業較多的隊伍。,強化技能，大幅提升輸出與生存。,強化技能，每次攻擊均可提升自身攻擊與速度；\n該技能使路西法在戰鬥後期越來越快地施放技能造成大量傷害。,強化技能，每當己方學妹施放技能時均能提高輸出與能量，與被動2配合，在戰鬥後期路西法幾乎能夠無間隔施放技能。
855006,雙子,"
1.修羅學院中的主力輸出型學妹；
2.擁有極高的基礎速度，減傷、免控、減能量，可以大幅提升團隊輸出空間，因此在各場合下均有極佳表現，；
3.搭配甘夫人、曹休等學妹可以組成獨特的自爆隊伍，當場上這些學妹死亡後即會對全體敵方產生巨量傷害；
4.修羅學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對隨機1名敵方目標造成大幅傷害，對前排敵人降低大幅護甲並石化，對後排敵人降低大幅攻擊並降速；\n該技能配合以掃&雅各本身的高速，使得她們幾乎必定先出手，為團隊提供了極優的輸出空間。,強化技能，提升自身生命、免傷、速度、免控，全面地提高了生存能力；\n7星後，免控機率提升為100%，任何學妹都無法對以掃&雅各造成威脅。,強化技能，普通攻擊變更為攻擊血量最低目標，同時降低目標能量；\n該技能使受擊目標幾乎無出手空間。,核心技能，每當場上有學妹死亡（無論敵我），均會對敵方全體學妹造成爆炸性輸出；\n該技能使以掃&雅各成為了自爆隊的核心，隊內其他較弱的學妹死亡後以掃&雅各即可對敵方造成大量傷害順利通關。
856001,水鏡,"
1.辰星學院中能力非常全面的輸出型學妹，在各場合均有非常不俗的表現；
2.受擊後可以回復自身生命並增加神聖傷害，自身生存能力很強；
3.每次攻擊後能疊加神聖傷害，隨著戰鬥的進行，輸出表現會愈發優秀，非常適合遊戲過渡期投入培養；
4.辰星學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對隨機4名敵方學妹造成傷害，同時回復己方3名學妹一定生命值，同時提升己方學妹神聖傷害；\n神聖傷害不受護甲影響，該技能使水鏡成為了全能型學妹。,強化技能，每次攻擊技能回復一定生命值並提升神聖傷害，大幅提高自身生存與輸出能力。,強化技能，全面提高輸出與生存能力。,反擊技能，受到攻擊時技能回復自身一定生命值並提高神聖傷害。
856002,加百列,"
1.辰星學院中擁有極強群體爆發的輸出型學妹；
2.普攻攻擊敵方前排學妹；
3.自身生存能力較強，成型後可以吸收非常可觀的傷害；
4.主要透過附加暴擊印記(友方學妹暴擊後可觸發印記造成額外傷害)，同時提高暴擊傷害來產生高爆發全場輸出；
5.辰星學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對敵方全體學妹造成傷害並附帶暴擊印記，附有暴擊印記目標受到暴擊時即會遭受大幅度攻擊傷害；\n10星後，將有一定機率額外增加暴擊印記。,強化技能，大幅提高生存與輸出效果；\n減傷與神聖傷害都是非常實用且有效的增益效果。,強化技能，每次攻擊均會對目標施加暴擊印記並提升自身暴擊；\n配合主動技能可打出大量傷害。,反擊技能，受到攻擊時即會對攻擊者附加暴擊印記，同時提升自身暴擊傷害。
856003,米迦勒,1.辰星學院中擁有復活能力的輔助型學妹；\n2.非常全面且強力，「聖潔之盾」升至3級後免疫控制，10星後施放主動技能不僅能造成傷害與控制，同時能恢復隊友血量並增加其暴擊，死亡後還可滿血復活；\n3.辰星學院學妹培養成本較高，建議根據目前資源合理規劃培養。,主動技能對隨機3名敵方學妹造成傷害，並附帶一定機率暈眩控制效果，同時可回復血量最低的己方學妹一定程度生命值；\n10星後，回復值非常可觀，同時可為該對象提升暴擊；\n該技能為非常強力的保護技能，可以直接保護瀕危血線的己方學妹。,強化技能，大幅提升輸出與速度，加強自身節奏。,復活技能，8星後可滿血復活。,強化技能，提升免控效果，9星後可100%免控，任何場合下均有極大的生存空間。
856004,龐統,"
1.辰星學院中能夠造成高額傷害的輸出型學妹；
2.擁有極高的基礎速度，8星後擊殺敵方學妹即能回滿能量從而繼續釋放主動技能，非常擅長連續擊殺敵方殘血學妹從而形成人員優勢；
3.自身免疫暈眩控制，在多場合中都是非常強大的存在；
4.辰星學院學妹培養成本較高，建議根據目前資源合理規劃培養。","
主動技能對隨機1名敵方學妹造成傷害，同時對血量超過自身目標造成一定機率暈眩控制效果，對血量低於自身目標造成額外傷害；
6星後，目標數目增加至2名；
10星後，控制機率提升為100%；
只要不是免控目標，龐統均能穩定控制目標並造成大量傷害輸出。",強化技能，普通攻擊變為針對血量最低的敵方目標，形成收割效果。,強化技能，敵方學妹死亡後立刻獲得充能並大幅提升神聖傷害；\n該技能配合主動技使龐統在團戰中形成了永動的殘血收割效果。,強化技能，大幅提升神聖傷害、速度與暴擊，同時免疫暈眩控制效果；\n該技能使龐統在面對暈眩控制為主的PVP場面時遊刃有餘。
856005,華佗,"
1.辰星學院中擁有提高隊友速度與攻擊能力的輔助型學妹；
2.能力非常全面，不僅能大幅回復隊友生命值，還能增加速度與攻擊力，即使死亡後也能持續回復隊友生命值；
3.自身生存能力優秀，能持續為團隊提供裨益；
4.辰星學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對隨機4名敵方學妹造成傷害，同時提升己方隨機4名學妹攻擊、速度、受治療效果；\n該技能可使己方先手，並對生存空間做出了極大保障。,"強化技能，提升生存與輸出能力，同時提高了免控率,保證自身生存空間。",回復技能，普通攻擊即能持續回復己方隨機3名目標超高比例生命值；\n該技能配合主動技，使華佗擁有極其恐怖的治療能力。,強化技能，死亡後將持續5回合回復己方全體學妹超高比例生命值；\n隨著戰鬥節奏的加快，該技能意味著華佗死後依舊能保障團隊較高的存活率。
854011,赤蓮,"
1.曇華學院中能夠根據自身生命值造成傷害的輸出型學妹；
2.自身生命值不俗，且能吸取、降低敵方攻擊，從而提升了自身與團隊的生存空間；
3.主要依靠燃燒傷害而形成輸出，透過增加自身生命值不僅能夠大幅提升生存能力同時能夠提升輸出能力；
4.能夠對一名生命值最高的敵方目標造成大幅傷害，有一定的針對性；
5.被控制後能夠恢復一定生命值，還能額外造成傷害，是在各場合下均擁有不俗表現的全能型學妹。",主動技能對隨機3名敵方學妹造成傷害，同時吸取目標一定攻擊，並對當前生命值最高的敵方學妹造成自身一定比例生命值的燃燒傷害；\n該技能傷害不俗，同時吸取敵方3名目標攻擊，提高自身輸出的同時增加了己方學妹的生存空間。,強化技能，增加生命值、攻擊力與暴擊率，大幅提高生存與輸出能力。,強化技能，普通攻擊變更為攻擊隨機3名敵方學妹，降低其攻擊並造成一定比例自身生命值的燃燒傷害；\n該技能不僅可以對多名敵方造成可觀傷害，同時可以降低其對己方造成的傷害，提升了團隊的生存能力。,強化技能，被控制後持續回復生命值，並對隨機3名敵方學妹造成一定比例自身生命值的燃燒傷害。
852012,銀月,1.神威學院中擁有極強收割能力的輸出型學妹；\n2.技能非常精彩地詮釋了刺客這一職業，普攻與成功格擋後即可堆疊「追擊」，針對生命值低的敵方學妹能造成不俗的直接傷害與流血傷害，且在成功擊殺敵方後即可回復一定生命值，擁有強大的持續能力；\n3.銀月本身速度評分非常優秀，被動1則額外大幅增加了格擋與免控，極大地提升了生存能力，從而保證出手機會。,主動技能對血量最低的敵方學妹造成傷害，同時附加2回合高額的持續傷害；\n該技能升至3級後，攻擊係數非常高，且後續流血傷害不俗，能夠對敵方生命值較低的學妹造成較大威脅。,強化技能，增加攻擊力、暴擊、格擋、免控與速度，全面提升銀月的輸出與生存能力；\n格擋的大幅提升，使「追擊」較容易累積，極大提升了銀月的輸出能力。,強化技能，每次成功格擋敵方攻擊即可累積1層「追擊」，「追擊」在銀月成功釋放主動技能後全部施加在生命值最低的敵方，造成大量直接傷害與持續傷害；\n由於「追擊」造成的持續傷害非常可觀，因此盡可能提升格擋從而多次堆疊「追擊」狀態以便銀月造成更多傷害。,強化技能，普通攻擊時即可累積2層「追擊」，同時在擊殺敵方後會為自身回復一定生命值；\n「逐月銀光」在升至3級時，可回復100%生命值，為銀月提供了強大的持續收割能力。
853012,青羽蛻夢魏延,1.風見學院中擁有極強控制能力同時依靠暈眩控制造成大量傷害的輸出型學妹；\n2.青羽蛻夢魏延技能圍繞著暈眩展開，若場上有學妹被暈眩後，會造成大量傷害同時恢復自身生命值並提升攻擊，而當自身受到攻擊時，若損失生命值高於50%也會對攻擊目標造成暈眩控制效果；\n3.為青羽蛻夢魏延裝備「命運魂晶」等提升能量的魂器保證其盡早釋放主動技能，同時可搭配陸遜等先手控制型學妹上場，增加其傷害。,主動技能對隨機3名敵方學妹造成傷害，並對所有目標附帶一定機率暈眩控制效果；\n若目標已被暈眩，則會必定暴擊，該技能為魏延的核心輸出技能，配合青羽蛻夢魏延的被動技能或其他先手暈眩控制型戰姬即會造成大量傷害。,強化技能，增加生命值、攻擊力與暴擊傷害與免控率；\n由於主動技能的存在，暴擊傷害的增加可以大幅提升輸出，而免控率的增加可以保證青羽蛻夢魏延一定的生存空間。,強化技能，受到攻擊時若損失50%以上生命值則對攻擊目標造成暈眩控制效果同時恢復一定生命值，若損失生命值較低，則提升自身攻擊力；\n該技能使青羽蛻夢魏延有了一定的暈眩補足能力，配合其他技能可以造成不俗傷害。,強化技能，當場上學妹受到暈眩控制後（無論敵友），均會對隨機2名敵方造成傷害同時回復生命值；\n正因為該技能的存在，多名青羽蛻夢魏延或與其他暈眩控制型戰姬搭配上場時即會擁有不俗的輸出效果，同時擁有一定的持續能力。
851012,芬里爾,1.隱蹤學院中擁有持續輸出能力的戰士型學妹，傷害穩定，越到戰鬥後期表現越優秀；\n2.主動技能及「亡命迎擊」的存在使芬里爾面對前後排敵人都能擁有穩定的輸出，同時成功格擋3次後可解除控制同時反擊回血，擁有強大的持續能力，是非常優秀的1號位戰士；\n3.在陣容搭配時可多創造安全的輸出空間，將戰鬥延至後期，可選華佗、陸遜等輔助、控制型學妹。,主動技能對隨機3名敵方學妹造成傷害，並對攻擊目標額外造成流血效果；\n該技能升至3級後傷害比例達到206%，非常不俗，同時流血效果可與其他學妹搭配；\n同時針對後排敵人，會造成必定暴擊，可用於針對敵方後排。,強化技能，增加生命值、攻擊力、破甲以及格擋；\n破甲配合主動技能可增加輸出，相比於其他戰士型學妹，更具有輸出能力；\n格擋配合「亡命迎擊」，不僅提升了生存能力，同時提升了輸出效果。,強化技能，當戰場上學妹施放技能時，即會增加自身攻擊力與暴擊傷害；\n愈到戰鬥後期，增益效果會愈發明顯，是偏持久的被動技能。,核心技能，成功格擋3次即會解除自身受到的控制同時對隨機3名敵人進行反傷，還能從傷害中回復生命值；\n該技能使芬里爾擁有了持續能力，同時對擁有高血量的學妹可瞬間造成高額傷害。
852013,龍胤曹操,"
1.神威學院中能夠造成持續輸出效果的輸出型學妹；
2.龍胤曹操技能圍繞著燃燒展開，若場上敵方學妹身上有燃燒效果時，不僅會有一定機率增加其持續回合數同時提升自身攻擊力與免控率，若場上己方學妹身上有燃燒效果時，則會有一定機率減少其持續回合數；
3.龍胤曹操免疫燃燒效果，同時遭受處於燃燒狀態的敵人攻擊時，受到的傷害將會減少；
4.搭配張飛、赤蓮等會造成燃燒效果的學妹上場，不僅可發揮燃燒狀態的最大效果，同時由於「青鋼影」與「負天者」的存在，可快速疊加敵方學妹的燃燒效果層數，造成大量持續性傷害。",主動技能對隨機4名敵方學妹造成傷害，並立即引爆所有燃燒層數或疊加燃燒層數；\n搭配其他能夠造成燃燒效果的學妹一起上場可以穩定地造成大幅輸出。,強化技能，增加生命值、攻擊力，同時免疫燃燒效果；\n在應對能夠造成燃燒效果的學妹時擁有不俗的生存空間。,強化技能，在己方學妹釋放技能時可以在受擊者身上疊加燃燒狀態；\n配合能量回復較快、先手戰姬上陣，可以快速地疊加敵方的燃燒層數，從而造成大量傷害。,強化技能，一旦場上學妹受到燃燒時，即會增加自身攻擊與免控率；\n若為己方學妹，則有一定機率降低燃燒層數，若為敵方學妹，則有一定機率增加燃燒層數；\n龍胤曹操搭配其他能夠造成燃燒效果的學妹上場後，不僅可極快地疊加燃燒層數，造成大量持續性傷害，同時能快速提升自己的輸出，面對先手控制型學妹時也有足夠的生存空間。
855007,呂布,"
1.修羅學院中能抗能打的全能型學妹；
2.自身的每個技能都兼具攻擊與防禦，面對高血量敵人時能發揮出恐怖的力量；
3.主動技能及「影劍千仞」提供的特殊控制效果「威嚇」能有效克制普攻帶有特殊效果的敵人，還能令敵人無法透過普攻來增加能量；
4.修羅學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對隨機4名敵方學妹造成傷害，血量越高的敵人受到的傷害越高，並且對血量過低的敵人造成二次傷害，同時治療自己；有不小的機率使敵人受到特殊的控制效果，在給予敵方毀滅性打擊的同時降低殘存敵人對己方的威脅。,強化技能，增加生命值、攻擊力、暴擊以及破甲，自身的輸出與生存得到全面提升。,強化技能，普通攻擊變為攻擊敵方單體的大招效果，集攻擊與恢復於一體；\n技能升至滿級後附帶100%命中的威嚇效果，讓呂布成為敵方殘血學妹的噩夢。,強化技能，在進一步提升自身輸出的同時，技能生成的劍氣護盾大幅度增強了自身的生存能力。
856006,路西菲爾,"
1.辰星學院中擁有多樣輸出手段的主力輸出型學妹；
2.在「雙重顯現」的幫助下擁有極高的基礎速度，可以先於大部分戰姬釋放主動技能，使制約印記的效果得到最大程度發揮，達到快速削減敵方血量的作用；
3.主動技能及「星隕聖槍」的效果使得路西菲爾在面對血量極高的戰士型學妹時也能造成優秀的傷害效果，而「碎影急襲」保證了路西菲爾在面對爆發型學妹時同樣可以利用其本身的高輸出快速清除威脅，在多場合都有非常優秀的輸出表現，因此適用範圍極廣泛；
4.辰星學院學妹培養成本較高，建議根據目前資源合理規劃培養。",主動技能對隨機4名敵方學妹造成無視護甲的攻擊傷害，並對所有敵方學妹附加制約印記；\n配合高速度可以快速降低敵方血量，獲得戰場優勢，對於前期強勢的陣容有強力的壓制效果。,強化技能，增加生命值、神聖傷害、減傷率以及速度，在進一步提升自身輸出效率的同時也提升了存活能力，使自身可以在戰場上更長時間地輸出。,強化技能，普通攻擊變為攻擊敵方生命最高的戰姬，造成基於敵方戰姬生命上限的百分比傷害，並恢復自身傷害量一定比例的生命；\n對於高血量的戰士型學妹有一定的克制效果，並且保證了路西菲爾每回合都能得到大量的生命值回復，有效地提升了自身的存活能力。,強化技能，對敵方的輸出型學妹可以造成大量傷害；\n減療效果使敵方學妹的存活能力隨著回合數增加快速降低，配合自身兩個造成生命值比例傷害的技能使回合數拖得越久對敵方越為不利；\n技能附帶的比例恢復效果進一步增強了自身的生存能力。
854012,克瑞絲,"
1.曇華學院中擁有極強控制能力的輸出型學妹；
2.獨特的的控制效果「結晶」可以延遲觸發，提高了控制效果的覆蓋時間；
3.「願望之力」升至3級後提升了觸發機率，在敵方免控率低的情況下，幾乎可以無間隔地控制敵方1號位
4.敵方被結晶時可以恢復自身生命並提升攻擊力，同時對敵方造成持續中毒傷害。配合結晶能延遲觸發的特性，極大提升了持續作戰的能力並提供不俗的傷害。",主動技能對隨機3名敵方學妹造成傷害，並會造成即使或延遲觸發的結晶效果。\n由於延遲觸發的技能特性，使得克瑞斯不必過於依賴高速，只要在合適的時機施放技能即能達到打亂敵方節奏的目的。,強化技能，增加生命值、攻擊力、收到治療效果以及速度，全面提升了輸出與生存能力。,強化技能，普通攻擊會有機率對敵方附加晶種，延遲1回合後觸發。\n該技能升至3級後，控制機率提升至100%，可以針對敵方1號位進行控制。,強化技能，當敵方學妹被結晶時，提高自身攻擊力並回復自身生命值，同時對隨機3名敵方學妹造成持續中毒傷害。\n提升自身持續作戰能力的同時，補充了一定的傷害能力。
853013,王異,"
1.風見學院中能夠造成高額傷害的輸出型學妹；
2.普攻攻擊敵方血量最低的學妹；
3.王異所有的攻擊對象均為後排或血量最低的敵方學妹，十分契合自身刺客的定位；
4.技能圍繞「崩解」和流血展開，「崩解」可加深敵方學妹受到的持續傷害。王異自身的攻擊可頻繁地附加流血與「崩解」狀態，不依賴其他學妹即可造成高額傷害，同時又能提升全隊的輸出與爆發能力。",主動技能對隨機2名後排敵方學妹造成傷害，使敵方學妹進入「崩解」狀態的同時附加長達15回合的流血狀態，為觸發自身其他技能提供了條件。\n搭配其他能夠造成持續傷害的學妹一起上場可以穩定地造成大量輸出。,強化技能，增加攻擊力、暴擊、免控率以及精準，同時免疫流血，全面提升了輸出與生存能力。,強化技能，在戰鬥開始時，提升所有友方戰姬精準和暴擊，快速削減敵方血量。\n回合結束時，使生命值最低的2名敵人獲得崩解狀態，每有一個敵人處於流血狀態則增加自己的減傷和暴擊傷害，增加了自身生存與持續輸出的能力。,強化技能，在普通攻擊時，額外對所有後排敵人造成流血傷害，無論敵方是否處於「崩解」狀態，都可附加額外傷害。\n該技能十分針對後排學妹，同時流血可配合觸發自身的其他技能，提升自己的輸出與生存能力。
852014,坂本龍馬,1.神威學院中兼具爆發與生存的輸出型學妹；\n2.主動技能針對敵方血量最高的敵人，「追加籌碼」及「皇家同花順」的存在使坂本龍馬面對前後排敵人都有不俗的輸出\n3.坂本龍馬可以頻繁地為自身附加「無敬」和「無畏」效果，「無敬」抵消控制效果，「無畏」抵消並反射傷害，可謂攻守兼備。,主動技能對生命值最高的敵方造成高額傷害，並對攻擊目標額外造成燃燒效果；\n該技能升至3級後攻擊係數高達450%，後續燃燒效果提供大量傷害的同時亦可與其他學妹搭配；\n為自身附加的無敬效果可以抵消控制。,強化技能，增加生命值、攻擊力、暴擊、以及精準；\n暴擊配合「皇家同花順」，提供大量傷害的同時，也可頻繁地為自身附加「無敬」和「無畏」效果。,強化技能，普通攻擊變更為攻擊前排目標；\n每次攻擊均可為自身附加1層「無畏」效果，提升了自身的生存能力。,核心技能，每當暴擊時，對敵方全體造成傷害，同時為自身附加1層「無敬」和「無畏」效果。
851013,薇薇安,1.隱蹤學院中的輔助型學妹；\n2.輔助能力包含了為友方回復、清除減益效果，對敵方清除增益效果、附加減益效果，十分全面；\n3.「星月」的存在配合薇薇安多樣的輔助能力，使得薇薇安的表現非常穩定。而隨著戰鬥的進行，薇薇安所能產生的作用也會愈加明顯。,主動技能對隨機2名敵方學妹造成傷害，並有機率清除目標身上的增益效果；\n該技能放置的月影，每回合會為血量最低的友方學妹回復生命。同時在友方學妹受到攻擊時，會有機率清除負面效果。,強化技能，增加生命值、免控率、速度以及收到治療效果，全面提升了生存能力。,強化技能，回合結束時，有機率降低敵方學妹的能量和速度2回合。,核心技能，戰鬥開始時薇薇安會為隨機一名敵方學妹附加星月死亡後在下回合開始時更換目標）；\n每當自身受到傷害時，被附著星月的敵方學妹也將受到一定百分比的傷害量；每當自身受到減益效果時，被附著星月的敵方學妹也將有機率受到一樣的減益效果。
854013,劉備,1.曇華學院中的輸出型學妹；\n2.劉備的技能圍繞著餘香展開，透過隊友的攻擊以及場上戰姬的死亡可以獲得餘香，提升自身的屬性。在釋放主動技能時，消耗所有餘香層數造成大量傷害；\n3.「桃花結義」使得劉備在戰力均衡的隊伍中能夠發揮出更大的作用。,主動技能對隨機3名敵方學妹造成傷害，並釋放所有餘香，每層餘香對隨機1名敵人造成傷害。\n餘香未被釋放時亦可提供減傷率。,強化技能，增加生命值、攻擊力、暴擊傷害以及免控率，全面提升了輸出與生存能力。,核心技能，每當己方學妹普攻或釋放技能時均可進行協戰並獲得餘香。\n目標不限人數，配合能對多個敵人造成傷害的學妹，可以造成大量傷害。,強化技能，每當場上有學妹死亡（無論敵我），均會回復自身生命值並獲得餘香。
856007,烏列爾,"
1.辰星學院中擁有控制能力的戰士型學妹；
2.主動技能可永久提升自身的神聖傷害。而烏列爾優秀的生命和減傷屬性，再配合有回復能力的輔助學妹，可輕鬆將戰鬥拖延至後期；
3.烏列爾的攻擊和主動技能，會為敵方學妹附加貝勒努斯之痕，疊加到2層後清除當前層數並觸發貝勒努斯之光，封印目標戰姬，被封印的戰姬無法觸發被動技能。
需要注意的是，常駐屬性增益、普通攻擊變換、死亡時觸發的被動技能無法被封印。
薇薇安的星月效果無法被封印，被附著星月的敵人死亡後重新選擇星月目標會被封印",主動技能對隨機1名敵方學妹造成多段攻擊並附加1層貝勒努斯之痕，同時永久提高自身的神聖傷害；\n10星後，釋放主動技能時有機率對所有已有貝勒努斯之痕的敵方學妹額外附加1層貝勒努斯之痕。,強化技能，增加生命值、神聖傷害、免控率和減傷率，全面提升了輸出與生存能力。,強化技能，普通攻擊變更為對隨機一名敵方學妹造成傷害並附加1層貝勒努斯之痕。,強化技能，每當自身釋放主動技能或普通攻擊後，對敵方全體學妹造成無視護甲的傷害並有機率附加1層貝勒努斯之痕。
855008,伊邪那美,"
1.修羅學院中可以為隊友提供護盾的輔助型學妹；
2.主動技能為己方學妹提供的彼岸花盾，可抵消受到的普通攻擊或主動技能傷害並轉化為治療；
3.被動技能為敵方學妹附加的治療詛咒，可抵消其受到的治療並轉化為傷害。
4.伊邪那美的彼岸花盾和治療詛咒不可相互觸發喔。",主動技能對敵方前排學妹造成傷害，附帶一定機率石化控制效果；\n為己方全體學妹附加彼岸花盾，可抵消下一次受到的普通攻擊或主動技能傷害並轉化為治療；\n相較於單純的抵消傷害或治療，效果更為強大的同時，需要注意其觸發條件有所限制。,強化技能，增加生命值、攻擊力、減傷率，同時受到的控制效果持續回合數減少1回合，全面提升了生存能力。,強化技能，每當己方學妹釋放技能後進行3次追擊，提供了一定的輸出能力。,強化技能，普通攻擊變更為攻擊隨機2名敵方學妹；\n普通攻擊會附加一層治療詛咒，將敵方學妹下一次受到的治療轉化為傷害，限制了敵方的生存空間。
854014,薇拉,"
1.曇華學院中擁有回復與削弱能力的輔助型學妹；
2.薇拉的輔助能力十分通用，適用於絕大多數場合和陣容，且不需要很高的戰力即可發揮出色的效果；
 「夢境」可削弱敵方學妹，使其受到的全傷害增加，造成的全傷害降低。
 「搖籃曲」兼具回復與傷害，且根據被附加學妹的攻擊力計算。
3.「迷藏尋覓」可與速度高於自身的敵方學妹交換速度，搶佔先手。",主動技能對隨機1名敵方學妹造成傷害，並使其陷入夢境；\n同時為隨機3名我方學妹附加搖籃曲，當學妹受到主動技能或普通攻擊時，會根據該學妹的攻擊力回復生命，並對攻擊者造成無視護甲的傷害。,強化技能，增加生命值、攻擊力、以及受到治療效果，全面提升了生存能力。,強化技能，普通攻擊變更為對隨機1名敵方學妹造成傷害並使其陷入夢境；\n目標優先為沒有陷入夢境的敵方學妹，增加了覆蓋率。,強化技能，回合結束時隨機與1名速度高於自身的敵方學妹交換速度；\n削弱敵方的同時，薇拉可搶佔先手發揮輔助能力。
