id,name,brief,desc
3000025,騎馬戰報名表,裁判道具,用於報名騎馬戰的表格，註明著「自由組合」的字樣。
3000026,特製方位地圖,裁判道具,為定向越野大賽特製的手繪地圖，用簡單明確的圖注標明學園內所有的地理特征。
7087,春櫻細雪,造型,圖靈的春櫻細雪造型
27087,春櫻細雪,造型,圖靈的春櫻細雪造型
99,復活節彩蛋,活動材料,"
特殊材料，繪有圖案，包裝精緻的彩蛋。蛋殼由巧克力製成，蛋中藏了一些神秘的禮物。打破蛋殼，從中獲得驚喜——這個過程或許預示了生命的破殼新生或重生。

用於在限時活動-復活節尋蛋中獲取獎勵。

※在活動結束後將會被自動回收為金幣。"
100,橙色彩蛋,活動道具,不知道被誰放進商店的彩蛋。既然已經進了商店，想要拿走就不得不花點錢了，不然老闆娘肯定不會答應……
101,紅色顏料,活動道具,活動道具。獲得後可以在限時活動-復活節尋蛋中繪製彩蛋時使用紅色。
102,橙色顏料,活動道具,活動道具。獲得後可以在限時活動-復活節尋蛋中繪製彩蛋時使用橙色。
103,黃色顏料,活動道具,活動道具。獲得後可以在限時活動-復活節尋蛋中繪製彩蛋時使用黃色。
104,綠色顏料,活動道具,活動道具。獲得後可以在限時活動-復活節尋蛋中繪製彩蛋時使用綠色。
105,青色顏料,活動道具,活動道具。獲得後可以在限時活動-復活節尋蛋中繪製彩蛋時使用青色。
106,藍色顏料,活動道具,活動道具。獲得後可以在限時活動-復活節尋蛋中繪製彩蛋時使用藍色。
107,紫色顏料,活動道具,活動道具。獲得後可以在限時活動-復活節尋蛋中繪製彩蛋時使用紫色。
108,體育祭獎牌,活動材料,參與幽夢體育祭活動的各類玩法獲得。
109,運動會應援券,活動道具,活動道具，用於在幽夢體育祭活動中參與表演賽預測的押注。活動結束後會統一兌換為金幣。
110,裁判幣,活動材料,活動材料，用於在裁判道具商店兌換各類裁判道具。活動結束後可賣出。
7088,雙生之幸,造型,以掃&雅各的雙生之幸造型
27088,雙生之幸,造型,以掃&雅各的雙生之幸造型
7089,大裁判長,造型,巴尼拉的大裁判長造型
27089,大裁判長,造型,巴尼拉的大裁判長造型
7090,棒球新星,造型,關羽的棒球新星造型
27090,棒球新星,造型,關羽的棒球新星造型
7091,衝刺少女,造型,周瑜的衝刺少女造型
27091,衝刺少女,造型,周瑜的衝刺少女造型
111,精煉幻影之塵,活動材料,特殊材料，用於在限時活動-向群星祈願中召喚戰姬。
112,海量的金幣(24h),貨幣寶箱,可獲得掛機24小時的金幣收益（根據當前主線關卡進度），不受VIP加成影響。\n當前可獲得：金幣*
113,海量的經驗飲料(24h),經驗經驗寶箱,可獲得掛機24小時的經驗飲料收益（根據當前主線關卡進度），不受VIP加成影響。\n當前可獲得：經驗飲料*
114,幻影水晶球,活動材料,用於在巴尼拉的煉金試驗活動中兌換獎勵。活動結束後將無法再兌換，請務必在活動期間使用！
115,海量的金幣(8h),貨幣寶箱,可獲得掛機8小時的金幣收益（根據當前主線關卡進度），不受VIP加成影響。\n當前可獲得：金幣*
116,海量的經驗飲料(8h),經驗飲料寶箱,可獲得掛機8小時的經驗飲料收益（根據當前主線關卡進度），不受VIP加成影響。\n當前可獲得：經驗飲料*
930185,5星芬里爾碎片,召喚戰姬,湊齊50個碎片即可召喚該戰姬
51012,芬里爾,,
651019,芬里爾,,
751012,芬里爾,,
8023,金牌運動員,頭像框,幽夢體育祭活動限定頭像框，陣營戰積分結算排名前10獲得
8024,銀牌運動員,頭像框,幽夢體育祭活動限定頭像框，陣營戰積分結算排名前50獲得
8025,銅牌運動員,頭像框,幽夢體育祭活動限定頭像框，陣營戰積分結算排名前100獲得
7092,排球女將,造型,銀月的排球女將造型
27092,排球女將,造型,銀月的排球女將造型
6479,鋸齒獠牙,,
6480,鋸齒獠牙,,
6481,鋸齒獠牙,,
6482,鋸齒獠牙,,
6483,鋸齒獠牙,,
6484,鋸齒獠牙,,
6485,破碎狂潮,,
6486,破碎狂潮,,
6487,破碎狂潮,,
6488,破碎狂潮,,
6489,破碎狂潮,,
6490,破碎狂潮,,
117,齒輪,蒸汽祭票據經驗,用於提升蒸汽祭核心燃度
8026,蒸汽滾滾,頭像框,第1期蒸汽祭購買黑金票據獲得。
7093,齒輪狂想,造型,赤蓮的齒輪狂想造型，透過蒸汽祭獲得
27093,齒輪狂想,造型,赤蓮的齒輪狂想造型，透過蒸汽祭獲得
118,棒球禮券,活動材料,特殊材料，用於在限時活動-決勝的一球中兌換道具
940031,6星隱蹤娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚隱蹤學院的6星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940032,6星神威娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚神威學院的6星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940033,6星風見娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚風見學院的6星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940034,6星曇華娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚曇華學院的6星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940035,6星修羅娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚修羅學院的6星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940036,6星辰星娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚辰星學院的6星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
119,機械銅鉚,蒸汽祭普通貨幣,蒸汽祭普通貨幣，提升核心燃度後獲得，可在銅鉚兌換處兌換道具，機械銅鉚將在當期蒸汽祭結束後清空。
120,機械核心,蒸汽祭高級貨幣,蒸汽祭高級貨幣，提升核心燃度後獲得，可在核心兌換處兌換道具，機械核心將在當期蒸汽祭結束後繼續保留，可用於兌換下期蒸汽祭道具。
7094,不渝之戀,造型,貂蟬的不渝之戀造型
27094,不渝之戀,造型,貂蟬的不渝之戀造型
7095,寂夜弦音,造型,青羽蛻夢·魏延的寂夜弦音造型
27095,寂夜弦音,造型,青羽蛻夢·魏延的寂夜弦音造型
7096,粉色摯愛,造型,千本櫻的粉色摯愛造型
27096,粉色摯愛,造型,千本櫻的粉色摯愛造型
1070001,收藏室墻壁,家具,灰色的墻面，間隔著金屬框架，這間密不透風的收藏室能完好無損的保存任何奇珍異寶！
1070002,收藏室地板,家具,隱秘的收藏室終於開啟，小心踏足，別碰壞了塵封已久的藏品！
1070003,蒸汽自走床,家具,躺在床上，閉上眼睛，聽一千零一下機械碰撞的嘎吱聲後再睜眼，你就到家了。
1070004,齒輪桌,家具,桌面是一個巨大的齒輪，說不定是什麼大型機械的備用零件~
1070005,工作台,家具,沒有人知道是誰在這祕密研發著什麼未知的機械道具，但從現場遺留的圖紙來看，那件道具似乎沒有完成。
1070006,工作椅,家具,不算華麗的椅子，似乎不是藏品之一，更注重實用性。
1070007,蒸汽燈,家具,只能發出十分微弱的亮光，但在這間小房間里已經足夠了。
1070008,打字機,家具,對於大多數幽夢學園的學生來說，這件道具是十分陌生的，且不說如何使用，他們甚至不知道用在何處。
1070009,差分機,家具,傳說中的機器，可惜這件藏品似乎只是某個模仿者的隨意之作，根本無法使用。
1070010,落地鐘,家具,封閉的空間中極難讓人對時間的流逝有正確的認識，在這裡工作，時鐘的輔助是必要的。
1070011,道具架,家具,架子上隨意擺放著一些道具零件。
1070012,時間機器,家具,時間旅行是幾乎所有人的夢想之一。據某位見多識廣的同學說，這件藏品不僅僅用於時間旅行，還能停止時間。當然，沒人能啟動這東西……
1070013,機械臂,家具,比較原始的機械臂，使用的技術完全比不上魏延的義肢。
1070014,蒸汽爐,家具,在你打開這個爐子前，一定要注意儀表上顯示的氣壓值是否在安全限度之內！否則後果自負！
1070015,球形儀器,家具,意義不明的儀器，似乎可以作為使魔的玩具——如果你真的準備偷偷拿走這件藏品的話。
1070016,多種工具,家具,種類各異的工具，整齊地放置在墻上。
1070017,收藏室大門,家具,厚重的機械大門，進來時可費了好大的力氣才將其打開。
1070018,機械圖紙,家具,圖紙的最大作用就是讓我覺得畫這東西的人很厲害罷了。——某位不想透露姓名的怪力女
1070019,蒸汽管道,家具,管道能聯通機械與動力源，卻連接不了人心。
1070020,控制器,家具,這個控制器上有多個數字按鈕，要不要試著按一下4和2？
52013,龍胤·曹操,,
652020,龍胤·曹操,,
752013,龍胤·曹操,,
930186,5星龍胤·曹操碎片,召喚戰姬,湊齊50個碎片即可召喚該戰姬
7097,豆蔻紅顏,造型,陸遜的豆蔻紅顏造型
27097,豆蔻紅顏,造型,陸遜的豆蔻紅顏造型
121,命魂能量,貨幣,用於強化命魂
122,命魂任務券,命魂任務券,用於進行命魂副本任務
25010001,低級命魂精華,命魂材料,用於分解獲得少量的命魂能量
25010002,中級命魂精華,命魂材料,用於分解獲得中量的命魂能量
25010003,高級命魂精華,命魂材料,用於分解獲得大量的命魂能量
25050500,[終極赤晶Ⅰ] 合成石,命魂合成材料,合成 [終極赤晶Ⅰ] 套裝命魂用的合成材料
25060600,[召喚者] 合成石,命魂合成材料,合成 [召喚者] 套裝命魂用的合成材料
25060700,[裁決者] 合成石,命魂合成材料,合成 [裁決者] 套裝命魂用的合成材料
25060800,[碎天者] 合成石,命魂合成材料,合成 [碎天者] 套裝命魂用的合成材料
25060900,[主宰者] 合成石,命魂合成材料,合成 [主宰者] 套裝命魂用的合成材料
25010101,鳞之命魂,命魂,
25010102,痕之命魂,命魂,
25010103,羽之命魂,命魂,
25010104,壳之命魂,命魂,
25020101,[普通黃晶Ⅰ] 鳞之命魂,命魂,
25020102,[普通黃晶Ⅰ] 痕之命魂,命魂,
25020103,[普通黃晶Ⅱ] 羽之命魂,命魂,
25020104,[普通黃晶Ⅱ] 壳之命魂,命魂,
25030101,[普通紫晶Ⅰ] 鳞之命魂,命魂,
25030102,[普通紫晶Ⅰ] 痕之命魂,命魂,
25030103,[普通紫晶Ⅱ] 羽之命魂,命魂,
25030104,[普通紫晶Ⅱ] 壳之命魂,命魂,
25030201,[初級紫晶Ⅰ] 鳞之命魂,命魂,
25030202,[初級紫晶Ⅰ] 痕之命魂,命魂,
25030203,[初級紫晶Ⅰ] 羽之命魂,命魂,
25030204,[初級紫晶Ⅰ] 壳之命魂,命魂,
25030205,[初級紫晶Ⅱ] 星之命魂,命魂,
25030206,[初級紫晶Ⅱ] 月之命魂,命魂,
25030301,[中級紫晶Ⅰ] 鳞之命魂,命魂,
25030302,[中級紫晶Ⅰ] 痕之命魂,命魂,
25030303,[中級紫晶Ⅰ] 羽之命魂,命魂,
25030304,[中級紫晶Ⅰ] 壳之命魂,命魂,
25030305,[中級紫晶Ⅱ] 星之命魂,命魂,
25030306,[中級紫晶Ⅱ] 月之命魂,命魂,
25030401,[高級紫晶Ⅰ] 鳞之命魂,命魂,
25030402,[高級紫晶Ⅰ] 痕之命魂,命魂,
25030403,[高級紫晶Ⅰ] 羽之命魂,命魂,
25030404,[高級紫晶Ⅰ] 壳之命魂,命魂,
25030405,[高級紫晶Ⅱ] 星之命魂,命魂,
25030406,[高級紫晶Ⅱ] 月之命魂,命魂,
25040101,[普通綠晶Ⅰ] 鳞之命魂,命魂,
25040102,[普通綠晶Ⅰ] 痕之命魂,命魂,
25040103,[普通綠晶Ⅱ] 羽之命魂,命魂,
25040104,[普通綠晶Ⅱ] 壳之命魂,命魂,
25040105,[普通綠晶Ⅲ] 星之命魂,命魂,
25040106,[普通綠晶Ⅲ] 月之命魂,命魂,
25040201,[初級綠晶Ⅰ] 鳞之命魂,命魂,
25040202,[初級綠晶Ⅰ] 痕之命魂,命魂,
25040203,[初級綠晶Ⅰ] 羽之命魂,命魂,
25040204,[初級綠晶Ⅰ] 壳之命魂,命魂,
25040205,[初級綠晶Ⅱ] 星之命魂,命魂,
25040206,[初級綠晶Ⅱ] 月之命魂,命魂,
25040207,[初級綠晶Ⅱ] 日之命魂,命魂,
25040301,[中級綠晶Ⅰ] 鳞之命魂,命魂,
25040302,[中級綠晶Ⅰ] 痕之命魂,命魂,
25040303,[中級綠晶Ⅰ] 羽之命魂,命魂,
25040304,[中級綠晶Ⅰ] 壳之命魂,命魂,
25040305,[中級綠晶Ⅱ] 星之命魂,命魂,
25040306,[中級綠晶Ⅱ] 月之命魂,命魂,
25040307,[中級綠晶Ⅱ] 日之命魂,命魂,
25040401,[高級綠晶Ⅰ] 鳞之命魂,命魂,
25040402,[高級綠晶Ⅰ] 痕之命魂,命魂,
25040403,[高級綠晶Ⅰ] 羽之命魂,命魂,
25040404,[高級綠晶Ⅰ] 壳之命魂,命魂,
25040405,[高級綠晶Ⅱ] 星之命魂,命魂,
25040406,[高級綠晶Ⅱ] 月之命魂,命魂,
25040407,[高級綠晶Ⅱ] 日之命魂,命魂,
25050101,[普通赤晶Ⅰ] 鳞之命魂,命魂,
25050102,[普通赤晶Ⅰ] 痕之命魂,命魂,
25050103,[普通赤晶Ⅱ] 羽之命魂,命魂,
25050104,[普通赤晶Ⅱ] 壳之命魂,命魂,
25050105,[普通赤晶Ⅲ] 星之命魂,命魂,
25050106,[普通赤晶Ⅲ] 月之命魂,命魂,
25050107,[普通赤晶Ⅲ] 日之命魂,命魂,
25050201,[初級赤晶Ⅰ] 鳞之命魂,命魂,
25050202,[初級赤晶Ⅰ] 痕之命魂,命魂,
25050203,[初級赤晶Ⅰ] 羽之命魂,命魂,
25050204,[初級赤晶Ⅰ] 壳之命魂,命魂,
25050205,[初級赤晶Ⅱ] 星之命魂,命魂,
25050206,[初級赤晶Ⅱ] 月之命魂,命魂,
25050207,[初級赤晶Ⅱ] 日之命魂,命魂,
25050301,[中級赤晶Ⅰ] 鳞之命魂,命魂,
25050302,[中級赤晶Ⅰ] 痕之命魂,命魂,
25050303,[中級赤晶Ⅰ] 羽之命魂,命魂,
25050304,[中級赤晶Ⅰ] 壳之命魂,命魂,
25050305,[中級赤晶Ⅱ] 星之命魂,命魂,
25050306,[中級赤晶Ⅱ] 月之命魂,命魂,
25050307,[中級赤晶Ⅱ] 日之命魂,命魂,
25050401,[高級赤晶Ⅰ] 鳞之命魂,命魂,
25050402,[高級赤晶Ⅰ] 痕之命魂,命魂,
25050403,[高級赤晶Ⅰ] 羽之命魂,命魂,
25050404,[高級赤晶Ⅰ] 壳之命魂,命魂,
25050405,[高級赤晶Ⅰ] 星之命魂,命魂,
25050406,[高級赤晶Ⅰ] 月之命魂,命魂,
25050407,[高級赤晶Ⅰ] 日之命魂,命魂,
25050501,[終極赤晶Ⅰ] 鳞之命魂,命魂,
25050502,[終極赤晶Ⅰ] 痕之命魂,命魂,
25050503,[終極赤晶Ⅰ] 羽之命魂,命魂,
25050504,[終極赤晶Ⅰ] 壳之命魂,命魂,
25050505,[終極赤晶Ⅰ] 星之命魂,命魂,
25050506,[終極赤晶Ⅰ] 月之命魂,命魂,
25050507,[終極赤晶Ⅰ] 日之命魂,命魂,
25060601,[召喚者] 鳞之命魂,命魂,
25060602,[召喚者] 痕之命魂,命魂,
25060603,[召喚者] 羽之命魂,命魂,
25060604,[召喚者] 壳之命魂,命魂,
25060605,[召喚者] 星之命魂,命魂,
25060606,[召喚者] 月之命魂,命魂,
25060607,[召喚者] 日之命魂,命魂,
25060701,[裁決者] 鳞之命魂,命魂,
25060702,[裁決者] 痕之命魂,命魂,
25060703,[裁決者] 羽之命魂,命魂,
25060704,[裁決者] 壳之命魂,命魂,
25060705,[裁決者] 星之命魂,命魂,
25060706,[裁決者] 月之命魂,命魂,
25060707,[裁決者] 日之命魂,命魂,
25060801,[碎天者] 鳞之命魂,命魂,
25060802,[碎天者] 痕之命魂,命魂,
25060803,[碎天者] 羽之命魂,命魂,
25060804,[碎天者] 壳之命魂,命魂,
25060805,[碎天者] 星之命魂,命魂,
25060806,[碎天者] 月之命魂,命魂,
25060807,[碎天者] 日之命魂,命魂,
25060901,[主宰者] 鳞之命魂,命魂,
25060902,[主宰者] 痕之命魂,命魂,
25060903,[主宰者] 羽之命魂,命魂,
25060904,[主宰者] 壳之命魂,命魂,
25060905,[主宰者] 星之命魂,命魂,
25060906,[主宰者] 月之命魂,命魂,
25060907,[主宰者] 日之命魂,命魂,
9201,預設表情1,聊天表情,
9202,預設表情2,聊天表情,
9203,預設表情3,聊天表情,
9204,預設表情4,聊天表情,
9205,預設表情5,聊天表情,
9206,預設表情6,聊天表情,
9207,預設表情7,聊天表情,
9208,預設表情8,聊天表情,
9209,預設表情9,聊天表情,
9210,預設表情10,聊天表情,
9211,預設表情11,聊天表情,
9212,預設表情12,聊天表情,
9213,預設表情13,聊天表情,
9214,預設表情14,聊天表情,
9215,預設表情15,聊天表情,
9216,預設表情16,聊天表情,
9217,預設表情17,聊天表情,
9218,預設表情18,聊天表情,
9219,預設表情19,聊天表情,
9220,預設表情20,聊天表情,
9221,預設表情21,聊天表情,
9222,預設表情22,聊天表情,
9223,預設表情23,聊天表情,
9224,預設表情24,聊天表情,
9301,萬聖節表情1,聊天表情,
9302,萬聖節表情2,聊天表情,
9303,萬聖節表情3,聊天表情,
9304,萬聖節表情4,聊天表情,
9305,動圖表情1,聊天表情,
9306,動圖表情2,聊天表情,
9307,動圖表情3,聊天表情,
9308,動圖表情4,聊天表情,
9309,動圖表情5,聊天表情,
9310,動圖表情6,聊天表情,
9311,動圖表情7,聊天表情,
9312,動圖表情8,聊天表情,
124,愛心郵票,活動材料,特殊材料，用於兌換道具
6491,赤珠碧影,,
6492,赤珠碧影,,
6493,赤珠碧影,,
6494,赤珠碧影,,
6495,赤珠碧影,,
6496,赤珠碧影,,
940041,9星隱蹤娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚隱蹤學院的9星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940042,9星神威娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚神威學院的9星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940043,9星風見娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚風見學院的9星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940044,9星曇華娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚曇華學院的9星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940045,9星修羅娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚修羅學院的9星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
940046,9星辰星娃娃碎片,召喚娃娃,湊齊50個碎片即可召喚辰星學院的9星娃娃\n在戰姬進行覺醒、突破時，娃娃可作為材料戰姬使用
125,戰姬任選禮盒,戰姬寶箱,珍貴的寶箱，開啟後能選擇一項獎勵獲得。
123,收藏點數,收藏點數,嶄新的獎杯，收集足夠數量後可解鎖收藏商店
7098,破風劍士,造型,龍胤·曹操的破風劍士造型
27098,破風劍士,造型,龍胤·曹操的破風劍士造型
126,烤串,活動材料,特殊材料，用於兌換道具
127,甜筒,活動材料,特殊材料，用於兌換道具
128,果汁,活動材料,特殊材料，用於兌換道具
8027,終極聯賽冠軍,頭像框,挑戰-終極聯賽達到冠軍6次
8028,終極聯賽冠軍,頭像框,挑戰-終極聯賽達到冠軍7次
8029,終極聯賽冠軍,頭像框,挑戰-終極聯賽達到冠軍8次
8030,終極聯賽冠軍,頭像框,挑戰-終極聯賽達到冠軍9次
8031,終極聯賽冠軍,頭像框,挑戰-終極聯賽達到冠軍10次
8032,入門收藏家,頭像框,收藏商店購買
8033,普通收藏家,頭像框,收藏商店購買
8034,絕世收藏家,頭像框,收藏商店購買
20001035,入門收藏家頭像,特殊頭像,收藏商店限定頭像
20001036,普通收藏家頭像,特殊頭像,收藏商店限定頭像
20001037,絕世收藏家頭像,特殊頭像,收藏商店限定頭像
930187,5星呂布碎片,召喚戰姬,湊齊50個碎片即可召喚該戰姬
55007,呂布,,
655016,呂布,,
755006,呂布,,
930188,5星路西菲爾碎片,召喚戰姬,湊齊50個碎片即可召喚該戰姬
56006,路西菲爾,,
656016,路西菲爾,,
756006,路西菲爾,,
129,心動企劃基金,活動材料,活動材料，用於參與心動企劃活動。
130,濃情玫瑰,特殊材料,特殊材料，用於兌換心動企劃商店道具。
131,心動水晶,活動材料,活動材料，用於心動企劃活動中在地圖中行進步數。使用後每次可隨機前進1-3步。
132,定情寶鑽,活動材料,活動材料，用於心動企劃活動中在地圖中行進步數。使用後每次可指定前進1-3步。
133,新戰姬自選禮盒,戰姬禮盒,珍貴的禮盒，開啟後能從5星呂布碎片*50或5星路西菲爾碎片*50中自主選擇一項獎勵。路西菲爾實裝後可開啟。
134,入學測驗憑證,活動材料,活動材料，用於參與入學測驗。
1080001,密室墻紙,家具,風格奇異的墻紙，原來這隱蔽的收藏室中還有這個更為隱蔽的房間！
1080002,密室瓷磚,家具,本應該無人的密室，鋪設的地磚上竟然沒有沾染絲毫灰塵……
1080003,密室地毯,家具,厚實的地毯，真想躺在上面睡一個安逸的午覺，一定能做個好夢~
1080004,密室沙發,家具,密室裡的沙發，看上去是那種在整個人站在上面隨意蹦跳打鬧也不會弄壞的、極富彈力的高級沙發。
1080005,室內隔斷,家具,普通的一塊板子，既能隔開生活與工作，也能隔開過去與未來。
1080006,收納櫃,家具,有著華麗紋路裝飾的小櫃子，說不定在某處藏有暗格呢~
1080007,梳妝凳,家具,四四方方的小凳子，能讓你靜下心來專注於眼前的事情。
1080008,梳妝桌,家具,究竟是什麼工作，在這間密室裡還有梳妝的需求？或許，這件東西並不是看上去的這麼普通！
1080009,鏡子,家具,鏡子只能映照出人的臉皮，無法映照出人的內心。
1080010,浮雕窗簾,家具,凸出墻面的浮雕，輕盈透光的薄紗，厚重沉穩的窗簾。從這隱蔽的密室之窗向外望去，又能看到什麼樣的風景呢？
135,心動贈禮,材料寶箱,珍貴的寶箱，打開可隨機獲得以下物品中的一個：「橙色魂器碎片*10、精英5星戰姬碎片*10、辰星精英5星戰姬碎片*10、修羅精英5星戰姬碎片*10、5星戰姬碎片*50、4星戰姬碎片*30」
7099,碧海游凰,造型,龐統的碧海游凰造型
27099,碧海游凰,造型,龐統的碧海游凰造型
7100,碧蘿新翠,造型,諸葛亮的碧蘿新翠造型
27100,碧蘿新翠,造型,諸葛亮的碧蘿新翠造型
7101,雪月星花,造型,甘夫人的雪月星花造型
27101,雪月星花,造型,甘夫人的雪月星花造型
7102,假日甜心,造型,鄧艾的假日甜心造型
27102,假日甜心,造型,鄧艾的假日甜心造型
7103,時序之翼,造型,龐統的時序之翼造型，透過蒸汽祭獲得
27103,時序之翼,造型,龐統的時序之翼造型，透過蒸汽祭獲得
8035,機械微光,頭像框,第2期蒸汽祭購買黑金票據獲得。
136,限定能量,限定能量,特殊材料，用於限定能量召喚活動中進行召喚
137,慶典蠟燭,活動材料,能照亮學園未來的道路，是慶典上不可缺少之物，散落在校園裡。
138,慶典彩球,活動材料,能聚焦全場人員的目光，是慶典上不可缺少之物，散落在校園裡。
139,禮花筒,活動材料,能活躍慶典上眾人的氣氛，是慶典上不可缺少之物，散落在校園裡。
140,慶典氣球,活動材料,能裝飾那個靚麗的舞台，是慶典上不可缺少之物，散落在校園裡。
141,生日帽,活動材料,生日可得好好慶祝一番，壽星可不能默默無聞。是慶典上不可缺少之物，散落在校園裡。
142,三角旗,活動材料,掛在慶典會場，讓路過的風也和人們一同慶祝。是慶典上不可缺少之物，散落在校園裡。
143,慶典賀卡,活動材料,祝福的話語不嫌多，慶賀的卡片值得珍藏。是慶典上不可缺少之物，散落在校園裡。
144,生日橫幅,活動材料,眾人的祝福都已收到，是時候好好慶祝一下了。是慶典上不可缺少之物，散落在校園裡。
145,小蛋糕,活動材料,對於很多人來說，慶典的意義就是有吃不完的甜點！是慶典上不可缺少之物，散落在校園裡。
146,翻牌券,活動材料,活動材料，用於參與幸運翻牌活動。
7104,爆裂惡徒,造型,芬里爾的爆裂惡徒造型
27104,爆裂惡徒,造型,芬里爾的爆裂惡徒造型
147,萬用顏料,活動材料,活動材料，用於參與慶典拼圖活動。透過限時活動「探索校園」獲得。
8036,二週年限定頭像框,頭像框,2020週年慶頭像框，透過限時活動獲得。
7105,慶生魔蝠,造型,德古拉的慶生魔蝠造型
27105,慶生魔蝠,造型,德古拉的慶生魔蝠造型
148,2週年賀卡,活動材料,活動材料，用於參與週年蛋糕活動。
20001038,二週年限定頭像,特殊頭像,二週年慶典活動限定頭像
4101001,5星戰姬自選禮盒（2週年限定）,自選禮盒,開啟後能從隱蹤、神威、風見和曇華5星戰姬碎片選擇一項獎勵。（獎勵內容可點擊右上角「查看」了解詳情；獲得禮盒後，禮盒內獎勵內容不會進行更新）
4101002,6星娃娃自選禮盒（2週年限定）,自選禮盒,開啟後能從隱蹤、神威、風見和曇華6星娃娃碎片選擇一項獎勵。
4501001,職業套自選禮盒（2周年限定）,自選禮盒,開啟後能從戰士、法師、遊俠、刺客和牧師職業套寶箱中選擇一項獎勵。
4102001,5星戰姬自選禮盒（2週年限定）,自選禮盒,開啟後能從5個辰星和5個修羅5星戰姬碎片選擇一項獎勵。（您可以在選擇好物品後到物品詳情介面點擊右上角「查看」了解可選範圍；獲得禮盒後，禮盒內獎勵內容不會進行更新）
4102002,6星娃娃自選禮盒（2週年限定）,自選禮盒,開啟後能從辰星和修羅6星娃娃碎片選擇一項獎勵。
9107,就這？,聊天表情,二週年慶典·德古拉聊天表情1
9108,我明白了,聊天表情,二週年慶典·德古拉聊天表情2
9109,我生氣了,聊天表情,二週年慶典·德古拉聊天表情3
9110,祝賀你,聊天表情,二週年慶典·德古拉聊天表情4
9111,你也想吃一口嗎,聊天表情,二週年慶典·荀彧聊天表情1
9112,噸噸噸,聊天表情,二週年慶典·荀彧聊天表情2
9113,做個美夢,聊天表情,二週年慶典·荀彧聊天表情3
9114,沒想到吧,聊天表情,二週年慶典·荀彧聊天表情4
4102003,呂布&路西菲爾自選禮盒,自選禮盒,開啟後能從5星呂布碎片*50或5星路西菲爾碎片*50中自主選擇一項獎勵。
149,戰士職業套寶箱,職業套寶箱,職業套寶箱，打開可以獲得4件戰士職業套裝。
150,法師職業套寶箱,職業套寶箱,職業套寶箱，打開可以獲得4件法師職業套裝。
151,遊俠職業套寶箱,職業套寶箱,職業套寶箱，打開可以獲得4件遊俠職業套裝。
152,刺客職業套寶箱,職業套寶箱,職業套寶箱，打開可以獲得4件刺客職業套裝。
153,牧師職業套寶箱,職業套寶箱,職業套寶箱，打開可以獲得4件牧師職業套裝。
6497,慶典手杖,,
6498,慶典手杖,,
6499,慶典手杖,,
6500,慶典手杖,,
6501,慶典手杖,,
6502,慶典手杖,,
2000042,2週年慶典蛋糕,背景圖片,可設置為進入戰鬥時的載入圖片
7106,黛紫微醺,造型,荀彧的黛紫微醺造型
27106,黛紫微醺,造型,荀彧的黛紫微醺造型
7107,軍火女王,造型,呂布的軍火女王造型
27107,軍火女王,造型,呂布的軍火女王造型
2000043,心動回憶,背景圖片,可設置為進入戰鬥時的載入圖片
8037,人氣主播,頭像框,透過營運活動獲得
154,波子汽水,活動材料,活動材料，用於參與冰爽一夏活動。
8038,冰爽一夏,頭像框,冰爽一夏活動限定頭像框，透過限時活動獲得。
7108,海風和煦,造型,夏侯惇的海風和煦造型
27108,海風和煦,造型,夏侯惇的海風和煦造型
4102004,5星戰姬自選禮盒（暑期劇場）,自選禮盒,開啟後能從5個辰星和5個修羅5星戰姬碎片選擇一項獎勵。（學長可以點擊右上角「查看」了解可選範圍；獲得禮盒後，禮盒內獎勵內容不會進行更新）
156,真愛之證,活動材料,用於在愛與誓言之戰活動中為戰姬投票
157,真愛之證,活動材料,用於在愛與誓言之戰活動中為戰姬投票
158,真愛之證,活動材料,用於在愛與誓言之戰活動中為戰姬投票
155,暑期觀影券,活動材料,特殊材料，用於兌換道具
