id,unknown_2,name
1010081,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 111045의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 78806의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 26% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010082,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 114799의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 81490의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 27% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010083,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 118553의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 84174의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 28% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010084,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 122307의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 86858의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 29% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010085,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 126061의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 89542의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 30% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010086,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 129815의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 92226의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 31% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010087,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 133569의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 94910의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 32% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010088,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 137323의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 97594의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 33% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010089,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 141077의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 100278의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 34% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010090,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 144831의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 102962의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 35% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010091,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 148855의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 107746의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 36% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010092,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 152879의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 112530의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 37% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010093,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 156903의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 117314의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 38% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010094,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 160927의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 122098의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 39% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010095,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 164951의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 126882의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 40% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010096,사냥꾼,광란 스크래치,"랜덤으로 4명의 적에게 168975의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 131666의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 41% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010097,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 172999의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 136450의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 42% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010098,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 177023의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 141234의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 43% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010099,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게181047의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안146018의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 44% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010100,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 185071의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 150802의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 45% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010101,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 189095의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 155586의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 46% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010102,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 193119의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 160370의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 47% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010103,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 197143의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 165154의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 48% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010104,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 201167의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 169938의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 49% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010105,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 205191의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 174722의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 50% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010106,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 209215의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 179506의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 51% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010107,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 213239의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 184290의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 52% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010108,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 217263의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 189074의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 53% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010109,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 221287의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 193858의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 54% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010110,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 225311의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 198642의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 55% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010111,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 229335의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 203426의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 56% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010112,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 233359의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 208210의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 57% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010113,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 237383의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 212994의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 58% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010114,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 241407의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 217778의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 59% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010115,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 245431의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 222562의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 60% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010116,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 249455의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 227346의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 61% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010117,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 253479의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 232130의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 62% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010118,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 257503의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 236914의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 63% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010119,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 261527의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 241698의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안 [c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 64% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
1010120,야생 고양이,광란 스크래치,"랜덤으로 4명의 적에게 265551의 대미지를 입히고 [c][01a310]출혈[-][/c]시키며, 3라운드 동안 246482의 추가 대미지 부여. 또한 랜덤으로 4명의 아군 소녀는 2라운드 동안[c][01a310]출혈[-][/c] 상태의 적에 대해 대미지 65% 증가.\n[c][01a310]출혈:[-][/c]\n지속 대미지, 출혈 시 1차 대미지를 입히며 출혈 효과 발동 기간 동안 매 라운드가 시작할 때마다 대미지를 입힌다."
2010001,크라켄,소용돌이,앞줄 적에게 1124의 대미지 부여.
2010002,크라켄,소용돌이,앞줄 적에게 1565의 대미지 부여.
2010003,크라켄,소용돌이,앞줄 적에게 2006의 대미지 부여.
2010004,크라켄,소용돌이,앞줄 적에게 2447의 대미지 부여.
2010005,크라켄,소용돌이,앞줄 적에게 2888의 대미지 부여.
2010006,크라켄,소용돌이,앞줄 적에게 3329의 대미지 부여.
2010007,크라켄,소용돌이,앞줄 적에게 3770의 대미지 부여.
2010008,크라켄,소용돌이,앞줄 적에게 4211의 대미지 부여.
2010009,크라켄,소용돌이,앞줄 적에게 4652의 대미지 부여.
2010010,크라켄,소용돌이,앞줄 적에게 4652의 대미지 부여.
2010011,크라켄,소용돌이,앞줄 적에게 5534의 대미지 부여.
2010012,크라켄,소용돌이,앞줄 적에게 5975의 대미지 부여.
2010013,크라켄,소용돌이,앞줄 적에게 6416의 대미지 부여.
2010014,크라켄,소용돌이,앞줄 적에게 6857의 대미지 부여.
2010015,크라켄,소용돌이,앞줄 적에게 7298의 대미지 부여.
2010016,크라켄,소용돌이,앞줄 적에게 7739의 대미지 부여.
2010017,크라켄,소용돌이,앞줄 적에게 8180의 대미지 부여.
2010018,크라켄,소용돌이,앞줄 적에게 8621의 대미지 부여.
2010019,크라켄,소용돌이,앞줄 적에게 9062의 대미지 부여.
2010020,크라켄,소용돌이,앞줄 적에게 9503의 대미지 부여.
2010021,크라켄,소용돌이,앞줄 적에게 9944의 대미지 부여.
2010022,크라켄,소용돌이,앞줄 적에게 10385의 대미지 부여.
2010023,크라켄,소용돌이,앞줄 적에게 10826의 대미지 부여.
2010024,크라켄,소용돌이,앞줄 적에게 11267의 대미지 부여.
2010025,크라켄,소용돌이,앞줄 적에게 11708의 대미지 부여.
2010026,크라켄,소용돌이,앞줄 적에게 12149의 대미지 부여.
2010027,크라켄,소용돌이,앞줄 적에게 12590의 대미지 부여.
2010028,크라켄,소용돌이,앞줄 적에게 13031의 대미지 부여.
2010029,크라켄,소용돌이,앞줄 적에게 13472의 대미지 부여.
2010030,크라켄,소용돌이,앞줄 적에게 13913의 대미지 부여.
2010031,크라켄,소용돌이,"랜덤으로 3명의 적에게 15234의 대미지 부여, 3라운드 동안 목표물 방어력 1% 감소."
2010032,크라켄,소용돌이,"랜덤으로 3명의 적에게 16555의 대미지 부여, 3라운드 동안 목표물 방어력 1% 감소."
2010033,크라켄,소용돌이,"랜덤으로 3명의 적에게 17876의 대미지 부여, 3라운드 동안 목표물 방어력 1% 감소."
2010034,크라켄,소용돌이,"랜덤으로 3명의 적에게 19197의 대미지 부여, 3라운드 동안 목표물 방어력 2% 감소."
2010035,크라켄,소용돌이,"랜덤으로 3명의 적에게 20518의 대미지 부여, 3라운드 동안 목표물 방어력 2% 감소."
2010036,크라켄,소용돌이,"랜덤으로 3명의 적에게 21839의 대미지 부여, 3라운드 동안 목표물 방어력 2% 감소."
2010037,크라켄,소용돌이,"랜덤으로 3명의 적에게 23160의 대미지 부여, 3라운드 동안 목표물 방어력 3% 감소."
2010038,크라켄,소용돌이,"랜덤으로 3명의 적에게 24481의 대미지 부여, 3라운드 동안 목표물 방어력 3% 감소."
2010039,크라켄,소용돌이,"랜덤으로 3명의 적에게 25802의 대미지 부여, 3라운드 동안 목표물 방어력 3% 감소."
2010040,크라켄,소용돌이,"랜덤으로 3명의 적에게 27123의 대미지 부여, 3라운드 동안 목표물 방어력 4% 감소."
2010041,크라켄,소용돌이,"랜덤으로 3명의 적에게 28444의 대미지 부여, 3라운드 동안 목표물 방어력 4% 감소."
2010042,크라켄,소용돌이,"랜덤으로 3명의 적에게 29765의 대미지 부여, 3라운드 동안 목표물 방어력 4% 감소."
2010043,크라켄,소용돌이,"랜덤으로 3명의 적에게 31086의 대미지 부여, 3라운드 동안 목표물 방어력 5% 감소."
2010044,크라켄,소용돌이,"랜덤으로 3명의 적에게 32407의 대미지 부여, 3라운드 동안 목표물 방어력 5% 감소."
2010045,크라켄,소용돌이,"랜덤으로 3명의 적에게 33728의 대미지 부여, 3라운드 동안 목표물 방어력 5% 감소."
2010046,크라켄,소용돌이,"랜덤으로 3명의 적에게 35049의 대미지 부여, 3라운드 동안 목표물 방어력 6% 감소."
2010047,크라켄,소용돌이,"랜덤으로 3명의 적에게 36370의 대미지 부여, 3라운드 동안 목표물 방어력 6% 감소."
2010048,크라켄,소용돌이,"랜덤으로 3명의 적에게 37691의 대미지 부여, 3라운드 동안 목표물 방어력 6% 감소."
2010049,크라켄,소용돌이,"랜덤으로 3명의 적에게 39012의 대미지 부여, 3라운드 동안 목표물 방어력 7% 감소."
2010050,크라켄,소용돌이,"랜덤으로 3명의 적에게 40333의 대미지 부여, 3라운드 동안 목표물 방어력 7% 감소."
2010051,크라켄,소용돌이,"랜덤으로 3명의 적에게 41654의 대미지 부여, 3라운드 동안 목표물 방어력 7% 감소."
2010052,크라켄,소용돌이,"랜덤으로 3명의 적에게 42975의 대미지 부여, 3라운드 동안 목표물 방어력 8% 감소."
2010053,크라켄,소용돌이,"랜덤으로 3명의 적에게 44296의 대미지 부여, 3라운드 동안 목표물 방어력 8% 감소."
2010054,크라켄,소용돌이,"랜덤으로 3명의 적에게 45617의 대미지 부여, 3라운드 동안 목표물 방어력 8% 감소."
2010055,크라켄,소용돌이,"랜덤으로 3명의 적에게 46938의 대미지 부여, 3라운드 동안 목표물 방어력 9% 감소."
2010056,크라켄,소용돌이,"랜덤으로 3명의 적에게 48259의 대미지 부여, 3라운드 동안 목표물 방어력 9% 감소."
2010057,크라켄,소용돌이,"랜덤으로 3명의 적에게 49580의 대미지 부여, 3라운드 동안 목표물 방어력 9% 감소."
2010058,크라켄,소용돌이,"랜덤으로 3명의 적에게 50901의 대미지 부여, 3라운드 동안 목표물 방어력 10% 감소."
2010059,크라켄,소용돌이,"랜덤으로 3명의 적에게 52222의 대미지 부여, 3라운드 동안 목표물 방어력 10% 감소."
2010060,크라켄,소용돌이,"랜덤으로 3명의 적에게 53543의 대미지 부여, 3라운드 동안 목표물 방어력 10% 감소."
2010061,크라켄,소용돌이,"랜덤으로 4명의 적에게 56324의 대미지 부여, 3라운드 동안 목표물 방어력 11% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 6% 증가."
2010062,크라켄,소용돌이,"랜덤으로 4명의 적에게 59105의 대미지 부여, 3라운드 동안 목표물 방어력 11% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 6% 증가."
2010063,크라켄,소용돌이,"랜덤으로 4명의 적에게 61886의 대미지 부여, 3라운드 동안 목표물 방어력 11% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 6% 증가."
2010064,크라켄,소용돌이,"랜덤으로 4명의 적에게 64667의 대미지 부여, 3라운드 동안 목표물 방어력 12% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 7% 증가."
2010065,크라켄,소용돌이,"랜덤으로 4명의 적에게 67448의 대미지 부여, 3라운드 동안 목표물 방어력 12% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 7% 증가."
2010066,크라켄,소용돌이,"랜덤으로 4명의 적에게 70229의 대미지 부여, 3라운드 동안 목표물 방어력 12% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 7% 증가."
2010067,크라켄,소용돌이,"랜덤으로 4명의 적에게 73010의 대미지 부여, 3라운드 동안 목표물 방어력 13% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 8% 증가."
2010068,크라켄,소용돌이,"랜덤으로 4명의 적에게 75791의 대미지 부여, 3라운드 동안 목표물 방어력 13% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 8% 증가."
2010069,크라켄,소용돌이,"랜덤으로 4명의 적에게 78572의 대미지 부여, 3라운드 동안 목표물 방어력 13% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 8% 증가."
2010070,크라켄,소용돌이,"랜덤으로 4명의 적에게 81353의 대미지 부여, 3라운드 동안 목표물 방어력 14% 감소, 랜덤으로 4명의 아군 소녀의 공격력 2라운드 동안 9% 증가."
