id,name,from,content
177,기숙사 탐구 시즌 판매 종료 알림,시스템 메일,"친애하는 선배님, 기숙사 탐구 상점 중 시즌 판매 상품 교환이 24시간 이내에 종료됩니다. 보상 교환을 잊지 마십시오!"
178,하늘 섬 BOSS 퇴치 보상,시스템 메일,Boss 퇴치 성공하였습니다. 아래의 보상을 수령하세요!
179,미스터리 상점 구매 보상,시스템 메일,"친애하는 선배님, {1}님이 미스터리 상점에서 한정 팩을 구매하여 전체 동아리원에게 선물을 보냈습니다!"
180,고성을 탐색하라 랭킹 보상,시스템 메일,축하합니다! 고성을 탐색하라 이벤트에서 랭킹 {1} 위에 오른 것을 축하드립니다. 아래의 보상을 수령하세요!
181,이벤트 종료 안내,시스템 메일,"선배님, {1} 이벤트 종료까지 1일 남았습니다. 서둘러 참가하세요~"
182,이계 크리스탈 수집 보상,이벤트 메일,축하합니다! 이계 탐험에서 {1}개의 이계 크리스탈을 수집하였습니다! 아래의 보상을 수령하세요!
183,하늘 섬 동아리 랭킹 보상,시스템 메일,축하합니다! 소속된 동아리가 하늘 섬에서 랭킹 {1} 위를 차지하여 한정 섬네일 프레임 {2} 획득하였습니다. 섬네일 프레임의 유효 기간은 28일입니다. 개인정보 화면에서 확인하시기 바랍니다.
184,컴백 축제-기초 보상,이벤트 메일,"친애하는 선배님, 컴백 포인트 {1} 획득하였습니다. 메일의 기초 보상을 확인하세요!"
185,컴백 축제-추가 보상,이벤트 메일,"친애하는 선배님, 컴백 포인트 {1} 획득하였습니다. 메일의 추가 보상을 확인하세요!"
186,입학 퀴즈 배팅,시스템 메일,축하합니다! 배팅한 진영이 입학 퀴즈 배팅 이벤트에서 승리했습니다! 아래의 보상을 수령하세요!
187,인기 소녀 선발대회 투표 보상,이벤트 메일,"친애하는 선배님, 인기 소녀 선발대회 이벤트에서 누적 투표 미션을 완성하였습니다. 메일의 보상을 확인하세요!"
188,별의 축복 일일 선물,이벤트 메일,"친애하는 선배님, 별의 축복을 받아주세요! 비비안은 별들에게 선배님이 학원에서 충실한 하루하루를 보내기를 기원할것입니다."
