id,name,charge,currency,show_name
265,동아리 한정 팩 Lv.7,65000,₩,동아리 한정 팩 Lv.7
266,동아리 한정 팩 Lv.8,65000,₩,동아리 한정 팩 Lv.8
267,동아리 한정 팩 Lv.9,65000,₩,동아리 한정 팩 Lv.9
275,데일리 특가 팩7,5900,₩,데일리 특가 팩
268,커리큘럼 팩1,5900,₩,커리큘럼 팩1
269,커리큘럼 팩2,5900,₩,커리큘럼 팩2
270,커리큘럼 팩3,12000,₩,커리큘럼 팩3
271,커리큘럼 팩4,25000,₩,커리큘럼 팩4
276,마력 보급1,37000,₩,마력 보급
277,마력 보급2,89000,₩,마력 보급
278,마력 보급3,119000,₩,마력 보급
279,커스텀 팩1,65000,₩,커스텀 팩
280,커스텀 팩2,25000,₩,커스텀 팩
281,커스텀 팩3,5900,₩,커스텀 팩
282,월간 패스,12000,₩,월간 패스-첫 구매 할인
283,미니 월간 패스,2500,₩,미니 월간 패스-첫 구매 할인
284,옥상 정복 펀드4,65000,₩,옥상 정복 펀드4
285,이계 보급,25000,₩,이계 보급
286,이계 보급1,5900,₩,이계 보급1
287,이계 보급2,37000,₩,이계 보급2
288,이계 보급3,65000,₩,이계 보급3
289,이계 보급4,99000,₩,이계 보급4
290,이계 보급5,119000,₩,이계 보급5
1700101,Lv.25 맞춤형 보급,2500,₩,Lv.25 맞춤형 보급
1700201,Lv.40 맞춤형 보급,5900,₩,Lv.40 맞춤형 보급
1700301,Lv.53 맞춤형 보급,12000,₩,Lv.53 맞춤형 보급
1700401,Lv.68 맞춤형 보급,25000,₩,Lv.68 맞춤형 보급
1700501,Lv.85 맞춤형 보급,37000,₩,Lv.85 맞춤형 보급
1700601,Lv.95 맞춤형 보급,37000,₩,Lv.95 맞춤형 보급
1700701,Lv.110 맞춤형 보급,65000,₩,Lv.110 맞춤형 보급
1700801,Lv.135 맞춤형 보급,89000,₩,Lv.135 맞춤형 보급
1700901,Lv.140 맞춤형 보급,119000,₩,Lv.140 맞춤형 보급
1701001,Lv.155 맞춤형 보급,99000,₩,Lv.155 맞춤형 보급
1701101,Lv.165 맞춤형 보급,99000,₩,Lv.165 맞춤형 보급
1701201,Lv.180 맞춤형 보급,99000,₩,Lv.180 맞춤형 보급
293,커리큘럼 팩1,1200,₩,커리큘럼 팩1
294,커리큘럼 팩2,5900,₩,커리큘럼 팩2
295,커리큘럼 팩3,12000,₩,커리큘럼 팩3
296,커리큘럼 팩4,25000,₩,커리큘럼 팩4
297,동아리 한정 팩,37000,₩,동아리 한정 팩
299,컴백 선택 팩1,37000,₩,컴백 선택 팩1
300,컴백 선택 팩2,65000,₩,컴백 선택 팩2
301,컴백 축제,37000,₩,컴백 축제
302,월간 패스-컴백,5900,₩,월간 패스-컴백
303,월간 과제-컴백,2500,₩,월간 과제-컴백
1701301,Lv.15 맞춤형 보급,2500,₩,Lv.15 맞춤형 보급
1701401,Lv.35 맞춤형 보급,5900,₩,Lv.35 맞춤형 보급
1701501,Lv.48 맞춤형 보급,12000,₩,Lv.48 맞춤형 보급
1701601,Lv.58 맞춤형 보급,37000,₩,Lv.58 맞춤형 보급
1701701,Lv.78 맞춤형 보급,37000,₩,Lv.78 맞춤형 보급
1701801,Lv.90 맞춤형 보급,37000,₩,Lv.90 맞춤형 보급
1701901,Lv.115 맞춤형 보급,37000,₩,Lv.115 맞춤형 보급
1702001,Lv.125 맞춤형 보급,37000,₩,Lv.125 맞춤형 보급
1702101,Lv.100 맞춤형 보급,65000,₩,Lv.100 맞춤형 보급
1702201,Lv.105 맞춤형 보급,65000,₩,Lv.105 맞춤형 보급
1702301,Lv.120 맞춤형 보급,65000,₩,Lv.120 맞춤형 보급
1702401,Lv.130 맞춤형 보급,65000,₩,Lv.130 맞춤형 보급
1702501,Lv.145 맞춤형 보급,65000,₩,Lv.145 맞춤형 보급
1702601,Lv.170 맞춤형 보급,65000,₩,Lv.170 맞춤형 보급
1702701,Lv.150 맞춤형 보급,89000,₩,Lv.150 맞춤형 보급
1702801,Lv.175 맞춤형 보급,89000,₩,Lv.175 맞춤형 보급
1702901,Lv.190 맞춤형 보급,89000,₩,Lv.190 맞춤형 보급
1703001,Lv.195 맞춤형 보급,99000,₩,Lv.195 맞춤형 보급
1703101,Lv.160 맞춤형 보급,119000,₩,Lv.160 맞춤형 보급
1703201,Lv.185 맞춤형 보급,119000,₩,Lv.185 맞춤형 보급
1703301,Lv.200 맞춤형 보급,119000,₩,Lv.200 맞춤형 보급
304,3주년 기념 팩,12000,₩,3주년 기념 팩
305,3주년 기념 팩,25000,₩,3주년 기념 팩
