id,name,from,content
179,Offre de Guilde,Courrier du Système,"Senpai, [c][0069cc]{1}[-][/c] de votre Guilde a acheté un Pack limité de Guilde, tous les membres ont reçu un cadeau. Collectez le vôtre !"
180,Classement de Cité aux Trésors,Courrier du Système,Félicitations Senpai ! Vous vous êtes classé {1}e dans l'événement de Cité aux Trésors ! Voici vos récompenses.
181,Rappel de fin d'événement,Courrier du Système,"Bonjour Senpai, l'Événement - {1} prendra fin dans 24 heures ! N'oubliez pas d'y participer !"
182,Récompenses de Cristal Insolite,Courrier du Système,"Félicitations ! Vous avez collecté Cristal Insolite*{1} dans l'événement - Aventure Insolite, voici vos récompenses ! Veuillez les récupérer !"
183,Classement des Guildes - Îles Célestes,Courrier du Système,"Félicitations Senpai ! Votre Guilde s'est classée au rang {1}, voici le Cadre d'Avatar - {2} qui dure 28 jours ! Vous pouvez toucher votre avatar pour l'utiliser !"
184,Retour à l'Académie - Récompenses Basiques,Courrier du Système,"Senpai, félicitations ! Vous avez obtenu {1} Points durant l'événement - Retour à l'Académie. Voici vos récompenses basiques, veuillez les récupérer !"
185,Retour à l'Académie - Récompenses Supplémentaires,Courrier du Système,"Senpai, félicitations ! Vous avez obtenu {1} Points durant l'événement - Retour à l'Académie. Voici vos récompenses supplémentaires, veuillez les récupérer !"
186,Résultat du Pari,Courrier du Système,"Félicitations ! Vous avez gagné le pari en choisissant la bonne équipe ! Voici vos récompenses, veuillez les récupérer !"
187,Élection de Miss Yume 2021,Courrier du Système,"Félicitations Senpai ! Vous avez terminé les tâches de l'événement - Élection de Miss Yume 2021, voici vos récompenses ! Veuillez les récupérer !"
188,Cadeaux des Étoiles,Courrier du Système,"Cher Senpai, veuillez récupérer les Cadeaux des Étoiles préparés par Viviane ! Yuki vous souhaite une bonne journée à l'Académie !"
