id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
853010,Hexa,"1. Combattante de la Maison Monstre elle inflige des dégâts explosifs.\n2. Après avoir atteint 10 étoiles, sa Compétence Active attaque prioritairement les Filles en dernière ligne, son Attaque Basique attaque la cible ayant le moins de PV, c'est donc pour cette raison qu'elle est une menace pour les Filles ayant peu de PV en dernière ligne.\n3. Sa Compétence Active augmente également ses Dégâts Critiques, récupére des PV et vole l'attaque de la cible, elle est donc pas mauvaise en dégâts et en survie.","Compétence Active : Attaque la Fille ayant le moins de PV.\nAprès avoir atteint 6 étoiles, la compétence attaque 2 Filles aléatoirement.\nAprès avoir atteint 10 étoiles, la compétence est à son apogée, boostant considérablement les Critiques, faisant d'Hexa une excellente combattante.","Compétence de Renforcement : Augmente la survie et les dégâts.\nGrace au bonus considérable de critique, cette compétence augmente énormément les dégâts d'Hexa.","Compétence de Renforcement : Chaque fois qu'une ennemie meurt, l'attaque d'Hexa augmente.\nLes dégâts d'Hexa augmente donc avec la durée de la bataille.","Compétence de Renforcement : L'Attaque Basique attaque la Fille ayant le moins de PV, elle vole aussi une partie des dégâts infligés.\nCette compétence donne à Hexa une certaine capacité de survie."
853011,Psychic,"
1.Support de la Maison Monstre très versatile.
2. En PVE, elle peut affaiblir les ennemis et donner de l\'énergie aux alliées, augmentant ainsi l\'attaque de l\'équipe.
3. En PVP, elle est très utile en tant que support, lorsqu\'elle n\'a plus que 50% de ses PV, elle a de fortes chances d\'étourdir toutes les Filles adverses, très utiles avec toutes sortes de formations.
4. Vous devriez la développer assez tôt.","Compétence Active : Attaque 4 Filles aléatoirement, ayant aussi un effet améliorant les dégâts. Soigne également une Fille alliée.\nCette compétence augmente les chances de l'équipe de pouvoir utiliser des compétences, améliorant ainsi le rythme d'attaque.","Compétence de Renforcement : L'Attaque Basique attaque la dernière ligne, réduisant l'Armure de la cible, permettant aux alliées d'infliger plus de dégâts.\nSoigne également deux alliées aléatoirement.","Compétence de Renforcement : Augmente la survie et la Vitesse.\nAprès avoir atteint 10 étoiles, augmente la Vitesse de 60, augmentant les chances de Psychic d'attaquer la première.","Compétence de Renforcement : Lorsqu'elle est blessée, elle a une forte probabilité d'étourdir toutes les Filles ennemies.\nAprès avoir atteint 10 étoiles, cette probabilité augmente jusqu'à 75%, faisant d'elle une contrôle puissante."
854001,Amazon,"1. Combattante principale de la Maison Fée ayant également des capacités de contrôle.\n2. Grâce à sa Vitesse de base rapide, elle attaque souvent en premier.\n3. Après avoir utilisé sa compétence elle a la possibilité de rendre toutes les Filles adverses au silence, augmentant également sa Résistance aux Dégâts et son Immunité au contrôle.","Compétence Active : Attaque toutes les Filles ennemies et a aussi la possibilité de rendre les cibles muettes.\nAprès avoir atteint 10 étoiles, Amazon peut également obtenir un bonus de Résistance aux Dégâts ainsi qu'une Immunité aux contrôles, assurant sa survie en mode PVP.","Compétence de Renforcement : Augmente l'Attaque, les Critiques et les dégâts critique, augmentant généralement les dégâts d'Amazon.","Compétence de Renforcement : Chaque fois qu'une ennemie meurt, augmente sa propre attaque et ses Dégâts Critiques.",Compétence de Renforcement : L'Attaque Basique a la possibilité d'empoisonner et de rendre la cible au silence.\nAmazon a des grandes capacités de contrôle et de dégâts.
854002,Elfe Bourgeon,"1. Guerrière de la Maison Fée ayant beaucoup de PV, excellente en première position.\n2. Elle a beaucoup de PV, elle est donc capable d'encaisser beaucoup de dégâts, elle peut aussi dépendre des soins de ses alliées, afin d'augmenter les chances de survie de l'équipe.\n3. Après avoir utilisé sa Compétence Active, elle peut brûler toutes les Filles adverses et infliger des Dégâts sur la Durée, lorsqu'elle est attaquée elle peut réduire la Pénétration d'Armure de la cible, et la brûler sur la durée, elle inflige donc des dégâts satisfaisant.","Compétence Active : Attaque toutes les Filles ennemies, et inflige des dégâts supplémentaires.\nAprès avoir atteint 10 étoiles, obtient aussi un boost d'attaque et de critiques, augmentant ses dégâts.",Compétence de Renforcement : Augmente la survie.,"Compétence de Soin : Chaque fois qu'une des Filles de l'équipe fait un coup critique, elle récupére des PV.\nCette compétence fait d'elle une Fille très utile dans une équipe ayant beaucoup de chances de faire des CC, augmentant largement ses chances de survie.","Compétence de Renforcement : Lorsqu'elle est attaquée, elle réduit l'Armure de l'attaquante et inflige des dégâts supplémentaires.\nEtant en première ligne, cette compétence fait également d'Elfe Bourgeon une Fille infligeant beaucoup de dégâts."
854003,Himoto,"1. Combattante de la Maison Fée ayant des compétences explosives.\n2. Parce que ses compétences passives augmentent ses Critiques et ses Dégâts Critiques, et que ses dégâts sont concentrés contre les Filles ayant le moins de PV, elle est donc très utile pour obtenir l'avantage numérique.\n3. Sa Compétence Active sert de contre envers les mages, et leur inflige des dégâts de Saignement sur la durée.","Compétence Active : Attaque une Fille en dernière ligne, inflige des dégâts supplémentaires aux Mages.\nAprès avoir atteint 6 étoiles, la compétence attaque désormais 2 cibles, permettant de pouvoir rapidement tuer les mages.",Compétence de Renforcement : Augmente les Critiques et les Dégâts Critiques.,"Compétence de Renforcement : L'Attaque Basique attaque la cible ayant le moins de PV, et réduit également l'attaque de la cible.\nAvec la Compétence Active, Himoto est une vraie tueuse de mages.",Compétence de Renforcement : Chaque attaque a la possibilité d'empoisonner la cible.\nVous pouvez combiner cette compétence avec d'autres Filles utilisant le poison afin d'infliger des dégâts immenses.
854004,Nani,"1. Support de la Maison Fée très versatile.\n2. Elle peut augmenter l'Attaque, la Résistance aux Dégâts des alliées, et réduire l'attaque et l'Armure des ennemis, apportant à l'équipe pas mal d'avantages.\n3. Elle est capable de booster l'équipe, plus les Filles de son équipe sont puissantes, plus Nani sera utile.","Compétence Active : Attaque toutes les Filles ennemies, réduit l'attaque des Filles ennemies, boost également l'attaque des Filles alliées.\nAprès avoir atteint 10 étoiles, elle a également une petite probabilité de marquer les ennemies infligeant des dégâts importants. Cette compétence est surtout utile pour augmenter l'attaque des alliées.",Compétence de Renforcement : Augmente la survie.,Compétence de Renforcement : Réduit la survie des ennemies.,"Compétence de Renforcement : Lorsqu'elle est blessée, augmente la survie de toutes les Filles de l'équipe."
854005,Lavia,"1. Combattante de la Maison Fée. \n2. Elle possède une attaque de base élevée, lorsqu'une Fille adverse meurt elle récupére des PV.","Compétence Active : Attaque les Filles en dernière ligne, cette compétence peut également étourdir les Guerriers.\nAprès avoir atteint 10 étoiles, cette compétence peut également étourdir les mages et les éclaireurs, afin de mieux pouvoir se battre contre les Filles en dernière ligne.",Compétence de Renforcement : Chaque attaque permet de réduit les dégâts de l'adversaire.,"Compétence de Renforcement : Augmente l'attaque et les Critiques, augmentant considérablement les dégâts.","Compétence de Soin : Chaque fois qu'une alliée meurt, elle récupére des PV, augmentant ainsi ses chances de survie."
854006,Susan,"1. Guerrière de la Maison Fée pouvant subir beaucoup de dégâts, vous pouvez la mettre en première position.\n2. Sa Résistance aux Dégâts et ses PV sont assez élevés, elle a une assez bonne compétence de survivre.\n3. Après avoir été attaquée, elle ne peut pas juste contre-attaquer, elle peut également réduire les Critiques de l'attaquante, en utilisant sa Compétence Active, elle peut également voler l'Armure de la cible, et récupérer des PV, elle est très utile en première ligne dans toutes les formations.","Compétence Active : Attaque les Filles en première ligne, et vol leurs Armures. augmentant ainsi ses chances de survie et réduit l'espace de survie des ennemies.\nAprès avoir atteint 10 étoiles, cette compétence permet également de récupérer des PV, augmentant ainsi ses chances de survie.","Compétence de Renforcement : Lorsqu'elle est attaquée, elle réduitra les Critiques de l'attaquante, augmentant les chances de survie de son équipe.",Compétence de Renforcement : Augmente la survie.,"Compétence de Renforcement : Lorsqu'elle est attaquée, elle a la possibilité d'infliger des dégâts à l'attaquante, augmentant ainsi les dégâts qu'elle inflige durant le combat."
854007,Aquaris,"1. Combattante/Guerrière de la Maison Fée elle est à la fois capable de subir et d'infliger des dégâts.\n2. Si vous la placez en dernière ligne, elle sera capable d'infliger des dégâts astronomique, si vous la placez en ligne avant, elle sera capable d'infliger assez de dégâts à l'ennemi ayant le moins de PV.","Compétence Active : Attaque 2 cibles aléatoirement, et récupére des PV.\nAprès avoir atteint 6 étoiles, la compétence attaque désormais 3 cibles.\nAprès avoir atteint 10 étoiles, la compétence boost également les Critiques et les Dégâts Critiques. Augmentant ainsi les dégâts qu'elle inflige.","Compétence de Renforcement : Chaque attaque permet d'augmenter les Critiques et de récupérer une certaine quantité de PV. \nAprès avoir atteint 6 étoiles, elle augmente aussi la Vitesse.","Compétence de Renforcement : Si elle est placée en dernière ligne, son attaque augmentera, si elle est placée en première ligne, sa survie augmentera.\nLa mettre en dernière ligne est tout de même le meilleur choix.","Compétence de Renforcement : Lorsqu'elle est blessée, son attaque et ses Critiques augmentent.\nAvec sa 3ème capacité passive, Aquaris est mieux placée en dernière ligne."
854008,Kong Ming,"
1. Support de la Maison Fée elle peut infliger des dégâts et récupérer des PV.
2. Elle ne peut pas juste soigner toute son équipe sur la durée, elle peut aussi augmenter leur attaque, critiques, PV, si elle est équipée d\'objet augmentant ses Critiques elle est capable d\'infliger pas mal de dégâts, si elle est équipée d\'objet augmentant son attaque elle sera capable de récupérer plus de PV, elle est utile dans tous les types de formation.
3. Après qu\'Elégie du Vent atteint le Niv.3, quand ses PV sont sous la barre des 50%, elle a 100% de chances de rendre les ennemis au silence.
4. Elle a sa place dans toutes les équipes, si vous manquez de Support, vous devriez la choisir.","Compétence Active : Attaque 4 cibles aléatoirement, et soigne toutes les Filles alliées sur la durée.\nEn comparaison avec les autres Prêtres, le soin de Kong Ming est plutôt élevé.",Compétence de Renforcement : Augmente considérablement les dégâts et la survie.,"Compétence de Renforcement : L'Attaque Basique permet de récupérer des PV, augmente également l'attaque.\nLes PV régénérer dépendent de la valeur d'attaque. Plus l'attaque est élevée, plus Kong Ming peut se soigner.","Compétence de Renforcement : Lorsqu'elle est blessée, elle a la possibilité de rendre au silence toutes les Filles ennemies, augmenter également ses propres Dégâts Critiques et récupérer tous ses PV.\nAprès avoir atteint 10 étoiles, la probabilité de rendre au silence est de 100% faisant d'elle une Fille de contrôle très puissante."
854009,Pandaria,"1. Combattante de la Maison Fée.\n2. Elle est capable d'empoisonner les ennemis et donc d'infliger des Dégâts sur la Durée, lorsqu'elle utilise sa Compétence Active ou qu'elle fait un coup critique elle a également la possibilité d'empoisonner la cible.\n3. Elle inflige des dégâts supplémentaires aux Filles empoisonnées, avec Nia et Ennmaya etc. elle est capable d'infliger pas mal de dégâts.","Compétence Active : Attaque 3 Filles aléatoirement, et inflige des Dégâts sur la Durée.\nAprès avoir atteint 6 étoiles, la compétence attaque 4 Filles.\nAprès avoir atteint 10 étoiles, la compétence réduit la Vitesse des adversaires, cassant ainsi leurs rythmes.",Compétence de Renforcement : Augmente considérablement l'attaque.,Compétence de Renforcement : Lorsqu'elle fait un coup critique elle inflige également des dégâts de durée à la cible.\nCette compétence est très difficile à utiliser car elle dépend des critiques.,"Compétence de Renforcement : Augmente les dégâts infligés aux cibles empoisonnées.\nGrace à cette compétence, Pandaria peut être mise dans les équipes jouant avec le poison afin d'augmenter les dégâts."
854010,Linky,"1. Support de la Maison Fée elle peut accumuler des marques afin d'infliger des dégâts.\n2. Elle est unique en PVE, grâce à sa capacité d'accumuler les marques, elle peut infliger beaucoup de dégâts, toutes les alliées peuvent profiter de ces marques.\n3. Elle récupére de la vie en faisant des coup critiques, augmentant ses chances de survie.","Compétence Active : Attaque 2 Filles aléatoirement, réduit leurs attaques, et les marque.\nLes Filles marquées recevront des dégâts importants.\nToutes les Filles alliées peuvent bénéficier des marquages, ce qui fait que Linky peut rapidement cumuler les marques, infligeant énormément de dégâts.",Compétence de Renforcement : Augmente les dégâts et la survie.,"Compétence de Renforcement : Après chaque critique, récupére des PV, comme les PV récupérés sont assez important, cette compétence augmente largement les chances de survie.","Compétence de Renforcement : L'Attaque Basique se divise, et marque les cibles.\nCette compétence fonctionne bien avec la Compétence Active, provoquant des explosions aux ennemies très agréables."
855001,Valasaki,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本
855002,Amelia,"1. Combattante de la Maison Démon étant capable de contrôler toutes les Filles adverses.\n2. Après avoir atteint 10 étoiles, elle peut attaquer toutes les Filles adverses, en même temps elle a une certaine probabilité de voler leur énergie, son attaque de base a de grandes chances de pétrifier les cibles, elle a aussi une Vitesse élevée permettant d'attaquer en premier, elle est très utile dans différentes formations.\n3. Il est très cher de développer des Filles de la Maison Démon, il est donc conseillé de l'améliorer que si vous avez déjà ce qu'il faut.","Compétence Active : Attaque toutes les Filles ennemies et peut également les pétrifier.\nCette compétence permet aussi de voler l'énergie de la cible, cassant le rythme de l'adversaire.",Compétence de Renforcement : L'Attaque Basique réduit l'energie de la cible et a la possibilité de pétrifier celle-ci. Cette compétence permet de ralentir le combat.,"Compétence de Renforcement : Augmente ses dégâts, sa survie et sa Vitesse.\nAprès avoir atteint 10 étoiles, augmente la Vitesse de 60 permettant d'attaquer avant les autres.","Compétence de Renforcement : Lorsqu'elle est blessée, augmente considérablement son attaque et réduit sa propre Armure, faisant d'elle une cible parfaite pour attirer les coups ennemis."
855003,Wraith,"
1. Combattante de la Maison Démon pouvant infliger des dégâts explosifs.
2. Après avoir lancé sa Compétence Active, elle obtient un bonus de critiques, après que ses alliées ont lancé une compétence elle récupére de l\'énergie, c\'est donc pour cette raison qu\'elle peut infliger pas mal de dégâts.
3. Elle peut également infliger des dégâts selon la limite de PV d\'une Fille, elle inflige donc plus de dégâts aux Filles ayant beaucoup de PV, elle est donc plutôt utile contre les BOSS.
4. Elle est imunisée contre le silence, en plus de récupérer de l\'énergie elle peut aussi récupérer des PV, elle a pas mal de chances de survie.
5. Il est très cher de développer des Filles de la Maison Démon, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","Compétence Active : Attaque 1 ennemi aléatoire, cette compétence inflige des dégâts supplémentaires aux Filles ayant plus de vie que soi, et boost les Critiques.\nPlus la Fille adverse a de PV, plus les dégâts de cette compétence sont importants. De plus le boost de critiques augmente aussi incroyablement les dégâts qu'elle inflige.\nAprès avoir atteint 10 étoiles, elle attaque désormais 2 cibles, infligeant également des dégâts supplémentaires aux Prêtres.","Compétence de Renforcement : Chaque fois qu'une Fille alliée lance une compétence, elle a la possibilité d'augmenter sa propre énergie et de récupérer une certaine quantité de PV.\nS'il y a plusieurs Wraith dans l'équipe, cette compétence entraînera une réaction en chaîne.","Compétence de Renforcement : Augmente la survie, la Vitesse et les dégâts, elle est également immunisé contre la réduction au silence.\nCette compétence fait d'elle une contre efficace contre les Filles utilisant la compétence de contrôle silence.","Compétence de Renforcement : L'Attaque Basique attaque désormais les cibles en dernière ligne, infligeant des dégâts et réduisant l'energie de la cible.\nCette compétence sert de contre pour tuer les Filles en dernière ligne. Elle permet aussi de casser le rythme de l'adversaire."
855004,Scythe,"
1. Guerrière de la Maison Démon ayant la compétence de ressusciter.
2. Ces dégâts ne sont pas mauvais, ses dégâts à retardement sont plutôt élevés, elle a des capacités de récupération, peut renaître, et pétrifier les ennemis, en première ligne elle peut absorber pas mal de dégâts.
3. Elle peut profiter de sa première vie afin de gagner du temps sur l\'adversaire et infliger pas mal de dégâts, si vous la combinez avec par exemple Ésaü et Jacob, vous pouvez infliger pas mal de dégâts à toutes les Filles adverses, avec Saint elle permet d\'augmenter l\'attaque de Saint.
4. Il est très cher de développer des Filles de la Maison Démon, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","Compétence Active : Attaque les Filles en dernière ligne et les marque, augmente également la Résistance aux Dégâts, la marque inflige des dégâts après plusieurs tours.\nAprès avoir atteint 10 étoiles, elle a la probabilité de marquer la cible d'une seconde marque.\nCette compétence est la compétence principale de Scythe, la Résistance aux Dégâts augmente bien sa survie.","Compétence de Renforcement : Chaque fois qu'elle attaque, marque la cible. Cette compétence a aussi la possibilité de pétrifier la cible et d'infliger des dégâts.","Compétence de Renforcement : Lorsqu'elle est attaquée, elle marque l'attaquante, elle a également la possibilité de récupérer des PV, augmentant ainsi ses chances de survie.","Compétence de Renforcement : Après avoir atteint 9 étoiles, elle peut ressusciter avec tout ses PV."
855005,Lucifer,"
1. Combattante principale de la Maison Démon, elle est capable d\'infliger des dégâts pendant toute la durée du combat sur la durée.
2. Lorsque ses alliées utilisent des compétences elle est capable de récupérer son énergie pouvant ainsi utiliser sa Compétence Active durant toute la bataille, son attaque est de plus en plus élevée durant la bataille, et ses attaques font saigner la cible, infligeant pas mal de dégâts.
3. Lucifer est très utile avec des autres Filles rapides, elle peut donc ainsi souvent utiliser sa Compétence Active et ainsi rapidement tuer toutes les Filles adverses.
4. Sa Compétence Active est très meurtrière contre les éclaireurs, elle est donc très utile dans le Test.
5. Il est très cher de développer des Filles de la Maison Démon, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","Compétence Active : Attaque toutes les ennemis et les fait saigner, les dégâts sont considérablement améliorés contre les éclaireurs.\nCette compétence fait de Lucifer un bon contre envers les équipes ayant beaucoup d'éclaireurs.",Compétence de Renforcement : Augmente considérablement les dégâts et la survie.,"Compétence de Renforcement : Chaque attaque augmente l'Attaque et la Vitesse.\nCette compétence fait de Lucifer une combattante de plus en plus puissante durant la bataille, infligeant dans les derniers tours des dégâts incroyables.","Compétence de Renforcement : Chaque fois qu'une alliée lance une compétence, elle obtient un bonus d'attaque et d'energie, cette compétence combiné avec la Compétence Passive 2 est un super combo. Durant la bataille, Lucifer ne cesse d'utiliser des compétences."
855006,Jumelles,"
1. Combattante de la Maison Démon.
2. Sa Vitesse, Résistance aux Dégâts, Immunité aux contrôles et réduction d\'énergie sont trés élevés, permettant à l\'équipe d\'avoir beaucoup d\'espace de survie, elle est donc très utile dans beaucoup de formations.
3. En équipe avec Giana, Diva etc. elle peut former une équipe suicidaire, lorsque ces Filles meurt, elle peuvent infliger énormément de dégâts à toute l\'équipe adverse.
4. Il est très cher de développer des Filles de la Maison Démon, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","Compétence Active : Attaque un ennemi aléatoire en infligeant des dégâts considérable, si la cible est en première ligne, réduit considérablement son Armure et la pétrifie, si la cible est en dernière ligne, réduit considérablement son Attaque et sa Vitesse.\nCette compétence a une bonne synergie avec la Vitesse de Ésaü et Jacob, les permettant d'attaquer en première, augmentant ainsi incroyablement l'espace d'attaque de l'équipe.","Compétence de Renforcement : Augmente les PV, l'Immunité, la Résistance aux Dégâts, la Vitesse, augmente généralement la survie.\nAprès avoir atteint 7 étoiles, l'Immunité atteint 100%, aucune Fille ne peut menacer les jumelles.","Compétence de Renforcement : L'Attaque Basique attaque la Fille ayant le moins de PV, réduit également l'énergie de la cible.\nCette compétence ne donne pas vraiment de chances aux cibles de se battre.","Compétence Principale : Chaque fois qu'une Fille meurt (alliée ou ennemie), elle attaquera toutes les Filles adverses.\nCette compétence est très utile dans les équipes suicidaires, si les Filles de l'équipe sont faibles, elles mourront rapidement donnant ainsi l'opportunité à Ésaü et Jacob d'infliger énormément de dégâts rapidement."
856001,Angel,"
1. Combattante de la Maison Ange, elle est utile dans plusieurs types de formations.
2. Lorsqu\'elle est attaquée, elle peut récupérer des PV et augmenter ses Dégâts Divins, elle a beaucoup de chances de survie.
3. Après chaque attaque ses Dégâts Divins augmentent, elle est donc de mieux en mieux au cours de la bataille, elle est très utile pour les joueurs très avancés.
4. Il est très cher de développer des Filles de la Maison Ange, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","Compétence Active: Attaque 4 ennemis aléatoirement, soigne 3 Filles alliées, augmente également les Dégâts Divins de ces Filles.\nLes Dégâts Divins ne sont pas influencés par l'Armure, cette compétence fait d'Angel une Fille capable de tout.","Compétence de Renforcement : Chaque attaque permet de récupérer une certaine quantité de PV, et augmente les Dégâts Divins, augmentant considérablement ses dégâts et sa survie.",Compétence de Renforcement : Augmente généralement ses dégâts et sa survie.,"Compétence de Renforcement : Lorsqu'elle est attaquée, elle récupére une certaine quantité de PV et elle obtient un boost de Dégâts Divins."
856002,Gabriel,"
1. Combattante de la Maison Ange pouvant infliger des dégâts de zone explosifs.
2. Elle est très capable de survivre, lorsqu\'elle est optimisée, elle est capable d\'encaisser pas mal de dégâts.
3. Elle utilise principalement des marques de Coup Critique (lorsqu\'une Fille alliée fait un CC, elle peut infliger beaucoup de dégâts à la cible), elle augmente aussi les Dégâts Critiques, permettant de faire des dégâts colossaux.
4. Il est très cher de développer des Filles de la Maison Ange, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","Compétence Active : Attaque toutes les Filles adverses et les marque avec Coup Critique, les Filles marquées par Coup Critique subissent énormément de dégâts après avoir reçu des coups critiques.\nAprès avoir atteint 10 étoiles, cette compétence a la possibilité de mettre une marque supplémentaire.",Compétence de Renforcement : Augmente considérablement sa survie et ses dégâts.\nLa Résistance aux Dégâts et les Dégâts Divins sont vraiment des effets très utiles durant le combat.,Compétence de Renforcement : Chaque attaque marque la cible et lui permet d'augmenter ses Critiques.\nAvec la Compétence Active elle est capable d'infliger des dégâts immenses.,"Compétence de Renforcement : Lorsqu'elle est attaquée, elle marquera la cible avec Coup Critique, et elle obtient également un boost de Dégâts Critiques."
856003,Michael,"1. Support de la Maison Ange, elle a des capacités de ressuscitation.\n2. Elle est très versatile, après que Bouclier Divin atteint le Niv.3, elle est immunisée aux contrôles, ses compétences ne peuvent pas juste infliger des dégâts et contrôler les adversaires, elles peuvent également soigner ses alliées, ainsi qu'augmenter leurs critiques, et elle peut renaître avec tous ses PV après la mort.\n3. Il est très cher de développer des Filles de la Maison Ange, il est donc conseillé de l'améliorer que si vous avez déjà ce qu'il faut.","Compétence Active : Attaque 3 ennemis aléatoirement, permet également d'étourdir la cible, restaure une partie des PV de la Fille ayant le moins de PV de l'équipe.\nAprès avoir atteint 10 étoiles, le soin est plutôt agréable, permet également d'augmenter ses Critiques.\nCette compétence est une très bonne compétence de défense, elle permet de sauver une Fille étant près de la mort.","Compétence de Renforcement : Augmente considérablement les dégâts et la Vitesse, augmentant largement son rythme.","Compétence de Renforcement : Après avoir atteint 8 étoiles, elle peut ressusciter avec tout ses PV.","Compétence de Renforcement : Augmente l'Immunité, après avoir atteint 9 étoiles elle a 100% d'Immunité aux contrôles, elle a donc de très grandes chances de survie."
856004,Phénix,"
1. Combattante de la Maison Ange, elle est capable d\'infliger des dégâts supplémentaires.
2. Elle a une Vitesse de base extrêmement rapide, après avoir tué une ennemie, elle récupére entièrement son énergie, lui permettant de relancer sa compétence, elle est donc très puissante contre les Filles ayant peu de PV afin de pouvoir gagner l\'avantage numérique.
3. Elle est imunisée contre étourdissement, elle est donc très utile dans les différents types de formation.
4. Il est très cher de développer des Filles de la Maison Ange, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","
Compétence Active : Attaque une Fille aléatoire, si la cible a plus de PV que soi vous avez aussi la possibilité de l\'étourdir, si la cible a moins de PV que soi, la compétence inflige des dégâts supplémentaires.
Après avoir atteint 6 étoiles, la compétence attaque 2 cibles.
Après avoir atteint 10 étoiles, la probabilité de contrôle est de 100%.
Si la cible n\'est pas immunisée aux contrôles, phénix pourra contrôler efficacement la bataille, et ainsi infliger beaucoup de dégâts.","Compétence de Renforcement : L'Attaque Basique attaque la cible ayant le moins de PV, afin de pouvoir obtenir la supériorité numérique.","Compétence de Renforcement : Après la mort d'une Fille ennemie, elle obtient immédiatement son Énergie et ses Dégâts Divins augmente considérablement.\nCette compétence est un très bon combo avec sa Compétence Active, ce qui fait de Phénix la mort en personne durant la bataille.","Compétence de Renforcement : Augmente considérablement les Dégâts Divins, la Vitesse et les Critiques, elle est également immunisé contre étourdir.\nCette compétence fait de Phénix une très bonne contre contre les adversaires ayant la compétence de contrôle étourdir en mode PVP."
856005,Isabelle,"
1. Support de la Maison Ange, elle peut augmenter la Vitesse et l\'attaque de ses alliées.
2. Elle est plutôt versatile, elle ne peut pas juste soigner ses alliées, elle peut aussi booster l\'attaque et la Vitesse de l\'équipe, après sa mort elle peut encore soigner ses alliées pendant plusieurs tours.
3. Elle est très capable de survivre, et permet de booster en continu ses alliées.
4. Il est très cher de développer des Filles de la Maison Ange, il est donc conseillé de l\'améliorer que si vous avez déjà ce qu\'il faut.","Compétence Active : Attaque 4 cibles aléatoirement, augmente également l'Attaque, la Vitesse et les effets de soin de 4 Filles alliées.\nCette compétence vous permet d'avoir un certain avantage, et augmente considérablement vos chances de survie.","Compétence de Renforcement : Augmente la survie et les dégâts, augmente également l'Immunité, assurant ainsi sa survie.","Compétence de Soin : Son Attaque Basique soigne désormais 3 alliées aléatoirement sur la durée, ce soin est extrêmement puissant.\nCette compétence fonctionne très bien avec sa Compétence Active, faisant d'elle une soigneuse très utile.","Compétence de Renforcement : Après sa mort, elle soignera de manière continue les Filles de son équipe pendant 5 tours.\nAvec l'accélération du rythme de la bataille, cette compétence fait d'elle une assurance après sa mort pour la survie de l'équipe."
854011,Kira,"
1. Combattante de la Maison Fée infligeant des dégâts en fonction de son PV. 
2. Elle possède des PV élevés, réduit l\'Attaque des ennemis afin de assurer la survie de toute l\'équipe. 
3. Elle peut brûler toutes les Filles adverses et infliger des dégâts. Plus son PV est élevé, plus ses dégâts sont forts. 
4. Elle inflige des dégâts supplémentaires aux Filles adverses ayant le plus de PV. 
5. Après avoir été contrôlée, elle peut restaurer une certaine quantité de PV et causer des dégâts supplémentaires.","Compétence Active : Attaque 3 ennemis aléatoirement et vole une partie de leur attaque, brûle également la Fille ayant le plus de PV.\nCette compétence inflige des dégâts élevés, et affaiblit également 3 Filles ennemis, augmentant considérablement les chances de survie de l'équipe de Kira.","Compétence de Renforcement : Augmente l'Attaque, les PV et les Critiques pour améliorer considérablement les dégâts.","Compétence de Renforcement : L'Attaque Basique cible 3 ennemis aléatoirement, réduit leurs dégâts et les brûle. \nCette compétence peut non seulement causer des dégâts considérables à plusieurs ennemis, mais également réduire ses dégâts à notre équipe.","Compétence de Renforcement : Lorsqu'elle est contrôlée, elle récupérera des PV sur la durée et brûlera 3 Filles aléatoirement."
852012,Ithil,"1. Ithil est une combattante de la Maison Humain.\n2. Ses compétences font d'elle une assassin hors-pair. Lorsqu'elle fait une Attaque Basique, ou qu'elle bloque une attaque, elle obtient des Charges. Ces Charges inflige des dégâts à la Fille ayant le moins de PV, ainsi que des Dégâts sur la Durée. Lorsqu'elle achève une Fille ennemie, elle récupére également des PV. Elle est vraiment bonne sur la durée.\n3. Ithil est également très rapide, sa capacité passive 1 augmente également son blocage et son Immunité aux contrôles, augmentant incroyablement ses chances de survie. Ce qui permet d'être sûr qu'elle pourra prendre part au combat.","Compétence Active : Inflige des dégâts à la Fille ayant le moins de PV, inflige également des Dégâts sur la Durée pendant 2 tours;\nLorsque cette capacité atteint le niveau 3, les dégâts sont très élevés, de plus les dégâts de Saignement qui s'en suivent sont très intéressants. Cette compétence est une vraie menace contre les Filles ayant peu de PV.","Compétence de Renforcement : Augmente l'Attaque, les Critiques, le Blocage, et l'Immunité. Augmente les dégâts d'Ithil et sa survie.\nLe blocage d'Ithil permet à Charge d'augmenter rapidement, augmentant ainsi incroyablement les dégâts d'Ithil.","Compétence de Renforcement : Chaque fois qu'Ithil bloque une attaque, elle obtient 1 Charge. Les Charges sont utilisées lorsqu'Ithil utilise sa Compétence Active afin d'infliger des dégâts à la Fille ennemie ayant le moins de PV.\nGrâce aux Dégâts sur la Durée de Charge, essayez d'augmenter le Blocage d'Ithil afin de cumuler très rapidement des Charges pour infliger des dégâts.","Compétence de Renforcement : L'Attaque Basique produit 2 Charges. Lorsqu'elle achève une ennemie, elle récupére également des PV.\nLorsque Lune Argentée atteint 3 étoiles, elle peut récupérer jusqu'à 100% de PV."
