id,name,charge_ios,charge,currency,show_name
1700801,Lv.135カスタム補給,8500,8500,￥,Lv.135カスタム補給
1700901,Lv.140カスタム補給,12000,12000,￥,Lv.140カスタム補給
1701001,Lv.155カスタム補給,10000,10000,￥,Lv.155カスタム補給
1701101,Lv.165カスタム補給,10000,10000,￥,Lv.165カスタム補給
1701201,Lv.180カスタム補給,10000,10000,￥,Lv.180カスタム補給
293,授業企画パック1,120,120,￥,授業企画パック1
294,授業企画パック2,610,610,￥,授業企画パック2
295,授業企画パック3,1220,1220,￥,授業企画パック3
296,授業企画パック4,2440,2440,￥,授業企画パック4
297,サークル限定パック,3680,3680,￥,サークル限定パック
299,成長パック1,3680,3680,￥,成長パック1
300,成長パック2,6100,6100,￥,成長パック2
301,復帰協力パック,3680,3680,￥,復帰協力パック
302,月間パス-カムバック,610,610,￥,月間パス-カムバック
303,毎月の課題-カムバック,250,250,￥,毎月の課題-カムバック
1701301,Lv.15カスタム補給,250,250,￥,Lv.15カスタム補給
1701401,Lv.35カスタム補給,610,610,￥,Lv.35カスタム補給
1701501,Lv.48カスタム補給,1220,1220,￥,Lv.48カスタム補給
1701601,Lv.58カスタム補給,3680,3680,￥,Lv.58カスタム補給
1701701,Lv.78カスタム補給,3680,3680,￥,Lv.78カスタム補給
1701801,Lv.90カスタム補給,3680,3680,￥,Lv.90カスタム補給
1701901,Lv.115カスタム補給,3680,3680,￥,Lv.115カスタム補給
1702001,Lv.125カスタム補給,3680,3680,￥,Lv.125カスタム補給
1702101,Lv.100カスタム補給,6100,6100,￥,Lv.100カスタム補給
1702201,Lv.105カスタム補給,6100,6100,￥,Lv.105カスタム補給
1702301,Lv.120カスタム補給,6100,6100,￥,Lv.120カスタム補給
1702401,Lv.130カスタム補給,6100,6100,￥,Lv.130カスタム補給
1702501,Lv.145カスタム補給,6100,6100,￥,Lv.145カスタム補給
1702601,Lv.170カスタム補給,6100,6100,￥,Lv.170カスタム補給
1702701,Lv.150カスタム補給,8500,8500,￥,Lv.150カスタム補給
1702801,Lv.175カスタム補給,8500,8500,￥,Lv.175カスタム補給
1702901,Lv.190カスタム補給,8500,8500,￥,Lv.190カスタム補給
1703001,Lv.195カスタム補給,10000,10000,￥,Lv.195カスタム補給
1703101,Lv.160カスタム補給,12000,12000,￥,Lv.160カスタム補給
1703201,Lv.185カスタム補給,12000,12000,￥,Lv.185カスタム補給
1703301,Lv.200カスタム補給,12000,12000,￥,Lv.200カスタム補給
304,3周年感謝パック,1220,1220,￥,3周年感謝パック
305,3周年感謝パック,2440,2440,￥,3周年感謝パック
306,サマーパック1,1840,1840,￥,サマーパック
307,サマーパック2,12000,12000,￥,サマーパック
308,サマーパック3,6100,6100,￥,サマーパック
309,サマーパック4,2440,2440,￥,サマーパック
310,サマーパック5,610,610,￥,サマーパック
311,サマーパック6,120,120,￥,サマーパック
1709101,カスタム補給,3680,3680,￥,カスタム補給
1709102,カスタム補給,8500,8500,￥,カスタム補給
1709103,カスタム補給,12000,12000,￥,カスタム補給
312,アバター限定ショップパック1,610,610,￥,アバター限定ショップパック1
313,アバター限定ショップパック2,1220,1220,￥,アバター限定ショップパック2
314,アバター限定ショップパック3,2440,2440,￥,アバター限定ショップパック3
315,アバター限定ショップパック4,6100,6100,￥,アバター限定ショップパック4
316,アバター限定ショップパック5,12000,12000,￥,アバター限定ショップパック5
317,赤ずきんの\nプレゼント,610,610,￥,赤ずきんの\nプレゼント
318,赤ずきんの\nプレゼント,1840,1840,￥,赤ずきんの\nプレゼント
319,天使のお茶会衣装ボーナスパック,1840,1840,￥,天使のお茶会衣装ボーナスパック
320,初心者10連ガチャ,8500,8500,￥,初心者10連ガチャ
321,初心者\nファンド,2440,2440,￥,初心者\nファンド
