id,name,charge_ios,charge,currency,show_name
260,Guild Member Special Lv. 8,1.99,1.99,$,Guild Member Special Lv. 8
261,Guild Member Special Lv. 9,1.99,1.99,$,Guild Member Special Lv. 9
262,Guild Special Lv. 4,49.99,49.99,$,Guild Special Lv. 4
263,Guild Special Lv. 5,49.99,49.99,$,Guild Special Lv. 5
264,Guild Special Lv. 6,49.99,49.99,$,Guild Special Lv. 6
265,Guild Special Lv. 7,49.99,49.99,$,Guild Special Lv. 7
266,Guild Special Lv. 8,49.99,49.99,$,Guild Special Lv. 8
267,Guild Special Lv. 9,49.99,49.99,$,Guild Special Lv. 9
275,Daily Pack 7,4.99,4.99,$,Daily Pack
268,Program Pack 1,4.99,4.99,$,Program Pack 1
269,Program Pack 2,4.99,4.99,$,Program Pack 2
270,Program Pack 3,9.99,9.99,$,Program Pack 3
271,Program Pack 4,19.99,19.99,$,Program Pack 4
276,Magical Supplies 1,29.99,29.99,$,Magical Supplies
277,Magical Supplies 2,69.99,69.99,$,Magical Supplies
278,Magical Supplies 3,99.99,99.99,$,Magical Supplies
279,Customization Pack 1,69.99,69.99,$,Customization Pack
280,Customization Pack 2,19.99,19.99,$,Customization Pack
281,Customization Pack 3,9.99,9.99,$,Customization Pack
282,Monthly Pass,9.99,9.99,$,Monthly Pass - First Purchase Discount
283,Mini Pass,1.99,1.99,$,Mini Pass - First Purchase Discount
284,Test Fund 4,49.99,49.99,$,Test Fund 4
285,Bizarre Supply (Special Offer),19.99,19.99,$,Bizarre Supply (Special Offer)
286,Bizarre Supply 1,4.99,4.99,$,Bizarre Supply 1
287,Bizarre Supply 2,29.99,29.99,$,Bizarre Supply 2
288,Bizarre Supply 3,49.99,49.99,$,Bizarre Supply 3
289,Bizarre Supply 4,79.99,79.99,$,Bizarre Supply 4
290,Bizarre Supply 5,99.99,99.99,$,Bizarre Supply 5
1700101,LV. 25 Customized Supply,1.99,1.99,$,LV. 25 Customized Supply
1700201,LV. 40 Customized Supply,4.99,4.99,$,LV. 40 Customized Supply
1700301,LV. 53 Customized Supply,9.99,9.99,$,LV. 53 Customized Supply
1700401,LV. 68 Customized Supply,19.99,19.99,$,LV. 68 Customized Supply
1700501,LV. 85 Customized Supply,29.99,29.99,$,LV. 85 Customized Supply
1700601,LV. 95 Customized Supply,29.99,29.99,$,LV. 95 Customized Supply
1700701,LV. 110 Customized Supply,49.99,49.99,$,LV. 110 Customized Supply
1700801,LV. 135 Customized Supply,69.99,69.99,$,LV. 135 Customized Supply
1700901,LV. 140 Customized Supply,99.99,99.99,$,LV. 140 Customized Supply
1701001,LV. 155 Customized Supply,79.99,79.99,$,LV. 155 Customized Supply
1701101,LV. 165 Customized Supply,79.99,79.99,$,LV. 165 Customized Supply
1701201,LV. 180 Customized Supply,79.99,79.99,$,LV. 180 Customized Supply
293,Program Pack 1,0.99,0.99,$,Program Pack 1
294,Program Pack 2,4.99,4.99,$,Program Pack 2
295,Program Pack 3,9.99,9.99,$,Program Pack 3
296,Program Pack 4,19.99,19.99,$,Program Pack 4
297,Guild Limited Pack,29.99,29.99,$,Guild Limited Pack
299,Return Customized Growth Pack 1,29.99,29.99,$,Return Customized Growth Pack 1
300,Return Customized Growth Pack 2,49.99,49.99,$,Return Customized Growth Pack 2
301,Return Support,29.99,29.99,$,Return Support
302,Monthly Pass - Return,4.99,4.99,$,Monthly Pass - Return
303,Monthly Event Deluxe Pass - Return,1.99,1.99,$,Monthly Event Deluxe Pass - Return
1701301,LV. 15 Customized Supply,1.99,1.99,$,LV. 15 Customized Supply
1701401,LV. 35 Customized Supply,4.99,4.99,$,LV. 35 Customized Supply
1701501,LV. 48 Customized Supply,9.99,9.99,$,LV. 48 Customized Supply
1701601,LV. 58 Customized Supply,29.99,29.99,$,LV. 58 Customized Supply
1701701,LV. 78 Customized Supply,29.99,29.99,$,LV. 78 Customized Supply
1701801,LV. 90 Customized Supply,29.99,29.99,$,LV. 90 Customized Supply
1701901,LV. 115 Customized Supply,29.99,29.99,$,LV. 115 Customized Supply
1702001,LV. 125 Customized Supply,29.99,29.99,$,LV. 125 Customized Supply
1702101,LV. 100 Customized Supply,49.99,49.99,$,LV. 100 Customized Supply
1702201,LV. 105 Customized Supply,49.99,49.99,$,LV. 105 Customized Supply
1702301,LV. 120 Customized Supply,49.99,49.99,$,LV. 120 Customized Supply
1702401,LV. 130 Customized Supply,49.99,49.99,$,LV. 130 Customized Supply
1702501,LV. 145 Customized Supply,49.99,49.99,$,LV. 145 Customized Supply
1702601,LV. 170 Customized Supply,49.99,49.99,$,LV. 170 Customized Supply
1702701,LV. 150 Customized Supply,69.99,69.99,$,LV. 150 Customized Supply
1702801,LV. 175 Customized Supply,69.99,69.99,$,LV. 175 Customized Supply
1702901,LV. 190 Customized Supply,69.99,69.99,$,LV. 190 Customized Supply
1703001,LV. 195 Customized Supply,79.99,79.99,$,LV. 195 Customized Supply
1703101,LV. 160 Customized Supply,99.99,99.99,$,LV. 160 Customized Supply
1703201,LV. 185 Customized Supply,99.99,99.99,$,LV. 185 Customized Supply
1703301,LV. 200 Customized Supply,99.99,99.99,$,LV. 200 Customized Supply
304,3rd Anniversary\nSpecial Pack 1,9.99,9.99,$,3rd Anniversary Special Pack
305,3rd Anniversary Special Pack 1,19.99,19.99,$,3rd Anniversary Special Pack
306,Summer Pack 1,14.99,14.99,$,Summer Pack
307,Summer Pack 2,99.99,99.99,$,Summer Pack
308,Summer Pack 3,49.99,49.99,$,Summer Pack
309,Summer Pack 4,19.99,19.99,$,Summer Pack
310,Summer Pack 5,4.99,4.99,$,Summer Pack
311,Summer Pack 6,0.99,0.99,$,Summer Pack
1709101,Customized\nSupply,29.99,29.99,$,Customized Supply
1709102,Customized Supply,69.99,69.99,$,Customized Supply
1709103,Customized Supply,99.99,99.99,$,Customized Supply
312,Outfit Sale Pack 1,4.99,4.99,$,Outfit Sale Pack 1
313,Outfit Sale Pack 2,9.99,9.99,$,Outfit Sale Pack 2
314,Outfit Sale Pack 3,19.99,19.99,$,Outfit Sale Pack 3
315,Outfit Sale Pack 4,49.99,49.99,$,Outfit Sale Pack 4
316,Outfit Sale Pack 5,99.99,99.99,$,Outfit Sale Pack 5
317,Red Riding\nHood's Gift,4.99,4.99,$,Red Riding Hood's Gift
318,Red Riding\nHood's Gift,14.99,14.99,$,Red Riding Hood's Gift
319,Angel Tea Party Special Pack,14.99,14.99,$,Angel Tea Party Special Pack
320,Beginner's Capsule,69.99,69.99,$,Beginner's Capsule
321,Beginner Funds,19.99,19.99,$,Beginner Funds
322,Halloween Surprise 1,9.99,9.99,$,Halloween Surprise 1
323,Halloween Surprise 2,49.99,49.99,$,Halloween Surprise 2
324,Halloween Surprise 3,99.99,99.99,$,Halloween Surprise 3
326,Wishing Fountain Supply 1,9.99,9.99,$,Wishing Fountain Supply 1
327,Wishing Fountain Supply 2,29.99,29.99,$,Wishing Fountain Supply 2
328,Raider's Supply 1,4.99,4.99,$,Raider's Supply 1
329,Raider's Supply 2,9.99,9.99,$,Raider's Supply 2
330,Raider's Supply 3,29.99,29.99,$,Raider's Supply 3
331,Raider's Supply 4,49.99,49.99,$,Raider's Supply 4
332,Raider's Supply 5,69.99,69.99,$,Raider's Supply 5
333,Raider's Supply 6,99.99,99.99,$,Raider's Supply 6
334,Thanksgiving Feast pack 1,0.99,0.99,$,Thanksgiving Feast pack 1
335,Thanksgiving Feast pack 2,9.99,9.99,$,Thanksgiving Feast pack 2
336,Thanksgiving Feast pack 3,49.99,49.99,$,Thanksgiving Feast pack 3
337,Advent Calendar Gift Pack 1,0.99,0.99,$,Advent Calendar Gift Pack 1
338,Advent Calendar Gift Pack 2,0.99,0.99,$,Advent Calendar Gift Pack 2
339,Advent Calendar Gift Pack 3,0.99,0.99,$,Advent Calendar Gift Pack 3
340,Advent Calendar Gift Pack 4,9.99,9.99,$,Advent Calendar Gift Pack 4
341,Advent Calendar Gift Pack 5,0.99,0.99,$,Advent Calendar Gift Pack 5
342,Advent Calendar Gift Pack 6,0.99,0.99,$,Advent Calendar Gift Pack 6
343,Advent Calendar Gift Pack 7,0.99,0.99,$,Advent Calendar Gift Pack 7
344,Advent Calendar Gift Pack 8,9.99,9.99,$,Advent Calendar Gift Pack 8
346,Training Plan,29.99,29.99,$,Training Plan
345,Jackpot Support Pack 1,9.99,9.99,$,Jackpot Support Pack 1
347,Jackpot Support Pack 2,19.99,19.99,$,Jackpot Support Pack 2
