id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,failed_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
652012,Lily,"Are you willing to accept a boring person like me? Thank you! In return, please take these lilies. It's best that you like it.",Where did I come from and where should I go?,I've been alone for a long time... Too long...,Do you like lilies too?,What is true happiness? Can I know that by staying here?,How about some tea in my garden?,"Lilies, sing.",Freeze!,Mamiko Noto,I never thought you could be so boring~,Thank you.,"Appreciate for your gift, I will accept it~","No matter how much time has passed, my feelings for you are the same as when I first met you in my garden...","Welcome back, Senpai~","Thank you, it's been a long time since someone else showed kindness on me~",More lilies~,"I'll still be waiting for you in this garden next year, Senpai~",Can you find me a lily? I'll need that on my dress~,Did you prepare all this for me?,Thanks for your time~,"After spending almost all my time in this garden, everything outside seems new to me~","I'll be right here, waiting for you.",You're back~,"Enjoy the peace, I'll be watching for you~",Don't miss the time for internship~,"I'll be keeping the rewards for you, you just need to reach me and claim them~",You must be a very busy person… Since you're in an Academy always having something new for you to discover~,"Sorry, but I have to do this for Senpai…",Maybe it is time for me to perish…,填充,填充,填充,填充
652013,Hottie,"Greetings, master. You won't be lonely in the nights with me by your side.","Coffee, tea or me?",I can do anything for you.,There's no need to be serious in front of me~ I know all about you.,Do you want to play with me? Surely you'll be satisfied!,"As long as you can be happy, I can do anything~",Love me~,Hmm~ That burning sensation~,Mitsuki Nakae,What's wrong? This isn't like you~,Some presents are never too small after all. Thanks for that~,Maybe I shall consider myself as a present in return? Haha~,"I thought we've already passed this stage by now...here, come closer...mwah~","Waited a long time, Master. How do you want to have fun today?","[Kisses] ~ I'll trade you a kiss for a drink, I believe this is an even deal~",Why are you staring at me? Even I would somehow feel embarrassed~,You don't study enough~ Do you want me to give you private lessons?,"You've taken another step closer to mature, congratulations~",It's a rare opportunity ~ Maybe you should let me try one something more special? Ahaha ~,These are really nice clothes~ Maybe you prefer when I'm not wearing anything?,It's a rare chance for us to be in this place~ Don't you want us to have some fun?,"Wow, this place is nice~","Don't leave me alone here, stay with me~","You look so tempting when you close your eyes and let your guards down… Ah, I cannot think anymore before I actually do something to you~","Senpai, maybe you can skip today's work and stay with me? No, I'm kidding, go ahead!",Don't forget to collect your rewards~,Let's go together and see if something's happening on campus~,I was expecting more resistance.,Stop! That's going to hurt tomorrow~,填充,填充,填充,填充
652014,Saint,"Hello, I heard you're nice. In my academy, people like you are needed. How about regulating this academy together?",Law and order are made by the strong. So I'll be the law.,"No matter how dirty you play, no one will be knowing that if you win.",History is written by the winners. The weak have no right to intervene.,I just want to make the college more orderly. To be the strongest in this college is my goal.,"I don't like things I can't control. In order to control this, I need to get stronger.",I'm no longer pulled by any strings.,Get out of the way,Rie Tanaka,This... Is useless to me.,"Ah, I have to admit, it is a friendly exchange within the law.","I have to admit, I like this present very much. Maybe you should join me on this adventure?","Oath? I already said yes. You just haven't realized it... How can I do it with you? Well, that is just a part of rules, Huh~",Wanna conquer the world with me? Great! Welcome back!,I want some more!,I can feel the power! Now all that I need is an excuse to use it!,I'll need others' help to achieve my ambition. Let's start with you!,"Without power, all ideals are just nothing!",Give me all what you got!,Nice gear! Thank--- I mean I accept your tribute~,I'll do that as long as I'm the team leader.,I can use this room as my HQ.,"Please, join my military counsel in the remaining part of my meeting.",Uh… Was my lecture this boring?,Don't forget to work!,Get me my rewards back!,Go and check what happened and report back to me.,"Let the weaklings back off, this is not somewhere for them to have fun!",This defeat won't stop my campaign…,填充,填充,填充,填充
652015,Boxer,I'll team up with you in the following days! There's nothing I can't do with my fists! Let me fight more!,Power and speed! Is everything! I ain't gonna lose to anyone!,Hey! Meet me at the rooftop after class! Do you have the guts?,I only do what is right. Quit babbling and get to the point!,"If you can take my punches, I'll listen to you just this once!",Ah! Sapphire... How did you get here?,I'll bet my boxer title on this.,Storm Punch!,Chiwa Saitou,What are you trying to say by giving me this? You don't respect me?,Thanks for the present.,I love your gift. I never thought you knew me so well~,"I-I don't know, but I think it's okay if it's you...But this doesn't mean I'm giving up on being with Sapphire! Would you mind that...?","Yo, Senpai! You're back~",Gulp... Gulp... Gulp... (Snores),Hi~Ya! Don't you think my punches can penetrate everything?,Graduated? Me? I didn't even have my exams…,I believe myself being strong enough to impress Sapphire!,No armor can survive from my punches!,"With this, there'll be nothing stopping me!",Looks like we've got a new challenger today!,This room is too big for me!,This room is too big for me!,Hey! Wake up now! Sapphire is getting close! I need your counsel! NOW!,"Oh! It's work time, Senpai. Maybe you should join us to the workplace?","Oh, I almost forgot my daily reward. Check yourself, Senpai. Just in case.",Some told me that something new is happening! Are you going and check it out?,I said you'd pay for that!,I'm not in the best condition to fight today…,填充,填充,填充,填充
652016,Haxie,"I am the queen, obey my command! I don't want to lose because of your stupidity!",Horror? I don't have this word in my dictionary!,It's lonely without enemies.,"Shh, be quiet! Ah... It was not easy for the rabbits to lean over here.",Life is a journey of transcending yourself!,Do you want to go back with me?,Haha~ I'll kill you with my axe!,Face death!,Junko Takeuchi,"Such an exquisite thing, too bad it doesn't suit me~",Gift for me? Thanks~,"This is so cute… Oops, thank you for this. And remember, you saw nothing!",And I have one more thing to protect now~,"Oh, you're finally back!",Thanks!,I'm unstoppable!,I shall also try to overcome others in other fields!,"The stronger I become, the more I'll be able to protect!",Nice gears! Thank you!,Do I… Really deserve this costume?,Wanna check out my pets today?,Hello~,"Welcome back, Senpai~",Senpai is still so cute when asleep~,"Remember to finish your internship today, Senpai~",Don't forget your rewards!,Something's happening? I'm not gonna miss it!,You've overestimated yourselves!,I lost… Completely…,填充,填充,填充,填充
652017,Sonya,"Hello! Master came. Let me do it! Otherwise, my two sisters will not be able to see it!",Knock them! Knock them! The enemy will all be knocked back!,I'm tired of speaking in theory and reasoning! Who cares about such verbal garbage.,Why talk when you can just fight? Fight first! Talk later!,Eat! Eat! It tastes like heaven! This one is good too! And that! Food is the best!,I'm Sonya the Great! I own of this street! Remember that!,Finish them off!,I'm angry!,Yū Kobayashi,I don't need this!,"Oh, thanks!","Aha, it's been a long time since I last tasted this! It really takes me back~ Nice~","I-I'm bad at words, you don't have to say anything more to woo me...just holding my hand will be enough...","Hey, isn't this Master? Good morning!",Oh! Is this for me?,"My fist is more powerful! I want to try it right now! ...Master, why are you running away from me?",How much longer should I continue studying? It's boring to be in the classroom all day long!,There is nothing be solved by force! You want me to demonstrate?,"Thank you, Senpai! I can give you free food next time when you come to my cafeteria!","After having this on, I won't be losing any battles!","I'm going for a walk. Do you want to come with me, Senpai?",This room is really nice! I want to have a rest inside~,"You came right on time, I was just going to cook!",Ah? Why aren't you responding? Are you hungry?,Go go go! It's time to go to work!,Don't waste your rewards!,Is there another fight on campus? Count me in!,Who's next?,I have to admit the enemy is stronger than I predicted...,填充,填充,填充,填充
653001,Himoto,"Jump's latest edition of the monthly magazine! I want to see it! Master, buy this for me! This is my lifelong request! I'll make it up to you later.","If you want to go out, remember to bring me Coke, chips, and cup noodles. Don't forget~!",*Rolling rolling rolling* This soft bed is the best!,"Snacks, coke, and games! Yeah~","Ah! Eat all the snacks... Master won't get angry, will he?",Let's be lazy today~~,Don't disturb me when I'm PLAYING!,This is~ My world!,Aoi Yuuki,It's not unpalatable!,Don't bother me when I‘m swimming~ What? A gift?,This is it~ You know me so well~,"Be with you forever? Isn't that what we've been doing for a while? Sure, why not?","Won't you play with me, Master? We need one more player to start this game~",It's so easy to become stronger~,I want some more~,Now I have a better control of water!,I can swim faster!,What is this? A bubble-making device?,"With the protection of my bubbles, I don't need any armor!",Hope this can be an easy job~,I still need a water bed in this room!,"Hope you remember to bring me a pack of chips, Senpai.","Hehe, Senpai finally finds out how enjoyable it can be to sleep all day.",Hard work could ensure you a better life! A better life for me of course~,"Someone dropped this package tagging ""reward"" on your doorstep. Don't forget to take it.",Some Chaos again? That's horrible…,Seriously? This is not even the best I can do.,"Alright, stop... That's too much for me.",填充,填充,填充,填充
653002,Lavia,"My firey love... I mean, passion, please accept it! Excellent master!",Do you want to feel my fiery passion?,"If you shake it around, you may get burned. Be careful.",Eh? Do you like ice cream? What a coincidence! Me too!,"Sun! Sandy beach! Sure enough, summer is the best! Come, let's go swimming!",Two fiery souls attract each other. That must be love!,Flames... Burn it!,Flames... Burn it!,Ayako Kawasumi,It seems like you are keeping me from being happy on purpose...,Thanks~ But... I can't see your enthusiasm in it...,Some like it hot… I can feel your burning love…,"What is this heat that flows through my veins...? No, it's not hotness, but passion from my heart...can you feel it?","Today, I will turn into flames! Burn!",Looks like I can never drink something cold...,What do you want me to do with that? Heat it up?,I'll let more students feel my heat~,The fire goes wild!,Hope this is fireproof.,I'm dying to get my hands on a real sword~,I'll show our enemies my passion!,That fire-extinguisher makes me feel wrong.,"I was just planning to visit you, Senpai~","You're wayyyyyy too late, Senpai! Seems I've been treating him too nice recently.",Show your passion at work! Even it's just an intern!,"After completing the mission, there's still one thing left to be done~",Visitors? Let's give'em a warm welcome~,How does that feel when you become a torch?,I won't leave as long as my flame hasn't disappeared!,填充,填充,填充,填充
653003,Susan,"Travel around the world~ Discover new things... Taste new stuff... Meet new friends! You and I, of course~",This shop is spectacular! I won't forget to give them a 5-star review!,Dandelion~ Dandelion~ Where are we flying to next? I can't wait!,Flying! Flying! Flying~ New worlds to see. The next destination is here~!,Wow~ What a beautiful souvenir~ And this key chain too! Wow! And this emblem is gorgeous~,Seeing something is better than hearing about it. Why not see the world yourself?,Let's go~,You're in the way~,Aoi Yuuki,No! No! I don't like this!,"Do you want to travel with me? Oh, so this is parting gift~ Thanks~","Ooooh, I love this! I'll write down everything I see in my journey in it~","Here, take this dandelion. When I'm miles away from you, you can look at it if you miss me.","Hmmm. Where should I fly to~ Oh, I fly to Senpai~","Little by little, one goes far.",I won't stop exploring the unknown.,"If you can still remember me when I return, I will share my souvenir with you~",A life without journeys is incomplete!,Can this help me take better pictures?,These plants can also be my support.,"I've never been to that forest before, gotta be extremely cautious!",A warm bed is always what I miss the most.,Keeping early hours is important!,Seems Senpai just gave me some time to prepare for the next journey.,"I complete internships to earn my travel expenses, what about you?",You've completed the tasks~,Incident in an unknown area? Sounds like my kind of travel destination~,Do you really think that was enough to stop me?,How can it turn bad so quickly?,填充,填充,填充,填充
653004,Pandaria,"I'm Pandaria! If you treat me like a child, you'll suffer!",My chest is just a lump of fat! Hmph!,The most important thing is a gentle mind~ That's why... Hey! Would you stop staring at my chest!,"Oh really Pandy? Even though you're hungry, you can't eat those weird corn.",Shh~ Did you hear that~ The birds are calling me.,You know how shallow it is to judge someone by the size of their chest!?,"Pandy, knock them out!",Bamboos hurt! Doesn't it?!,Rie Kugimiya,You... Stupid! Idiot! Pervert! Stay far away from me!,Don't think giving me this will change what I think of you~ Hmph. Who knows what you're scheming~,"Okay, I have to admit I like it and I'll accept it gracefully~","No matter what will happen in the future, I will always take your side! Just ask Pandy if you have any doubts!","I will seriously drink milk starting today. Senpai, have I grown taller?",I won't lose anyone again!,"Pandy, let's try that move again!","It's a fresh start, all I should worry about is Pandy's attitude about this~","Pandy, you can bite anyone who claims that I'm still a child!","Pandy, you've become too fat to fit in any of these gears.","I'm already powerful enough, with or without these gears!","Pandy, let's go~","Pandy, come quickly! This our new room!","I'm not so happy to have you here as I appeared to be, Senpai!","Pandy, Senpai's asleep! Now it's our chance to skip class and play outside~",Hey! You'll be late for the internship if you don't stop playing right now!,"Let's just say, I'm not the only person who knows you have rewards unclaimed~",Is there something happening today? I saw a lot of people assembling in the Playground.,"See? Just as I said, Rumpy is the best!","Rumpy, don't try anymore, be a wise boy and retreat with me!",填充,填充,填充,填充
653005,Amelia,"If my prophecies are correct, I will always be with you. Let's accept our relationship, Master.",Don't bother me ever again. I want to be alone.,"Yes, I can see through your heart... Your destiny. How about that feeling of being seen through... It's terrible, isn't it?",The man who burns with fire will not give up no matter how long it takes. After all that too. Seriously... How annoying...,"Got everything I wish... So what now? So, what else can I get?","If I can, I want to go somewhere that no one can find me... But that person will surely find me.",Get out of my world.,Everyone... Disappear!,Ayano Hamaguchi,"Why are you making my life harder than it already is? ...Whatever, I guess this is fate working its magic too...",Is this for me? Thank you~ I don't have anything to return the favor though. Would you like me to tell your fortune?,Is that for me? Thank you~ You are really destined with me.,"Our future is already decided by fate, and you can't escape from it now...we are meant to be together~","My crystal ball says that I shouldn't meet anyone today, but if it's you...I don't mind~",Exp Juice? Just leave it over there…,I can learn more information from my crystal ball now.,"Fate is unstoppable, and I only need to wait until mine comes upon.",I've become stronger. Can't wait to show off in front of that fire mage… Who's that again?,Just don't take my crystal ball away~,I'm just forewarning you. I ain't going anywhere no matter what you equip on me.,"You won't do any help... I mean,  I don't need your help.",Now get out of my room.,Why are you here again?,… Are you hesitating to say anything?,Time to work and leave me alone.,Don't let me remind you to claim your rewards again.,"Something's happening, time to make yourself useful.","This is a part of my fate, so I don't think that's something worth being happy about.",Losing is also a part of my fate.,填充,填充,填充,填充
653006,Angel,Your body has a scent that it has been purified... The demons near you are cleansed. Please relax~,Purify the demons... Don't let any escape!,Light? Dark? What does that have to do with me? I just want to... Purify those demons...,This weapon can cleansing powers. My mission is to purify all the creatures of filth and dirt.,The world doesn't need demons. All things sinister... Should never exist.,"If those demons are gone, then my life wouldn't have any meaning. Actually, I don't like fresh air that much anyway.",It smells like... Demons.,Purify.....,Yui Nakajima,Evil… Must purge…,A present? Is this for me?,Well... Thanks for your gift. I like it very much~,"From now on, I will be the sunshine and disperse all the darkness only for you!","Today, we must cleanse the demons, Senpai. Let's go!",The angel's power is growing!,Thanks for your gift. But accepting this doesn't mean I agree on your ideal.,I won't let those demons run away next time!,Do you think my opinion was wrong?,I will use this weapon to purge all demons!,I will never forget my goal!,It's time to hunt the demons~,This restroom is perfect for me ~,"Senpai, how's life treating you?","You look very tired, I think it's time for me to leave and let you have a good rest.",Hurry to your workplace before you are late!,You've worked hard for your reward. Hope someday they could also pay me for purging all those demons.,"I smell demon in this accident, let's go and check it out!",Victory? Isn't that something normal?,"Sorry, I cannot defeat the enemy…",填充,填充,填充,填充
653011,Alice,"In the past, my actions were limited by emotions. From now on, I will obey you and bring justice.","Despite the order, I will execute it immediately.",The law? Can you judge what is good and evil by relying on such a simple system?,I am just obeying orders.,Merits and demerits are commented by our descendents.,I'll let you fade away in your dreams. This will be the last time I show mercy.,In the name of the moonlight.,One choice decides the outcome!,Riho Sugiyama,"Not like you, your mind is broken,too?",Thank you for your gift!,You recognize my thought... and my feeling...,I can focus on fighting because you took care of everything else...I hope we can continue like this in the future.,Hello! What can I do for you?,Anyone can become obsolete without upgrades!,I haven't reached my limit yet!,I won't leave gear development behind because of study.,"With more knowledge in my brain, maybe there can be some further optimizations done to my drones~",Only suitable gears can better support me in combat.,Do you have any more advanced chips to help control my drones?,Order received!,"If my time sense isn't failing me, this shouldn't be the time for rest.",Never imagined my drones can do this much for me in a dorm!,How can you fall asleep this quick? You even have forgotten to give me an order to rest before that~,It must be exhausting to complete the internship. Maybe I can do your job for you this time?,"If you're leaving the rewards behind, may I take the resource and upgrade my own drones?","The Chaos is invading. I'm waiting for your orders, Senpai!",Did they even try to hit back?,"Threat beyond the prediction, mission abort.",填充,填充,填充,填充
653012,Lightin,"Lord Lightin, is here! The absolutely invincible mightiest queen! Get down on your knees and beg for mercy!",I have nothing to fear! Ahahahahaha!,I'll be the queen of this new world! Obey me!,"Hahaha, have you witnessed my charm? Ah, well, there is nothing in the world like my beauty!",This world is mine!,"Ah, Miss Lightin will take you far! Nothing will stand in my way!",Thunder! Lightning! Obey my command!,Lightning! Come!,Aki Toyosaki,Are you screwing with me?,A present? I'll take it~,I really like it. Thank you very much~,"Sen-Senpai, will you accept my feelings? I won't take no for an answer!","Welcome back, Senpai!",Sure I can become stronger.,"Don't worry, no one can bully you, except me.",A new school age? Does that mean I can recruit more lackeys from the new students?,Feel the lightning~,Railgun? What's that.,Just stay back and watch my show~,You all are supposed to surrender now.,This room is... Acceptable.,Huh? Are you here to play with me?,"If you're not here for electrotherapy, then don't ignore me, Senpai!",You should be at work according to your schedule. Are you trying to delay that?,I believe you have completed the mission. Don't tell me you forgot to collect the rewards!,"What? Someone is attacking my domain? Lead the way, and I will blast them into bits!",What was our last topic?,I lost? How could that happen?,填充,填充,填充,填充
653013,Diva,I could only execute offensive orders. I don't have defensive procedures. Please be careful not to get within range.,What is the value of a human being? Everyone dies anyway.,Is life really that important? Not interested. I am just executing orders.,Blood and Water. What's the difference?,I am not listening and I don't want to. Just give me orders.,Nothing matters... Including me.,Executing... Assignment...,Attack program... Commencing....,Ai Kayano,Do you want to meet my blade?,"I don't understand, but thanks any way~",This is the best gift I have ever received in my lift... I like it very much~,"Wear this ring? Is this an order? No? Alright, I'll do it~","You're back, Senpai~",Power up!,"Machine needs no food, but fuel~",Graduate? Confirmed!,Order is no longer the first priority? Please provide identification for this.,New weapon received. Is there a new order?,"Order confirmed, equip better gears for bigger challenges.","Engine's running, ready to strike.","Order confirmed, rest.","Please give me your order, Senpai… What do you mean you're just here for a talk?",No orders?… Boring…,Daily mission: Reminding Senpai to complete his internship.,"Even I wasn't ordered to do so, I still want to remind you of claiming the rewards.","Accidents detected, awaiting orders!","Objective complete, moving on to the next stage.",Mission… Unable to continue…,填充,填充,填充,填充
653014,Iron Fist,Master... You... Choose me...Won't you regret it? I... I will try my best...,Stop... Don't mess with me... I'm... I'm very strong...,No... Don't touch me... I don't deserve this... Warmth...,You are all... Bad people...,*Sobbing* ...Broken... *Sobbing* It's breaking down...,"Please, don't look at me...",Umm... Can I go now?,Go... Go away...,Mamiko Noto,Pl... Please think it over! I... don't deserve this...,T... Th... Thank you for the present...,For me?! Really?,"I... would that be okay?.... Okay, I understand... I'm not worthy... From now on, please guide me.","W-welcome back, Senpai~",I… I will try to perform better.,Is this a surprise for me?,"In the new semester… I'll still be with you, senpai.",The prosthetic arm... It's answering me!,An upgrade… For my prosthetic arm? T-thank you!,Senpai… Please leave that to me!,I… I will do my best!,"Please have a good rest, Senpai~",Senpai? Is that you?,"Senpai~ Senpai~ Sen-… Oh, Senpai's asleep.",Senpai… You still got the chance to complete your internship…,Senpai… The rewards… You forgot to collect them…,Something's happening! Senpai... Shall we go and check it out?,"Finally, my hard training has paid off!",Senpai… I'm sorry to fail you...,填充,填充,填充,填充
653015,Muppet,New Master? Anything would be fine for me. I'm just a doll...,Dolls... Don't need aspirations... Nor emotions...,Despair... Sadness... These love dolls don't feel it. But I'll remember what I've been doing...,Happiness? What is that? Does smiling and laughing mean happiness?,Your justice won't save everybody.,Hearts beating... Still moving... I'm still alive.,Show you the pain of being a doll.,Become a doll!,Aki Toyosaki,"Muppet, I don't need this...",Is it for me... Really...?,I have... My own will... My own hobby? This is the... The beginning? Thanks... A lot.,"I will break free from the strings controlling my actions, but the lines of fate binding us will never break.",You again... What are you going to do today?,Am I supposed to drink it up?,Eat them up? As you wish.,"New classroom, new friends? Honestly… I don't need that…",This must be a procedure to make me a better tool…,"As you ordered, I've swapped my equipment.",A present?... For me???!!!,I will do what you want me to do…,I will not mind the room design.,"Master, please tell me what you want.",If you're waiting for me to move. You might be here a while.,"Master, you still have other internships that have to be done yourself.",Please cherish your chance to collect the rewards.,"Please care more about the Academy, Senpai.",The happiness… Does this feeling come from the victory?,"Failure, I don't like it…",填充,填充,填充,填充
653016,Priestess,"I don't usually accept disciples, but I sense something shining in you. Would you like to be my disciple and stay away from this mundane world?",I never accept disciples. An easy and carefree life is the best~,Life is short~ Enjoy the moment~ What's the use of being bothered~,The Tao that can be told is not the eternal Tao. The name that can be named is not the eternal name.,Wiping out demons isn't that troublesome~ No need to thank me~,The world is a cycle of death and rebirth. Those who live must die. That is the principle of all living creatures.,This is a bit difficult.,Turn it around.,Emiri Suyama,Even you don't know my heart?,Thank you very much~,This gift... Thanks... Finally you know my heart...,"I've decided to settle down, there is no true freedom without you by my side. Please take good care of me, eh?","After seeing you, I guess my day will be ruined.",Get rid of the stale and take in the fresh.,Let weakness become strength!,I just let nature takes its course.,Balance is to be preserved.,I'll try how this works out.,I'll be extremely cautious when using this.,No evil shall prevail!,This is enough for me.,"It's been a long time, Senpai~",It's not easy to find inner peace~,"It's time for the internship, so I won't bother you during this period of time.",You should take the rewards you deserve.,"As one of the students, I have no reason to stand aside from the crisis happening.",I would destroy these evils even if that wasn't your order.,This is my fault to fail the order I followed.,填充,填充,填充,填充
653017,Psychic,Oh Wow! So you're the one who is going to take care of us! I'm Psychic and this is Bruno. Nice to meet you!,"Haha, do you want to pet Bruno too? He doesn't bite. But he is a bit picky with his food~",Did you see Bruno? He's the servant that follows me everywhere. Listen up. He is not a dog!! He is a servant!,"Don't underestimate Bruno, he's not your average dog. He's a servant that has taken on much of life's challenges!","The servants that came out of nowhere? They're all lovely, I hope you get along with them~","Come come come! It's dinner time! Uh... Senpai. Those aren't human cookies, they are servant cookies…","Bruno, let's go~","Bruno, bite them!",Mai Kanno,"Hey! If you do that again, I'm going to have Bruno make something out of you!",Oh~ Bruno can't use this. But thanks anyway~,Did you pick this for us? Thank you. I knew you are a good person!,"Bruno is the second most important being in my life...from now on, you'll be the third important one~",Come Bruno! Say hello to Senpai! (Woof! Woof!),Bruno said thanks~,"I've become more powerful, so has Bruno!",I will do better next semester!,"When Servants evolve, their appearances will also change, pretty amazing, right?","Bruno, you want that armor too?","Research cost has exceeded the limit this month, luckily you're here to pay, Senpai~","Bruno, concentrate, the enemies are approaching!","Bruno, stop messing the place up! Your niche is there!","Senpai, the blue cookies taste real good right?",Ah? You've already asleep? Since you've played with Bruno for so long~ I'm totally not surprised~,"Bruno, I've got a mission for you: watch Senpai during his work!","Go get your reward on your own, Bruno hasn't been trained for it yet~","Senpai! Bruno rushed into the crowd, I'm afraid something bad is happening!",Bruno is the best Servant!,"Bruno, we should retreat now and save strength!",填充,填充,填充,填充
654011,Nani,"Hello, Master~ Are you going to treat me well...? Don't bother me. Let me do this, this, and that, Okay?",Being a lady is so annoying~ Let's play outside!,Seriously! I'm not a kid anymore! I can do this all by myself!,"Ah~ I got carried away! If I go back late, my dad will nag me... Eh, whatever!",Guess what else this instrument can do~ It's not just for playing music!,Following house rules are so boring! Just do what you love!,Let's go!,Get out of my way! Go away!,Ayumi Tsuji,"In the end, you're just like everyone else...",Thank you for your gift.,I just know you treat me the best~,"From now on, you can only play with me~ I won't let you leave me!","Senpai, I'll recite another poem! Praise me! Clap for me!",I'm getting stronger again!,"Today's training is over, now it's game time~",Can we have fewer exams and more free time in the next semester?,The focused mind can pierce through stones!,I only like playing my lute~,Do you want me to change my lute to practice? Why not ~,Don't bother me with this kind of issue next time!,Can I also put some toys in it? They might be too huge for this room though~,"I get bored when you're not around, come and have fun with me!",How dare you leave me alone here?,"It's time to go to work, don't forget to return and have fun with me after work!",Don't forget to collect your reward before we start!,"Something is happening right there, let's go together and check it out!","I didn't disappoint you, right?",How can the enemy be so strong?,填充,填充,填充,填充
654012,Elvis,"... Puku-chan, where are you? Hah... Where is she?... Are you, my master? I have to tell Puku-chan!","Ah~ It's sunfish~, Turn that sunfish around~",Puku-chan you're so fat! How can you swim with all that fat~?,Eh... Where am I? Uh... I lost again...,"I'm friends with a lot of fish. For example, Eh... Are you Haku-chan and Hana-chan?","Ah, Puku. Are you drowning? Let me resuscitate you. Eh... Fish can't drown...?",Wow ~Wow ~Wow ~Wow,Fishes~ Kill them!,Aoi Yuuki,Don't bully my fish~,Thanks~,"Don't worry, I will cherish it wholeheartedly.",I started missing you as soon as you were gone...I feel a lot more at ease when I'm with you~,"Welcome back, Master!",What happened?,Why my fish becomes so strong?,Uh? Change my classroom for the new lessons?,"I've fully remembered the route to the dorm! Wait, did I?",Tool for self-improvement? It sounds nice~,"My fish will remind me of the time I should use this, don't worry.",Where am I again?,"Please have a good rest, Senpai.","My fish says ""hello""~",Shh~ Don't wake him up again!,If you need to carry something heavy for the internship today. My fish can help you~,"Only the ones with a memory like a fish would miss the rewards... Did I say something, Senpai?","It's time to go and protect the world, Senpai!",Even my fish won't tolerate your bad behavior.,"It's my fault, don't blame my fish.",填充,填充,填充,填充
654013,Aquaris,Aquaris here! So you're right here~ Seriously!? I've been looking for you! I was so worried~ The sun is too glaring. Want to get under my parasol?,"Even though I'm petite, my possibilities are endless! Just leave it to me!",You are your own worst enemy! Transcend yourself to grow!,Eh~ What's Protagonist Aura? Sounds very cool~ Want one?,"Well, this quilt smells like it has been aired out in the sun~",Are you an indoor type of person? You can't stay at home all the time. Let's go out!,Summer is here~!!,WATER JET!,Haruka Tomatsu,You... Can't you understand the romantic mind of a teenage girl?,"Well, don't mind if I take it~",Thank you~ Mind spending some time with me under the parasol? I want to stay with you for a little longer~,I'll be beside Senpai wherever you go~,"Senpai, what a coincidence. Would you like to try the lunch box I made?",Keep up the good work!,"If you overcome the laziness, you can do anything!",I will catch up with the seniors someday!,"After a period of absence, one may have changed for the better!","I need to suit up now, it's training time.",Join me to the training field~,Are you here waiting for me?,It's important to get a full night's sleep!,"I wasn't letting myself go, even in this dorm!","With all due respect, staying here too long is not a good thing for training, Senpai.","I will train hard when you're working, Senpai!",Remember to claim your reward~,It's always not a bad thing to learn more about the Academy!,I did it!,I failed again… But I won't give up because of this!,填充,填充,填充,填充
654014,Zoe,"Are you okay? If there's anything I can do to help, please don't hesitate to come to me!","Ahhh, got scratched again? Really? Take care of yourself, you know?",I've been here for several days. Where do you get hurt this time?,Don't be afraid. Rest Assured... Good boy~ Here's a treat.,Come to me earlier. It is the duty of our medical staff to save lives and injuries.,It's our duty to save lives and help the injured.,Ready? Start the operation!,Now even I am angry!,Yuki Kouyama,Little brother... I never thought you're like that!,Thanks bro~,"I'll put it to good use, won't let you down~","It's a doctor's job to look after the sick, but it's my responsibility to take care of you~",Welcome back~,My medical skill is improved everyday~,"Although I cannot cure all wounds, but you can count on me if you're not hurt that bad!","It's just a scratch, it won't be hurting anymore by the end of today.",Doctor won't always be able to fix you up after you do something dangerous! I'm serious about this!,I need to be more cautious when using a thinner needle.,Remember to come here and have a reexamine here! This is not the kind of wound that heals easily.,"Leave the wounded to me, I can take care of all of them!",A good rest will help the wounds to heal quicker.,"Good morning, Senpai.","It's a good habit to keep 8 hours of sleep, but it's still harmful to your body if you just sleep here!","Don't let your muscles do severe exercise during the internship, your wound might tear because of this.","Well done for completing the quests, Senpai! But please don't forget to claim your rewards.","Combat medic is important during the war, so I'm not planning to escape! Come with me and support the other students, Senpai!",Don't underestimate the power of a doctor!,"I didn't carry enough medicine for everyone here, let's retreat first!",填充,填充,填充,填充
