id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
854009,Pandaria,"
1. A damage dealer in House Fairy;
2. Her Basic Attack targets 3 random enemies.
3. Pandaria can Poison her enemies in different ways;
4. Pandaria can deal extra damage against Poisoned enemies, this makes her a suitable member of the lineups with girls who have skills related to Poison.","Pandaria's Active skill deals damage against 3 random enemies and Poisons them;\nAfter Pandaria Graduates to 6-star, the skill will target 4 random enemies;\nAfter Pandaria reaches 10-star, the skill will also reduce the Speed of the targets.","Buff skill, increases Pandaria's Crit and Attack.","Buff skill, allows Pandaria to Poison her target after she triggers a Critical attack on the target;\nTo ensure the skill can be triggered more, you will need to increase Pandaria's Crit.","Buff skill, increases Pandaria's damage against Poisoned enemies;\nThis skill makes her a suitable member of the lineups with girls who have skills related to Poison."
854010,Linky,"1. A supporter who can increase her teammates' damage by tagging marks on her enemies in House Fairy;\n2. Her support method is unique from other supporters, the enemies with her marks will take more damage from each attack, and the marks could benefit all Linky's allies;\n3. Linky can heal herself after she triggers a Critical strike.","Linky's Active skill deals damage against 2 random enemies and tags her mark to them;\nThe enemies with marks will receive extra damage from each attack;\nLinky's mark can benefit all her allies, so if she survives longer in a battle, she will help her allies more.","Buff skill, increases Linky's Attack, Crit and Hp.","Buff skill, allows Linky to receive healing from each Critical strike of her;\nThe healing rate is high enough to increase her survivability.","Buff skill, changes Linky's Basic attack to target 2 random enemies and tag her marks on them;\nWith this skill, Linky will be able to tag her marks on her enemies quicker."
855001,瓦拉斯基,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本,此處為填充文本
855002,Amelia,"1. A damage dealer who has control abilities in House Demon;\n2. After awakened to 10-Star, Amelia's active skill targets all enemies, and has a chance to steal Energy from them. The chance of her basic attack petrifying her enemies is increased, and her passive skill grants her extra Speed, Hp, and Skill Damage, making her useful in all sorts of situations; \n3. As girls from House Demon are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Amelia's Active skill deals damage to all enemies, and has a chance to petrify them and steal their Energy, stopping them from using their skills.","Buff skill, enabling her basic attacks to decrease Energy of her enemies and granting a chance to petrify them.","Buff skill, increasing her Skill Damage, HP, and Speed; \nAfter Amelia reaches 10-star, this skill will grant her 60 Speed.","Buff skill, increases Amelia's Attack and reduces her Armor (once each battle) when her HP is below a certain amount."
855003,Wraith,"
1. A Damage-dealer that can deal strong bursts of damage in House Demon; 
2. Whenever an ally girl uses their active skill, Wraith will gain Energy through her passive skill, enabling her to use her active skill more frequently; 
3. If the enemy has more HP than her, she can deal extra damage that is equivalent to a certain percentage of the enemies\' total HP (the damage will max out at 1500% of her Attack), making her incredibly useful when battling Bosses (Friend Boss, Guild Boss...); 
4. Her passive skill grants her both Energy and HP, increasing her survivability; 
5. As girls from House Demon are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Wraith's Active skill deals damage to 1 random enemy. If the target has more HP than her, her skill will deal extra damage that is equivalent to a certain percentage of the enemies' total HP. Furthermore, using this skill will increase her Crit; \nThis skill makes her powerful against enemies with high HP, and the increased Crit is just icing on the cake; \nAt 10-Star, her skill targets two enemies, and hits harder on priests.","Buff skill, allows Wraith to gain extra energy and HP when allies use their skills; \nIf there are multiple Wraiths in the team, they will be able to regain their Energy and HP continuously.","Buff skill, increases Wraith's HP, Speed and Armor Break, makes her immunity to Silence; \nWith this skill, you won't have to worry for Wraith when facing against enemies that can silence your girls.","Buff skill, Wraith's basic attack changed to attack a random backline enemy. This will also decrease the target's Energy. \nThis skill targets girls that are usually set in the backline, and can make sure they won't be able to use their Active skills as frequently as they would like to."
855004,Scythe,"
1. A Warrior with resurrection abilities in House Demon; 
2. Deals remarkable damage with her Round Marks, and can petrify her enemies. Furthermore, her self-healing and resurrection abilities ensure her survival, making her suitable to be set in the Frontline to soak up incoming damage; 
3. Her resurrection skill, when paired with girls like Esau & Jacob(extra damage to all enemies) or Saint(extra Attack and Skill Damage for self), will greatly enhance their abilities and deal a great amount of damage to enemies; 
4. As girls from House Demon are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Scythe's Active skill deals damage to back-line enemies and marks them with a Round Mark that explodes one round later, causing extra damage. The skill also provides some survivability (Damage Reduction) for Scythe; \nAfter awakened to 10-Star, this skill has a chance to tag the targets with an extra Round Mark; \nThis skill enables Scythe to deal a great amount of damage and helps her survive with the extra Damage Reduction.","Buff skill, tags the target with a Round Mark when she deals a basic attack, dealing extra damage in the next round. Furthermore, it has a chance to petrify the target.","Counter skill, tags the attacker with a Round Mark, and has a chance to regenerate self HP, increasing her survivability.","Resurrection skill, after Scythe reaches 9-star, she will resurrect with all her HP after being defeated once."
855005,Lucifer,"
1. Damage dealer specializing in DoTs in House Demon; 
2. Whenever an ally uses her active skill, Lucifer gains extra energy and Skill Damage, enabling her to use her active skill more frequently. As the battle drags on, her Skill Damage will gradually increase. Paired with the Bleeding Damage from her active skill, she can dish out incredible damage; 
3. Lucifer, when paired with other girls that can use their active skills frequently, will also be able to use her active skill for many times during the battle, ending it swiftly; 
4. Her active skill counters Rangers, which makes her a good choice when facing against teams mainly consisting of Rangers (such as in Tests); 
5. As girls from House Demon are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.",Lucifer's Active skill targets all enemies and Bleeds them. Her Bleeding damage against Rangers will be boosted;\nThis skill makes Lucifer strong against teams that mainly consists of Rangers.,"Buff skill, increases Lucifer's Attack, Skill Damage, and HP.","Buff skill, each basic attack grants Lucifer extra Speed and Attack; \nThis makes it possible for her to deal more damage not only with her active skill, but with her basic attack as well.","Buff skill, allows Lucifer to gain extra Skill Damage and Energy whenever an ally uses her active skill, enabling her to use her active skill more frequently."
855006,Esau & Jacob,"
1. A Damage Dealer in House Demon; 
2. Esau & Jacob has remarkable Speed. Paired with their Damage Reduction, Control Immunity and Energy reduction, the twins perform well in all types of situations, both dealing damage and helping the team; 
3. Paired with girls like Giana and Diva, when they are defeated, the enemies will suffer great damage; 
4. As girls from House Demon are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Esau & Jacob's Active skill deals great damage to one enemy. If the target is in the Frontline, this will lower the target's Armor and petrify them; if the target is in the backline, this will lower their Attack and Speed; \nAs Esau & Jacob has (or should it be have?) a high Speed stat, they would be able to weaken the enemies, enabling their allies to deal more damage.","Buff skill, increases Esau & Jacob's HP, Damage Reduction, Speed, and Control Immunity, enabling them to survive longer in the battle; \nAfter Esau and Jacob reaches (or should it be reach?) 7-Star, they will gain 100% Control Immunity, and enemies that can control them are no longer a threat.","Buff skill, basic attack targets the enemy with lowest HP, and lowers their Energy; \nThis will ensure that the enemy won't be able to use their active skill as they would like to.","Core skill, whenever a girl is defeated (both ally and enemy), the twins will deal remarkable damage against all enemies; \nWith this skill, Esau & Jacob secured a position in teams that focus on dealing damage through the girls' defeat. When all other girls on the team are defeated, Esau & Jacob would be able to deal a great amount of damage to the enemies, defeating them in turn."
856001,Angel,"
1. An all-rounder in House Angel; 
2. When attacked, Angel can heal herself, ensuring her survival; 
3. Every basic attack will grant her extra Holy Damage, enabling her to deal more damage as the battle drags on; 
4. As girls from House Angel are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Angel's Active skill deals damage against 4 enemies, heals 3 allies and increases their Holy Damage; \nAs Angel can deal damage, heal, and enhance her allies' abilities, she can be useful in all sorts of situations.","Buff skill, basic attack heals herself and grants extra Holy Damage, increasing her survivability and her ability to deal damage.","Buff skill, increases Holy Damage, Attack, Crit, and HP.","Counter skill, allows Angel to heal herself and get extra Holy Damage when attacked."
856002,Gabriel,"
1. A damage dealer that can deal burst damage to crowds in House Angel;
2. Her Basic Attack targets the enemies in front-line;
3. Gabriel has great survivability; once fully-trained, she would be able to absorb a remarkable amount of damage; 
4. Gabriel\'s skill set is focused on Critical Strikes: she can tag enemies with Critical Strike Marks that are triggered by Critical Strikes, and she gains Crit for every basic attack; 
5. As girls from House Angel are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Gabriel's Active skill deals damage to all enemies and tags them with a Critical Strike Mark. Whenever a target is attacked by a Critical Strike, the mark will explode, causing great damage; \nAt 10-Star, the skill has a chance to tag the targets with an additional mark.","Buff skill, increases Gabriel's HP, Holy Damage, Crit, and Damage Reduction.","Buff skill, every Basic attack of Gabriel tags the target with a Critical Strike Mark and grants her extra Crit; \nPaired with her active skill, Gabriel will be able to deal a lot of damage to her enemies.","Counter skill, whenever Gabriel is attacked, she can tag the attacker with a Critical Strike Mark, and gains extra Crit Damage."
856003,Michael,"1. A Support girl with resurrection abilities in House Angel; \n2. Michael shines in all situations: at 10-Star, she is immune to all types of control effects; her active skill both deals damage and heals her allies; after she is defeated, she can come back to life with a full bar of HP; \n3. As girls from House Angel are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Michael's Active skill deals damage to 3 random enemies, and has a chance to stun them. Furthermore, it can heal the ally with lowest HP; \nAt 10-Star, the amount healed reaches 400% of her Attack, and grants the ally extra Crit; \nThis skill ensures that the girls that need healing will receive it, saving them from imminent defeat.","Buff skill, increases Michael's Holy Damage, Attack, and Speed.","Resurrection skill, after Michael reaches 8-star, she will resurrect with all her HP after being defeated once.","Buff skill, increases Michael's Control Immunity. After Michael reaches 9-star, she will be completely immune to any type of control effects."
856004,Phoenix,"
1. A Damage dealer in House Angel; 
2. With her high Speed attribute, she would be able to attack first in a battle. Her passive skills ensure that she would attack the enemy with lowest HP, and gains 100 Energy and Holy Attack when enemies die, enabling her to use her active skill when it\'s her turn to attack; 
3. Phoenix is immune to Stun, making her useful in many situations; 
4. As girls from House Angel are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","
Phoenix\'s Active skill deals damage to one random enemy. If the enemy has more HP than she does, the skill will have a chance to stun them. If the enemy has less HP, the skill will deal extra damage; 
At 6-Star, Phoenix can attack 2 random enemies with this skill; 
At 10-Star, the chance to stun becomes 100%; 
As long as the target doesn\'t have Control Immunity, Phoenix will be able to control them, dealing remarkable damage in the process.","Buff skill, basic attack targets the enemy with the lowest HP.","Buff skill, whenever an enemy dies, Phoenix will gain Energy and Holy Damage; \nIf her Active Skill managed to defeat the target, she will be able to use it again in the next round.","Buff skill, increases Phoenix's Holy Damage, Speed, Crit, and gains immunity against all Stun effects; \nThis makes Phoenix extremely valuable in PVP fights when the enemy team focuses on stunning their opponents."
856005,Raphael,"
1. A Support girl that can increase Speed and Attack of her allies in House Angel; 
2. Raphael is well-rounded: she can heal her allies and boost their Speed and Attack. Even if she was defeated, she can heal her allies for several rounds; 
3. Raphael has great survivability, which allows her to help her teammates as the battle drags on; 
4. As girls from House Angel are relatively harder to upgrade, it may be wise to plan your resources carefully if you plan on awakening her to a higher star rank.","Raphael's Active Skill deals damage to 4 random enemies, and boosts Attack, Speed, and the effects of healing received for 4 random allies; \nThis skill increases the survivability of her allies, and ensure that they can attack first in a battle.","Buff skill, increases Raphael's Attack, HP and Control Immunity.","Healing skill, allows Raphael to heal 3 random allies with her Basic attack;\nPaired with her Active Skill, she can heal an incredible amount of HP.","Buff skill, after Raphael is defeated, she can heal her allies for 5 rounds;\nEven with the loss in numbers, Raphael can make sure that she is useful even after she is no longer in the battlefield."
854011,Mio,"
1. A damage dealer who can deal damage according to her Maximum Hp in House Fairy;
2. Mio has a decent survival ability, she can also reduce the Attack of her targets to support her team;
3. Her damage is mainly dealt in Burn DoT which is calculated according to her own Maximum Hp, making increasing Hp a special method to promote her damage;
4. She can deal great amount damage against the enemy with the highest Hp, which makes it possible for her to do continuous attack to 1 specific target;
5. She can even heal herself and deal extra damage when controlled, this makes her a possible choice in all kinds of situations.","Mio's Active skill deals damage to 3 random enemies and steals their Attack, the skill will also Burn the enemy with the highest Hp rate;\nThe skill can deal great damage while weakening the enemies, which significantly increase the survival ability of the teams with Mio.","Buff skill, increases Mio's Hp, Attack and Crit.","Buff skill, allows Mio to hit 3 random enemies with her Basic Attacks, which will also lower the targets' Attack and Burn them;\nThe skill not only aims for dealing damage, it also helps the team with Mio to take less damage.","Buff skill, allows Mio to heal herself after being Stunned, Petrified or Frozen, and Burn 3 random enemies."
852012,Ithil,"1. A damage dealer who can help finish the battle quicker in House Human;\n2. Thanks to Ithil's skills, she was made a great Assassin. Ithil can stack ""Pursue"" status with her Basic attacks and Blocking the attacks, the status can help her to deal great damage against the enemy with the lowest Hp. Ithil is also able to heal herself after she successfully defeats an enemy;\n3. Ithil has a decent basic Speed attribute, and the high Block rate provided by her passive skill ensures her survivability.","Ithil's Active skill deals damage and Bleed the enemy with the lowest Hp for 2 rounds;\n After Ithil reaches 10-star, the damage rate for the skill will become high enough to make her a great threat to the damage dealers of her enemies.","Buff skill, provides Ithil extra Attack, Crit, Block rate, Control Immunity and Speed, boosts Ithil in almost all attributes;\nThe high Block rate provided by this skill ensures Ithil can stack ""Pursue"" status quicker, indirectly improves Ithil's offensive ability.","Buff skill, allows Ithil to gain 1 stack of ""Pursue"" status every time she successfully Blocks an attack. ""Pursue"" stacks will all be removed and deal additional damage to the enemy with the lowest Hp when Ithil triggers her Active skill;\n""Pursue"" status is very useful for Ithil, so you can try to increase her Block rate to trigger this skill more usual.","Buff skill, allows Ithil to gain 2 stacks of ""Pursue"" status when using Basic attacks and heal herself if she defeats an enemy;\nWhen Ithil reaches 9-star, this skill will be able to heal her completely."
853012,N-Gen Iron Fist,"1. A damage dealer who can get great damage boost by Stunning other girls;\n2. N-Gen Iron Fist can heal herself and gain extra Attack if a girl is Stunned, she is also able to Stun the attacker if she takes more than 50% of her Maximum Hp from 1 attack;\n3. You can equip Antiques that provides additional Energy or add girls with Stun skills to her team to boost support her.","N-Gen Iron Fist's Active skill deals damage to 3 random enemies and has a chance to Stun them;\nIf the targets are Stunned before the skill hits them, the skill will deal additional damage that will Crit. Thus making Stun skills more useful for N-Gen Iron Fist.","Buff skill, provides extra Hp, Attack, Crit Damage and Control Immunity;\nConsidering the Crit damage included in the Active skill, this additional Crit Damage will greatly buff Iron Fist, and the extra Control Immunity ensures Iron Fist will be controlled less during battles.","Buff skill, allows N-Gen Iron Fist to Stun the attacker and heal herself or gain additional Attack according to the amount of damage she takes:\nThe skill greatly increases N-Gen Iron Fist's offensive ability and provides her an additional method to Stun her enemies.","Buff skill, allows N-Gen Iron Fist to deal damage against 2 random enemies and heal herself whenever any girl is Stunned;\nThis skill makes N-Gen extremely dangerous and has a great survival ability when she is in a Stun team."
851012,Fenrir,"1. A Warrior that can deal decent damage in House Ghost, she can even become stronger in battles;\n2. Fenrir's Active skill ensures her threat to all her enemies, with or without high Hp. She can also deal a counterattack once after she successfully Blocks 3 hits and heals herself from the counterattack, thus making her a qualified protector to her team;\n3. As Fenrir will become stronger if the battle lasts longer, she can become more powerful when teaming up with girls like Raphael or CapsuGirl.","Fenrir's Atack skill deals damage against 3 random enemies, it will deal extra damage according to their position and Bleed them;\n After Fenrir reaches 10-Star, the damage rate of this skill will increase to a good 206%, and the Bleed effect makes it possible for Fenrir to team up with the girls that can buff Bleed Damage;\n The skill will Crit if it hits enemies in Back-line, which means Fenrir can be a threat to all her enemies regardless they're under the protection of their teammates or not.","Buff skill, provides Fenrir extra Hp, Attack, Armor Break and Block rate;\nThe additional Armor Break will allow her to deal more damage;\nThe additional Block rate will make it easier for Fenrir to trigger her skill ""Desperado"".","Buff skill, allows Fenrir to gain additional Attack and Crit Damage from each Active skill triggered;\nThe buff she gains from this skill will not expire through time in a battle, makes her a better fighter in long battles.","Core skill of Fenrir, allows Fenrir to remove all the Control effect away from her, counterattack 3 random enemies and heal from this skill after successfully Blocking 3 hits;\nThis is the most important skill for Fenrir that allows her to survive longer and deal more damage to girls with higher Hp."
852013,Empress Saint,"
1. A girl who can deal decent and consistent damage in House Human;
2. Empress Saint\'s skill set is built based on Burn. She has a chance to gain Buff if a Burn status is attached, and she can also reduce the Burn duration for her own team while increasing the Burn duration for her enemies by chance;
3. Empress Saint herself is immune to Burn, she\'d even take less damage from a Burning enemy;
4. With the help of her passive skills, she can do a perfect job in a team of girls that provides Burn status to enemies, such as Mio and Sonya,.",Empress Saint's Active skill deals damage against 4 random enemies and will instantly deal the total damage the Burn statuses on the targets are supposed to make and remove them;\nShe will be able to maximize her damage with the girls that can Burn their enemies.,"Buff skill, provides additional Hp, Attack and makes Empress Saint immune to Burn;\nWith the skill's help Empress Saint can also greatly increase her survivability when her enemies are Burning.","Buff skill, allows Empress Saint to attach Burn Status to the targets of her allies' Active skills;\nYou can make this skill triggered even more regular by teaming her up with girls that can recover their energy or have higher Speed attributes.","Buff skill, allows Saint to gain additional Attack and Immunity when a Burn status is attached to a girl;\nThis skill also helps to extend the Burn duration of the enemies and reduce the Burn duration of the allies by chance;\nThis makes Empress Saint can have enemies with Burn status as the targets of her Active skill more easily. It also helps Saint to gain resistance against the girls with Crowd Control skills."
855007,Kratos,"
1. An all-rounder from House Demon;
2. Each skill of Kratos provides her with both offensive and survival ability, she is also very good at dealing with enemies who have high Hp;
3. Kratos\'s Active skill and Passive skill ""Killing Intent"" would apply ""Terrorize"" status on enemies by chance. Making her extremely effective when going against girls that deal most of their damages by Basic Attacks. It also stops enemies from getting more Energy by applying Basic Attacks;
4. She would need the best Gears and high star ranks to wield her full power. So you will need to properly manage your resource spent on her if you get her.",Kratos's Active skill deals damage against 4 random enemies and deals extra damage according by a certain percentage of targets' maximum Hp. The skill can deal even more damage and heal herself if the target happens to be in low Hp; the skill also has a chance to Terrorize enemies.,"Buff skill, increases Kratos's Hp, Attack, Crit and Armor Break, increases both offensive and survival ability.","Buff skill, enables Kratos to target the enemies with the lowest Hp with her Basic Attacks;\nThe skill will has a 100% chance to Terrorize the target when Kratos reaches 8 star.","Buff skill, allows Kratos to get Attack, Crit Damage and Shield of Darkness that provides Immunity and Damage Reduction during battles. Extremely increases her offensive and survival ability."
856006,Nephilim,"
1. A girl from House Angel who can deal tons of damage in many ways;
2. Nephilim has a high basic Speed attribute with her passive skill: ""Duality"", which allows her to trigger her Active skill faster than others, this can make her Equilibrium Marks take full effect against her enemies;
3. With the help of her Active skill and the passive skill ""Sacred Purification"" allows her to deal more damage against the girls with higher Hp, and the other passive skill ""Embrace of Darkness"" allows her to deal an additional wave of damage at the end of each round and wipe out her threat swiftly;
4. As a girl from House Angel, she also requires more resources to be powered up. Please properly manage your resource when you want her into your team.",Nephilim's Active skill deals Armor-Ignoring damage against 4 random enemies and tags each of them with an Equilibrium Mark;\nThe mark can take effect almost immediately with the help of Nephilim's high Speed attribute. This can provide great suppression to the girls who rely more on their Active skills to deal damage.,"Buff skill, increases Nephilim's Hp, Holy Damage, Damage Reduction and Speed. Provides Nephilim higher survivability and offensive ability, making her able to survive longer in the battlefield while dealing tons of damage.","Buff skill, enables Nephilim's basic attack to hit the enemies with the highest Hp, dealing additional damage basing on their Maximum Hp and heals Nephilim herself;\nThis skill allows Nephilim to counter the enemies who have higher Hp and get decent recovery by attacking them.","Buff skill, allows Nephilim to deal tons of damage against the damage dealers of her enemies;\nThe skill also lowers the effects of healing Nephilim's enemies receive, allows Nephilim to gain more advantage if the battle goes further;\nThe Hp recovery effect this skill provides improves Nephilim's survivability even further."
854012,Krystal,"
1. A damage dealer with decent Control skill in House Fairy;
2. Her delayed onset Crystallize effects can ensure all the control she applies will take full effects on her enemies;
3. Her skill ""Mighty Prayer"" will almost definitely control the targets of her basic attacks if they don\'t have high immunity attributes.
4. Krystal can also heal herself and increase her own Attack, even Poison the targets when they got Crystallized. Which makes Krystal very strong in the battles that lasts longer.","Krystal's Active skill deals damage to 3 random enemies and Crystallize them instantly or after 1-2 rounds.\nThanks to the special mechanism of Crystal Seal, which delays the time for Crystallize to take effect, Krystal doesn't really need a very high Speed attribute in battle while still being able to disturb her enemies pretty well.","Buff skill, increases Krystal's Hp, Attack, Speed and heal effect she receives. Greatly increses Krystal's ability in survival and attacking.","Buff skill, allows Krystal to have chance to tag her enemies with a Crystal Seal that will Crystallize the targets 1 round later.\nAfter Krystal reaches 8 star, the rate to tag Crystal Seal will be increased to 100%, enables Krystal to better control her targets.","Buff skill, allows Krystal to gain additional Attack, Heal herself and Poison 3 random enemies when an enemy is Crystallized.\nThis makes Krystal a bigger threat when the battle lasts longer."
853013,Trinity,1. A deadly damage dealer in House Monster;\n2. Her Basic Attack targets the enemy with the lowest Hp;\n3. Her skills Bleed her enemies and tags Disintegration marks on them. Which allows her to deal great amount of damage without receiving any support from her team while supporting her allies to deal more damage.,"Trinity's Active skill deals damage to 2 random enemies in back-line and bleeds them for 15 rounds. The skill also tags the targets with ""Disintegration"" Marks.\nThe Disintegration Marks will also increase the damage Trinity's allies deal to the targets.","Buff skill, increases Trinity's Attack, Crit, Immunity, Immunity and Precision and allows her to immune to Bleed. Greatly increases her survival ability and offensive ability.","Buff skill, allows Trinity to boost the Precision and Crit of her entire team in the first 3 rounds of each battle. Giving your team a head start advantage.\nAlso enables Trinity to tag Disintegration Marks to 2 enemies with the lowest Hp.","Buff skill, allows Trinity to Bleed all the enemies in back-line, and deal extra damage no matter they're tagged with  Disintegration Mark or not.\nThis skill makes Trinity a deadly threat to her enemies in back-line."
852014,Rogue,"1. A damage dealer with decent survival ability in House Human;\n2. Rogue's Active skill targets the enemy with the highest HP, with the help of her skill ""Additional Chips"" and ""Royal Flush"", she's able to threaten all her enemies\n3. Rogue is able to attach ""Dauntless"" status to reflect the damages she takes and ""Disrespect"" status to immune from control skills to herself rapidly.","Rogue's Active skill targets the enemy with the highest HP and Burn her;\nThis skill has a very high damage ratio when Rogue reaches 10-star, and the Burn status it attaches to the target makes Rogue a possible choice for a team needs more Burn Dot damage;\nRogue can get ""Disrespect"" status by triggering this skill to gain resistance against control skills.","Buff skill, increases Rogue's HP, Attack, Crit and Precision;\nThe additional Crit this skill provides could enable Rogue to deal more damage and gain more ""Dauntless"" and ""Disrespect"" status with her other skill ""Royal Flush""","Buff skill, allows Rogue's Basic Attacks target all the enemies in front-line;\nRogue can also gain 1 stack of ""Dauntless"" status from each of her attack when this skill is available, this greatly increases Rogue's survivability.","Core skill, allows Rogue to deal damage against all her enemies and gain 1 stack of ""Disrespect"" and ""Dauntless"" when she deals a Crit damage."
851013,Vivian,"1. A supporter in House Ghost;\n2. Vivian is able to Heal and remove Debuffs for her allies, she's also able to remove Buffs from her enemies and attach Debuffs to them;\n3. With the help of her ""Galaxy"", Vivian would be able to support the team a lot as she lasts longer in the battlefield.",Vivian's Active skill deals damage against 2 random enemies and has a chance to remove Buffs from the targets;\nThe Moonlight Shadow spawned by this skill will heal the ally with the lowest Hp and has a chance to remove Debuff from the allies when they take hits.,"Buff skill, provides Vivian additional HP, Immunity, Speed and effect of healing received, greatly increases Vivian's survivability.","Buff skill, allows Vivian to reduce the Energy and lower the Speed for 2 rounds of her enemy by chance at the end of each round.","Core skill, allows Vivian to tag a random enemy with a ""Galaxy"" (Vivian will tag Galaxy to a new target in the next round after the enemy currently carrying a ""Galaxy"" is defeated);\nThe enemy tagged with ""Galaxy"" will take damage when Vivian does; When Vivian is tagged with any Debuff, the enemies tagged with ""Galaxy"" also has a chance to receive the same effect."
854013,Joan,"1. A damage dealer from House Fairy;\n2. Joan will need Remnants to wield full power of her skills. She can get Remnants to boost herself when her allies attack or any Girl got defeated in battle. When casting her Active skill, Joan will consume all her Remnants to deal tons of damage;\n3. The effect of her skill “Oath of Peach Garden”, Joan is able to do a great help in most kinds of teams.","Joan's Active skill deals damage to 3 random enemies and consumes all her Remnants, each Remnant consumed will allow her to deal additional damage against 1 random enemy.\nRemnants will provide Joan additional Damage Reduction before they're consumed.","Buff skill, provides Joan additional HP, Attack, Crit Damage and Immunity, greatly increases Joan's offensive and survival ability.","Core skill, allows Joan to get additional Remnants and assist her allies to hit the targets of their Basic attacks and Active skills.\nJoan will hit all the targets of her allies, this makes Joan extremely dangerous when placed in a team with girls with more AoE skills.","Buff skill, allows Joan to gain additional Remnants and heal herself when a girl is defeated (ally or enemy)."
856007,Uriel,"
1. A warrior with Crowd Control ability in House Angel;
2. Uriel\'s Active skill can provide her additional Holy damage. She also has a decent survival ability as her passive skill provides her a high boost in HP and Damage Reduction. With the help of a healer in team, Uriel is able to withstand tons of damage easily;
3. Uriel will stack ""Scars of Belinus"" to the enemies, 2 stacks of ""Scars of Belinus"" will turn into a ""Trial of Belinus"" and stop the targets from triggering their passive skills.
Tips: Only the passive skills that need to be triggered will be affected by ""Trial of Belinus"".
If Vivian’s “Galaxy” has already been tagged, “Trial of Belinus” will not be able to affect it from triggering, but it can stop Vivian from selecting her next “Galaxy” target.","Uriel's Active skill deals multiple damages against 1 random enemy and attaches 1 stack of ""Scars of Belinus"" to the target, this skill will also increase Uriel's Holy damage after being triggered;\nAfter Uriel reaches 10-star, the skill also has a chance to stack 1 more ""Scars of Belinus"" to the enemies who already have one on them.","Buff skill, provides Uriel additional HP, Holy Damage, Immunity and Damage Reduction, greatly increases Uriel's offensive and survival ability.","Buff skill, enable Uriel's Basic Attack to target a random enemy and stack 1 ""Scars of Belinus"" to the target.","Buff skill, allows Uriel deal an AoE damage against all enemies and has a chance to stack 1 ""Scars of Belinus"" on them when Uriel herself performs a Basic Attack or casts an Active Skill."
855008,Izanami,"
1. A supporter who can provide protection to her allies in House Demon;
2. Izanami\'s Active skill can provide ""Lily Shield"" for her Allies, which will convert the next damage caused by Basic Attack or Active skill into healing;
3. Izanami\'s Passive skill can attach ""Healing Curse"" to the targets, convert the next healing they receive into damage.
4. Lily shield and Healing Curse cannot be triggered by one another.","Izanami's Active skill deals damage against the enemies in Front-line and has a chance to Petrify them;\nThe skill will also attach Lily Shield for Izanami's allies and herself, the shield can convert the next damage dealt by Basic Attack or Active skill into healing;\nThis can actually provide more protection to the team than traditional healing skill. But it can only be triggered by Basic Attack or Active skill","Buff skill, provides Izanami's HP, Attack, Damage Reduction, it also reduces the Control effect Izanami takes by 1 round, greatly increases her survival ability.","Buff skill, allows Izanami to deal damage 3 times on 1 random enemy when Izanami's allies trigger Active skill. Increases Izanami's offensive ability.","Buff skill, enables Izanami to target 2 random enemies when performing Basic Attacks;\nIzanami will also stack 1 ""Healing Curse"" on the targets of her Basic Attacks, converting the next healing receive into damage. Greatly restricts the performance of enemy healers."
854014,Vera,"
1. A supporter who could heal her allies and weaken her enemies in House Fairy;
2. Vera\'s skill can help all kinds of allies, so she can fit herself in almost all kinds of lineups;
""Diminish"" can greatly weaken Vera\'s enemies by increasing the damage they take and reducing the damage they deal.
""Lullaby""Could provide healing to the allies and damage to the enemies,The damage and healing amount is calculated according to the Attack attribute of the ally who got buffed by ""Lullaby"".
3. Vera\'s 3rd passive skill also allows her to switch Speed Attribute with a random enemy whose Speed is higher, making her able to move earlier starting from the 2nd round of each battle.","Vera's Active skill deals damage to 1 random enemy and Diminishes the target. The enemy got Diminished will take more damage and deal less damage;\nThe skill will also provide ""Lullaby"" protection to 3 allies. ""Lullaby"" protection will heal the owner and deal a damage that ignores Armor to the attacker when the girl with this protection is attacked by Basic Attack or Active skill.","Buff skill, increases Vera's Hp, Attack and Healing received, greatly increases her survival ability.","Buff skill, allows Vera to target 1 random enemy and Diminish the target;\nBut the skill will also let Vera firstly target the enemies not Diminished, increases the chance for Vera to Diminish the main threat in the enemy team.","Buff skill, allows Vera to switch Speed attribute with an enemy whose Speed attribute is higher at the end of a round;\nThis skill can give Vera a headstart while weakening her enemies in the next round."
