id,name,brief,desc
1000009,Canned Fish,Gift,"Before opening, no one realizes the smell it can produce. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000010,Black Tea,Gift,A nice tea set containing black tea and is the first choice drink for many girls. Can be given to girls as present to increase intimacy of you (if they don't hate it)
1000011,Dinosaur Blocks,Gift,"A green dinosaur made up of building blocks, can be pretty flexible movement under the control of high-rank magic. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000012,Puppet,Gift,"A nice puppet, made by some mysterious materials where the texture is somewhere between cloth and metal, not sure what the purpose of it is. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000013,SF Pistol,Gift,"A pretty fun toy gun, it can shoot water at the max range of 5 meters. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000014,Chess Piece,Gift,"Little chess piece of a Knight, mostly used as the Npc of Gnd, the most famous board game on campus. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000015,Yoyo,Gift,"Toy seems very cheap, can't make complex movements with it, in most situations it can be used as long-range weapons. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000016,Game Controller,Gift,"Old game controller, its shell is made by fluorescent material, it will catch a lot of attention if you use it at night. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000017,Lucky Cat,Gift,"Specialty of the market, rumor says it could bless the customers to buy adv. capsule coins at a special low price when the market is refreshed. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000018,Slingshot,Gift,Luxury toy that uses advanced capsule coins as a bullet. Can be given to girls as present to increase intimacy of you (if they don't hate it)
1000019,Skull Pillow,Gift,"Pillow with an adorable skeleton painted on it, loved by many girls. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000020,Umbrella,Gift,"Is it an umbrella that looks like a katana, or is it a katana that looks like an umbrella, only the owner will find out. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000021,Mystic Rose,Gift,"It was said that it was formed by a mysterious explosion, anyone who looks at it makes it disappear, but can still smell its fragrance. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000022,Ribbon,Gift,A red bracelet that gives the owner good luck. Can be given to girls as present to increase intimacy of you (if they don't hate it)
1000023,Headband,Gift,"Is it real or is it just a headband, those ears bring a lot of questions. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000024,Daisy Hairpin,Gift,"People say it brings you joy when you put it on, some even suspect it even could absorb the power of sunlight. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000025,Amulet,Gift,"It allows its wearer to feel the most pure and original power, recommended to use with copy magic. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000026,Angel Halo,Gift,"Gives the wearer the strength of angel for a short time, also the must decoration of an angel. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000027,Vampire Mask,Gift,"A black mask with tusks on it, rumors say that it can't be taken off once its put on, and it also makes the wearer a vampire. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000028,Fox Mask,Gift,"With the bless of Inari, gives true believers a power boost. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000029,Scarf,Gift,Red scarves can give some light to people. Can be given to girls as present to increase intimacy of you (if they don't hate it)
1000030,SF Glasses,Gift,"Sf glasses with a headset, they make girls feel really cool. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000031,Ecological Bottle,Gift,"A little bottle with a perfect ecological cycle inside, gives you hope in the universe or in the desert. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000032,Pen,Gift,"Smooth pen, but it requires customized ink. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000033,Cactus,Gift,"Green plant that is easy to breed, for the lazy ones. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000034,Story Book,Gift,"The note of a mysterious society, contains many unknown stories. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000035,Camera,Gift,"Many technological innovations lost their place because of magic, camera isn't one of them. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000036,Kunai,Gift,"One of the common weapons for ninjas, and is could be used as decoration on campus. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000037,Repair tool,Gift,"Tool to repair all kinds of machines, demand definitely exceeds supply. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000038,Flashlight,Gift,"A very unique flashlight, nobody knows that the light it gives is for illumination or destruction. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000039,Notebook,Gift,"A legendary notebook that records all kinds of secrets on campus, it's a sacred object in the hands of an intelligent person. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
1000040,Cherry Fan,Gift,"Fan with a sakura pattern, it is said that it can cast cyclone with a sakura if fanned with magic power. Can be given to girls as present to increase intimacy of you (if they don't hate it)"
7032,Monster Examiner,Skin,Monster Examiner skin of Nobunaga
27032,Monster Examiner,Skin,Monster Examiner skin of Nobunaga
7033,Summer Breeze,Skin,Summer Breeze skin of Amelia
27033,Summer Breeze,Skin,Summer Breeze skin of Amelia
1026,Beach Game Avatar,Special Avatar,Beach Game Avatar
8008,A Cool Summer,Frame,Avatar Frame can be obtained from a limited time event.
7034,Azure Sea,Skin,Azure Sea skin of Fencer
27034,Azure Sea,Skin,Azure Sea skin of Fencer
7035,Demon Examiner,Skin,Demon Examiner skin of Lucifer
27035,Demon Examiner,Skin,Demon Examiner skin of Lucifer
55,Challenge Coupon,Character Challenge Ticket,Used to participate in challenges
56,Cake Coupon,Event Material,Used to exchange rewards in Cake Making event. It cannot be exchanged after the event. Please use it during the event.
1166,Warrior Sword,Weapon,
2166,Warrior Armor,Armor,
3166,Warrior Helmet,Accessory,
4166,Warrior Greaves,Bottoms,
1266,Mage Staff,Weapon,
2266,Mage Robe,Armor,
3266,Mage Circlet,Accessory,
4266,Mage Boots,Bottoms,
1366,Ranger Bow,Weapon,
2366,Ranger Suit,Armor,
3366,Ranger Quiver,Accessory,
4366,Ranger Boots,Bottoms,
1466,Assassin Dagger,Weapon,
2466,Assassin Hood,Armor,
3466,Assassin Ring,Accessory,
4466,Assassin Boots,Bottoms,
1566,Priest Potion,Weapon,
2566,Priest Dress,Armor,
3566,Priest Cross,Accessory,
4566,Priest Boots,Bottoms,
6443,Thorn's Heart,Antique,
6444,Thorn's Heart,Antique,
6445,Thorn's Heart,Antique,
6446,Thorn's Heart,Antique,
6447,Thorn's Heart,Antique,
6448,Thorn's Heart,Antique,
7036,Party Pooper,Skins,Party Pooper skin of Sonya
27036,Party Pooper,Skins,Party Pooper skin of Sonya
7037,Honey Goddess,Skins,Honey Goddess skin of Gabriel
27037,Honey Goddess,Skins,Honey Goddess skin of Gabriel
57,Anniversary Slot Energy,Event Material,Used to pull the Anniversary Slot Machine in the Anniversary Slot Event.
58,Anniversary\nSlot Pt,Event Material,Used to exchange rewards in the Anniversary Slot Event Store. The exchange will not be available after the event ends. Please use it during the event!
7038,Wave Surfer,Skins,Wave Surfer skin of Hexa
27038,Wave Surfer,Skins,Wave Surfer skin of Hexa
7039,Divine Bride,Skins,Divine Bride skin of Priestess
27039,Divine Bride,Skins,Divine Bride skin of Priestess
1027,Anniversary Exclusive Avatar,Special Avatar,Anniversary Event Exclusive Avatar
7040,Rose Quartz,Skins,Rose Quartz skin of Hexa
27040,Rose Quartz,Skins,Rose Quartz skin of Hexa
1028,Summer Ice Cream Avatar,Special Avatar,Beach Game Avatar
8009,Pool Party,Frame,Avatar Frame can be obtained from a limited time event.
7041,Ocean Breeze,Skins,Ocean Breeze skin of Amazon
27041,Ocean Breeze,Skins,Ocean Breeze skin of Amazon
7042,Fairy Examiner,Skins,Fairy Examiner skin of KongMing
27042,Fairy Examiner,Skins,Fairy Examiner skin of KongMing
7043,Summer Fantasy,Skins,Summer Fantasy skin of Wraith
27043,Summer Fantasy,Skins,Summer Fantasy skin of Wraith
7044,White Kimono,Skins,White Kimono skin of Nobunaga
27044,White Kimono,Skins,White Kimono skin of Nobunaga
7045,Ghost Examiner,Skins,Ghost Examiner skin of Dracula
27045,Ghost Examiner,Skins,Ghost Examiner skin of Dracula
9101,Phoenix·Yay,Chat emoji,「Yay」chat emoji of Phoenix
9102,Iron Fist·Grievance,Chat emoji,「Grievance」chat emoji of Iron Fist
9103,Linky·Total Confidence,Chat emoji,「Total Confidence」chat emoji of Linky
9104,Saint·Contemplating,Chat emoji,「Contemplating」chat emoji of Saint
7046,Pure Feather,Skins,Pure Feather skin of Angel
27046,Pure Feather,Skins,Pure Feather skin of Angel
7047,Alluring Face,Skins,Alluring Face skin of Hottie
27047,Alluring Face,Skins,Alluring Face skin of Hottie
7048,Eternal Flame,Skin,Eternal Flame skin of Phoenix
27048,Eternal Flame,Skin,Eternal Flame skin of Phoenix
7049,Graceful Veil,Skin,Graceful Veil skin of Wraith
27049,Graceful Veil,Skin,Graceful Veil skin of Wraith
59,Festival Lantern,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event.
1029,Sword of Determination,Special Avatar,Summer Festival Avatar
930177,5-star CapsuGirl,Summon,Collect 50 shards to summon the girl
5641,Dragon Jade,,
5642,Dragon Jade,,
5643,Dragon Jade,,
5644,Dragon Jade,,
5645,Dragon Jade,,
5646,Dragon Jade,,
5647,Dragon Jade,,
5648,Dragon Jade,,
5649,Dragon Jade,,
5650,Dragon Jade,,
5651,Dragon Jade,,
5652,Dragon Jade,,
5653,Dragon Jade,,
5654,Dragon Jade,,
5655,Dragon Jade,,
5656,Dragon Jade,,
5657,Dragon Jade,,
5658,Dragon Jade,,
5659,Dragon Jade,,
5660,Dragon Jade,,
7050,Soul Music,Skins,Soul Music skin of Lucifer
27050,Soul Music,Skins,Soul Music skin of Lucifer
7051,Rock Concert,Skins,Rock Concert skin of Nani
27051,Rock Concert,Skins,Rock Concert skin of Nani
8010,Band Performance,Frame,"Exclusive Frame for Live show, acquired via exclusive event"
52011,CapsuGirl,,
652018,CapsuGirl,,
752011,CapsuGirl,,
7052,Rolling Beat,Skins,Rolling Beat skin of Hexa
27052,Rolling Beat,Skins,Rolling Beat skin of Hexa
6449,Fusion Umbrella,,
6450,Fusion Umbrella,,
6451,Fusion Umbrella,,
6452,Fusion Umbrella,,
6453,Fusion Umbrella,,
6454,Fusion Umbrella,,
60,Lunar Dango,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event.
7053,Ground Bass,Skins,Ground Bass skin of Amazon
27053,Ground Bass,Skins,Ground Bass skin of Amazon
7054,Sofa Bunny,Skins,Sofa Bunny skin of Caitlyn
27054,Sofa Bunny,Skins,Sofa Bunny skin of Caitlyn
1030,Band Performance,Special Avatar,Live Show Avatar
20001031,Maple Leaf,Special Avatar,Mid-Autumn Avatar
7055,Covert Ops,Skins,Covert Ops skin of Linky
27055,Covert Ops,Skins,Covert Ops skin of Linky
930178,5-star Valeera,Summon Girl,Collect 50 shards to summon the girl.
7056,Grimoire,Skin,Grimoire skin of Valeera
27056,Grimoire,Skin,Grimoire skin of Valeera
7057,Radiant Plume,Skin,Radiant Plume skin of Phoenix
27057,Radiant Plume,Skin,Radiant Plume skin of Phoenix
8011,Senior Scholar,Frame,"Exclusive Frame for Article Research, acquired via exclusive event"
8012,Ultimate League Top 64,Frame,Complete Challenge: Reach Top 64 in Ultimate League
8013,Ultimate League Top 8,Frame,Complete Challenge: Reach Top 8 in Ultimate League
8014,Ultimate League Top 4,Frame,Complete Challenge: Reach Top 4 in Ultimate League
8015,Ultimate League Champion,Frame,Complete Challenge: Become the Champion in Ultimate League once
8016,Ultimate League Champion,Frame,Complete Challenge: Become the Champion in Ultimate League twice
8017,Ultimate League Champion,Frame,Complete Challenge: Become the Champion in Ultimate League for 3 times
8018,Ultimate League Champion,Frame,Complete Challenge: Become the Champion in Ultimate League for 4 times
8019,Ultimate League Champion,Frame,Complete Challenge: Become the Champion in Ultimate League for 5 times
51011,Valeera,,
651018,Valeera,,
751011,Valeera,,
61,Candy,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event.
62,Maple Leaf,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event.
7058,Fresh Start,Skins,Fresh Start skin of Iron Fist
27058,Fresh Start,Skins,Fresh Start skin of Iron Fist
7059,Autumn Colors,Skins,Autumn Colors skin of Pandaria
27059,Autumn Colors,Skins,Autumn Colors skin of Pandaria
7060,Tricky Yokai,Skins,Tricky Yokai skin of Gambler
27060,Tricky Yokai,Skins,Tricky Yokai skin of Gambler
67,Pumpkin,Event Material,Used to exchange rewards in Halloween Preparation event. It cannot be exchanged after the event. Please use it during the event.
999999999,Candy Heist,,Candy Heist skin of Ennmaya
99999999,Candy Heist,,Candy Heist skin of Ennmaya
7062,Sweet Magic,Skins,Sweet Magic skin of Lavia
27062,Sweet Magic,Skins,Sweet Magic skin of Lavia
68,Book Spirit,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event.
20001032,Black Cat,Special Avatar,Halloween Avatar for 2019
1010001,Blank,Furniture,"Regular wallpaper, that's it."
1010002,Wooden,Furniture,"It makes a sound when being stepped on, just like a sign of welcome."
1010003,CardBoard,Furniture,It's important to maintain your dorm clean.
1010004,Carton,Furniture,Remember to prepare some paper boxes if you're moving house.
1010005,Tiny Table,Furniture,"No dishes on the table, even Sonya cannot cook without material."
1010006,Paper Stool,Furniture,It's just a temporary replacement for a stool.
1010007,Straw Mat,Furniture,"Clean and dry, a good pillow will ensure you a good sleep at night."
1010008,Plant,Furniture,Plants will make your dorm more lively... But remember to pick the breed which is easy to raise.
1010009,Tea Set,Furniture,It is always a pleasure method to greet a friend from afar.
1010010,Bucket,Furniture,This is NOT meant to fix the room leaking problem!
1010011,Cleaning Tool,Furniture,"If you finish cleaning the floor, it will be safe to roll on it."
1010012,Story Book,Furniture,"The book borrowed from Valeera, remember, not a scratch."
1010013,Storage Box,Furniture,"When you have too many things to carry, the paper boxes you use will surely occupy a large space."
1010014,Post-it,Furniture,"The bill received yesterday, some lines wrote sometime earlier today, and the note for yesterday, it's part of our lives."
1010015,Class List,Furniture,Don't be late.
1010016,Poster,Furniture,Michael is still shiny like a true angel.
1010017,Door,Furniture,Remember to lock the door before you leave.
1010018,Window,Furniture,Ventilation is necessary unless you're using an air-conditioner.
69,Furniture Coin,Currency for Furniture Store,Used to purchase furniture in Furniture Store
930179,5-star Turin,Summon,Collect 50 shards to summon the girl
7063,Frostfire Comet,Skins,Frostfire Comet skin of Javelin
27063,Frostfire Comet,Skins,Frostfire Comet skin of Javelin
7064,Shooting Star,Skins,Shooting Star skin of Librarian
27064,Shooting Star,Skins,Shooting Star skin of Librarian
70,Mysterious Token,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event.
1020001,Classroom Wall,Furniture,The bottom part was painted in deep color so nobody will know if any student kicked on the wall.
1020002,Classroom Floor,Furniture,The pattern aims to remind the students of the order.
1020003,Desk1,Furniture,Don't hide anything forbidden inside.
1020004,Desk2,Furniture,There're always some desks awaiting a new owner in the classrooms.
1020005,Podium,Furniture,This is your teachers' domain.
1020006,Class Chair1,Furniture,Please don't leave your seat during a class.
1020007,Class Chair2,Furniture,Please don't leave your seat during a class.
1020008,Tiny shelf,Furniture,"A public shelf, you can share your books with others by placing them there."
1020009,Textbook,Furniture,Don't damage the public property!
1020010,Pen Holder,Furniture,It's important to make your desk in order.
1020011,Locker,Furniture,Best place for the naughty students to hide their stuff.
1020012,Cleaning Cabinet,Furniture,It's big enough to become a temporary hideout
1020013,Pot Plant,Furniture,It's also a part of education to learn patience and circumspection by taking care of it.
1020014,Cabinet Air Conditioner,Furniture,"Air conditioner with higher energy consumption, remember to shut it down after school."
1020015,Rubbish Bin,Furniture,Don't leave your garbage anywhere but here!
1020016,Movable Blackboard,Furniture,"Can be written on both sides, so don't erase anything written by your teacher."
1020017,Blackboard1,Furniture,"A blackboard fixed on the wall, someone drew on it."
1020018,Blackboard2,Furniture,Remember to erase whatever you write before the next class begins.
1020019,Classroom Door,Furniture,"If you are locked inside, wait patiently for the rescue, climbing from the window on top of the door is not a safe option."
1020020,Clock,Furniture,Runs slow during a class.
1020021,Speaker on Wall,Furniture,Why it's not making any sound! The class should have been over already!
1020022,Classroom Window,Furniture,"Window for a classroom, easy to be broken when it's near the playground."
63,Certificate,Raid Ticket for House Exam,Used to Raid in passed stages of House Exam
64,Admission Ticket,Challenge Ticket for House Exam,Used to challenge new stages of House Exam
65,Lunar Badge,House Exam Store Token,Used to purchase items in House Exam Store
66,Solar Badge,House Exam Store Token,Used to purchase items in House Exam Store
8020,Turin's Keepsake,Frame,Acquired via passing Turin's Character Challenge
1030001,Indoor Wallpaper,Furniture,You can ruin it with a stamp of finger.
1030002,Tatami,Furniture,It's larger than the traditional size…
1030003,Black Wood Table,Furniture,"Bigger size, bigger fun."
1030004,Cushion1,Furniture,"Helpful when you have a rest, you can even use it as a pillow."
1030005,Round Table,Furniture,"You can take a nap with that, but remember to keep your legs warm."
1030006,Cushion2,Furniture,"Helpful when you have a rest, you can even use it as a pillow."
1030007,New Teaset,Furniture,You can make it ceremonial when cooking tea.
1030008,Mega Lunch Box,Furniture,Have a luxury lunch!
1030009,Flower Art1,Furniture,Proper art that fits the room
1030010,Flower Art2,Furniture,Proper art that fits the room
1030011,Floor Lamp,Furniture,"It's used to foil the atmosphere, use other lamps for illumination."
1030012,Wafuu Bed,Furniture,It feels the best to sleep in the bed--- Cayla.
1030013,Screen,Furniture,"It's a perfect cover when you're trying to escape from a pursuit, keep that in mind."
1030014,Landline Phone,Furniture,Cut the communication first when you're trying to capture a dorm.
1030015,Lucky Painting,Furniture,The cat on the painting is a god of fortune.
1030016,Wafuu Gate,Furniture,The gate is not opened by pushing (the note is for everyone…)
1030017,Television,Furniture,You can record the show you want to watch when you're absent.
1030018,Room Air Conditioner,Furniture,"It can save your life in summer, as long as the electricity is not cut off."
1030019,Fan-shaped Window,Furniture,It can make your room look better. Don't expect anything more.
7065,Cyber Strike,Skins,Cyber Strike skin of Turin
27065,Cyber Strike,Skins,Cyber Strike skin of Turin
7066,Falling Petals,Skins,Falling Petals skin of Sakura
27066,Falling Petals,Skins,Falling Petals skin of Sakura
7067,Light Breeze,Skins,Light Breeze skin of Psychic
27067,Light Breeze,Skins,Light Breeze skin of Psychic
7068,Hot Springs,Skins,Hot Springs skin of Bud Elf
27068,Hot Springs,Skins,Hot Springs skin of Bud Elf
71,Ceramic Cup,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event.
653018,Turin,,
753011,Turin,,
7069,Tempting Heat,Skins,Tempting Heat skin of Scythe
27069,Tempting Heat,Skins,Tempting Heat skin of Scythe
72,Angel Mark,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event
73,Rune Engraving,Girls Store Token,Used to exchange girls in Cafe
940004,Elite 5-star Girls Shard,Summon,Collect 50 shards to summon an Elite but non-Angel/Demon Faction 5-star girl
940005,Elite 5-star Demon Shard,Summon,Collect 50 shards to summon an Elite Demon 5-star girl
940006,Elite 5-star Angel Shard,Summon,Collect 50 shards to summon an Elite Angel 5-star girl
9105,Hexa · Shocked,Chat emoji,「Shocked」chat emoji of Hexa
9106,Valeera · Unpleasant,Chat emoji,「Unpleasant」chat emoji of Valeera
7070,Hot Bath,Skins,Hot Bath skin of Succuba
27070,Hot Bath,Skins,Hot Bath skin of Succuba
7071,Sylph,Skins,Sylph skin of Priestess
27071,Sylph,Skins,Sylph skin of Priestess
7072,Atlantean,Skins,Atlantean skin of Aquaris
27072,Atlantean,Skins,Atlantean skin of Aquaris
661001,Ghost Doll,,
662001,Human Doll,,
663001,Monster Doll,,
664001,Fairy Doll,,
665001,Demon Doll,,
666001,Angel Doll,,
761001,Ghost Doll,,
762001,Human Doll,,
763001,Monster Doll,,
764001,Fairy Doll,,
765001,Demon Doll,,
766001,Angel Doll,,
74,Costume Ticket,Exchange Material,Used to exchange skins in Skin Store
75,Elementium,Exchange Material,Used to exchange the Event Materials in exchange-type events
2000038,Twins of Fate,Background Picture,Can be set as loading picture for battles
1040001,Christmas Wallpaper,Furniture,"With this wallpaper on, Christmas is never off~"
7073,Magi's Gift,Skins,Magi's Gift skin of Esau & Jacob
27073,Magi's Gift,Skins,Magi's Gift skin of Esau & Jacob
7074,X-Mas Cutie,Skins,X-Mas Cutie skin of Blowie
27074,X-Mas Cutie,Skins,X-Mas Cutie skin of Blowie
6455,Echoes,,
6456,Echoes,,
6457,Echoes,,
6458,Echoes,,
6459,Echoes,,
6460,Echoes,,
76,Christmas Ribbon,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event
1040002,Christmas Floor,Furniture,"Wooden floor colored with dark-red paint, make no mistake, it doesn't make the floor any harder."
1040003,Christmas Carpet (White),Furniture,"A well-made carpet, easy to get dirty though."
1040004,Christmas Carpet (Red),Furniture,"Another well-made carpet, and obvious reasons, it doesn't need to be washed as frequently as the other one."
1040005,Christmas Bed,Furniture,"Now it's Christmas, let's sleep in style."
1040006,Christmas Couch,Furniture,You can spend a whole night talking with a friend on that couch!
1040007,Christmas Table,Furniture,Let's dine by that table!
1040008,Christmas Stool,Furniture,"Sadly, it's still not big enough to seat a reindeer."
1040009,Steak,Furniture,Meat is the best!
1040010,Turkey,Furniture,Can't celebrate Christmas without a turkey.
1040011,Bread,Furniture,Hard enough to be used as a self-defense weapon.
1040012,Red Wine,Furniture,It's not for the kids!
1040013,Christmas Tree,Furniture,Please place your Christmas gifts under it.
1040014,Christmas Gift Box,Furniture,Why does the tip suggest to open this box when alone?
1040015,Santa Claus Doll,Furniture,Its bag is a perfect place to hide the snacks.
1040016,Crystal Ball,Furniture,Portable snow-scene simulator.
1040017,Fireplace,Furniture,It will become more of a decoration when your air-conditioner stops working.
1040018,Christmas Blessing,Furniture,Merry Christmas!
1040019,Christmas Window,Furniture,Nothing's outside... Nothing!!!
1040020,Christmas Decoration,Furniture,Now we can call it a Christmas.
77,Unlock the 4th Gift,,You will unlock the 4th gift bag in Summer Theatre by purchasing this pack
930180,5-star Esau & Jacob,Summon,Collect 50 shards to summon the girl
930181,5-star Raphael,Summon,Collect 50 shards to summon the girl
55006,Esau & Jacob,,
655015,Esau & Jacob,,
755005,Esau & Jacob,,
56005,Raphael,,
656015,Raphael,,
756005,Raphael,,
8021,Love Bubble,Frame,Avatar frame for acquired from the voting event.
78,Support Ticket,Event Material,Exclusive items that can be used to vote in Winning Heart.
79,Support Ticket,Event Material,Exclusive items that can be used to vote in Winning Heart.
80,Support Ticket,Event Material,Exclusive items that can be used to vote in Winning Heart.
81,Lucky Gift,Resource Box,Each Contains 100K Coins and 70K Exp Juice
82,Lovely Gift,Resource Box,"You can get one of the following rewards randomly by opening this box(The chance for each gift is equal)：「Adv. Capsule Coins x1, Seal x1, Super Slot Ticket x1, 5-star Girls Shard x10, Orange Antique Shard x5」"
7075,Winter Wonder,Skins,Winter Wonder skin of Annie
27075,Winter Wonder,Skins,Winter Wonder skin of Annie
20001033,2020 Exclusive avatar,Special Avatars,2020 Exclusive avatar
20001034,Christmas 2019,Special Avatars,Exclusive Avatar for GXB2- FB Christmas event 2019
8022,Splendid,Frame,Exclusive frame for winning a top 10 position in GXB2- FB Christmas Event 2019
83,Snowman MK.II,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event
84,Gloves,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event
7076,Icecrown Noble,Skins,Icecrown Noble skin of Fencer
27076,Icecrown Noble,Skins,Icecrown Noble skin of Fencer
1050001,New Year Wallpaper,Furniture,Now it feels like we're celebrating something.
1050002,Snow Field,Furniture,"You can surely have fun, even though it's not real snow."
1050003,Sleeping Snowman,Furniture,It's a snowman on the ground. Maybe you need more rest than he does.
1050004,Stone Table,Furniture,"If the table is placed outdoors, you'd better not dine on that."
1050005,Stone Chair,Furniture,"It can be used to flatten the snows, not your toes."
1050006,A pot of Tea,Furniture,"Here, warm yourselves."
1050007,Rock Road 1,Furniture,"Solid ground, even after a snow."
1050008,Rock Road 2,Furniture,"Solid ground, even after a snow."
1050009,Pond,Furniture,Will melt in the end!
1050010,Wintersweet,Furniture,It's no longer the only kind of flower can be seen in winter since they've invented greenhouse~
1050011,Lion Chair,Furniture,"Made by the tools used in a Lion Dance! Please, take seat."
1050012,Chinese Snack Store,Furniture,Come get some sugar-coated haws!
1050013,Breakfast Store,Furniture,Not for those who stay up late.
1050014,Firework Store,Furniture,"We know that they've developed those called virtual fireworks, but cannot beat a classic."
1050015,Small Firework,Furniture,"Be cautious, this is still dangerous stuff!"
1050016,Snowball Cannon,Furniture,This baby can bring anything to the sky!
1050017,Red Lantern,Furniture,Big and uneatable sugar-coated haws.
1050018,Spring Gate,Furniture,Welcome Back~
1050019,Spring Window,Furniture,Happy Year of the Rat!
1050020,Stone Lantern,Furniture,It will guide your way at night. (Aint this something you want to place indoor?)
1050021,占位,Furniture,描述占位
930182,5-star Mio,Summon,Collect 50 shards to summon the girl
54011,Mio,,
654018,Mio,,
754011,Mio,,
7077,Coffee Break,Skins,Coffee Break skin of Raphael
27077,Coffee Break,Skins,Coffee Break skin of Raphael
85,Spring Ticket,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event
86,Scratch Ticket,Event Material,"Special items used in the event ""Luck Contest""."
7078,Lion Dance,Skins,Lion Dance skin of Mio
27078,Lion Dance,Skins,Lion Dance skin of Mio
6461,Burning Blades,,
6462,Burning Blades,,
6463,Burning Blades,,
6464,Burning Blades,,
6465,Burning Blades,,
6466,Burning Blades,,
7079,Twins of Destiny,Skins,Twins of Destiny skin of Esau & Jacob
27079,Twins of Destiny,Skins,Twins of Destiny skin of Esau & Jacob
7080,Sky Lantern,Skins,Sky Lantern skin of Muppet
27080,Sky Lantern,Skins,Sky Lantern skin of Muppet
87,Bloody Mary,Event Material,Exclusive item that can be exchanged for rewards during its corresponding event
7081,Queen of Hearts,Skins,Queen of Hearts skin of Saint
27081,Queen of Hearts,Skins,Queen of Hearts skin of Saint
52012,Ithil,,
652019,Ithil,,
752012,Ithil,,
930183,5-star Ithil,Summon,Collect 50 shards to summon the girl
6467,Silver Mirage,,
6468,Silver Mirage,,
6469,Silver Mirage,,
6470,Silver Mirage,,
6471,Silver Mirage,,
6472,Silver Mirage,,
7082,Silverthorn Rose,Skins,Silverthorn Rose skin of Ithil
27082,Silverthorn Rose,Skins,Silverthorn Rose skin of Ithil
88,Coffee Ticket,Event Material,Event material for exchanging rewards in Maid Cafe
89,Strawberry Cake,Event Material,Event material for exchanging rewards in Sweet Bakery. Can be exchanged with Elementium.
90,Coffee Encyclopedia,Event Material,Event material for exchanging rewards in Coffee Lab.
91,Coffee Making Table,Event Item,Event item for completing the orders in Coffee Lab.
1060001,Wall of Cafe,Furniture,"A wall decorated with deep-colored boards and light-colored bricks. Inside, it's the newly opened cafe."
1060002,Floor Tile,Furniture,Floor Tile tiled with bricks under nonskid surface treatment.
1060003,Cafe Counter,Furniture,"This is where we put our coffee making equipment, not a bed!"
1060004,Bar Chair,Furniture,It's also a wise choice to talk with the shop assistant while sitting on such a chair.
1060005,Dessert Cabinet,Furniture,Desserts on sale!
1060006,Coffee Machine,Furniture,"If the old way is still not dead, it has a reason, you will soon find out if you try a cup of coffee made with this machine~"
1060007,Siphon,Furniture,It's a long procedure to make a cup of coffee with water and coffee beans.
1060008,Cashier,Furniture,Notice for Barista: Remember to let the customers pay for what they've ordered.
1060009,Coffee Table,Furniture,"Fetch yourself a cup of coffee and relax, you will soon notice, you need a sofa.--- Unknown Customer."
1060010,A cup of coffee,Furniture,Please add more sugar if you don't like black coffee.
1060011,Coffee Chair 1,Furniture,"Grab a cup of coffee with your friend, and start a conversation with her, that's what life is all about."
1060012,Coffee Chair 2,Furniture,"Grab a cup of coffee with your friend, and start a conversation with her, that's what life is all about."
1060013,Bench,Furniture,"A bench which is more like a long sofa, It's a better place to relax than sitting on any Cafe Counter."
1060014,Standing Sign,Furniture,Coffee on sale~
