id,next_id,fort_first,fort_id,battle_id,first_reward,sweep_reward,fort_img,power
311,312,0,6,1106011,940001#60|66#120,940001#20|66#18,btn_h_challenge_6,820000
312,313,0,6,1106012,940001#63|66#130,940001#21|66#19,btn_h_challenge_6,890000
313,314,0,6,1106013,940001#66|66#140,940001#22|66#20,btn_h_challenge_6,960000
314,315,0,6,1106014,940001#69|66#150,940001#23|66#21,btn_h_challenge_6,1030000
315,316,0,6,1106015,940001#72|66#160,940001#24|66#22,btn_h_challenge_6,1100000
316,317,0,6,1106016,940001#75|66#170,940001#25|66#23,btn_h_challenge_6,1170000
317,318,0,6,1106017,940001#78|66#180,940001#26|66#24,btn_h_challenge_6,1240000
318,319,0,6,1106018,940001#81|66#190,940001#27|66#25,btn_h_challenge_6,1310000
319,320,0,6,1106019,940001#84|66#200,940001#28|66#26,btn_h_challenge_6,1380000
320,321,0,6,1106020,940001#87|66#210,940001#29|66#27,btn_h_challenge_6,1450000
321,322,0,6,1106021,940001#90|66#220,940001#30|66#28,btn_h_challenge_6,1520000
322,323,0,6,1106022,940001#93|66#230,940001#31|66#29,btn_h_challenge_6,1590000
323,324,0,6,1106023,940001#96|66#240,940001#32|66#30,btn_h_challenge_6,1660000
324,325,0,6,1106024,940001#99|66#250,940001#33|66#31,btn_h_challenge_6,1730000
325,326,0,6,1106025,940001#102|66#260,940001#34|66#32,btn_h_challenge_6,1800000
326,327,0,6,1106026,940001#105|66#270,940001#35|66#33,btn_h_challenge_6,1870000
327,328,0,6,1106027,940001#108|66#280,940001#36|66#34,btn_h_challenge_6,1940000
328,329,0,6,1106028,940001#111|66#290,940001#37|66#35,btn_h_challenge_6,2010000
329,330,0,6,1106029,940001#114|66#300,940001#38|66#36,btn_h_challenge_6,2080000
330,331,0,6,1106030,940001#117|66#310,940001#39|66#37,btn_h_challenge_6,2150000
331,332,0,6,1106031,940001#120|66#320,940001#40|66#38,btn_h_challenge_6,2220000
332,333,0,6,1106032,940001#123|66#330,940001#41|66#39,btn_h_challenge_6,2290000
333,334,0,6,1106033,940001#126|66#340,940001#42|66#40,btn_h_challenge_6,2360000
334,335,0,6,1106034,940001#129|66#350,940001#43|66#41,btn_h_challenge_6,2430000
335,336,0,6,1106035,940001#132|66#360,940001#44|66#42,btn_h_challenge_6,2500000
336,337,0,6,1106036,940001#135|66#370,940001#45|66#43,btn_h_challenge_6,2570000
337,338,0,6,1106037,940001#138|66#380,940001#46|66#44,btn_h_challenge_6,2640000
338,339,0,6,1106038,940001#141|66#390,940001#47|66#45,btn_h_challenge_6,2710000
339,340,0,6,1106039,940001#144|66#400,940001#48|66#46,btn_h_challenge_6,2780000
340,341,0,6,1106040,940001#147|66#410,940001#49|66#47,btn_h_challenge_6,2850000
341,342,0,6,1106041,940001#150|66#420,940001#50|66#48,btn_h_challenge_6,2920000
342,343,0,6,1106042,940001#153|66#430,940001#51|66#49,btn_h_challenge_6,2990000
343,344,0,6,1106043,940001#156|66#440,940001#52|66#50,btn_h_challenge_6,3060000
344,345,0,6,1106044,940001#159|66#450,940001#53|66#51,btn_h_challenge_6,3130000
345,346,0,6,1106045,940001#162|66#460,940001#54|66#52,btn_h_challenge_6,3200000
346,347,0,6,1106046,940001#165|66#470,940001#55|66#53,btn_h_challenge_6,3270000
347,348,0,6,1106047,940001#168|66#480,940001#56|66#54,btn_h_challenge_6,3340000
348,349,0,6,1106048,940001#171|66#490,940001#57|66#55,btn_h_challenge_6,3410000
349,350,0,6,1106049,940001#174|66#500,940001#58|66#56,btn_h_challenge_6,3480000
350,351,0,6,1106050,940001#177|66#510,940001#59|66#57,btn_h_challenge_6,3550000
351,352,0,6,1106051,940001#180|66#520,940001#60|66#58,btn_h_challenge_6,3620000
352,353,0,6,1106052,940001#183|66#530,940001#61|66#59,btn_h_challenge_6,3690000
353,354,0,6,1106053,940001#186|66#540,940001#62|66#60,btn_h_challenge_6,3760000
354,355,0,6,1106054,940001#189|66#550,940001#63|66#61,btn_h_challenge_6,3830000
355,356,0,6,1106055,940001#192|66#560,940001#64|66#62,btn_h_challenge_6,3900000
356,357,0,6,1106056,940001#195|66#570,940001#65|66#63,btn_h_challenge_6,3970000
357,358,0,6,1106057,940001#198|66#580,940001#66|66#64,btn_h_challenge_6,4040000
358,359,0,6,1106058,940001#201|66#590,940001#67|66#65,btn_h_challenge_6,4110000
359,360,0,6,1106059,940001#204|66#600,940001#68|66#66,btn_h_challenge_6,4180000
360,-1,0,6,1106060,940001#207|66#610,940001#69|66#67,btn_h_challenge_6,4250000
