id,type,desc,img,level,next_id,first_id,last_id,sub_card,parent_card,params,award_type,awards,base,point,lock,score,tec
312501,10,-1,time_cloister_card_dress_misson,1,,,,312502,,3001|3002|3003|3004|3005|3006|3007|3008,,0,,0,2,0,80
312502,11,-1,time_cloister_card_dress_misson,,,,,,312501,,1,60027,,0,,0,
320101,2,-1,time_cloister_card_battle_1,1,,,,320102|320103,,,,0,600|600|600,,1,0,
320102,4,-1,time_cloister_card_battle_1,,,,,,320101,,1,60013,,10,,0,
320103,5,-1,time_cloister_card_battle_1,,,,,,320101,,1,60014,,5,,0,
320201,2,-1,time_cloister_card_battle_2,1,,,,320202|320203,,,,0,1200|1200|1200,,2,0,91
320202,4,-1,time_cloister_card_battle_2,,,,,,320201,,1,60015,,20,,0,
320203,5,-1,time_cloister_card_battle_2,,,,,,320201,,1,60016,,10,,0,
320301,2,-1,time_cloister_card_battle_3,1,,,,320302|320303,,,,0,2400|2400|2400,,2,0,92
320302,4,-1,time_cloister_card_battle_3,,,,,,320301,,1,60017,,40,,0,
320303,5,-1,time_cloister_card_battle_3,,,,,,320301,,1,60018,,20,,0,
320401,7,-1,time_cloister_card_battle_4,1,,,,320402|320403,,910101,,0,500|500|500,,1,0,
320402,8,-1,time_cloister_card_battle_4,,,,,,320401,,3,308#3@1#5000@9#5000,,0,,0,
320403,9,-1,time_cloister_card_battle_4,,,,,,320401,,3,308#1@1#2500@9#2500,,0,,0,
320501,7,-1,time_cloister_card_battle_4,1,,,,320502|320503,,910102,,0,1000|1000|1000,,2,0,93
320502,8,-1,time_cloister_card_battle_4,,,,,,320501,,3,308#6@1#10000@9#10000,,0,,0,
320503,9,-1,time_cloister_card_battle_4,,,,,,320501,,3,308#2@1#5000@9#5000,,0,,0,
320601,7,-1,time_cloister_card_battle_5,1,,,,320602|320603,,910103,,0,1500|1500|1500,,2,0,93
320602,8,-1,time_cloister_card_battle_5,,,,,,320601,,3,308#9@1#15000@9#15000,,0,,0,
320603,9,-1,time_cloister_card_battle_5,,,,,,320601,,3,308#3@1#7500@9#7500,,0,,0,
320701,7,-1,time_cloister_card_battle_5,1,,,,320702|320703,,910104,,0,2000|2000|2000,,2,0,93
320702,8,-1,time_cloister_card_battle_5,,,,,,320701,,3,308#12@1#20000@9#20000,,0,,0,
320703,9,-1,time_cloister_card_battle_5,,,,,,320701,,3,308#4@1#10000@9#10000,,0,,0,
320801,7,-1,time_cloister_card_battle_6,1,,,,320802|320803,,910105,,0,2500|2500|2500,,2,0,93
320802,8,-1,time_cloister_card_battle_6,,,,,,320801,,3,308#15@1#25000@9#25000,,0,,0,
320803,9,-1,time_cloister_card_battle_6,,,,,,320801,,3,308#5@1#12500@9#12500,,0,,0,
330101,6,-1,time_cloister_card_event_1,1,329802,330101,330107,,,,,0,,5,1,0,
330102,6,-1,time_cloister_card_event_1,2,329803,330101,330107,,,,,0,,5,2,0,81
330103,6,-1,time_cloister_card_event_1,3,329804,330101,330107,,,,,0,,5,2,0,81
330104,6,-1,time_cloister_card_event_1,4,329805,330101,330107,,,,,0,,5,2,0,81
330105,6,-1,time_cloister_card_event_1,5,329806,330101,330107,,,,,0,,5,2,0,81
330106,6,-1,time_cloister_card_event_1,6,329807,330101,330107,,,,,0,,5,2,0,81
330107,6,-1,time_cloister_card_event_1,7,,330101,330107,,,,,0,,5,2,0,81
330201,6,-1,time_cloister_card_event_2,1,329902,330201,330207,,,,,0,,10,1,0,
330202,6,-1,time_cloister_card_event_2,2,329903,330201,330207,,,,,0,,10,2,0,82
330203,6,-1,time_cloister_card_event_2,3,329904,330201,330207,,,,,0,,10,2,0,82
330204,6,-1,time_cloister_card_event_2,4,329905,330201,330207,,,,,0,,10,2,0,82
330205,6,-1,time_cloister_card_event_2,5,329906,330201,330207,,,,,0,,10,2,0,82
330206,6,-1,time_cloister_card_event_2,6,329907,330201,330207,,,,,0,,10,2,0,82
330207,6,-1,time_cloister_card_event_2,7,,330201,330207,,,,,0,,10,2,0,82
330301,6,-1,time_cloister_card_event_3,1,330002,330301,330307,,,,,0,,20,1,0,
330302,6,-1,time_cloister_card_event_3,2,330003,330301,330307,,,,,0,,20,2,0,83
330303,6,-1,time_cloister_card_event_3,3,330004,330301,330307,,,,,0,,20,2,0,83
330304,6,-1,time_cloister_card_event_3,4,330005,330301,330307,,,,,0,,20,2,0,83
330305,6,-1,time_cloister_card_event_3,5,330006,330301,330307,,,,,0,,20,2,0,83
330306,6,-1,time_cloister_card_event_3,6,330007,330301,330307,,,,,0,,20,2,0,83
330307,6,-1,time_cloister_card_event_3,7,,330301,330307,,,,,0,,20,2,0,83
330401,6,-1,time_cloister_card_event_4,1,330102,330401,330407,,,,,0,,30,1,0,
330402,6,-1,time_cloister_card_event_4,2,330103,330401,330407,,,,,0,,30,2,0,84
330403,6,-1,time_cloister_card_event_4,3,330104,330401,330407,,,,,0,,30,2,0,84
330404,6,-1,time_cloister_card_event_4,4,330105,330401,330407,,,,,0,,30,2,0,84
330405,6,-1,time_cloister_card_event_4,5,330106,330401,330407,,,,,0,,30,2,0,84
330406,6,-1,time_cloister_card_event_4,6,330107,330401,330407,,,,,0,,30,2,0,84
330407,6,-1,time_cloister_card_event_4,7,,330401,330407,,,,,0,,30,2,0,84
330501,6,-1,time_cloister_card_event_5,1,330202,330501,330507,,,,,0,,40,1,0,
330502,6,-1,time_cloister_card_event_5,2,330203,330501,330507,,,,,0,,40,2,0,85
330503,6,-1,time_cloister_card_event_5,3,330204,330501,330507,,,,,0,,40,2,0,85
330504,6,-1,time_cloister_card_event_5,4,330205,330501,330507,,,,,0,,40,2,0,85
330505,6,-1,time_cloister_card_event_5,5,330206,330501,330507,,,,,0,,40,2,0,85
330506,6,-1,time_cloister_card_event_5,6,330207,330501,330507,,,,,0,,40,2,0,85
330507,6,-1,time_cloister_card_event_5,7,,330501,330507,,,,,0,,40,2,0,85
330601,6,-1,time_cloister_card_event_6,1,330302,330601,330607,,,,,0,,50,1,0,
330602,6,-1,time_cloister_card_event_6,2,330303,330601,330607,,,,,0,,50,2,0,86
330603,6,-1,time_cloister_card_event_6,3,330304,330601,330607,,,,,0,,50,2,0,86
330604,6,-1,time_cloister_card_event_6,4,330305,330601,330607,,,,,0,,50,2,0,86
330605,6,-1,time_cloister_card_event_6,5,330306,330601,330607,,,,,0,,50,2,0,86
330606,6,-1,time_cloister_card_event_6,6,330307,330601,330607,,,,,0,,50,2,0,86
330607,6,-1,time_cloister_card_event_6,7,,330601,330607,,,,,0,,50,2,0,86
330701,6,-1,time_cloister_card_event_7,1,330402,330701,330707,,,,,0,,60,1,0,
330702,6,-1,time_cloister_card_event_7,2,330403,330701,330707,,,,,0,,60,2,0,87
330703,6,-1,time_cloister_card_event_7,3,330404,330701,330707,,,,,0,,60,2,0,87
330704,6,-1,time_cloister_card_event_7,4,330405,330701,330707,,,,,0,,60,2,0,87
330705,6,-1,time_cloister_card_event_7,5,330406,330701,330707,,,,,0,,60,2,0,87
330706,6,-1,time_cloister_card_event_7,6,330407,330701,330707,,,,,0,,60,2,0,87
330707,6,-1,time_cloister_card_event_7,7,,330701,330707,,,,,0,,60,2,0,87
330801,3,-1,time_cloister_card_event_point_1,1,,,,,,,,0,,5,1,1,
330901,3,-1,time_cloister_card_event_point_2,1,,,,,,,,0,,10,1,2,
331001,3,-1,time_cloister_card_event_point_4,1,,,,,,,,0,,20,2,4,90
331101,3,-1,time_cloister_card_event_point_8,1,,,,,,,,0,,40,2,8,90
331201,3,-1,time_cloister_card_event_point_16,1,,,,,,,,0,,60,2,16,90
