id,name,partner_card,partner_picture,partner_picture_xy,partner_picture_xy2,partner_picture_scale,star_picture_xy,star_picture_scale,partner_id,face,show_in_guide,dragon_bone,is_wedding,share_picture_xy,share_picture_scale,hand_type,show_by_camera,show_scale,show_scale_special
546003,-1,partner_card_46003,partner_picture_46003,30|230,30|230,1,30|230,0.8,,,,,,0#0,0.9,1,,1,
651001,-1,partner_card_651001,partner_picture_651001,0|150,0|150,1,0|150,0.8,,,,,,0#0,0.9,1,,1,
651002,-1,partner_card_651002,partner_picture_651002,-60|100,-60|100,0.95,-30|100,0.68,,,,,,0#0,0.9,1,,1,
651003,-1,partner_card_651003,partner_picture_651003,0|0,0|10,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
651004,-1,partner_card_651004,partner_picture_651004,80|0,80|0,1,80|80,0.88,,,,,,0#0,0.9,1,,1,
651005,-1,partner_card_651005,partner_picture_651005,0|0,0|10,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
651006,-1,partner_card_651006,partner_picture_651006,250|150,250|150,0.8,350|300,0.76,,,,,,0#0,0.8,1,,0.8,
651007,-1,partner_card_651007,partner_picture_651007,0|130,0|140,1,0|130,0.8,,,,,,0#0,0.9,1,,1,
651008,-1,partner_card_651008,partner_picture_651008,100|0,100|0,1,100|0,0.8,,,,,,0#0,0.9,1,,1,
651009,-1,partner_card_651009,partner_picture_651009,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
651010,-1,partner_card_651010,partner_picture_651010,0|0,0|0,0.9,-80|0,0.76,,,,,,0#0,0.9,1,,1,
651011,-1,partner_card_651011,partner_picture_651011,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
651012,-1,partner_card_651012,partner_picture_651012,0|0,0|0,1,0|0,0.76,,,,,,0#0,0.9,1,,1,
651013,-1,partner_card_651013,partner_picture_651013,0|0,0|10,1,40|40,0.8,,,,,,0#0,0.9,1,,1,
651014,-1,partner_card_651014,partner_picture_651014,0|0,0|0,1,0|-60,0.72,,,,,,0#0,0.9,2,,1,
651015,-1,partner_card_651015,partner_picture_651015,0|0,0|0,0.95,60|0,0.72,,,,,,0#0,0.9,1,,1,
651016,-1,partner_card_651016,partner_picture_651016,0|0,0|-10,1,-20|0,0.88,,,,,,0#0,0.9,1,,1,
651017,-1,partner_card_651017,partner_picture_651017,0|-40,0|-55,1,0|-40,0.8,,,,,,0#0,0.9,1,,1,
651018,-1,partner_card_651018,partner_picture_651018,0|0,0|0,1,40|0,0.88,,,,,,0#0,0.9,2,,1,
651019,-1,partner_card_651019,partner_picture_651019,65|-80,65|-80,1,65|-80,0.8,,,,,,0#0,0.9,1,,1,
651020,-1,partner_card_651020,partner_picture_651020,60|180,110|200,1,140|180,0.8,,,,,,0#0,0.9,1,,1,
651021,-1,partner_card_651021,partner_picture_651021,60|80,60|80,0.95,60|80,0.8,,,,,,0#0,0.9,1,,1,
651022,-1,partner_card_651022,partner_picture_651022,100|0,100|0,1,60|20,0.88,,,,,,0#0,0.9,1,,1,
651023,-1,partner_card_651023,partner_picture_651023,50|110,50|110,0.9,80|150,0.8,,,1630627200,,,0#0,0.9,1,,1,
652001,-1,partner_card_652001,partner_picture_652001,50|0,50|0,1,50|0,0.8,,,,,,0#0,0.9,1,,1,
652002,-1,partner_card_652002,partner_picture_652002,0|0,80|10,1,90|0,0.76,,,,,,0#0,0.9,1,,1,
652003,-1,partner_card_652003,partner_picture_652003,35|130,35|130,1,35|130,0.8,,,,,,0#0,0.9,1,,1,
652004,-1,partner_card_652004,partner_picture_652004,0|130,0|130,1,30|110,0.72,,,,,,0#0,0.9,1,,1,
652005,-1,partner_card_652005,partner_picture_652005,100|80,100|80,1.1,100|80,0.8,,,,,,0#0,0.9,1,,1.1,
652006,-1,partner_card_652006,partner_picture_652006,-100|225,-100|225,0.8,-120|275,0.68,,,,,,0#0,0.8,2,,0.8,
652007,-1,partner_card_652007,partner_picture_652007,-20|480,-20|495,1,-10|460,0.76,,,,,,0#0,0.9,1,,1,
652008,-1,partner_card_652008,partner_picture_652008,0|200,0|200,1,0|170,0.72,,,,,,0#0,0.9,1,,1,
652009,-1,partner_card_652009,partner_picture_652009,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
652010,-1,partner_card_652010,partner_picture_652010,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
652011,-1,partner_card_652011,partner_picture_652011,0|0,0|0,1,0|-50,0.76,,,,,,0#0,0.9,1,,1,
652012,-1,partner_card_652012,partner_picture_652012,0|450,0|450,1,-10|500,0.84,,,,,,0#0,0.9,1,,1,
652013,-1,partner_card_652013,partner_picture_652013,0|0,0|0,1,0|-50,0.72,,,,,,0#0,0.9,1,,1,
652014,-1,partner_card_652014,partner_picture_652014,-20|120,-20|120,1,-20|120,0.8,,,,,,0#0,0.9,1,,1,
652015,-1,partner_card_652015,partner_picture_652015,0|0,0|0,1,0|0,0.76,,,,,,0#0,0.9,1,,1,
652016,-1,partner_card_652016,partner_picture_652016,-40|345,-40|345,1.2,-40|345,1,,,,,,0#0,1.2,1,,1.2,
652017,-1,partner_card_652017,partner_picture_652017,-100|0,-100|80,1,-100|0,0.8,,,,,,0#0,0.9,2,,1,
652018,-1,partner_card_652018,partner_picture_652018,100|0,100|0,1,100|0,0.8,,,,,,0#0,0.9,2,,1,
652019,-1,partner_card_652019,partner_picture_652019,-20|0,-20|0,1,-70|0,0.8,,,,,,0#0,0.9,1,,1,
652020,-1,partner_card_652020,partner_picture_652020,60|30,60|30,1,90|80,0.88,,,,,,0#0,0.9,1,,1,
652021,-1,partner_card_652021,partner_picture_652021,0|50,0|50,1,0|50,0.8,,,,,,0#0,0.9,1,,1,
652022,-1,partner_card_652022,partner_picture_652022,90|190,90|190,1,70|210,0.8,,,,,,0#0,0.9,1,,1,
652023,-1,partner_card_652023,partner_picture_652023,0|150,0|150,0.85,20|250,0.8,,,,,,0#0,0.9,1,,1,
652024,-1,partner_card_652024,partner_picture_652024,100|150,100|150,0.85,100|160,0.76,,,1630627200,,,0#0,0.9,1,,1,0.85
653001,-1,partner_card_653001,partner_picture_653001,0|0,0|-5,1,-20|0,0.72,,,,,,0#0,0.9,1,,1,
653002,-1,partner_card_653002,partner_picture_653002,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
653003,-1,partner_card_653003,partner_picture_653003,30|170,30|170,1,-20|170,0.76,,,,,,0#0,0.9,2,,1,
653004,-1,partner_card_653004,partner_picture_653004,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
653005,-1,partner_card_653005,partner_picture_653005,-30|180,-30|180,1,-30|180,0.8,,,,,,0#0,0.9,1,,1,
653006,-1,partner_card_653006,partner_picture_653006,30|50,30|60,1,30|50,0.8,,,,,,0#0,0.9,1,,1,
653011,-1,partner_card_653011,partner_picture_653011,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
653012,-1,partner_card_653012,partner_picture_653012,0|0,0|5,1,0|0,0.76,,,,,,0#0,0.9,1,,1,
653013,-1,partner_card_653013,partner_picture_653013,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
653014,-1,partner_card_653014,partner_picture_653014,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
653015,-1,partner_card_653015,partner_picture_653015,-10|-55,-10|-55,1,-10|-55,0.72,,,,,,0#0,0.9,2,,1,
653016,-1,partner_card_653016,partner_picture_653016,0|0,0|0,1,50|0,0.76,,,,,,0#0,0.9,1,,1,
653017,-1,partner_card_653017,partner_picture_653017,0|0,0|-10,1,50|0,0.8,,,,,,0#0,0.9,2,,1,
653018,-1,partner_card_653018,partner_picture_653018,0|60,0|60,0.9,0|60,0.8,,,,,,0#0,0.9,1,,1,
653019,-1,partner_card_653019,partner_picture_653019,60|150,60|150,1,30|150,0.84,,,,,,0#0,0.9,1,,1,
653020,-1,partner_card_653020,partner_picture_653020,0|-100,0|-100,1,0|0,0.88,,,,,,0#0,0.9,1,,1,
653021,-1,partner_card_653021,partner_picture_653021,0|100,0|100,1,0|100,0.8,,,,,,0#0,0.9,2,,1,
653022,-1,partner_card_653022,partner_picture_653022,0|0,0|0,1,0|0,0.8,,,1618531200,,,0#0,0.9,2,,1,
653023,-1,partner_card_653023,partner_picture_653023,5|155,5|155,0.85,5|250,0.8,,,1633046400,,,0#0,0.9,1,,1,
653024,-1,partner_card_653024,partner_picture_653024,-80|100,-80|100,0.85,-66|222,0.8,,,,,,0#0,0.9,2,,1,
654011,-1,partner_card_654011,partner_picture_654011,0|0,0|0,1,0|0,0.88,,,,,,0#0,0.9,2,,1,
654012,-1,partner_card_654012,partner_picture_654012,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
654013,-1,partner_card_654013,partner_picture_654013,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
654014,-1,partner_card_654014,partner_picture_654014,0|30,0|50,1,-20|30,0.76,,,,,,0#0,0.9,2,,1,
654015,-1,partner_card_654015,partner_picture_654015,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
654016,-1,partner_card_654016,partner_picture_654016,0|50,0|55,1,20|20,0.72,,,,,,0#0,0.9,2,,1,
654017,-1,partner_card_654017,partner_picture_654017,-170|40,-170|40,1,-170|40,0.8,,,,,,0#0,0.9,1,,1,
654018,-1,partner_card_654018,partner_picture_654018,-30|-120,-30|-120,1,-30|-120,0.8,,,,,,0#0,0.9,1,,1,
654019,-1,partner_card_654019,partner_picture_654019,-75|45,-75|45,1,-75|45,0.8,,,,,,0#0,0.9,2,,1,
654020,-1,partner_card_654020,partner_picture_654020,0|150,0|150,1,80|200,0.88,,,,,,0#0,0.9,1,,1,
654021,-1,partner_card_654021,partner_picture_654021,0|0,0|0,0.9,0|0,0.8,,,,,,0#0,1,2,,1,
654022,-1,partner_card_654022,partner_picture_654022,0|0,0|0,0.9,0|0,0.8,,,,,,0#0,1,2,,1,
654023,-1,partner_card_654023,partner_picture_654023,50|125,50|125,0.9,50|145,0.8,,,,,,0#0,0.9,1,,1,
654024,-1,partner_card_654024,partner_picture_654024,-50|175,-50|175,0.9,-50|195,0.8,,,,,,0#0,0.9,1,,1,0.9
655011,-1,partner_card_655011,partner_picture_655011,0|80,0|80,1,0|80,0.8,,,,,,0#0,0.9,1,,1,
655012,-1,partner_card_655012,partner_picture_655012,0|0,0|-10,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
655013,-1,partner_card_655013,partner_picture_655013,130|90,130|90,1,130|90,0.8,,,,,,0#0,0.9,1,,1,
655014,-1,partner_card_655014,partner_picture_655014,-60|30,-60|30,1,-60|80,0.88,,,,,,0#0,0.9,2,,1,
655015,-1,partner_card_655015,partner_picture_655015,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
655016,-1,partner_card_655016,partner_picture_655016,-40|0,-40|0,1,-120|0,0.88,,,,,,0#0,0.9,1,,1,
655017,-1,partner_card_655017,partner_picture_655017,-160|90,-120|90,1,-160|40,0.8,,,,,,0#0,0.9,1,,1,
655018,-1,partner_card_655018,partner_picture_655018,50|-40,50|-40,0.9,50|-40,0.8,,,1613692800,,,0#0,0.9,2,,1,
655019,-1,partner_card_655019,partner_picture_655019,-120|20,-120|20,0.9,-120|70,0.8,,,,,,0#0,0.9,1,,1,
656011,-1,partner_card_656011,partner_picture_656011,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
656012,-1,partner_card_656012,partner_picture_656012,-100|250,-100|265,1,-50|220,0.72,,,,,,0#0,0.9,1,,1,
656013,-1,partner_card_656013,partner_picture_656013,0|100,0|80,1,0|100,0.8,,,,,,0#0,0.9,1,,1,
656014,-1,partner_card_656014,partner_picture_656014,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
656015,-1,partner_card_656015,partner_picture_656015,23|150,23|150,0.88,23|160,0.8,,,,,,0#0,0.9,1,,1,
656016,-1,partner_card_656016,partner_picture_656016,50|-50,50|-50,0.9,50|-50,0.8,,,,,,0#0,0.9,1,,1,
656017,-1,partner_card_656017,partner_picture_656017,50|175,50|175,0.95,30|145,0.72,,,,,,0#0,0.9,1,,1,
656018,-1,partner_card_656018,partner_picture_656018,-20|0,-20|0,0.95,-40|50,0.8,,,,,,0#0,0.9,1,,1,
656019,？？？,partner_card_656015,partner_picture_656015,0|0,0|0,0.88,0|0,0.8,,,1640304000,,,0#0,0.9,1,,1,
561001,-1,partner_card_661001,partner_picture_661001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
562001,-1,partner_card_662001,partner_picture_662001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
563001,-1,partner_card_663001,partner_picture_663001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
564001,-1,partner_card_664001,partner_picture_664001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
565001,-1,partner_card_665001,partner_picture_665001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
566001,-1,partner_card_666001,partner_picture_666001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
661001,-1,partner_card_661001,partner_picture_661001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
662001,-1,partner_card_662001,partner_picture_662001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
663001,-1,partner_card_663001,partner_picture_663001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
664001,-1,partner_card_664001,partner_picture_664001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
665001,-1,partner_card_665001,partner_picture_665001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
666001,-1,partner_card_666001,partner_picture_666001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
761001,-1,partner_card_661001,partner_picture_661001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
762001,-1,partner_card_662001,partner_picture_662001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
763001,-1,partner_card_663001,partner_picture_663001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
764001,-1,partner_card_664001,partner_picture_664001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
765001,-1,partner_card_665001,partner_picture_665001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
766001,-1,partner_card_666001,partner_picture_666001,0|-160,0|-160,1,0|-160,0.8,,,,,,0#0,0.9,1,,1,
751001,-1,partner_card_751001,partner_picture_751001,0|-50,0|-50,1,0|-50,0.8,,,,,,0#0,0.9,2,,1,
751002,-1,partner_card_751002,partner_picture_751002,0|0,0|-10,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
751003,-1,partner_card_751003,partner_picture_751003,0|0,0|-10,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
751004,-1,partner_card_751004,partner_picture_751004,0|0,0|-5,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
751005,-1,partner_card_751005,partner_picture_751005,0|20,0|20,0.8,0|20,0.8,,,,,,0#0,0.8,1,,0.8,
751006,-1,partner_card_751006,partner_picture_751006,0|0,0|-65,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
751007,-1,partner_card_751007,partner_picture_751007,0|0,0|-20,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
751008,-1,partner_card_751008,partner_picture_751008,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
751009,-1,partner_card_751009,partner_picture_751009,0|40,0|30,1,0|40,0.8,,,,,,0#0,0.9,1,,1,
751010,-1,partner_card_751010,partner_picture_751010,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
751011,-1,partner_card_751011,partner_picture_751011,0|50,0|50,1,0|50,0.8,,,,,,0#0,0.9,2,,1,
751012,-1,partner_card_751012,partner_picture_751012,100|135,100|135,1,100|135,0.8,,,,,,0#0,0.9,1,,1,
751013,-1,partner_card_751013,partner_picture_751013,-50|180,-50|180,1,-50|180,0.8,,,,,,0#0,0.7,1,,1,
751014,-1,partner_card_751014,partner_picture_751014,20|100,20|100,0.9,20|100,0.8,,,,,,0#0,0.9,1,,1,
751015,-1,partner_card_751015,partner_picture_751015,100|0,100|0,1,100|0,0.8,,,,,,0#0,0.9,1,,1,
751016,-1,partner_card_751016,partner_picture_751016,-80|350,-80|350,0.9,-80|350,0.8,,,1630627200,,,0#0,0.9,1,,1,
752001,-1,partner_card_752001,partner_picture_752001,0|40,0|25,1,0|40,0.8,,,,,,0#0,0.9,1,,1,
752002,-1,partner_card_752002,partner_picture_752002,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
752003,-1,partner_card_752003,partner_picture_752003,0|300,0|300,1,50|300,0.8,,,,,,0#0,0.9,1,,1,
752004,-1,partner_card_752004,partner_picture_752004,0|0,0|-5,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
752005,-1,partner_card_752005,partner_picture_752005,0|0,0|-30,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
752006,-1,partner_card_752006,partner_picture_752006,0|80,0|80,1,0|80,0.8,,,,,,0#0,0.9,1,,1,
752007,-1,partner_card_752007,partner_picture_752007,0|20,0|-20,1,0|20,0.8,,,,,,0#0,0.9,1,,1,
752008,-1,partner_card_752008,partner_picture_752008,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
752009,-1,partner_card_752009,partner_picture_752009,0|140,0|122,1,0|140,0.8,,,,,,0#0,0.9,1,,1,
752010,-1,partner_card_752010,partner_picture_752010,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
752011,-1,partner_card_752011,partner_picture_752011,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
752012,-1,partner_card_752012,partner_picture_752012,30|20,30|20,1,30|20,0.8,,,,,,0#0,0.9,1,,1,
752013,-1,partner_card_752013,partner_picture_752013,-25|100,-25|100,1,-25|100,0.8,,,,,,0#0,0.9,1,,1,
752014,-1,partner_card_752014,partner_picture_752014,30|-80,30|-80,1,30|-80,0.8,,,,,,0#0,0.9,1,,1,
752015,-1,partner_card_752015,partner_picture_752015,30|50,30|50,1,30|50,0.8,,,,,,0#0,0.9,1,,1,
752016,-1,partner_card_752016,partner_picture_752016,50|50,50|50,0.85,50|50,0.8,,,,,,0#0,0.9,1,,1,
752017,-1,partner_card_752017,partner_picture_752017,50|110,50|110,0.85,50|110,0.8,,,1630627200,,,0#0,0.9,1,,1,0.85
753001,-1,partner_card_753001,partner_picture_753001,-15|-20,-15|-35,1,-15|-20,0.8,,,,,,0#0,0.9,1,,1,
753002,-1,partner_card_753002,partner_picture_753002,-30|200,-30|170,1,-30|200,0.8,,,,,,0#0,0.9,1,,1,
753003,-1,partner_card_753003,partner_picture_753003,0|0,0|-10,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
753004,-1,partner_card_753004,partner_picture_753004,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
753005,-1,partner_card_753005,partner_picture_753005,0|100,0|90,1,0|100,0.8,,,,,,0#0,0.9,1,,1,
753006,-1,partner_card_753006,partner_picture_753006,0|0,0|-25,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
753007,-1,partner_card_753007,partner_picture_753007,0|0,0|-40,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
753008,-1,partner_card_753008,partner_picture_753008,0|0,0|-40,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
753009,-1,partner_card_753009,partner_picture_753009,-40|0,-40|-15,1,-40|0,0.8,,,,,,0#0,0.9,1,,1,
753010,-1,partner_card_753010,partner_picture_753010,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
753011,-1,partner_card_753011,partner_picture_753011,50|130,50|130,0.9,50|130,0.8,,,,,,0#0,0.9,1,,1,
753012,-1,partner_card_753012,partner_picture_753012,60|50,60|50,1,60|50,0.8,,,,,,0#0,0.9,1,,1,
753013,-1,partner_card_753013,partner_picture_753013,220|-60,220|-60,1,220|-60,0.8,,,,,,0#0,0.9,1,,1,
753014,-1,partner_card_753014,partner_picture_753014,-30|120,-30|140,0.95,-30|120,0.8,,,,,,0#0,0.9,2,,1,
753015,-1,partner_card_753015,partner_picture_753015,25|-25,25|-25,1,25|-25,0.8,,,1618531200,,,0#0,0.9,2,,1,
753016,-1,partner_card_753016,partner_picture_753016,56|158,56|158,0.78,56|158,0.8,,,1633046400,,,0#0,0.9,1,,1,
753017,-1,partner_card_753017,partner_picture_753017,0|-100,0|-100,0.8,14|222,0.8,,,,,,0#0,0.9,2,,1,
754001,-1,partner_card_754001,partner_picture_754001,0|0,0|-40,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
754002,-1,partner_card_754002,partner_picture_754002,35|200,35|180,1,35|200,0.8,,,,,,0#0,0.9,2,,1,
754003,-1,partner_card_754003,partner_picture_754003,0|0,0|-25,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
754004,-1,partner_card_754004,partner_picture_754004,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
754005,-1,partner_card_754005,partner_picture_754005,-50|0,-50|-10,1,-50|0,0.8,,,,,,0#0,0.9,2,,1,
754006,-1,partner_card_754006,partner_picture_754006,0|0,0|-30,1,0|0,0.8,,,,,,0#0,0.9,2,,1,
754007,-1,partner_card_754007,partner_picture_754007,0|-20,0|-50,1,0|-20,0.8,,,,,,0#0,0.9,2,,1,
754008,-1,partner_card_754008,partner_picture_754008,50|130,50|130,1,50|130,0.8,,,,,,0#0,0.9,2,,1,
754009,-1,partner_card_754009,partner_picture_754009,0|-30,0|-55,1,0|-30,0.8,,,,,,0#0,0.9,1,,1,
754010,-1,partner_card_754010,partner_picture_754010,-200|40,-200|40,1,-200|40,0.8,,,,,,0#0,0.9,1,,1,
754011,-1,partner_card_754011,partner_picture_754011,100|-40,100|-40,1,100|-40,0.8,,,,,,0#0,0.9,1,,1,
754012,-1,partner_card_754012,partner_picture_754012,-40|-20,-50|-50,1,-40|-20,0.8,,,,,,0#0,0.9,2,,1,
754013,-1,partner_card_754013,partner_picture_754013,0|-20,0|-20,1,0|-20,0.8,,,,,,0#0,0.9,1,,1,
754014,-1,partner_card_754014,partner_picture_754014,0|0,0|0,0.9,0|0,0.8,,,,,,0#0,1,2,,1,
754015,-1,partner_card_754015,partner_picture_754015,0|-60,0|-60,0.9,0|-60,0.8,,,,,,0#-60,1,2,,1,
754016,-1,partner_card_754016,partner_picture_754016,150|125,150|125,0.9,150|125,0.8,,,,,,0#0,0.9,1,,1,
754017,-1,partner_card_754017,partner_picture_754017,0|100,0|100,1,0|100,0.8,,,,,,0#0,1,1,,1,1
755001,-1,partner_card_755001,partner_picture_755001,0|0,0|-15,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
755002,-1,partner_card_755002,partner_picture_755002,0|0,0|-15,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
755003,-1,partner_card_755003,partner_picture_755003,220|-150,220|-170,1,220|-150,0.8,,,,,,0#0,0.9,1,,1,
755004,-1,partner_card_755004,partner_picture_755004,30|30,30|30,1,30|30,0.8,,,,,,0#0,0.9,2,,1,
755005,-1,partner_card_755005,partner_picture_755005,20|70,20|70,1,20|70,0.8,,,,,,0#0,0.9,1,,1,
755006,-1,partner_card_755006,partner_picture_755006,40|50,40|50,1,40|50,0.8,,,,,,0#0,0.9,1,,1,
755007,-1,partner_card_755007,partner_picture_755007,0|120,40|100,1,0|120,0.8,,,,,,0#0,0.9,1,,1,
755008,-1,partner_card_755008,partner_picture_755008,50|90,50|90,0.9,50|90,0.8,,,1613692800,,,0#0,0.9,2,,1,
755009,-1,partner_card_755009,partner_picture_755009,5|0,5|0,0.9,5|0,0.8,,,,,,0#0,0.9,1,,1,
756001,-1,partner_card_756001,partner_picture_756001,0|0,0|-41,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
756002,-1,partner_card_756002,partner_picture_756002,200|90,200|75,1,200|90,0.8,,,,,,0#0,0.9,1,,1,
756003,-1,partner_card_756003,partner_picture_756003,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
756004,-1,partner_card_756004,partner_picture_756004,0|0,0|-10,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
756005,-1,partner_card_756005,partner_picture_756005,-5|0,-5|0,0.95,-5|0,0.8,,,,,,0#0,0.9,1,,1,
756006,-1,partner_card_756006,partner_picture_756006,30|-80,30|-80,0.92,30|-80,0.8,,,,,,0#0,0.9,1,,1,
756007,-1,partner_card_756007,partner_picture_756007,25|150,25|150,0.9,25|150,0.8,,,,,,0#0,0.9,1,,1,
756008,-1,partner_card_756008,partner_picture_756008,-20|80,-20|80,0.95,-20|80,0.8,,,,,,0#0,0.9,1,,1,
756009,？？？,partner_card_756005,partner_picture_756005,-5|0,-5|0,0.95,-5|0,0.8,,,1640304000,,,0#0,0.9,1,,1,
1000001,-1,partner_card_10,partner_picture_10,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000002,-1,partner_card_11,partner_picture_11,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000003,-1,partner_card_12,partner_picture_12,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000004,-1,partner_card_13,partner_picture_13,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000005,-1,partner_card_14,partner_picture_14,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000006,-1,partner_card_15,partner_picture_15,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000007,-1,partner_card_11001,partner_picture_11001,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000008,-1,partner_card_11002,partner_picture_11002,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000009,-1,partner_card_12001,partner_picture_12001,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000010,-1,partner_card_12002,partner_picture_12002,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000011,-1,partner_card_13001,partner_picture_13001,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000012,-1,partner_card_23001,partner_picture_23001,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000013,-1,partner_card_14001,partner_picture_14001,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
1000014,-1,partner_card_14002,partner_picture_14002,0|0,0|0,1,0|0,0.8,,,,,,0#0,0.9,1,,1,
7001,-1,partner_card_4300702,partner_picture_4300702,110|40,110|40,1,110|40,0.8,43007|543007|653014,,,,,0#0,0.9,1,,1,
7002,-1,partner_card_5200402,partner_picture_5200402,30|0,30|0,1,30|0,0.8,52004|652014|752009,,,,,0#0,0.9,1,,1,
7003,-1,partner_card_5100702,partner_picture_5100702,0|0,0|0,1,0|0,0.8,51007|651005|751003,,,,,0#0,0.9,2,,1,
7004,-1,partner_card_5300402,partner_picture_5300402,0|100,0|100,1,0|100,0.8,53004|653015|753008,,,,,0#0,0.9,2,,1,
7005,-1,partner_card_5100402,partner_picture_5100402,0|-100,0|-100,1,0|-100,0.8,51004|651003|751002,,,,,0#0,0.9,2,,1,
7006,-1,partner_card_5200702,partner_picture_5200702,30|50,30|50,1,30|50,0.8,52007|652017|752010,,,,,0#0,0.9,2,,1,
