id,name,group_id,type,is_show,special_type,effect_type,furniture_effect_idle,furniture_effect_interact,interact,point_xy,interact_flip,area,comfort,img,collection_img,collection_img_scale,interact_img,furniture_floor,flip_img,pos_offset,layer,floor,place_floor,can_pile,can_be_pile,grid_type,can_flip,height,pile_limit_start,pile_area,pile_offset,img_set_type
1110009,-1,11,8,1,1,texiao01,,,,,,2|2,5,img_1110009,img_1110009,1,,,,0|-4,2,3,10,,,0,1,6,,,,
1110010,-1,11,8,1,1,texiao01,,,,,,3|4,5,img_1110010,img_1110010,1,,,,30|0,2,3,10,,,0,1,6,,,,
1110011,-1,11,8,1,1,texiao01,,,,,,6|6,5,img_1110011,img_1110011,1,,,,,2,3,10,,,0,1,7,,,,
1110012,-1,11,8,1,1,texiao01,,,,,,2|3,5,img_1110012,img_1110012,1,,,,25|-3,2,3,10,,,0,1,4,,,,
1110013,-1,11,4,1,1,texiao01,,,,,,10|2,7,img_1110013,img_1110013,1,,,,-180|-6,2,3,10,,1,0,1,3,0|0,9|2,50|-75,
1110014,-1,11,4,1,1,texiao01,,,,,,6|3,5,img_1110014,img_1110014,1,,,,-70|0,2,3,10,,,0,1,3,,,,
1110015,-1,11,5,1,1,texiao01,,,1,30|-60,0,2|2,5,img_1110015,img_1110015,1,,,,,2,3,10,,,0,1,5,,,,
1110016,-1,11,8,1,1,texiao02,,,,,,1|1,2,img_1110016,img_1110016,1,,,,,2,4,10,1,,0,1,2,,,,
1110017,-1,11,8,1,1,texiao02,,,,,,1|1,2,img_1110017,img_1110017,1,,,,,2,4,10,1,,0,1,2,,,,
1110018,-1,11,8,1,1,texiao02,,,,,,2|1,3,img_1110018,img_1110018,1,,,,-20|0,2,4,10,1,,0,1,1,,,,
1110019,-1,11,8,1,1,texiao01,,,,30|-5,,2|2,5,img_1110019,img_1110019,1,,,,30|0,2,3,10,,,0,1,5,,,,
1120001,-1,12,1,1,2,,,,,,,24|24,10,img_1120001,img_1120001,1,,,,,2,1,1,,,0,,,0|0,24|24,,
1120002,-1,12,2,1,2,,,,,,,48|1,10,img_1120002,img_1120002,1,,,,,2,1,3|6,,,1|2,,,0|0,48|1,,2
1120003,-1,12,9,1,1,,,,,,,6|1,5,img_1120003,img_1120003,1,,,,,2,2,5|8,,,1|2,,,,,,
1120004,-1,12,9,1,1,,,,,,,6|1,5,img_1120004,img_1120004,1,,,,,2,2,5|8,,,1|2,,,,,,
1120005,-1,12,8,1,1,texiao01,16,,,,,7|7,10,img_1120005,img_1120005,1,,,,,2,3,10,,,0,1,6,,,,
1120006,-1,12,8,1,1,texiao01,,,,,,2|3,4,img_1120006,img_1120006,1,,,,20|10,2,3,10,,,0,1,3,,,,
1120007,-1,12,8,1,1,texiao01,,,,,,2|1,3,img_1120007,img_1120007,1,,,,-32|10,2,3,10,,,0,1,2,,,,
1120008,-1,12,8,1,1,texiao01,,,,,,2|1,3,img_1120008,img_1120008,1,,,,-32|10,2,3,10,,,0,1,2,,,,
1120009,-1,12,3,1,3,texiao02,,,,,,2|2,1,img_1120009,img_1120009,1,,,,,1,2,9,,,0,1,,,,,
1120010,-1,12,3,1,3,texiao02,,,,,,2|2,1,img_1120010,img_1120010,1,,,,,1,2,9,,,0,,,,,,
1120011,-1,12,3,1,3,texiao02,,,,,,2|2,1,img_1120011,img_1120011,1,,,,,1,2,9,,,0,,,,,,
1120012,-1,12,3,1,3,texiao02,,,,,,2|2,1,img_1120012,img_1120012,1,,,,,1,2,9,,,0,1,,,,,
1120013,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120013,img_1120013,1,,,,0|-2,2,4,10,,,0,1,4,,,,
1120014,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120014,img_1120014,1,,,,0|-2,2,4,10,,,0,1,4,,,,
1120015,-1,12,4,1,1,texiao01,,,,,,4|4,5,img_1120015,img_1120015,1,,,,,2,3,10,,1,0,1,1,0|0,2|2,0|0,
1120016,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120016,img_1120016,1,,,,0|-2,2,4,10,1,,0,1,1,,,,
1120017,-1,12,8,1,1,texiao02,,,,,,2|2,3,img_1120017,img_1120017,1,,,,,2,4,10,1,,0,1,,,,,
1120018,-1,12,5,1,1,texiao01,,,1,45|-15,0,2|3,4,img_1120018,img_1120018,1,,,,25|3,2,3,10,,,0,1,3,,,,
1120019,-1,12,8,1,1,texiao02,,,,,,2|2,3,img_1120019,img_1120019,1,,,,,2,4,10,1,,0,1,3,,,,
1120020,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120020,img_1120020,1,,,,,2,4,10,1,,0,1,1,,,,
1120021,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120021,img_1120021,1,,,,,2,4,10,1,,0,1,,,,,
1120022,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120022,img_1120022,1,,,,,2,4,10,1,,0,1,,,,,
1120023,-1,12,6,1,1,texiao01,,,2,30|-150,0,5|7,6,img_1120023_1|img_1120023_2,img_1120023_1|img_1120023_2,1,img_1120023_1|img_1120023_3,0|1,,45|-10,2,3,10,,,0,1,4,,,,
1120024,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120024,img_1120024,1,,,,,2,4,10,1,,0,1,1,,,,
1120025,-1,12,8,1,1,texiao02,,,,,,1|1,2,img_1120025,img_1120025,1,,,,,2,4,10,1,,0,1,2,,,,
1120026,-1,12,10,1,1,,,,,,,,10,house_Christmasnight_bg01|house_Christmasnight_bg02|house_Christmasnight_bg03|house_Christmasnight_bg04,house_Christmasnight_bg01,0.6,,,,,2,,,,,,,,,,,
1129999,-1,10,8,,1,texiao02,19,,,,,2|2,3,img_1129999,img_1129999,1,,,,-18|8,2,4,10,1,,0,1,1,,,,
1900002,-1,10,8,,1,texiao01,21,,,,,5|3,6,img_1900002,img_1900002,1,,,,-54|8,2,3,10,,,0,1,5,,,,
1130001,-1,13,1,1,2,,,,,,,24|24,10,img_1130001,img_1130001,1,,,,,2,1,1,,,0,,,0|0,24|24,,
1130002,-1,13,2,1,2,,,,,,,48|1,10,img_1130002,img_1130002,1,,,,,2,1,3|6,,,1|2,,,,,,2
1130003,-1,13,8,1,1,texiao01,22,,,,,5|5,8,img_1130003,img_1130003,1,,,,5|20,2,3,10,1,,0,1,4,,,,
1130004,-1,13,8,1,1,texiao02,,,,,,1|1,3,img_1130004,img_1130004,1,,,,,2,3,10,,,0,1,9,,,,
1130005,-1,13,9,1,1,,,,,,,2|1,3,img_1130005,img_1130005,1,,,,,2,2,5|8,,,1|2,,,,,,
1130006,-1,13,4,1,1,texiao01,,,,,,6|4,8,img_1130006,img_1130006,1,,,,-52|0,2,3,10,,1,0,1,2,0|0,5|3,0|-20,
1130007,-1,13,4,1,1,texiao01,,,,,,6|4,8,img_1130007,img_1130007,1,,,,-52|0,2,3,10,,1,0,1,2,0|0,5|1,-100|20,
1130008,-1,13,5,1,1,texiao02,,,1,25|-40,0,2|2,5,img_1130008,img_1130008,1,,,,-3|3,2,3,10,,,0,1,4,,,,
1130009,-1,13,8,1,1,texiao02,,,,,,2|2,5,img_1130009,img_1130009,1,,,,10|3,2,3,10,,,0,1,4,,,,
1130010,-1,13,5,1,1,texiao01,,,1,85|-70,0,2|5,6,img_1130010,img_1130010,1,,,,70|0,2,3,10,,,0,1,3,,,,
1130011,-1,13,8,1,1,texiao01,,,,,,2|5,6,img_1130011,img_1130011,1,,,,83|2,2,3,10,,,0,1,3,,,,
1130012,-1,13,8,1,1,texiao01,,,,,,1|6,8,img_1130012,img_1130012,1,,,,125|5,2,3,10,,,0,1,7,,,,
1130013,-1,13,8,1,1,texiao01,,,,,,1|6,8,img_1130013,img_1130013,1,,,,125|5,2,3,10,,,0,1,7,,,,
1130014,-1,13,8,1,1,texiao02,,,,,,1|1,2,img_1130014,img_1130014,1,,,,2|6.5,2,3,10,,,0,1,4,,,,
1130015,-1,13,8,1,1,texiao02,,,,,,1|1,2,img_1130015,img_1130015,1,,,,2|6.5,2,3,10,,,0,1,4,,,,
1130016,-1,13,3,1,3,texiao01,,,,,,5|5,6,img_1130016,img_1130016,1,,,,0|-46,1,2,9,,,0,1,1,,,,
1130017,-1,13,8,1,1,texiao02,,,,,,1|3,3,img_1130017,img_1130017,1,,,,48|20,2,3,10,,,0,1,3,,,,
1130018,-1,13,8,1,1,texiao01,,,,,,4|3,6,img_1130018,img_1130018,1,,,,30|3,2,3,10,,,0,1,3,,,,
1130019,-1,13,3,1,3,texiao02,,,,,,2|3,2,img_1130019,img_1130019,1,,,,29|3,1,2,9,,,0,1,,,,,
1130020,-1,13,8,1,1,texiao02,,,,,,3|1,2,img_1130020,img_1130020,1,,,,-50|10,2,3,10,,,0,1,2,,,,
1130021,-1,13,8,1,1,texiao02,,,,,,2|2,2,img_1130021,img_1130021,1,,,,0|14,2,4,10,1,,0,1,3,,,,
1130022,-1,13,8,1,1,texiao02,,,,,,1|1,1,img_1130022,img_1130022,1,,,,0|5,2,4,10,1,,0,1,,,,,
1130023,-1,13,8,1,1,texiao02,,,,,,1|1,1,img_1130023,img_1130023,1,,,,0|10,2,4,10,1,,0,1,2,,,,
1900003,-1,10,8,,1,texiao01,25,25,1,-95|-261#-105|-261,0#1,5|5,6,img_1900003,img_1900003,1,,,,0|0,2,3,10,,,0,1,5,,,,
1900004,-1,10,8,,1,texiao01,26,,,,,7|8,8,img_1900004,img_1900004,1,,,,50|0,2,3,10,,,0,1,3,,,,
1900005,-1,10,6,,1,texiao01,,27,2,-49|-135,0,5|5,8,img_1900005,img_1900005,1,,,,24|17,2,3,10,,,0,1,5,,,,
1900006,-1,10,8,,1,texiao02,30,,,,,2|2,6,img_1900006,img_1900006,1,,,,8|17,2,4,10,1,,0,1,3,,,,
1900007,-1,10,8,,1,texiao01,35,,,,,5|5,8,img_1900007,img_1900007,1,,,,0|0,2,3,10,,,0,1,9,,,,
1900008,-1,10,8,,1,texiao01,36,,,,,2|2,8,img_1900008,img_1900008,1,,,,0|15,2,3,10,,,0,1,6,,,,
1140001,-1,14,2,1,2,,,,,,,48|1,10,img_1140001,img_1140001_1,1,,,,,2,1,3|6,,,1|2,,,,,,3
1140002,-1,14,1,1,2,,,,,,,24|24,10,img_1140002,img_1140002,1,,,,,2,1,1,,,0,,,0|0,24|24,,
1140003,-1,14,10,1,1,,,,,,,,10,house_garden_bg01|house_garden_bg02|house_garden_bg03|house_garden_bg04,house_garden_bg01,0.6,,,,,2,,,,,,,,,,,
1140004,-1,14,8,1,1,texiao01,31,,,,,6|6,8,img_1140004,img_1140004,1,,,,,2,3,10,,,0,1,5,,,,
1140005,-1,14,8,1,1,texiao01,,,,,,2|2,2,img_1140005,img_1140005,1,,,,0|10,2,3,10,,,0,1,2,,,,
1140006,-1,14,8,1,1,texiao02,,,,,,1|1,1,img_1140006,img_1140006,1,,,,,2,3,10,,,0,1,1,,,,
1140007,-1,14,8,1,1,texiao02,,,,,,1|1,1,img_1140007,img_1140007,1,,,,,2,3,10,,,0,1,1,,,,
1140008,-1,14,8,1,1,texiao02,,,,,,1|1,1,img_1140008,img_1140008,1,,,,,2,3,10,,,0,1,1,,,,
1140009,-1,14,8,1,1,texiao02,,,,,,1|1,1,img_1140009,img_1140009,1,,,,,2,3,10,,,0,1,1,,,,
1140010,-1,14,8,1,1,texiao02,,,,,,1|1,1,img_1140010,img_1140010,1,,,,0|-5,2,3,10,,,0,1,1,,,,
1140011,-1,14,8,1,1,texiao02,,,,,,1|1,1,img_1140011,img_1140011,1,,,,,2,3,10,,,0,1,1,,,,
1140012,-1,14,8,1,1,texiao01,,,,,,1|2,2,img_1140012,img_1140012,1,,,,31|-1,2,3,10,,,0,1,1,,,,
1140013,-1,14,3,1,3,texiao01,,,,,,2|2,2,img_1140013,img_1140013,1,,,,,1,3,9,,,0,1,,,,,
1140014,-1,14,8,1,1,texiao02,,,,,,1|1,1,img_1140014,img_1140014,1,,,,12|-1,2,3,10,,,0,1,6,,,,
1140015,-1,14,8,1,1,texiao01,,,,,,1|3,3,img_1140015,img_1140015,1,,,,43|-3,2,3,10,,,0,1,3,,,,
1140016,-1,14,8,1,1,texiao01,,,,,,1|3,3,img_1140016,img_1140016,1,,,,43|-3,2,3,10,,,0,1,3,,,,
1140017,-1,14,8,1,1,texiao01,,,,,,1|3,3,img_1140017,img_1140017,1,,,,43|-3,2,3,10,,,0,1,3,,,,
1140018,-1,14,8,1,1,texiao01,,,,,,2|1,6,img_1140018,img_1140018,1,,,,-11|2,2,3,10,,,0,1,4,,,,
1140019,-1,14,8,1,1,texiao02,32,,,,,2|1,5,img_1140019,img_1140019,1,,,,-22|-1,2,3,10,1,,0,1,1,,,,
1140020,-1,14,5,1,1,texiao01,,,1,40|-10,0,2|3,5,img_1140020,img_1140020,1,,,,24|10,2,3,10,,,0,1,1,,,,
1140021,-1,14,8,1,1,texiao01,,,,,,3|2,5,img_1140021,img_1140021,1,,,,-21|12,2,3,10,,,0,1,1,,,,
1140022,-1,14,8,1,1,texiao01,,,,,,5|2,6,img_1140022,img_1140022,1,,,,-42|3,2,3,10,,,0,1,5,,,,
1140023,-1,14,8,1,1,texiao02,,,,,,1|1,2,img_1140023,img_1140023,1,,,,,2,3,10,,,0,1,2,,,,
1140024,-1,14,5,1,1,texiao01,,,1,5|-10,0,2|2,5,img_1140024,img_1140024,1,,,,,2,3,10,,,0,1,2,,,,
1140025,-1,14,8,1,1,texiao01,,,,,,2|2,5,img_1140025,img_1140025,1,,,,,2,3,10,,,0,1,2,,,,
1140026,-1,14,4,1,1,texiao01,,,,,,2|2,3,img_1140026,img_1140026,1,,,,,2,3,10,,1,0,1,2,0|0,1|1,0|-63,
1140027,-1,14,8,1,1,texiao01,,,,,,4|2,5,img_1140027,img_1140027,1,,,,-20|0,2,3,10,,,0,1,2,,,,
1140028,-1,14,8,1,1,texiao01,,,,,,4|4,6,img_1140028,img_1140028,1,,,,0|-9,2,3,10,,,0,1,,,,,
1140029,-1,14,8,1,1,texiao01,,,,,,1|4,2,img_1140029,img_1140029,1,,,,76|-3,2,3,10,,,0,1,1,,,,
1140030,-1,14,8,1,1,texiao01,,,,,,1|4,2,img_1140030,img_1140030,1,,,,76|-3,2,3,10,,,0,1,1,,,,
1140031,-1,14,8,1,1,texiao01,,,,,,1|4,2,img_1140031,img_1140031,1,,,,76|-3,2,3,10,,,0,1,1,,,,
1140032,-1,14,8,1,1,texiao01,,,,,,1|4,2,img_1140032,img_1140032,1,,,,76|-3,2,3,10,,,0,1,1,,,,
1140033,-1,14,8,1,1,texiao01,,,,,,1|4,3,img_1140033,img_1140033,1,,,,76|-3,2,3,10,,,0,1,1,,,,
