id,name,水鏡深戀淨靈皮膚,type,pos,qlt,star,item_lv,price,base1,base2,base3,skill_id,ex_skill,group,job,act,form,suit_name,suit1,suit2,suit3,suit_skills,icon,formula,need_formula,treasure_upgrade,treasure_all_upgrade,treasure_refresh,treasure_lock_up,treasure_max,treasure_weight,artifact_exp,artifact_upg,artifact_next,initial_artifact,power,partner_model,avatar,fx_index,get_ways
3468,-1,-1,8,3,7,2,24,500000,atk#2469,atkP#0.07,,,,,4,atkP#0.08|critTime#140,1468|2468|3468|4468,-1,,,,301002|301102|301202,equip_15_3,,,,,,,,,,,,,,,,,
4468,-1,-1,9,4,7,2,24,500000,hp#32367,hpP#0.07,,,,,4,hpP#0.08|spd#30,1468|2468|3468|4468,-1,,,,301002|301102|301202,equip_15_4,,,,,,,,,,,,,,,,,
1568,-1,-1,6,1,7,2,24,500000,atk#3704,atkP#0.07,,,,,5,atkP#0.08|atkP#0.07,1568|2568|3568|4568,-1,,,,301302|301402|301502,equip_15_1,,,,,,,,,,,,,,,,,
2568,-1,-1,7,2,7,2,24,500000,hp#52449,hpP#0.07,,,,,5,hpP#0.08|decDmg#70,1568|2568|3568|4568,-1,,,,301302|301402|301502,equip_15_2,,,,,,,,,,,,,,,,,
3568,-1,-1,8,3,7,2,24,500000,atk#2469,atkP#0.07,,,,,5,atkP#0.08|hpP#0.07,1568|2568|3568|4568,-1,,,,301302|301402|301502,equip_15_3,,,,,,,,,,,,,,,,,
4568,-1,-1,9,4,7,2,24,500000,hp#32367,hpP#0.07,,,,,5,hpP#0.08|spd#30,1568|2568|3568|4568,-1,,,,301302|301402|301502,equip_15_4,,,,,,,,,,,,,,,,,
1169,-1,-1,6,1,7,3,25,500000,atk#3704,atkP#0.07,,,,,1,atkP#0.09|miss#320,1169|2169|3169|4169,-1,,,,300103|300203|300303,equip_15_1,,,,,,,,,,,,,,,,,
2169,-1,-1,7,2,7,3,25,500000,hp#52449,hpP#0.07,,,,,1,hpP#0.09|decDmg#80,1169|2169|3169|4169,-1,,,,300103|300203|300303,equip_15_2,,,,,,,,,,,,,,,,,
3169,-1,-1,8,3,7,3,25,500000,atk#2469,atkP#0.07,,,,,1,atkP#0.09|free#80,1169|2169|3169|4169,-1,,,,300103|300203|300303,equip_15_3,,,,,,,,,,,,,,,,,
4169,-1,-1,9,4,7,3,25,500000,hp#32367,hpP#0.07,,,,,1,hpP#0.09|spd#35,1169|2169|3169|4169,-1,,,,300103|300203|300303,equip_15_4,,,,,,,,,,,,,,,,,
1269,-1,-1,6,1,7,3,25,500000,atk#3704,atkP#0.07,,,,,2,atkP#0.09|crit#160,1269|2269|3269|4269,-1,,,,300403|300503|300603,equip_15_1,,,,,,,,,,,,,,,,,
2269,-1,-1,7,2,7,3,25,500000,hp#52449,hpP#0.07,,,,,2,hpP#0.09|hit#320,1269|2269|3269|4269,-1,,,,300403|300503|300603,equip_15_2,,,,,,,,,,,,,,,,,
3269,-1,-1,8,3,7,3,25,500000,atk#2469,atkP#0.07,,,,,2,atkP#0.09|sklP#160,1269|2269|3269|4269,-1,,,,300403|300503|300603,equip_15_3,,,,,,,,,,,,,,,,,
4269,-1,-1,9,4,7,3,25,500000,hp#32367,hpP#0.07,,,,,2,hpP#0.09|spd#35,1269|2269|3269|4269,-1,,,,300403|300503|300603,equip_15_4,,,,,,,,,,,,,,,,,
1369,-1,-1,6,1,7,3,25,500000,atk#3704,atkP#0.07,,,,,3,atkP#0.09|crit#160,1369|2369|3369|4369,-1,,,,300703|300803|300903,equip_15_1,,,,,,,,,,,,,,,,,
2369,-1,-1,7,2,7,3,25,500000,hp#52449,hpP#0.07,,,,,3,hpP#0.09|miss#160,1369|2369|3369|4369,-1,,,,300703|300803|300903,equip_15_2,,,,,,,,,,,,,,,,,
3369,-1,-1,8,3,7,3,25,500000,atk#2469,atkP#0.07,,,,,3,atkP#0.09|decDmg#80,1369|2369|3369|4369,-1,,,,300703|300803|300903,equip_15_3,,,,,,,,,,,,,,,,,
4369,-1,-1,9,4,7,3,25,500000,hp#32367,hpP#0.07,,,,,3,hpP#0.09|spd#35,1369|2369|3369|4369,-1,,,,300703|300803|300903,equip_15_4,,,,,,,,,,,,,,,,,
1469,-1,-1,6,1,7,3,25,500000,atk#3704,atkP#0.07,,,,,4,atkP#0.09|crit#160,1469|2469|3469|4469,-1,,,,301003|301103|301203,equip_15_1,,,,,,,,,,,,,,,,,
2469,-1,-1,7,2,7,3,25,500000,hp#52449,hpP#0.07,,,,,4,hpP#0.09|brk#160,1469|2469|3469|4469,-1,,,,301003|301103|301203,equip_15_2,,,,,,,,,,,,,,,,,
3469,-1,-1,8,3,7,3,25,500000,atk#2469,atkP#0.07,,,,,4,atkP#0.09|critTime#160,1469|2469|3469|4469,-1,,,,301003|301103|301203,equip_15_3,,,,,,,,,,,,,,,,,
4469,-1,-1,9,4,7,3,25,500000,hp#32367,hpP#0.07,,,,,4,hpP#0.09|spd#35,1469|2469|3469|4469,-1,,,,301003|301103|301203,equip_15_4,,,,,,,,,,,,,,,,,
1569,-1,-1,6,1,7,3,25,500000,atk#3704,atkP#0.07,,,,,5,atkP#0.09|atkP#0.08,1569|2569|3569|4569,-1,,,,301303|301403|301503,equip_15_1,,,,,,,,,,,,,,,,,
2569,-1,-1,7,2,7,3,25,500000,hp#52449,hpP#0.07,,,,,5,hpP#0.09|decDmg#80,1569|2569|3569|4569,-1,,,,301303|301403|301503,equip_15_2,,,,,,,,,,,,,,,,,
3569,-1,-1,8,3,7,3,25,500000,atk#2469,atkP#0.07,,,,,5,atkP#0.09|hpP#0.08,1569|2569|3569|4569,-1,,,,301303|301403|301503,equip_15_3,,,,,,,,,,,,,,,,,
4569,-1,-1,9,4,7,3,25,500000,hp#32367,hpP#0.07,,,,,5,hpP#0.09|spd#35,1569|2569|3569|4569,-1,,,,301303|301403|301503,equip_15_4,,,,,,,,,,,,,,,,,
1999,-1,-1,6,1,6,6,99,,atk#3704000,crit#2000,,,,,,,1999|2999|3999|4999,-1,atkP#2,atkP#2,hpP#2.5,,equip_1_1,,,,,,,,,,,,,,,,,
2999,-1,-1,7,2,6,6,99,,hp#524490000,,,,,,,,1999|2999|3999|4999,-1,atkP#2,atkP#2,hpP#2.5,,equip_1_2,,,,,,,,,,,,,,,,,
3999,-1,-1,8,3,6,6,99,,sklP#400,unCrit#2000,,,,,,,1999|2999|3999|4999,-1,atkP#2,atkP#2,hpP#2.5,,equip_1_3,,,,,,,,,,,,,,,,,
4999,-1,-1,9,4,6,6,99,,hp#323670000,miss#2000,,,,,,,1999|2999|3999|4999,-1,atkP#2,atkP#2,hpP#2.5,,equip_1_4,,,,,,,,,,,,,,,,,
5101,-1,-1,10,5,1,1,1,200,atk#55,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5109|2#5,5749,10,,,,,20,,,,
5102,-1,-1,10,5,1,1,1,200,hp#450,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5110|2#5,5750,10,,,,,20,,,,
5103,-1,-1,10,5,1,1,1,200,atk#55,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5111|2#5,5749,10,,,,,20,,,,
5104,-1,-1,10,5,1,1,1,200,hp#450,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5112|2#5,5750,10,,,,,20,,,,
5105,-1,-1,10,5,1,1,1,200,atk#55,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5113|2#5,5749,10,,,,,20,,,,
5106,-1,-1,10,5,1,1,1,200,hp#450,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5114|2#5,5750,10,,,,,20,,,,
5107,-1,-1,10,5,1,1,1,200,atk#55,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5115|2#5,5749,10,,,,,20,,,,
5108,-1,-1,10,5,1,1,1,200,hp#450,,,,,,,,,,,,,,1,,,14#36|1#10000,14#0|1#200,14#2|1#500,5116|2#5,5750,10,,,,,20,,,,
5109,-1,-1,10,5,1,2,2,400,atk#72,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5201|2#20,5749,10,,,,,40,,,,
5110,-1,-1,10,5,1,2,2,400,hp#582,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5202|2#20,5750,10,,,,,40,,,,
5111,-1,-1,10,5,1,2,2,400,atk#72,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5201|2#20,5749,10,,,,,40,,,,
5112,-1,-1,10,5,1,2,2,400,hp#582,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5202|2#20,5750,10,,,,,40,,,,
5113,-1,-1,10,5,1,2,2,400,atk#72,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5201|2#20,5749,10,,,,,40,,,,
5114,-1,-1,10,5,1,2,2,400,hp#582,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5206|2#20,5750,10,,,,,40,,,,
5115,-1,-1,10,5,1,2,2,400,atk#72,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5207|2#20,5749,10,,,,,40,,,,
5116,-1,-1,10,5,1,2,2,400,hp#582,,,,,,,,,,,,,,1,,,14#108|1#20000,14#36|1#10000,14#4|1#1000,5208|2#20,5750,10,,,,,40,,,,
5201,-1,-1,10,5,2,1,3,800,atk#110,,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5209|2#40,5749,10,,,,,60,,,,
5202,-1,-1,10,5,2,1,3,800,hp#880,,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5210|2#40,5750,10,,,,,60,,,,
5203,-1,-1,10,5,2,1,3,800,hit#40,atk#50,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5211|2#40,5755,10,,,,,60,,,,
5204,-1,-1,10,5,2,1,3,800,atk#110,,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5212|2#40,5749,10,,,,,60,,,,
5205,-1,-1,10,5,2,1,3,800,crit#40,hp#450,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5213|2#40,5751,10,,,,,60,,,,
5206,-1,-1,10,5,2,1,3,800,hp#880,,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5214|2#40,5750,10,,,,,60,,,,
5207,-1,-1,10,5,2,1,3,800,atk#110,,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5215|2#40,5749,10,,,,,60,,,,
5208,-1,-1,10,5,2,1,3,800,hp#880,,,,,,,,,,,,,,2,,,14#180|1#40000,14#144|1#30000,14#10|1#2000,5216|2#40,5750,10,,,,,60,,,,
5209,-1,-1,10,5,2,2,4,1600,atk#150,,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5301|2#120,5749,10,,,,,80,,,,
5210,-1,-1,10,5,2,2,4,1600,hp#1120,,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5302|2#120,5750,10,,,,,80,,,,
5211,-1,-1,10,5,2,2,4,1600,hit#60,atk#70,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5303|2#120,5755,10,,,,,80,,,,
5212,-1,-1,10,5,2,2,4,1600,atk#150,,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5301|2#120,5749,10,,,,,80,,,,
5213,-1,-1,10,5,2,2,4,1600,crit#60,hp#600,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5305|2#120,5751,10,,,,,80,,,,
5214,-1,-1,10,5,2,2,4,1600,hp#1120,,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5302|2#120,5750,10,,,,,80,,,,
5215,-1,-1,10,5,2,2,4,1600,atk#150,,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5301|2#120,5749,10,,,,,80,,,,
5216,-1,-1,10,5,2,2,4,1600,hp#1120,,,,,,,,,,,,,,2,,,14#360|1#80000,14#324|1#70000,14#18|1#4000,5302|2#120,5750,10,,,,,80,,,,
5301,-1,-1,10,5,3,1,5,3200,atk#210,atkP#0.04,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5309|2#200,5749,10,,,,,120,,,,
5302,-1,-1,10,5,3,1,5,3200,hp#1480,hpP#0.07,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5310|2#200,5750,10,,,,,120,,,,
5303,-1,-1,10,5,3,1,5,3200,hit#100,atk#125,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5311|2#200,5755,10,,,,,120,,,,
5304,-1,-1,10,5,3,1,5,3200,atk#210,atkP#0.04,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5312|2#200,5749,10,,,,,120,,,,
5305,-1,-1,10,5,3,1,5,3200,crit#100,hp#920,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5313|2#200,5751,10,,,,,120,,,,
5306,-1,-1,10,5,3,1,5,3200,brk#80,atk#125,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5314|2#200,5757,10,,,,,120,,,,
5307,-1,-1,10,5,3,1,5,3200,miss#140,hp#920,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5315|2#200,5752,10,,,,,120,,,,
5308,-1,-1,10,5,3,1,5,3200,hp#1480,hpP#0.07,,,,,,,,,,,,,3,,,14#540|1#160000,14#684|1#150000,14#36|1#8000,5316|2#200,5750,10,,,,,120,,,,
5309,-1,-1,10,5,3,2,6,6400,atk#270,atkP#0.05,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5317|2#250,5749,10,,,,,160,,,,
5310,-1,-1,10,5,3,2,6,6400,hp#1960,hpP#0.08,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5318|2#250,5750,10,,,,,160,,,,
5311,-1,-1,10,5,3,2,6,6400,hit#120,atk#155,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5319|2#250,5755,10,,,,,160,,,,
5312,-1,-1,10,5,3,2,6,6400,atk#270,atkP#0.05,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5320|2#250,5749,10,,,,,160,,,,
5313,-1,-1,10,5,3,2,6,6400,crit#120,hp#1200,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5321|2#250,5751,10,,,,,160,,,,
5314,-1,-1,10,5,3,2,6,6400,brk#110,atk#155,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5322|2#250,5757,10,,,,,160,,,,
5315,-1,-1,10,5,3,2,6,6400,miss#160,hp#1200,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5323|2#250,5752,10,,,,,160,,,,
5316,-1,-1,10,5,3,2,6,6400,hp#1960,hpP#0.08,,,,,,,,,,,,,3,,,14#720|1#320000,14#1224|1#310000,14#54|1#16000,5324|2#250,5750,10,,,,,160,,,,
5317,-1,-1,10,5,3,3,7,10000,atk#330,atkP#0.06,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5401|2#400,5749,10,,,,,200,,,,
5318,-1,-1,10,5,3,3,7,10000,hp#2440,hpP#0.09,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5402|2#400,5750,10,,,,,200,,,,
5319,-1,-1,10,5,3,3,7,10000,hit#140,atk#185,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5403|2#400,5755,10,,,,,200,,,,
5320,-1,-1,10,5,3,3,7,10000,atk#330,atkP#0.06,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5401|2#400,5749,10,,,,,200,,,,
5321,-1,-1,10,5,3,3,7,10000,crit#140,hp#1480,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5405|2#400,5751,10,,,,,200,,,,
5322,-1,-1,10,5,3,3,7,10000,brk#140,atk#185,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5406|2#400,5757,10,,,,,200,,,,
5323,-1,-1,10,5,3,3,7,10000,miss#180,hp#1480,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5407|2#400,5752,10,,,,,200,,,,
5324,-1,-1,10,5,3,3,7,10000,hp#2440,hpP#0.09,,,,,,,,,,,,,3,,,14#1440|1#500000,14#1944|1#630000,14#72|1#32000,5402|2#400,5750,10,,,,,200,,,,
5401,-1,-1,10,5,4,1,8,24000,atk#450,atkP#0.08,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5409|2#500,5749,10,,,,,250,,,,
5402,-1,-1,10,5,4,1,8,24000,hp#3260,hpP#0.11,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5410|2#500,5750,10,,,,,250,,,,
5403,-1,-1,10,5,4,1,8,24000,hit#180,atk#225,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5411|2#500,5755,10,,,,,250,,,,
5404,-1,-1,10,5,4,1,8,24000,critTime#200,crit#60,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5412|2#500,5756,10,,,,,250,,,,
5405,-1,-1,10,5,4,1,8,24000,crit#180,hp#1680,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5413|2#500,5751,10,,,,,250,,,,
5406,-1,-1,10,5,4,1,8,24000,brk#180,atk#225,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5414|2#500,5757,10,,,,,250,,,,
5407,-1,-1,10,5,4,1,8,24000,miss#200,hp#1680,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5415|2#500,5752,10,,,,,250,,,,
5408,-1,-1,10,5,4,1,8,24000,sklP#100,hit#60,,,,,,,,,,,,,4,,,14#1800|1#1200000,14#3384|1#1130000,14#86|1#50000,5416|2#500,5753,10,,,,,250,,,,
5409,-1,-1,10,5,4,2,9,36000,atk#500,atkP#0.095,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5417|2#600,5749,10,,,,,300,,,,
5410,-1,-1,10,5,4,2,9,36000,hp#3680,hpP#0.13,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5418|2#600,5750,10,,,,,300,,,,
5411,-1,-1,10,5,4,2,9,36000,hit#200,atk#265,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5419|2#600,5755,10,,,,,300,,,,
5412,-1,-1,10,5,4,2,9,36000,critTime#280,crit#80,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5420|2#600,5756,10,,,,,300,,,,
5413,-1,-1,10,5,4,2,9,36000,crit#200,hp#1980,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5421|2#600,5751,10,,,,,300,,,,
5414,-1,-1,10,5,4,2,9,36000,brk#210,atk#265,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5422|2#600,5757,10,,,,,300,,,,
5415,-1,-1,10,5,4,2,9,36000,miss#220,hp#1980,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5423|2#600,5752,10,,,,,300,,,,
5416,-1,-1,10,5,4,2,9,36000,sklP#115,hit#80,,,,,,,,,,,,,4,,,14#2160|1#1800000,14#5184|1#2330000,14#108|1#120000,5424|2#600,5753,10,,,,,300,,,,
5417,-1,-1,10,5,4,3,10,50000,atk#560,atkP#0.11,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5501|2#1200,5749,10,,,,,350,,,,
5418,-1,-1,10,5,4,3,10,50000,hp#4120,hpP#0.15,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5502|2#1200,5750,10,,,,,350,,,,
5419,-1,-1,10,5,4,3,10,50000,hit#220,atk#305,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5503|2#1200,5755,10,,,,,350,,,,
5420,-1,-1,10,5,4,3,10,50000,critTime#360,crit#100,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5504|2#1200,5756,10,,,,,350,,,,
5421,-1,-1,10,5,4,3,10,50000,crit#220,hp#2280,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5505|2#1200,5751,10,,,,,350,,,,
5422,-1,-1,10,5,4,3,10,50000,brk#240,atk#305,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5506|2#1200,5757,10,,,,,350,,,,
5423,-1,-1,10,5,4,3,10,50000,miss#240,hp#2280,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5507|2#1200,5752,10,,,,,350,,,,
5424,-1,-1,10,5,4,3,10,50000,sklP#130,hit#100,,,,,,,,,,,,,4,,,14#4320|1#2500000,14#7344|1#4130000,14#129|1#180000,5508|2#1200,5753,10,,,,,350,,,,
5501,-1,-1,10,5,5,1,11,120000,atk#640,atkP#0.135,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5513|2#1500,5749,10,,,,,550,,,,
5502,-1,-1,10,5,5,1,11,120000,hp#4820,hpP#0.18,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5514|2#1500,5750,10,,,,,550,,,,
5503,-1,-1,10,5,5,1,11,120000,hit#260,atk#360,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5515|2#1500,5755,10,,,,,550,,,,
5504,-1,-1,10,5,5,1,11,120000,critTime#480,crit#140,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5516|2#1500,5756,10,,,,,550,,,,
5505,-1,-1,10,5,5,1,11,120000,crit#260,hp#2980,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5517|2#1500,5751,10,,,,,550,,,,
5506,-1,-1,10,5,5,1,11,120000,brk#280,atk#360,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5518|2#1500,5757,10,,,,,550,,,,
5507,-1,-1,10,5,5,1,11,120000,miss#280,hp#2980,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5519|2#1500,5752,10,,,,,550,,,,
5508,-1,-1,10,5,5,1,11,120000,sklP#155,hit#140,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5520|2#1500,5753,10,,,,,550,,,,
5509,-1,-1,10,5,5,1,11,120000,trueAtk#110,atk#360,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5521|2#1500,5758,10,,,,,550,,,,
5510,-1,-1,10,5,5,1,11,120000,spd#10,hpP#0.08,,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5522|2#1500,5754,10,,,,,550,,,,
5511,-1,-1,10,5,5,1,11,120000,atk#640,atkP#0.1,hit#40,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5523|2#1500,5749,10,,,,,550,,,,
5512,-1,-1,10,5,5,1,11,120000,hp#4820,hpP#0.14,hit#40,,,,,,,,,,,,5,,,14#5040|1#6000000,14#11664|1#6630000,14#259|1#250000,5524|2#1500,5750,10,,,,,550,,,,
5513,-1,-1,10,5,5,2,12,180000,atk#720,atkP#0.15,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5525|2#1800,5749,10,,,,,650,,,,
5514,-1,-1,10,5,5,2,12,180000,hp#5420,hpP#0.2,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5526|2#1800,5750,10,,,,,650,,,,
5515,-1,-1,10,5,5,2,12,180000,hit#280,atk#420,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5527|2#1800,5755,10,,,,,650,,,,
5516,-1,-1,10,5,5,2,12,180000,critTime#520,crit#160,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5528|2#1800,5756,10,,,,,650,,,,
5517,-1,-1,10,5,5,2,12,180000,crit#280,hp#3460,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5529|2#1800,5751,10,,,,,650,,,,
5518,-1,-1,10,5,5,2,12,180000,brk#310,atk#420,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5530|2#1800,5757,10,,,,,650,,,,
5519,-1,-1,10,5,5,2,12,180000,miss#300,hp#3460,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5531|2#1800,5752,10,,,,,650,,,,
5520,-1,-1,10,5,5,2,12,180000,sklP#170,hit#160,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5532|2#1800,5753,10,,,,,650,,,,
5521,-1,-1,10,5,5,2,12,180000,trueAtk#130,atk#420,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5533|2#1800,5758,10,,,,,650,,,,
5522,-1,-1,10,5,5,2,12,180000,spd#20,hpP#0.09,,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5534|2#1800,5754,10,,,,,650,,,,
5523,-1,-1,10,5,5,2,12,180000,atk#720,atkP#0.11,hit#50,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5535|2#1800,5749,10,,,,,650,,,,
5524,-1,-1,10,5,5,2,12,180000,hp#5420,hpP#0.16,hit#50,,,,,,,,,,,,5,,,14#5760|1#9000000,14#16704|1#12630000,14#302|1#600000,5536|2#1800,5750,10,,,,,650,,,,
5525,-1,-1,10,5,5,3,13,240000,atk#800,atkP#0.165,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5537|2#2000,5749,10,,,,,750,,,,
5526,-1,-1,10,5,5,3,13,240000,hp#6120,hpP#0.22,,,,,,,,,,,,,5,,,14#6480|1#12000000,14#22464|1#21630000,14#345|1#900000,5538|2#2000,5750,10,,,,,750,,,,
