id,lv,pet_id,cost,restore
401095,95,401,1#1225628|26#1564,26#74710
401096,96,401,1#1238328|26#1580,26#76274
401097,97,401,1#1251029|26#1597,26#77854
401098,98,401,1#1289520|26#1613,26#79451
401099,99,401,1#1302480|26#1629,26#81064
401100,100,401,1#1315440|26#1645,26#82693
401101,101,401,1#1354968|26#1662,26#84338
401102,102,401,1#1368188|26#1678,26#86000
401103,103,401,1#1381407|26#1694,26#87678
401104,104,401,1#1394626|26#1710,26#89372
401105,105,401,1#1435450|26#1727,26#91082
401106,106,401,1#1448928|26#1743,26#92809
401107,107,401,1#1462407|26#1759,26#94552
401108,108,401,1#1504268|26#1775,26#96311
401109,109,401,1#1518005|26#1792,26#98086
401110,110,401,1#1531743|26#1808,26#99878
401111,111,401,1#1574640|26#1823,26#101686
401112,112,401,1#1588637|26#1839,26#103509
401113,113,401,1#1602634|26#1855,26#105348
401114,114,401,1#1616631|26#1872,26#107203
401115,115,401,1#1660824|26#1888,26#109075
401116,116,401,1#1675080|26#1904,26#110963
401117,117,401,1#1689336|26#1920,26#112867
401118,118,401,1#1734567|26#1937,26#114787
401119,119,401,1#1749082|26#1953,26#116724
401120,120,401,1#1772082|26#2099,26#118677
401121,121,401,1#1795082|26#2245,26#120776
401122,122,401,1#1818082|26#2391,26#123021
401123,123,401,1#1841082|26#2537,26#125412
401124,124,401,1#1864082|26#2683,26#127949
401125,125,401,1#1887082|26#2829,26#130632
401126,126,401,1#1910082|26#2975,26#133461
401127,127,401,1#1933082|26#3121,26#136436
401128,128,401,1#1956082|26#3267,26#139557
401129,129,401,1#1979082|26#3413,26#142824
401130,130,401,1#2002082|26#3559,26#146237
401131,131,401,1#2025082|26#3705,26#149796
401132,132,401,1#2048082|26#3851,26#153501
401133,133,401,1#2071082|26#3997,26#157352
401134,134,401,1#2094082|26#4143,26#161349
401135,135,401,1#2117082|26#4289,26#165492
401136,136,401,1#2140082|26#4435,26#169781
401137,137,401,1#2163082|26#4581,26#174216
401138,138,401,1#2186082|26#4727,26#178797
401139,139,401,1#2209082|26#4873,26#183524
401140,140,401,1#2232082|26#5019,26#188397
401141,141,401,1#2255082|26#5165,26#193416
401142,142,401,1#2278082|26#5311,26#198581
401143,143,401,1#2301082|26#5457,26#203892
401144,144,401,1#2324082|26#5603,26#209349
401145,145,401,1#2347082|26#5749,26#214952
401146,146,401,1#2370082|26#5895,26#220701
401147,147,401,1#2393082|26#6041,26#226596
401148,148,401,1#2416082|26#6187,26#232637
401149,149,401,1#2439082|26#6333,26#238824
401150,150,401,1#2462082|26#6729,26#245157
401151,151,401,1#2485082|26#7125,26#251886
401152,152,401,1#2508082|26#7521,26#259011
401153,153,401,1#2531082|26#7917,26#266532
401154,154,401,1#2554082|26#8313,26#274449
401155,155,401,1#2577082|26#8709,26#282762
401156,156,401,1#2600082|26#9105,26#291471
401157,157,401,1#2623082|26#9501,26#300576
401158,158,401,1#2646082|26#9897,26#310077
401159,159,401,1#2669082|26#10293,26#319974
401160,160,401,1#2692082|26#10689,26#330267
401161,161,401,1#2715082|26#11085,26#340956
401162,162,401,1#2738082|26#11481,26#352041
401163,163,401,1#2761082|26#11877,26#363522
401164,164,401,1#2784082|26#12273,26#375399
401165,165,401,1#2807082|26#12669,26#387672
401166,166,401,1#2830082|26#13065,26#400341
401167,167,401,1#2853082|26#13461,26#413406
401168,168,401,1#2876082|26#13857,26#426867
401169,169,401,1#2899082|26#14253,26#440724
401170,170,401,1#2922082|26#14649,26#454977
401171,171,401,1#2945082|26#15045,26#469626
401172,172,401,1#2968082|26#15441,26#484671
401173,173,401,1#2991082|26#15837,26#500112
401174,174,401,1#3014082|26#16233,26#515949
401175,175,401,1#3037082|26#16629,26#532182
401176,176,401,1#3060082|26#17025,26#548811
401177,177,401,1#3083082|26#17421,26#565836
401178,178,401,1#3106082|26#17817,26#583257
401179,179,401,1#3129082|26#18213,26#601074
401180,180,401,1#0|26#0,26#619287
501001,1,501,1#16848|26#42,26#0
501002,2,501,1#24495|26#58,26#42
501003,3,501,1#31493|26#74,26#100
501004,4,501,1#38492|26#90,26#174
501005,5,501,1#45490|26#107,26#264
501006,6,501,1#52488|26#123,26#371
501007,7,501,1#61690|26#139,26#494
501008,8,501,1#68948|26#155,26#633
501009,9,501,1#76205|26#172,26#788
501010,10,501,1#83463|26#188,26#960
501011,11,501,1#90720|26#203,26#1148
501012,12,501,1#101477|26#219,26#1351
501013,13,501,1#108994|26#235,26#1570
501014,14,501,1#116511|26#252,26#1805
501015,15,501,1#124028|26#268,26#2057
501016,16,501,1#131544|26#284,26#2325
501017,17,501,1#143856|26#300,26#2609
501018,18,501,1#151632|26#317,26#2909
501019,19,501,1#159408|26#333,26#3226
501020,20,501,1#167184|26#349,26#3559
501021,21,501,1#174960|26#365,26#3908
501022,22,501,1#188828|26#382,26#4273
501023,23,501,1#196863|26#398,26#4655
501024,24,501,1#204898|26#414,26#5053
501025,25,501,1#212933|26#430,26#5467
501026,26,501,1#220968|26#447,26#5897
501027,27,501,1#236391|26#463,26#6344
501028,28,501,1#244685|26#479,26#6807
501029,29,501,1#252980|26#495,26#7286
501030,30,501,1#261274|26#512,26#7781
501031,31,501,1#269568|26#528,26#8293
501032,32,501,1#286546|26#544,26#8821
501033,33,501,1#295100|26#560,26#9365
501034,34,501,1#303653|26#577,26#9925
501035,35,501,1#312207|26#593,26#10502
501036,36,501,1#320760|26#608,26#11095
501037,37,501,1#339293|26#624,26#11703
501038,38,501,1#348106|26#640,26#12327
501039,39,501,1#356919|26#657,26#12967
501040,40,501,1#365732|26#673,26#13624
501041,41,501,1#374544|26#689,26#14297
501042,42,501,1#394632|26#705,26#14986
501043,43,501,1#403704|26#722,26#15691
501044,44,501,1#412776|26#738,26#16413
501045,45,501,1#421848|26#754,26#17151
501046,46,501,1#430920|26#770,26#17905
501047,47,501,1#452564|26#787,26#18675
501048,48,501,1#461895|26#803,26#19462
501049,49,501,1#471226|26#819,26#20265
501050,50,501,1#480557|26#835,26#21084
501051,51,501,1#489888|26#852,26#21919
501052,52,501,1#513087|26#868,26#22771
501053,53,501,1#522677|26#884,26#23639
501054,54,501,1#532268|26#900,26#24523
501055,55,501,1#541858|26#917,26#25423
501056,56,501,1#551448|26#933,26#26340
501057,57,501,1#576202|26#949,26#27273
501058,58,501,1#586052|26#965,26#28222
501059,59,501,1#595901|26#982,26#29187
501060,60,501,1#605751|26#998,26#30169
501061,61,501,1#631800|26#1013,26#31167
501062,62,501,1#641909|26#1029,26#32180
501063,63,501,1#652018|26#1045,26#33209
501064,64,501,1#662127|26#1062,26#34254
501065,65,501,1#689472|26#1078,26#35316
501066,66,501,1#699840|26#1094,26#36394
501067,67,501,1#710209|26#1110,26#37488
501068,68,501,1#738591|26#1127,26#38598
501069,69,501,1#749218|26#1143,26#39725
501070,70,501,1#759845|26#1159,26#40868
501071,71,501,1#789265|26#1175,26#42027
501072,72,501,1#800151|26#1192,26#43202
501073,73,501,1#811037|26#1208,26#44394
501074,74,501,1#821924|26#1224,26#45602
501075,75,501,1#852639|26#1240,26#46826
501076,76,501,1#863785|26#1257,26#48066
501077,77,501,1#874930|26#1273,26#49323
501078,78,501,1#906682|26#1289,26#50596
501079,79,501,1#918087|26#1305,26#51885
501080,80,501,1#929492|26#1322,26#53190
501081,81,501,1#962281|26#1338,26#54512
501082,82,501,1#973945|26#1354,26#55850
501083,83,501,1#985609|26#1370,26#57204
501084,84,501,1#997273|26#1387,26#58574
501085,85,501,1#1031357|26#1403,26#59961
501086,86,501,1#1043280|26#1418,26#61364
501087,87,501,1#1055204|26#1434,26#62782
501088,88,501,1#1090325|26#1450,26#64216
501089,89,501,1#1102508|26#1467,26#65666
501090,90,501,1#1114690|26#1483,26#67133
501091,91,501,1#1150848|26#1499,26#68616
501092,92,501,1#1163290|26#1515,26#70115
501093,93,501,1#1175732|26#1532,26#71630
501094,94,501,1#1188173|26#1548,26#73162
501095,95,501,1#1225628|26#1564,26#74710
501096,96,501,1#1238328|26#1580,26#76274
501097,97,501,1#1251029|26#1597,26#77854
501098,98,501,1#1289520|26#1613,26#79451
501099,99,501,1#1302480|26#1629,26#81064
501100,100,501,1#1315440|26#1645,26#82693
501101,101,501,1#1354968|26#1662,26#84338
501102,102,501,1#1368188|26#1678,26#86000
501103,103,501,1#1381407|26#1694,26#87678
501104,104,501,1#1394626|26#1710,26#89372
501105,105,501,1#1435450|26#1727,26#91082
501106,106,501,1#1448928|26#1743,26#92809
501107,107,501,1#1462407|26#1759,26#94552
501108,108,501,1#1504268|26#1775,26#96311
501109,109,501,1#1518005|26#1792,26#98086
501110,110,501,1#1531743|26#1808,26#99878
501111,111,501,1#1574640|26#1823,26#101686
501112,112,501,1#1588637|26#1839,26#103509
501113,113,501,1#1602634|26#1855,26#105348
501114,114,501,1#1616631|26#1872,26#107203
501115,115,501,1#1660824|26#1888,26#109075
501116,116,501,1#1675080|26#1904,26#110963
501117,117,501,1#1689336|26#1920,26#112867
501118,118,501,1#1734567|26#1937,26#114787
501119,119,501,1#1749082|26#1953,26#116724
501120,120,501,1#1772082|26#2099,26#118677
501121,121,501,1#1795082|26#2245,26#120776
501122,122,501,1#1818082|26#2391,26#123021
501123,123,501,1#1841082|26#2537,26#125412
501124,124,501,1#1864082|26#2683,26#127949
501125,125,501,1#1887082|26#2829,26#130632
501126,126,501,1#1910082|26#2975,26#133461
501127,127,501,1#1933082|26#3121,26#136436
501128,128,501,1#1956082|26#3267,26#139557
501129,129,501,1#1979082|26#3413,26#142824
501130,130,501,1#2002082|26#3559,26#146237
501131,131,501,1#2025082|26#3705,26#149796
501132,132,501,1#2048082|26#3851,26#153501
501133,133,501,1#2071082|26#3997,26#157352
501134,134,501,1#2094082|26#4143,26#161349
501135,135,501,1#2117082|26#4289,26#165492
501136,136,501,1#2140082|26#4435,26#169781
501137,137,501,1#2163082|26#4581,26#174216
501138,138,501,1#2186082|26#4727,26#178797
501139,139,501,1#2209082|26#4873,26#183524
501140,140,501,1#2232082|26#5019,26#188397
501141,141,501,1#2255082|26#5165,26#193416
501142,142,501,1#2278082|26#5311,26#198581
501143,143,501,1#2301082|26#5457,26#203892
501144,144,501,1#2324082|26#5603,26#209349
501145,145,501,1#2347082|26#5749,26#214952
501146,146,501,1#2370082|26#5895,26#220701
501147,147,501,1#2393082|26#6041,26#226596
501148,148,501,1#2416082|26#6187,26#232637
501149,149,501,1#2439082|26#6333,26#238824
501150,150,501,1#2462082|26#6729,26#245157
501151,151,501,1#2485082|26#7125,26#251886
501152,152,501,1#2508082|26#7521,26#259011
501153,153,501,1#2531082|26#7917,26#266532
501154,154,501,1#2554082|26#8313,26#274449
501155,155,501,1#2577082|26#8709,26#282762
501156,156,501,1#2600082|26#9105,26#291471
501157,157,501,1#2623082|26#9501,26#300576
501158,158,501,1#2646082|26#9897,26#310077
501159,159,501,1#2669082|26#10293,26#319974
501160,160,501,1#2692082|26#10689,26#330267
501161,161,501,1#2715082|26#11085,26#340956
501162,162,501,1#2738082|26#11481,26#352041
501163,163,501,1#2761082|26#11877,26#363522
501164,164,501,1#2784082|26#12273,26#375399
501165,165,501,1#2807082|26#12669,26#387672
501166,166,501,1#2830082|26#13065,26#400341
501167,167,501,1#2853082|26#13461,26#413406
501168,168,501,1#2876082|26#13857,26#426867
501169,169,501,1#2899082|26#14253,26#440724
501170,170,501,1#2922082|26#14649,26#454977
501171,171,501,1#2945082|26#15045,26#469626
501172,172,501,1#2968082|26#15441,26#484671
501173,173,501,1#2991082|26#15837,26#500112
501174,174,501,1#3014082|26#16233,26#515949
501175,175,501,1#3037082|26#16629,26#532182
501176,176,501,1#3060082|26#17025,26#548811
501177,177,501,1#3083082|26#17421,26#565836
501178,178,501,1#3106082|26#17817,26#583257
501179,179,501,1#3129082|26#18213,26#601074
501180,180,501,1#0|26#0,26#619287
601001,1,601,1#16848|26#42,26#0
601002,2,601,1#24495|26#58,26#42
601003,3,601,1#31493|26#74,26#100
601004,4,601,1#38492|26#90,26#174
601005,5,601,1#45490|26#107,26#264
601006,6,601,1#52488|26#123,26#371
601007,7,601,1#61690|26#139,26#494
601008,8,601,1#68948|26#155,26#633
601009,9,601,1#76205|26#172,26#788
601010,10,601,1#83463|26#188,26#960
601011,11,601,1#90720|26#203,26#1148
601012,12,601,1#101477|26#219,26#1351
601013,13,601,1#108994|26#235,26#1570
601014,14,601,1#116511|26#252,26#1805
601015,15,601,1#124028|26#268,26#2057
601016,16,601,1#131544|26#284,26#2325
601017,17,601,1#143856|26#300,26#2609
601018,18,601,1#151632|26#317,26#2909
601019,19,601,1#159408|26#333,26#3226
601020,20,601,1#167184|26#349,26#3559
601021,21,601,1#174960|26#365,26#3908
601022,22,601,1#188828|26#382,26#4273
601023,23,601,1#196863|26#398,26#4655
601024,24,601,1#204898|26#414,26#5053
601025,25,601,1#212933|26#430,26#5467
601026,26,601,1#220968|26#447,26#5897
601027,27,601,1#236391|26#463,26#6344
601028,28,601,1#244685|26#479,26#6807
601029,29,601,1#252980|26#495,26#7286
601030,30,601,1#261274|26#512,26#7781
601031,31,601,1#269568|26#528,26#8293
601032,32,601,1#286546|26#544,26#8821
601033,33,601,1#295100|26#560,26#9365
601034,34,601,1#303653|26#577,26#9925
601035,35,601,1#312207|26#593,26#10502
601036,36,601,1#320760|26#608,26#11095
601037,37,601,1#339293|26#624,26#11703
601038,38,601,1#348106|26#640,26#12327
601039,39,601,1#356919|26#657,26#12967
601040,40,601,1#365732|26#673,26#13624
601041,41,601,1#374544|26#689,26#14297
601042,42,601,1#394632|26#705,26#14986
601043,43,601,1#403704|26#722,26#15691
601044,44,601,1#412776|26#738,26#16413
601045,45,601,1#421848|26#754,26#17151
601046,46,601,1#430920|26#770,26#17905
601047,47,601,1#452564|26#787,26#18675
601048,48,601,1#461895|26#803,26#19462
601049,49,601,1#471226|26#819,26#20265
601050,50,601,1#480557|26#835,26#21084
601051,51,601,1#489888|26#852,26#21919
601052,52,601,1#513087|26#868,26#22771
601053,53,601,1#522677|26#884,26#23639
601054,54,601,1#532268|26#900,26#24523
601055,55,601,1#541858|26#917,26#25423
601056,56,601,1#551448|26#933,26#26340
601057,57,601,1#576202|26#949,26#27273
601058,58,601,1#586052|26#965,26#28222
601059,59,601,1#595901|26#982,26#29187
601060,60,601,1#605751|26#998,26#30169
601061,61,601,1#631800|26#1013,26#31167
601062,62,601,1#641909|26#1029,26#32180
601063,63,601,1#652018|26#1045,26#33209
601064,64,601,1#662127|26#1062,26#34254
601065,65,601,1#689472|26#1078,26#35316
601066,66,601,1#699840|26#1094,26#36394
601067,67,601,1#710209|26#1110,26#37488
601068,68,601,1#738591|26#1127,26#38598
601069,69,601,1#749218|26#1143,26#39725
601070,70,601,1#759845|26#1159,26#40868
601071,71,601,1#789265|26#1175,26#42027
601072,72,601,1#800151|26#1192,26#43202
601073,73,601,1#811037|26#1208,26#44394
601074,74,601,1#821924|26#1224,26#45602
601075,75,601,1#852639|26#1240,26#46826
601076,76,601,1#863785|26#1257,26#48066
601077,77,601,1#874930|26#1273,26#49323
601078,78,601,1#906682|26#1289,26#50596
601079,79,601,1#918087|26#1305,26#51885
601080,80,601,1#929492|26#1322,26#53190
601081,81,601,1#962281|26#1338,26#54512
601082,82,601,1#973945|26#1354,26#55850
601083,83,601,1#985609|26#1370,26#57204
601084,84,601,1#997273|26#1387,26#58574
601085,85,601,1#1031357|26#1403,26#59961
601086,86,601,1#1043280|26#1418,26#61364
601087,87,601,1#1055204|26#1434,26#62782
601088,88,601,1#1090325|26#1450,26#64216
601089,89,601,1#1102508|26#1467,26#65666
601090,90,601,1#1114690|26#1483,26#67133
601091,91,601,1#1150848|26#1499,26#68616
601092,92,601,1#1163290|26#1515,26#70115
601093,93,601,1#1175732|26#1532,26#71630
601094,94,601,1#1188173|26#1548,26#73162
601095,95,601,1#1225628|26#1564,26#74710
601096,96,601,1#1238328|26#1580,26#76274
601097,97,601,1#1251029|26#1597,26#77854
601098,98,601,1#1289520|26#1613,26#79451
601099,99,601,1#1302480|26#1629,26#81064
601100,100,601,1#1315440|26#1645,26#82693
601101,101,601,1#1354968|26#1662,26#84338
601102,102,601,1#1368188|26#1678,26#86000
601103,103,601,1#1381407|26#1694,26#87678
601104,104,601,1#1394626|26#1710,26#89372
601105,105,601,1#1435450|26#1727,26#91082
601106,106,601,1#1448928|26#1743,26#92809
601107,107,601,1#1462407|26#1759,26#94552
601108,108,601,1#1504268|26#1775,26#96311
601109,109,601,1#1518005|26#1792,26#98086
601110,110,601,1#1531743|26#1808,26#99878
601111,111,601,1#1574640|26#1823,26#101686
601112,112,601,1#1588637|26#1839,26#103509
601113,113,601,1#1602634|26#1855,26#105348
601114,114,601,1#1616631|26#1872,26#107203
601115,115,601,1#1660824|26#1888,26#109075
601116,116,601,1#1675080|26#1904,26#110963
601117,117,601,1#1689336|26#1920,26#112867
601118,118,601,1#1734567|26#1937,26#114787
601119,119,601,1#1749082|26#1953,26#116724
601120,120,601,1#1772082|26#2099,26#118677
601121,121,601,1#1795082|26#2245,26#120776
601122,122,601,1#1818082|26#2391,26#123021
601123,123,601,1#1841082|26#2537,26#125412
601124,124,601,1#1864082|26#2683,26#127949
601125,125,601,1#1887082|26#2829,26#130632
601126,126,601,1#1910082|26#2975,26#133461
601127,127,601,1#1933082|26#3121,26#136436
601128,128,601,1#1956082|26#3267,26#139557
601129,129,601,1#1979082|26#3413,26#142824
601130,130,601,1#2002082|26#3559,26#146237
601131,131,601,1#2025082|26#3705,26#149796
601132,132,601,1#2048082|26#3851,26#153501
601133,133,601,1#2071082|26#3997,26#157352
601134,134,601,1#2094082|26#4143,26#161349
601135,135,601,1#2117082|26#4289,26#165492
601136,136,601,1#2140082|26#4435,26#169781
601137,137,601,1#2163082|26#4581,26#174216
601138,138,601,1#2186082|26#4727,26#178797
601139,139,601,1#2209082|26#4873,26#183524
601140,140,601,1#2232082|26#5019,26#188397
601141,141,601,1#2255082|26#5165,26#193416
601142,142,601,1#2278082|26#5311,26#198581
601143,143,601,1#2301082|26#5457,26#203892
601144,144,601,1#2324082|26#5603,26#209349
601145,145,601,1#2347082|26#5749,26#214952
601146,146,601,1#2370082|26#5895,26#220701
601147,147,601,1#2393082|26#6041,26#226596
601148,148,601,1#2416082|26#6187,26#232637
601149,149,601,1#2439082|26#6333,26#238824
601150,150,601,1#2462082|26#6729,26#245157
601151,151,601,1#2485082|26#7125,26#251886
601152,152,601,1#2508082|26#7521,26#259011
601153,153,601,1#2531082|26#7917,26#266532
601154,154,601,1#2554082|26#8313,26#274449
601155,155,601,1#2577082|26#8709,26#282762
601156,156,601,1#2600082|26#9105,26#291471
601157,157,601,1#2623082|26#9501,26#300576
601158,158,601,1#2646082|26#9897,26#310077
601159,159,601,1#2669082|26#10293,26#319974
601160,160,601,1#2692082|26#10689,26#330267
601161,161,601,1#2715082|26#11085,26#340956
601162,162,601,1#2738082|26#11481,26#352041
601163,163,601,1#2761082|26#11877,26#363522
601164,164,601,1#2784082|26#12273,26#375399
601165,165,601,1#2807082|26#12669,26#387672
601166,166,601,1#2830082|26#13065,26#400341
601167,167,601,1#2853082|26#13461,26#413406
601168,168,601,1#2876082|26#13857,26#426867
601169,169,601,1#2899082|26#14253,26#440724
601170,170,601,1#2922082|26#14649,26#454977
601171,171,601,1#2945082|26#15045,26#469626
601172,172,601,1#2968082|26#15441,26#484671
601173,173,601,1#2991082|26#15837,26#500112
601174,174,601,1#3014082|26#16233,26#515949
601175,175,601,1#3037082|26#16629,26#532182
601176,176,601,1#3060082|26#17025,26#548811
601177,177,601,1#3083082|26#17421,26#565836
601178,178,601,1#3106082|26#17817,26#583257
601179,179,601,1#3129082|26#18213,26#601074
601180,180,601,1#0|26#0,26#619287
701001,1,701,1#16848|26#42,26#0
701002,2,701,1#24495|26#58,26#42
701003,3,701,1#31493|26#74,26#100
701004,4,701,1#38492|26#90,26#174
701005,5,701,1#45490|26#107,26#264
701006,6,701,1#52488|26#123,26#371
701007,7,701,1#61690|26#139,26#494
701008,8,701,1#68948|26#155,26#633
701009,9,701,1#76205|26#172,26#788
701010,10,701,1#83463|26#188,26#960
701011,11,701,1#90720|26#203,26#1148
701012,12,701,1#101477|26#219,26#1351
701013,13,701,1#108994|26#235,26#1570
701014,14,701,1#116511|26#252,26#1805
701015,15,701,1#124028|26#268,26#2057
701016,16,701,1#131544|26#284,26#2325
701017,17,701,1#143856|26#300,26#2609
701018,18,701,1#151632|26#317,26#2909
701019,19,701,1#159408|26#333,26#3226
701020,20,701,1#167184|26#349,26#3559
701021,21,701,1#174960|26#365,26#3908
701022,22,701,1#188828|26#382,26#4273
701023,23,701,1#196863|26#398,26#4655
701024,24,701,1#204898|26#414,26#5053
701025,25,701,1#212933|26#430,26#5467
701026,26,701,1#220968|26#447,26#5897
701027,27,701,1#236391|26#463,26#6344
701028,28,701,1#244685|26#479,26#6807
701029,29,701,1#252980|26#495,26#7286
701030,30,701,1#261274|26#512,26#7781
701031,31,701,1#269568|26#528,26#8293
701032,32,701,1#286546|26#544,26#8821
701033,33,701,1#295100|26#560,26#9365
701034,34,701,1#303653|26#577,26#9925
701035,35,701,1#312207|26#593,26#10502
701036,36,701,1#320760|26#608,26#11095
701037,37,701,1#339293|26#624,26#11703
701038,38,701,1#348106|26#640,26#12327
701039,39,701,1#356919|26#657,26#12967
701040,40,701,1#365732|26#673,26#13624
701041,41,701,1#374544|26#689,26#14297
701042,42,701,1#394632|26#705,26#14986
701043,43,701,1#403704|26#722,26#15691
701044,44,701,1#412776|26#738,26#16413
701045,45,701,1#421848|26#754,26#17151
701046,46,701,1#430920|26#770,26#17905
701047,47,701,1#452564|26#787,26#18675
701048,48,701,1#461895|26#803,26#19462
701049,49,701,1#471226|26#819,26#20265
701050,50,701,1#480557|26#835,26#21084
701051,51,701,1#489888|26#852,26#21919
701052,52,701,1#513087|26#868,26#22771
701053,53,701,1#522677|26#884,26#23639
701054,54,701,1#532268|26#900,26#24523
701055,55,701,1#541858|26#917,26#25423
701056,56,701,1#551448|26#933,26#26340
701057,57,701,1#576202|26#949,26#27273
701058,58,701,1#586052|26#965,26#28222
701059,59,701,1#595901|26#982,26#29187
701060,60,701,1#605751|26#998,26#30169
701061,61,701,1#631800|26#1013,26#31167
701062,62,701,1#641909|26#1029,26#32180
701063,63,701,1#652018|26#1045,26#33209
701064,64,701,1#662127|26#1062,26#34254
701065,65,701,1#689472|26#1078,26#35316
701066,66,701,1#699840|26#1094,26#36394
701067,67,701,1#710209|26#1110,26#37488
701068,68,701,1#738591|26#1127,26#38598
701069,69,701,1#749218|26#1143,26#39725
701070,70,701,1#759845|26#1159,26#40868
701071,71,701,1#789265|26#1175,26#42027
701072,72,701,1#800151|26#1192,26#43202
701073,73,701,1#811037|26#1208,26#44394
701074,74,701,1#821924|26#1224,26#45602
701075,75,701,1#852639|26#1240,26#46826
701076,76,701,1#863785|26#1257,26#48066
701077,77,701,1#874930|26#1273,26#49323
701078,78,701,1#906682|26#1289,26#50596
701079,79,701,1#918087|26#1305,26#51885
701080,80,701,1#929492|26#1322,26#53190
701081,81,701,1#962281|26#1338,26#54512
701082,82,701,1#973945|26#1354,26#55850
701083,83,701,1#985609|26#1370,26#57204
701084,84,701,1#997273|26#1387,26#58574
701085,85,701,1#1031357|26#1403,26#59961
701086,86,701,1#1043280|26#1418,26#61364
701087,87,701,1#1055204|26#1434,26#62782
701088,88,701,1#1090325|26#1450,26#64216
701089,89,701,1#1102508|26#1467,26#65666
701090,90,701,1#1114690|26#1483,26#67133
701091,91,701,1#1150848|26#1499,26#68616
701092,92,701,1#1163290|26#1515,26#70115
701093,93,701,1#1175732|26#1532,26#71630
701094,94,701,1#1188173|26#1548,26#73162
701095,95,701,1#1225628|26#1564,26#74710
701096,96,701,1#1238328|26#1580,26#76274
701097,97,701,1#1251029|26#1597,26#77854
701098,98,701,1#1289520|26#1613,26#79451
701099,99,701,1#1302480|26#1629,26#81064
701100,100,701,1#1315440|26#1645,26#82693
701101,101,701,1#1354968|26#1662,26#84338
701102,102,701,1#1368188|26#1678,26#86000
701103,103,701,1#1381407|26#1694,26#87678
701104,104,701,1#1394626|26#1710,26#89372
701105,105,701,1#1435450|26#1727,26#91082
701106,106,701,1#1448928|26#1743,26#92809
701107,107,701,1#1462407|26#1759,26#94552
701108,108,701,1#1504268|26#1775,26#96311
701109,109,701,1#1518005|26#1792,26#98086
701110,110,701,1#1531743|26#1808,26#99878
701111,111,701,1#1574640|26#1823,26#101686
701112,112,701,1#1588637|26#1839,26#103509
701113,113,701,1#1602634|26#1855,26#105348
701114,114,701,1#1616631|26#1872,26#107203
701115,115,701,1#1660824|26#1888,26#109075
701116,116,701,1#1675080|26#1904,26#110963
701117,117,701,1#1689336|26#1920,26#112867
701118,118,701,1#1734567|26#1937,26#114787
701119,119,701,1#1749082|26#1953,26#116724
701120,120,701,1#1772082|26#2099,26#118677
701121,121,701,1#1795082|26#2245,26#120776
701122,122,701,1#1818082|26#2391,26#123021
701123,123,701,1#1841082|26#2537,26#125412
701124,124,701,1#1864082|26#2683,26#127949
701125,125,701,1#1887082|26#2829,26#130632
701126,126,701,1#1910082|26#2975,26#133461
701127,127,701,1#1933082|26#3121,26#136436
701128,128,701,1#1956082|26#3267,26#139557
701129,129,701,1#1979082|26#3413,26#142824
701130,130,701,1#2002082|26#3559,26#146237
701131,131,701,1#2025082|26#3705,26#149796
701132,132,701,1#2048082|26#3851,26#153501
701133,133,701,1#2071082|26#3997,26#157352
701134,134,701,1#2094082|26#4143,26#161349
701135,135,701,1#2117082|26#4289,26#165492
701136,136,701,1#2140082|26#4435,26#169781
701137,137,701,1#2163082|26#4581,26#174216
701138,138,701,1#2186082|26#4727,26#178797
701139,139,701,1#2209082|26#4873,26#183524
701140,140,701,1#2232082|26#5019,26#188397
701141,141,701,1#2255082|26#5165,26#193416
701142,142,701,1#2278082|26#5311,26#198581
701143,143,701,1#2301082|26#5457,26#203892
701144,144,701,1#2324082|26#5603,26#209349
701145,145,701,1#2347082|26#5749,26#214952
701146,146,701,1#2370082|26#5895,26#220701
701147,147,701,1#2393082|26#6041,26#226596
701148,148,701,1#2416082|26#6187,26#232637
701149,149,701,1#2439082|26#6333,26#238824
701150,150,701,1#2462082|26#6729,26#245157
701151,151,701,1#2485082|26#7125,26#251886
701152,152,701,1#2508082|26#7521,26#259011
701153,153,701,1#2531082|26#7917,26#266532
701154,154,701,1#2554082|26#8313,26#274449
701155,155,701,1#2577082|26#8709,26#282762
701156,156,701,1#2600082|26#9105,26#291471
701157,157,701,1#2623082|26#9501,26#300576
701158,158,701,1#2646082|26#9897,26#310077
701159,159,701,1#2669082|26#10293,26#319974
701160,160,701,1#2692082|26#10689,26#330267
701161,161,701,1#2715082|26#11085,26#340956
701162,162,701,1#2738082|26#11481,26#352041
701163,163,701,1#2761082|26#11877,26#363522
701164,164,701,1#2784082|26#12273,26#375399
701165,165,701,1#2807082|26#12669,26#387672
701166,166,701,1#2830082|26#13065,26#400341
701167,167,701,1#2853082|26#13461,26#413406
701168,168,701,1#2876082|26#13857,26#426867
701169,169,701,1#2899082|26#14253,26#440724
701170,170,701,1#2922082|26#14649,26#454977
701171,171,701,1#2945082|26#15045,26#469626
701172,172,701,1#2968082|26#15441,26#484671
701173,173,701,1#2991082|26#15837,26#500112
701174,174,701,1#3014082|26#16233,26#515949
701175,175,701,1#3037082|26#16629,26#532182
701176,176,701,1#3060082|26#17025,26#548811
701177,177,701,1#3083082|26#17421,26#565836
701178,178,701,1#3106082|26#17817,26#583257
701179,179,701,1#3129082|26#18213,26#601074
701180,180,701,1#0|26#0,26#619287
801001,1,801,1#16848|26#42,26#0
801002,2,801,1#24495|26#58,26#42
801003,3,801,1#31493|26#74,26#100
