key,value,desc
travel_event_model,65501601|5100302|5301103|5400203|5500402,-1
travel_event_consume,203#10,-1
travel_strong_enemy_condition,5|2,-1
travel_buy_time_limit,10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26,-1
travel_buy,203#10|2#20,-1
travel_begin_amount,50000|10|50,-1
mission_act_point_exchange,2#5,-1
activity_newbee_fund_sell_time,7,-1
activity_newbee_fund_get_time,30,-1
newbee_10gacha_time,604800,-1
newbee_10gacha,1#4#5|1#7#2|2#8#0|3#7#0,-1
newbee_10gacha_dropbox,900002|900003|900004,-1
activity_newbee_fund_level_limit,25,-1
activity_63_hero_model,liubiao_pifu01_lihui01|560|-1360|0.72|0,-1
activity_newbee_total_value,20000,-1
newbee_10gacha_partner_jump,51012|52014|53011|54011,-1
activity_mission_time,7|14,-1
activity_newbee_gacha_security_time,20|5,-1
activity_newbee_gacha_dropbox,900005,-1
activity_newbee_gacha_dropbox_5,900006,-1
activity_newbee_gacha_jump,55006|55007|56006|56005,-1
activity_newbee_gacha_cost,202#1,-1
activity_newbee_gacha_time,604800,-1
newbee_gacha_giftbag_limit,2,-1
newbee_gacha_giftbag_cost,2#1500@202#10|4203002#1,-1
govern_team_offline_notice,7,-1
plot_unlock_item,208,-1
plot_unlock_item_limit,10,-1
plot_unlock_item_recover,10800#1,-1
potential_plan_num,11#1|13#2|15#3,-1
old_building_buff_num,0|20|40,-1
old_building_buff_lock_1,3|3|2|1|1,-1
old_building_buff_lock_2,3|3|3|3|2,-1
old_building_buff_lock_3,3|3|3|3|6,-1
fair_arena_explore_chance_once,6,-1
fair_arena_explore_chance_day,2,-1
fair_arena_explore_chance_price,2#100|2#200|2#300|2#400|2#400|2#400|2#400|2#400|2#400|2#400|2#400|2#400,-1
fair_arena_explore_play_time,1,-1
fair_arena_explore_replay_price,2#150,-1
fair_arena_simu_chance,5,-1
fair_arena_records_amount,10,-1
fair_arena_partners_amount_origin,6,-1
fair_arena_collection_sort_type_show_list,2|9|4|5|6|7,-1
activity_pet_giftbag_limit,2,-1
activity_pet_giftbag_cost,2#2000@26#3600|27#720|216#360,-1
activity_pet_task_golem_id,901,-1
activity_valentine_plot_memory,158|159|160|161|162,-1
activity_valentine_plot_model_id,5401203,-1
activity_valentine_plot_model_animation,houseidle|hit,-1
potential_name_length_limit,1|12,-1
activity_newbee_total_value2,30000,-1
activity_newbee_fund2_start_time,1616112000,-1
activity_sprouts_10_award,10|215#10,-1
activity_sprouts_point_award,80|930200#50,-1
activity_sprouts_partner_award,51014,-1
battle_version,4,-1
activity_newbee_fund_get_time_new,20,-1
puppet_debris_id,940031|940032|940033|940034|940035|940036|940041|940042|940043|940044|940045|940046|940047|940048|940049|940050|940051|940052,-1
activity_new_partner_test_id,51014,-1
pet_exlevel_add_pas,0|0|0|0|5|5|5|5|5|10|10|10|10|10|15|15|15|15|15|20,-1
pet_exlevel_unlock_cost,1#1000000|27#5|216#10,-1
guild_competition_time,3|7|1,-1
guild_competition_boss_limit,30,-1
guild_competition_personal_limit,3,-1
guild_competition_boss_model,756008|754017|753017,-1
guild_competition_frame_time,1641340800,-1
activity_puppet_item,217,-1
pet_exskill_open_level,120,-1
bp_lottery_cost,221#50,-1
bp_lottery_dropbox,800013,-1
bp_lottery_limit,999,-1
activity_smash_egg_cost,2#100|291#1,-1
activity_smash_egg_limit,30,-1
travel_shop_time,10800,-1
travel_shop_amount,6,-1
cdkey_gxb222_stage_id,11,-1
cdkey_gxb222_icon,guide_icon_22,-1
talk_text_line_limit,20,-1
travel_event_model_u3,7030|5100302|5301103|5400203|5500402,-1
activity_bomb_make_cost,225#25,-1
activity_bomb_make_lv,100,-1
graduate_gift_partner,53015|653022|753015,-1
graduate_gift_duration,1209600,-1
graduate_gift_open_limit,604800,-1
guild_shop_open_limit,4,-1
guild_shop_buy_limit,2|3|10,-1
jop_lock_limit_less,6,-1
guild_sale_refresh_days,1|3|5|6,-1
travel_quick_limit,3,-1
activity_course_learning_cost,231#10,-1
activity_course_learning_award1,800020,-1
activity_course_learning_award2,0.008#1000|0.009#3500|0.01#4000|0.011#1485|1#15,-1
activity_time_refresh_free,1,-1
activity_time_refresh_pay,2#100,-1
activity_time_gamble_cost,235#1,-1
activity_time_gamble_total,10000,-1
activity_time_gamble_initial,10,-1
activity_time_gamble_add,2,-1
activity_time_gamble_num,49,-1
activity_time_gamble_get,236,-1
activity_time_gamble_weight,4#40|5#30|6#20|7#10,-1
activity_time_partner_id,54015,-1
activity_time_monster_id,1300049,-1
activity_time_battle_id,1300050,-1
activity_time_giftbag_limit,1,-1
activity_time_giftbag_cost,2#2500@235#9|940014#50|9#3000000,-1
partner_signature_length_limit,3,-1
activity_fair_arena_battle_time,6|1,-1
monthly_card_offer_giftbag,282|283,-1
battlepass_106_hero_model,luban_pifu02_lihui01|-155|-855|0.6,-1
battlepass_124_hero_model,weila_pifu03_lihui01|-190|-665|-0.63,-1
questionnaire_other_limit,200|12,-1
space_explore_dropbox,40004,-1
adventure_giftbag_refresh_time,604800,-1
space_explore_hurt_time,8,-1
adventure_giftbag_limit_giftbag,285,-1
adventure_giftbag_limit_partner,101023,-1
space_explore_gacha_cost,238#1,-1
space_explore_gacha_guarantee,50,-1
space_explore_begin_partner,101022,-1
giftbag_new_show,36|103|122|144|159|167|210,-1
space_explore_buff_look,2001|2002|2003|2004|2005,-1
space_explore_buff_look_null,3001|3002|3003,-1
space_explore_damage_min,50,-1
space_explore_guide_place,2,-1
space_explore_restore_cost,2#20,-1
pet_training_lock_level,120,-1
pet_training_lesson_num,3,-1
pet_training_lesson_pet,1|3,-1
pet_training_pet_atk,5|20|2,-1
pet_training_pet_damage,0.8|1.2,-1
pet_training_boss_limit,3,-1
pet_training_pet_energy,2,-1
pet_training_energy_buy_limit,2,-1
pet_training_energy_buy_cost,2#80|2#120,-1
pet_training_lesson_award,0#1|300#1.1|400#1.2|450#1.3|500#1.4|540#1.5,-1
pet_training_boss_level,120,-1
activity_course_learning_2_cost,231#10,-1
activity_course_learning_2_award1,800020,-1
activity_course_learning_2_award2,0.008#1000|0.009#3500|0.01#4000|0.011#1485|1#15,-1
activity_return2_point_exchange,2#2,-1
activity_return2_time1,1209600,-1
activity_return2_time2,1814400,-1
activity_return2_time3,1209600,-1
activity_return2_time4,1814400,-1
activity_return2_time5,1209600,-1
activity_return2_limit,60|30,-1
activity_return2_limit_add,10|30,-1
activity_popularity_vote_grouping,1|11|6|16|2|12|5|15|3|9|8|14|4|10|7|13,-1
activity_popularity_vote_stagetime,2|4|6|8|10|12|14|16|19|21,-1
activity_warmup_arena_guess_cost,1#500000|1#1000000|1#3000000,-1
activity_warmup_arena_guess_award,1#1000000|1#2000000|1#6000000,-1
activity_warmup_arena_attacks_limit2,6,-1
activity_warmup_arena_plotid,5567,-1
cycle_giftbag_start_time,1625184000,-1
activity_3birthday_gamble1,248#5,-1
activity_3birthday_gamble2,248#35,-1
annual_filter,1623196800|22|100,-1
activity_popularity_vote_cost,249#1|250#1,-1
activity_return2_mission_score,5,-1
annual3_review_friends,15,-1
annual3_review_partners_lack,0.2,-1
annual3_review_partners_plenty,0.9,-1
activity_3birthday_dinner_batch,10,-1
max_dress_style,5,-1
max_dress_point,10|50|100|150|200|300|400|500|600|750|900|1100|1300|1600|2000|2500|3000|3500|4000|4500|5000|5500,-1
max_guild_limit,1000000,-1
min_guild_limit,0,-1
change_guild_limit,1000,-1
gacha_record_amount,50,-1
gacha_record_time_limit,30,-1
activity_beach_puzzle_cost,253#10,-1
activity_beach_puzzle_dropbox,240101,-1
dress_gacha_dropbox1,50002,-1
dress_gacha_dropbox2,50004,-1
dress_gacha_dropbox3,50005,-1
dress_gacha_max_drop,100,-1
dress_gacha_weight_total,100000,-1
dress_gacha_weight_get1,1500,-1
dress_gacha_weight_add,50|400,-1
dress_gacha_weight_get2,0.5,-1
dress_gacha_cost1,258#1,-1
dress_gacha_cost2,258#1|259#1,-1
activity_jungle_cost,255#1,-1
activity_jungle_dropbox,250101,-1
activity_popularity_vote_open,60,-1
dress_gacha_dropbox4,50001,-1
dress_gacha_dropbox5,50003,-1
dress_common_fragment_qlt_item_ids,3999991|3999992|3999993|3999994|3999995|3999996,-1
dress_gacha_show,3100541|3100547|3100553|3100559|3100565,-1
dress_gacha_free1,86400|1,-1
dress_gacha_free2,43200|1,-1
activity_equip_decompose,262|60000|6000,-1
activity_warmup_arena_score_start,0,-1
activity_warmup_arena_awards_rank,0,-1
activity_warmup_arena_awards,8063#1,-1
activity_warmup_arena_energy_start,15,-1
activity_warmup_arena_energy_reset,10,-1
activity_warmup_arena_buy_costs,2#10|2#15|2#20|2#25|2#30|2#35|2#40|2#45|2#50|2#50|2#50|2#50|2#50|2#50|2#50|2#50|2#50|2#50|2#50|2#50,-1
activity_warmup_arena_partners,755010|756009,-1
activity_warmup_arena_revenge,1,-1
guild_quick_order_open,5,-1
gacha_10drawcard_endtime,1640908800,-1
dress_gacha_activity_show,19,-1
activity_equip_exchange_cost,268#3|268#6|268#9|268#12,-1
activity_equip_exchange_6,1166|2166|3166|4166#1266|2266|3266|4266#1366|2366|3366|4366#1466|2466|3466|4466#1566|2566|3566|4566,-1
activity_equip_exchange_1,1167|2167|3167|4167#1267|2267|3267|4267#1367|2367|3367|4367#1467|2467|3467|4467#1567|2567|3567|4567,-1
activity_equip_exchange_2,1168|2168|3168|4168#1268|2268|3268|4268#1368|2368|3368|4368#1468|2468|3468|4468#1568|2568|3568|4568,-1
activity_equip_exchange_3,1169|2169|3169|4169#1269|2269|3269|4269#1369|2369|3369|4369#1469|2469|3469|4469#1569|2569|3569|4569,-1
house_senpai_scale,0.7,-1
activity_red_riding_hood_awards_2,20#2|29#1,-1
activity_red_riding_hood_awards_3,73#10|4201017#1,-1
house_senpai_shadow_scale,0.51|0.69,-1
dress_gacha_start_time,1631232000,-1
activity_pray_omni_pro,9|10,-1
activity_pray_get,269#1,-1
activity_pray_omni_num,282#100,-1
activity_monthly_skill_limit,0|30|50,-1
return_treasure_cost,2#500,-1
return_treasure_ratio,0.6,-1
activity_fish_extra_pro,1000,-1
activity_fish_extraawards,32004,-1
activity_fish_cost,283#5,-1
activity_pray_buy_get,269#1,-1
activity_tea_point,1,-1
space_explore_auto_level,31,-1
custom_skin_summer_houyi_or_feisina,2#300,-1
entrance_test_help_show,755010,-1
activity_lafuli_get,283#1,-1
house_senpai_sit,-20|-30,-1
house_senpai_lie,15|-40,-1
time_cloister_energy_time,360,-1
time_cloister_card_time,300,-1
time_cloister_cost,,-1
time_cloister_time_accelerata,287|600,-1
time_cloister_clear,0.85,-1
activity_tea_getway,14,-1
boss_act_skill_reset_cost,2#100,-1
time_cloister_fight_energy_init,289#10,-1
time_cloister_fight_energy_max,289#10,-1
time_cloister_fight_energy_cd,1800,-1
time_cloister_fight_energy_cost,289#1,-1
robot_dress_unit,1007501|1007601|1007701|1007801|1007901,-1
boss_act_key_hp,25|50|75,-1
school_practise_switch_time,1633046400,-1
time_cloister_sp_battle_rate,0.0002|1,-1
time_cloister_sp_battle_base_point,10|0.5|2|0.5|1|0.5,-1
activity_monthly_stage6,1|14|26#27,-1
new_arena_all_server_time,1635638400,-1
arena_all_server_schedule,1|19|3|3|2,-1
arena_all_server_cost,34#2|34#2|34#2|34#2|34#2|34#3|34#3|34#3|34#3|34#3|34#4|34#4|34#4|34#4|34#4|34#5,-1
arena_all_server_same_num,3,-1
arena_all_server_refresh_num,5,-1
arena_all_server_rank_num,320,-1
arena_all_server_award_limit,10,-1
arena_all_server_area,5,-1
arena_all_server_knockout,8|16|5,-1
arena_all_server_finals,8|16|5,-1
arena_all_server_partner_round,2,-1
activity_trickortreat_buy,2#200,-1
activity_trickortreat_buy_limit,100,-1
activity_trickortreat_point,2|1,-1
activity_trickortreat_point_full,200,-1
activity_trickortreat_point_award,299#1,-1
activity_trickortreat_cost,297#1,-1
activity_trickortreat_get,297#1,-1
fair_arena_ticket_item,301#1,-1
fair_arena_free,1#2|3#1|5#1,-1
fair_arena_ticket_price,2#400,-1
fair_arena_buy_time,2,-1
fair_arena_winrate_amount,30,-1
fair_arena_winrate_threshold,0.1,-1
fair_arena_free_mail,209,-1
fair_arena_explore_stage,42,-1
main_bg_volume,0.4,-1
find_treasure_sp_count,20|140|230|340|450|570|600|750|1050|1200,-1
find_treasure_sp_last,4|14|14|15|15|17|17|19|21|23,-1
find_treasure_base_rate,0,-1
find_treasure_increase_rate,0.02,-1
find_treasure_modle,5301601|5100203|5201401,-1
find_treasure_item,302#1,-1
find_treasure_autostep,40,-1
find_treasure_skipstep,40,-1
find_treasure_treasurestep,20,-1
thanksgiving_giftawards,930112#50|7223#1|189#5|283#10|4202008#1,-1
thanksgiving_giftcost,2#2000,-1
activity_fish_golden_awards,976001#5|258#1|259#1,-1
school_practise_quick1,60,-1
school_practise_quick2,30,-1
expedition_time_interval,1|12|1,-1
expedition_energy_cd,17280,-1
expedition_energy_max,15,-1
expedition_energy_buy_count,99,-1
expedition_energy_price,2#100,-1
expedition_girls_lv,100,-1
expedition_girls_labor,24,-1
expedition_girls_labor_cd,3600,-1
expedition_gather_rank,30,-1
expedition_gather_price,2#50,-1
expedition_gather_cd,86400|3600,-1
expedition_gather_show_count,3,-1
expedition_state_battle,3600,-1
expedition_win_enemyBuff,125600201|125600202|125600203|125600204,-1
expedition_hpLoseSeal,125600001,-1
expedition_boss_partner,2000011,-1
activity_growth_plan_cost,2#4,-1
activity_growth_plan_score,5,-1
activity_jackpot_gift,347,-1
activity_jackpot_transfer,58#1|305#1,-1
activity_jackpot_unlock,40,-1
activity_jackpot_normal,58#5,-1
activity_jackpot_updated,305#5,-1
activity_growth_plan_partner,51014|52016|53014|54015,-1
activity_jackpot_draw,57#5,-1
activity_growth_plan_picture,-7#-196#0.65#0.65|50#-168#0.75#0.75|-18#-235#0.7#0.7|43#-145#0.7#0.7,-1
activity_growth_plan_cut,1010#100#700#600|980#100#665#700|1050#100#737#600|950#500#650#600,-1
time_cloister_card_cd7,21600,-1
time_cloister_card_cd10,21600,-1
activity_luckyboxes_pointmax,100,-1
activity_luckyboxes_pointuprise,2,-1
activity_luckyboxes_cost,309#1,-1
