id,host_1,id_text,host_trial,host_arena,host_team,host_32,host_guild_war,host_chat,server_name,host_mix,host_old_building,host_music,host_nsshaft,host_52,host_all_server_arena,host_partner_warm,host_partner_data_station,host_all_server,host_fair_arena,host_mix_show
326,323,S324,323,323,323,323,323,323,,323,323,3,3,1,3,3,3,3,3,323
327,323,S325,323,323,323,323,323,323,,323,323,3,3,1,3,3,3,3,3,323
328,323,S326,323,323,323,323,323,323,,323,323,3,3,1,3,3,3,3,3,323
329,323,S327,323,323,323,323,323,323,,323,323,3,3,1,3,3,3,3,3,323
330,323,S328,323,323,323,323,323,323,,323,323,3,3,1,3,3,3,3,3,323
331,331,S329,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
332,331,S330,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
333,331,S331,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
334,331,S332,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
335,331,S333,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
336,331,S334,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
337,331,S335,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
338,331,S336,331,331,331,331,331,331,,331,323,3,3,1,3,3,3,3,3,331
339,339,S337,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
340,339,S338,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
341,339,S339,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
342,339,S340,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
343,339,S341,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
344,339,S342,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
345,339,S343,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
346,339,S344,339,339,339,339,339,339,,339,339,3,3,1,3,3,3,3,3,339
347,347,S345,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
348,347,S346,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
349,347,S347,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
350,347,S348,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
351,347,S349,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
352,347,S350,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
353,347,S351,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
354,347,S352,347,347,347,347,347,347,,347,339,3,3,1,3,3,3,3,3,347
355,355,S353,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
356,355,S354,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
357,355,S355,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
358,355,S356,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
359,355,S357,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
360,355,S358,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
361,355,S359,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
362,355,S360,355,355,355,355,355,355,,355,355,3,3,1,3,3,3,3,3,355
363,363,S361,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
364,363,S362,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
365,363,S363,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
366,363,S364,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
367,363,S365,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
368,363,S366,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
369,363,S367,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
370,363,S368,363,363,363,363,363,363,,363,355,3,3,1,3,3,3,3,3,363
371,371,S369,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
372,371,S370,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
373,371,S371,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
374,371,S372,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
375,371,S373,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
376,371,S374,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
377,371,S375,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
378,371,S376,371,371,371,371,371,371,,371,371,3,3,1,3,3,3,3,3,371
379,379,S377,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
380,379,S378,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
381,379,S379,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
382,379,S380,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
383,379,S381,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
384,379,S382,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
385,379,S383,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
386,379,S384,379,379,379,379,379,379,,379,371,3,3,1,3,3,3,3,3,379
387,387,S385,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
388,387,S386,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
389,387,S387,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
390,387,S388,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
391,387,S389,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
392,387,S390,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
393,387,S391,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
394,387,S392,387,387,387,387,387,387,,387,387,3,3,1,3,3,3,3,3,387
395,395,S393,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
396,395,S394,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
397,395,S395,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
398,395,S396,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
399,395,S397,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
400,395,S398,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
401,395,S399,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
402,395,S400,395,395,395,395,395,395,,395,387,3,3,1,3,3,3,3,3,395
403,403,S401,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
404,403,S402,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
405,403,S403,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
406,403,S404,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
407,403,S405,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
408,403,S406,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
409,403,S407,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
410,403,S408,403,403,403,403,403,403,,403,403,3,3,1,3,3,3,3,3,403
411,411,S409,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
412,411,S410,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
413,411,S411,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
414,411,S412,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
415,411,S413,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
416,411,S414,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
417,411,S415,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
418,411,S416,411,411,411,411,411,411,,411,403,3,3,1,3,3,3,3,3,411
419,419,S417,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
420,419,S418,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
421,419,S419,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
422,419,S420,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
423,419,S421,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
424,419,S422,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
425,419,S423,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
426,419,S424,419,419,419,419,419,419,,419,419,3,3,1,3,3,3,3,3,419
427,427,S425,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
428,427,S426,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
429,427,S427,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
430,427,S428,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
431,427,S429,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
432,427,S430,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
433,427,S431,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
434,427,S432,427,427,427,427,427,427,,427,419,3,3,1,3,3,3,3,3,427
435,435,S433,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
436,435,S434,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
437,435,S435,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
438,435,S436,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
439,435,S437,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
440,435,S438,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
441,435,S439,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
442,435,S440,435,435,435,435,435,435,,435,435,3,3,1,3,3,3,3,3,435
443,443,S441,443,443,443,443,443,443,,443,435,3,3,1,3,3,3,3,3,443
444,443,S442,443,443,443,443,443,443,,444,435,3,3,1,3,3,3,3,3,443
445,443,S443,443,443,443,443,443,443,,445,435,3,3,1,3,3,3,3,3,443
446,443,S444,443,443,443,443,443,443,,446,435,3,3,1,3,3,3,3,3,443
447,443,S445,443,443,443,443,443,443,,447,435,3,3,1,3,3,3,3,3,443
448,443,S446,443,443,443,443,443,443,,448,435,3,3,1,3,3,3,3,3,443
449,443,S447,443,443,443,443,443,443,,449,435,3,3,1,3,3,3,3,3,443
450,443,S448,443,443,443,443,443,443,,450,435,3,3,1,3,3,3,3,3,443
451,451,S449,451,451,451,451,451,451,,451,451,3,3,1,3,3,3,3,3,451
452,451,S450,451,451,451,451,451,451,,452,451,3,3,1,3,3,3,3,3,451
453,451,S451,451,451,451,451,451,451,,453,451,3,3,1,3,3,3,3,3,451
454,451,S452,451,451,451,451,451,451,,454,451,3,3,1,3,3,3,3,3,451
455,451,S453,451,451,451,451,451,451,,455,451,3,3,1,3,3,3,3,3,451
456,451,S454,451,451,451,451,451,451,,456,451,3,3,1,3,3,3,3,3,451
457,451,S455,451,451,451,451,451,451,,457,451,3,3,1,3,3,3,3,3,451
458,451,S456,451,451,451,451,451,451,,458,451,3,3,1,3,3,3,3,3,451
459,459,S457,459,459,459,459,459,459,,459,451,3,3,1,3,3,3,3,3,459
460,459,S458,459,459,459,459,459,459,,460,451,3,3,1,3,3,3,3,3,459
461,459,S459,459,459,459,459,459,459,,461,451,3,3,1,3,3,3,3,3,459
462,459,S460,459,459,459,459,459,459,,462,451,3,3,1,3,3,3,3,3,459
463,459,S461,459,459,459,459,459,459,,463,451,3,3,1,3,3,3,3,3,459
464,459,S462,459,459,459,459,459,459,,464,451,3,3,1,3,3,3,3,3,459
465,459,S463,459,459,459,459,459,459,,465,451,3,3,1,3,3,3,3,3,459
466,459,S464,459,459,459,459,459,459,,466,451,3,3,1,3,3,3,3,3,459
467,467,S465,467,467,467,467,467,467,,467,467,3,3,1,3,3,3,3,3,467
468,467,S466,467,467,467,467,467,467,,468,467,3,3,1,3,3,3,3,3,467
469,467,S467,467,467,467,467,467,467,,469,467,3,3,1,3,3,3,3,3,467
470,467,S468,467,467,467,467,467,467,,470,467,3,3,1,3,3,3,3,3,467
471,467,S469,467,467,467,467,467,467,,471,467,3,3,1,3,3,3,3,3,467
472,467,S470,467,467,467,467,467,467,,472,467,3,3,1,3,3,3,3,3,467
473,467,S471,467,467,467,467,467,467,,473,467,3,3,1,3,3,3,3,3,467
474,467,S472,467,467,467,467,467,467,,474,467,3,3,1,3,3,3,3,3,467
475,475,S473,475,475,475,475,475,475,,475,467,3,3,1,3,3,3,3,3,475
476,475,S474,475,475,475,475,475,475,,476,467,3,3,1,3,3,3,3,3,475
477,475,S475,475,475,475,475,475,475,,477,467,3,3,1,3,3,3,3,3,475
478,475,S476,475,475,475,475,475,475,,478,467,3,3,1,3,3,3,3,3,475
479,475,S477,475,475,475,475,475,475,,479,467,3,3,1,3,3,3,3,3,475
480,475,S478,475,475,475,475,475,475,,480,467,3,3,1,3,3,3,3,3,475
481,475,S479,475,475,475,475,475,475,,481,467,3,3,1,3,3,3,3,3,475
482,475,S480,475,475,475,475,475,475,,482,467,3,3,1,3,3,3,3,3,475
483,483,S481,483,483,483,483,483,483,,483,483,3,3,1,3,3,3,3,3,483
484,483,S482,483,483,483,483,483,483,,484,483,3,3,1,3,3,3,3,3,483
485,483,S483,483,483,483,483,483,483,,485,483,3,3,1,3,3,3,3,3,483
486,483,S484,483,483,483,483,483,483,,486,483,3,3,1,3,3,3,3,3,483
487,483,S485,483,483,483,483,483,483,,487,483,3,3,1,3,3,3,3,3,483
488,483,S486,483,483,483,483,483,483,,488,483,3,3,1,3,3,3,3,3,483
489,483,S487,483,483,483,483,483,483,,489,483,3,3,1,3,3,3,3,3,483
490,483,S488,483,483,483,483,483,483,,490,483,3,3,1,3,3,3,3,3,483
491,491,S489,491,491,491,491,491,491,,491,483,3,3,1,3,3,3,3,3,491
492,491,S490,491,491,491,491,491,491,,492,483,3,3,1,3,3,3,3,3,491
493,491,S491,491,491,491,491,491,491,,493,483,3,3,1,3,3,3,3,3,491
494,491,S492,491,491,491,491,491,491,,494,483,3,3,1,3,3,3,3,3,491
495,491,S493,491,491,491,491,491,491,,495,483,3,3,1,3,3,3,3,3,491
496,491,S494,491,491,491,491,491,491,,496,483,3,3,1,3,3,3,3,3,491
497,491,S495,491,491,491,491,491,491,,497,483,3,3,1,3,3,3,3,3,491
498,491,S496,491,491,491,491,491,491,,498,483,3,3,1,3,3,3,3,3,491
499,499,S497,499,499,499,499,499,499,,499,499,3,3,1,3,3,3,3,3,499
500,499,S498,499,499,499,499,499,499,,500,499,3,3,1,3,3,3,3,3,499
501,499,S499,499,499,499,499,499,499,,501,499,3,3,1,3,3,3,3,3,499
502,499,S500,499,499,499,499,499,499,,502,499,3,3,1,3,3,3,3,3,499
503,499,S501,499,499,499,499,499,499,,503,499,3,3,1,3,3,3,3,3,499
504,499,S502,499,499,499,499,499,499,,504,499,3,3,1,3,3,3,3,3,499
505,499,S503,499,499,499,499,499,499,,505,499,3,3,1,3,3,3,3,3,499
506,499,S504,499,499,499,499,499,499,,506,499,3,3,1,3,3,3,3,3,499
507,507,S505,507,507,507,507,507,507,,507,499,3,3,1,3,3,3,3,3,507
508,507,S506,507,507,507,507,507,507,,508,499,3,3,1,3,3,3,3,3,507
509,507,S507,507,507,507,507,507,507,,509,499,3,3,1,3,3,3,3,3,507
510,507,S508,507,507,507,507,507,507,,510,499,3,3,1,3,3,3,3,3,507
511,507,S509,507,507,507,507,507,507,,511,499,3,3,1,3,3,3,3,3,507
512,507,S510,507,507,507,507,507,507,,512,499,3,3,1,3,3,3,3,3,507
513,507,S511,507,507,507,507,507,507,,513,499,3,3,1,3,3,3,3,3,507
514,507,S512,507,507,507,507,507,507,,514,499,3,3,1,3,3,3,3,3,507
515,515,S513,515,515,515,515,515,515,,515,515,3,3,1,3,3,3,3,3,515
516,515,S514,515,515,515,515,515,515,,516,515,3,3,1,3,3,3,3,3,515
517,515,S515,515,515,515,515,515,515,,517,515,3,3,1,3,3,3,3,3,515
518,515,S516,515,515,515,515,515,515,,518,515,3,3,1,3,3,3,3,3,515
519,515,S517,515,515,515,515,515,515,,519,515,3,3,1,3,3,3,3,3,515
520,515,S518,515,515,515,515,515,515,,520,515,3,3,1,3,3,3,3,3,515
521,515,S519,515,515,515,515,515,515,,521,515,3,3,1,3,3,3,3,3,515
522,515,S520,515,515,515,515,515,515,,522,515,3,3,1,3,3,3,3,3,515
523,523,S521,523,523,523,523,523,523,,523,515,3,3,1,3,3,3,3,3,523
524,523,S522,523,523,523,523,523,523,,524,515,3,3,1,3,3,3,3,3,523
525,523,S523,523,523,523,523,523,523,,525,515,3,3,1,3,3,3,3,3,523
526,523,S524,523,523,523,523,523,523,,526,515,3,3,1,3,3,3,3,3,523
527,523,S525,523,523,523,523,523,523,,527,515,3,3,1,3,3,3,3,3,523
528,523,S526,523,523,523,523,523,523,,528,515,3,3,1,3,3,3,3,3,523
529,523,S527,523,523,523,523,523,523,,529,515,3,3,1,3,3,3,3,3,523
530,523,S528,523,523,523,523,523,523,,530,515,3,3,1,3,3,3,3,3,523
531,531,S529,531,531,531,531,531,531,,531,531,3,3,1,3,3,3,3,3,531
532,531,S530,531,531,531,531,531,531,,532,531,3,3,1,3,3,3,3,3,531
533,531,S531,531,531,531,531,531,531,,533,531,3,3,1,3,3,3,3,3,531
534,531,S532,531,531,531,531,531,531,,534,531,3,3,1,3,3,3,3,3,531
535,531,S533,531,531,531,531,531,531,,535,531,3,3,1,3,3,3,3,3,531
536,531,S534,531,531,531,531,531,531,,536,531,3,3,1,3,3,3,3,3,531
537,531,S535,531,531,531,531,531,531,,537,531,3,3,1,3,3,3,3,3,531
538,531,S536,531,531,531,531,531,531,,538,531,3,3,1,3,3,3,3,3,531
539,539,S537,539,539,539,539,539,539,,539,531,3,3,1,3,3,3,3,3,539
540,539,S538,539,539,539,539,539,539,,540,531,3,3,1,3,3,3,3,3,539
541,539,S539,539,539,539,539,539,539,,541,531,3,3,1,3,3,3,3,3,539
542,539,S540,539,539,539,539,539,539,,542,531,3,3,1,3,3,3,3,3,539
543,539,S541,539,539,539,539,539,539,,543,531,3,3,1,3,3,3,3,3,539
544,539,S542,539,539,539,539,539,539,,544,531,3,3,1,3,3,3,3,3,539
545,539,S543,539,539,539,539,539,539,,545,531,3,3,1,3,3,3,3,3,539
546,539,S544,539,539,539,539,539,539,,546,531,3,3,1,3,3,3,3,3,539
547,547,S545,547,547,547,547,547,547,,547,547,3,3,1,3,3,3,3,3,547
548,547,S546,547,547,547,547,547,547,,548,547,3,3,1,3,3,3,3,3,547
549,547,S547,547,547,547,547,547,547,,549,547,3,3,1,3,3,3,3,3,547
550,547,S548,547,547,547,547,547,547,,550,547,3,3,1,3,3,3,3,3,547
551,547,S549,547,547,547,547,547,547,,551,547,3,3,1,3,3,3,3,3,547
552,547,S550,547,547,547,547,547,547,,552,547,3,3,1,3,3,3,3,3,547
553,547,S551,547,547,547,547,547,547,,553,547,3,3,1,3,3,3,3,3,547
554,547,S552,547,547,547,547,547,547,,554,547,3,3,1,3,3,3,3,3,547
555,555,S553,555,555,555,555,555,555,,555,547,3,3,1,3,3,3,3,3,555
556,555,S554,555,555,555,555,555,555,,556,547,3,3,1,3,3,3,3,3,555
557,555,S555,555,555,555,555,555,555,,557,547,3,3,1,3,3,3,3,3,555
558,555,S556,555,555,555,555,555,555,,558,547,3,3,1,3,3,3,3,3,555
559,555,S557,555,555,555,555,555,555,,559,547,3,3,1,3,3,3,3,3,555
560,555,S558,555,555,555,555,555,555,,560,547,3,3,1,3,3,3,3,3,555
561,555,S559,555,555,555,555,555,555,,561,547,3,3,1,3,3,3,3,3,555
562,555,S560,555,555,555,555,555,555,,562,547,3,3,1,3,3,3,3,3,555
563,563,S561,563,563,563,563,563,563,,563,563,3,3,1,3,3,3,3,3,563
564,563,S562,563,563,563,563,563,563,,564,563,3,3,1,3,3,3,3,3,563
565,563,S563,563,563,563,563,563,563,,565,563,3,3,1,3,3,3,3,3,563
566,563,S564,563,563,563,563,563,563,,566,563,3,3,1,3,3,3,3,3,563
567,563,S565,563,563,563,563,563,563,,567,563,3,3,1,3,3,3,3,3,563
568,563,S566,563,563,563,563,563,563,,568,563,3,3,1,3,3,3,3,3,563
569,563,S567,563,563,563,563,563,563,,569,563,3,3,1,3,3,3,3,3,563
570,563,S568,563,563,563,563,563,563,,570,563,3,3,1,3,3,3,3,3,563
571,571,S569,571,571,571,571,571,571,,571,563,3,3,1,3,3,3,3,3,571
572,571,S570,571,571,571,571,571,571,,572,563,3,3,1,3,3,3,3,3,571
573,571,S571,571,571,571,571,571,571,,573,563,3,3,1,3,3,3,3,3,571
574,571,S572,571,571,571,571,571,571,,574,563,3,3,1,3,3,3,3,3,571
575,571,S573,571,571,571,571,571,571,,575,563,3,3,1,3,3,3,3,3,571
576,571,S574,571,571,571,571,571,571,,576,563,3,3,1,3,3,3,3,3,571
577,571,S575,571,571,571,571,571,571,,577,563,3,3,1,3,3,3,3,3,571
578,571,S576,571,571,571,571,571,571,,578,563,3,3,1,3,3,3,3,3,571
579,579,S577,579,579,579,579,579,579,,579,579,3,3,1,3,3,3,3,3,579
580,579,S578,579,579,579,579,579,579,,580,579,3,3,1,3,3,3,3,3,579
581,579,S579,579,579,579,579,579,579,,581,579,3,3,1,3,3,3,3,3,579
582,579,S580,579,579,579,579,579,579,,582,579,3,3,1,3,3,3,3,3,579
583,579,S581,579,579,579,579,579,579,,583,579,3,3,1,3,3,3,3,3,579
584,579,S582,579,579,579,579,579,579,,584,579,3,3,1,3,3,3,3,3,579
585,579,S583,579,579,579,579,579,579,,585,579,3,3,1,3,3,3,3,3,579
586,579,S584,579,579,579,579,579,579,,586,579,3,3,1,3,3,3,3,3,579
587,587,S585,587,587,587,587,587,587,,587,579,3,3,1,3,3,3,3,3,587
588,587,S586,587,587,587,587,587,587,,588,579,3,3,1,3,3,3,3,3,587
589,587,S587,587,587,587,587,587,587,,589,579,3,3,1,3,3,3,3,3,587
590,587,S588,587,587,587,587,587,587,,590,579,3,3,1,3,3,3,3,3,587
591,587,S589,587,587,587,587,587,587,,591,579,3,3,1,3,3,3,3,3,587
592,587,S590,587,587,587,587,587,587,,592,579,3,3,1,3,3,3,3,3,587
593,587,S591,587,587,587,587,587,587,,593,579,3,3,1,3,3,3,3,3,587
594,587,S592,587,587,587,587,587,587,,594,579,3,3,1,3,3,3,3,3,587
595,595,S593,595,595,595,595,595,595,,595,595,3,3,1,3,3,3,3,3,595
596,595,S594,595,595,595,595,595,595,,596,595,3,3,1,3,3,3,3,3,595
597,595,S595,595,595,595,595,595,595,,597,595,3,3,1,3,3,3,3,3,595
598,595,S596,595,595,595,595,595,595,,598,595,3,3,1,3,3,3,3,3,595
599,595,S597,595,595,595,595,595,595,,599,595,3,3,1,3,3,3,3,3,595
600,595,S598,595,595,595,595,595,595,,600,595,3,3,1,3,3,3,3,3,595
601,595,S599,595,595,595,595,595,595,,601,595,3,3,1,3,3,3,3,3,595
602,595,S600,595,595,595,595,595,595,,602,595,3,3,1,3,3,3,3,3,595
603,603,S601,603,603,603,603,603,603,,603,595,3,3,1,3,3,3,3,3,603
604,603,S602,603,603,603,603,603,603,,604,595,3,3,1,3,3,3,3,3,603
605,603,S603,603,603,603,603,603,603,,605,595,3,3,1,3,3,3,3,3,603
606,603,S604,603,603,603,603,603,603,,606,595,3,3,1,3,3,3,3,3,603
607,603,S605,603,603,603,603,603,603,,607,595,3,3,1,3,3,3,3,3,603
608,603,S606,603,603,603,603,603,603,,608,595,3,3,1,3,3,3,3,3,603
609,603,S607,603,603,603,603,603,603,,609,595,3,3,1,3,3,3,3,3,603
610,603,S608,603,603,603,603,603,603,,610,595,3,3,1,3,3,3,3,3,603
611,611,S609,611,611,611,611,611,611,,611,611,3,3,1,3,3,3,3,3,611
612,611,S610,611,611,611,611,611,611,,612,611,3,3,1,3,3,3,3,3,611
613,611,S611,611,611,611,611,611,611,,613,611,3,3,1,3,3,3,3,3,611
614,611,S612,611,611,611,611,611,611,,614,611,3,3,1,3,3,3,3,3,611
615,611,S613,611,611,611,611,611,611,,615,611,3,3,1,3,3,3,3,3,611
616,611,S614,611,611,611,611,611,611,,616,611,3,3,1,3,3,3,3,3,611
617,611,S615,611,611,611,611,611,611,,617,611,3,3,1,3,3,3,3,3,611
618,611,S616,611,611,611,611,611,611,,618,611,3,3,1,3,3,3,3,3,611
619,619,S617,619,619,619,619,619,619,,619,611,3,3,1,3,3,3,3,3,619
620,619,S618,619,619,619,619,619,619,,620,611,3,3,1,3,3,3,3,3,619
621,619,S619,619,619,619,619,619,619,,621,611,3,3,1,3,3,3,3,3,619
622,619,S620,619,619,619,619,619,619,,622,611,3,3,1,3,3,3,3,3,619
623,619,S621,619,619,619,619,619,619,,623,611,3,3,1,3,3,3,3,3,619
624,619,S622,619,619,619,619,619,619,,624,611,3,3,1,3,3,3,3,3,619
625,619,S623,619,619,619,619,619,619,,625,611,3,3,1,3,3,3,3,3,619
626,619,S624,619,619,619,619,619,619,,626,611,3,3,1,3,3,3,3,3,619
627,627,S625,627,627,627,627,627,627,,627,627,3,3,1,3,3,3,3,3,627
628,627,S626,627,627,627,627,627,627,,628,627,3,3,1,3,3,3,3,3,627
629,627,S627,627,627,627,627,627,627,,629,627,3,3,1,3,3,3,3,3,627
630,627,S628,627,627,627,627,627,627,,630,627,3,3,1,3,3,3,3,3,627
631,627,S629,627,627,627,627,627,627,,631,627,3,3,1,3,3,3,3,3,627
632,627,S630,627,627,627,627,627,627,,632,627,3,3,1,3,3,3,3,3,627
633,627,S631,627,627,627,627,627,627,,633,627,3,3,1,3,3,3,3,3,627
634,627,S632,627,627,627,627,627,627,,634,627,3,3,1,3,3,3,3,3,627
635,635,S633,635,635,635,635,635,635,,635,627,3,3,1,3,3,3,3,3,635
636,635,S634,635,635,635,635,635,635,,636,627,3,3,1,3,3,3,3,3,635
637,635,S635,635,635,635,635,635,635,,637,627,3,3,1,3,3,3,3,3,635
638,635,S636,635,635,635,635,635,635,,638,627,3,3,1,3,3,3,3,3,635
639,635,S637,635,635,635,635,635,635,,639,627,3,3,1,3,3,3,3,3,635
640,635,S638,635,635,635,635,635,635,,640,627,3,3,1,3,3,3,3,3,635
641,635,S639,635,635,635,635,635,635,,641,627,3,3,1,3,3,3,3,3,635
642,635,S640,635,635,635,635,635,635,,642,627,3,3,1,3,3,3,3,3,635
643,643,S641,643,643,643,643,643,643,,643,643,3,3,1,3,3,3,3,3,643
644,643,S642,643,643,643,643,643,643,,644,643,3,3,1,3,3,3,3,3,643
645,643,S643,643,643,643,643,643,643,,645,643,3,3,1,3,3,3,3,3,643
646,643,S644,643,643,643,643,643,643,,646,643,3,3,1,3,3,3,3,3,643
647,643,S645,643,643,643,643,643,643,,647,643,3,3,1,3,3,3,3,3,643
648,643,S646,643,643,643,643,643,643,,648,643,3,3,1,3,3,3,3,3,643
649,643,S647,643,643,643,643,643,643,,649,643,3,3,1,3,3,3,3,3,643
650,643,S648,643,643,643,643,643,643,,650,643,3,3,1,3,3,3,3,3,643
651,651,S649,651,651,651,651,651,651,,651,643,3,3,1,3,3,3,3,3,651
652,651,S650,651,651,651,651,651,651,,652,643,3,3,1,3,3,3,3,3,651
653,651,S651,651,651,651,651,651,651,,653,643,3,3,1,3,3,3,3,3,651
654,651,S652,651,651,651,651,651,651,,654,643,3,3,1,3,3,3,3,3,651
655,651,S653,651,651,651,651,651,651,,655,643,3,3,1,3,3,3,3,3,651
