id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,spine_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_scale,face_pos,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
160,161,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,162,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,163,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,164,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_happy,1,869|456,,,,,,,,,,
164,165,,,,,shrine_main_bg,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,166,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,167,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_surprise,1,869|456,,,,,,,,,,
167,168,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,169,,,,,shrine_main_bg,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,174,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,175,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
175,176,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,177,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,178,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,179,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,-1,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_sad,1,869|456,,,,,,,,,,
193,194,,,-1,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_sad,1,869|456,,,,,,,,,,
194,195,,,,-1,shrine_shenshebaitian,0,51018_noface,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,51018_face_sad,1,927|574,,,,,,,,,,
195,196,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,,,,-1,shrine_shenshebaitian,0,51018_noface,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,51018_face_sad,1,927|574,,,,,,,,,,
197,198,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_sad,1,869|456,,,,,,,,,,
198,199,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,,,,-1,shrine_shenshebaitian,0,51018_noface,,0,,,,,,,,,0.8,200|250,1,12,1,1,,0,,,,,,,,,,,,,,,51018_face_sad,1,927|574,,,,,,,,,,
200,201,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,11,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,202,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
203,204,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,205,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,206,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,207,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_surprise,1,869|456,,,,,,,,,,
208,209,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,210,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,211,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
212,213,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,214,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,215,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,216,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
216,217,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,218,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,221,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
222,223,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,,,,,shrine_shenshebaitian,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,228,,,,？？？,shrine_shenshebaitian,0,chengnan_hundunnpc_1,,0,,,,,,,,,0.7,170|400,1,8,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,229,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_angry,1,869|456,,,,,,,,,,
229,230,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,231,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,232,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,233,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
233,234,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,235,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,236,,,,？？？,shrine_shenshebaitian,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,237,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,238,,,,-1,shrine_shenshebaitian,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,239,,,,-1,shrine_shenshebaitian,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,240,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,241,,,,-1,shrine_shenshebaitian,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,,,,-1,shrine_shenshebaitian,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,,,,-1,shrine_shenshebaitian,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,-1,,,,-1,shrine_shenshebaitian,0,51018_noface,,0,,,,,,,,,0.8,200|250,1,8,1,1,,0,,,,,,,,,,,,,,,51018_face_surprise,1,922|555,,,,,,,,,,
245,246,,,-1,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,,,,,shrine_main_bg,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,255,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,200|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,263,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,264,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,265,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,266,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,267,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,268,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,269,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,271,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,272,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,273,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,275,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_happy,1,869|456,,,,,,,,,,
275,276,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
277,278,,,,,shrine_main_bg,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,279,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,280,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,281,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,282,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,283,,,,-1,shrine_main_bg,0,55008_noface,,1,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
283,284,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
284,285,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
285,286,,,,-1,shrine_main_bg,0,partner_picture_34004,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,287,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
287,288,,,,-1,shrine_main_bg,0,partner_picture_34004,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,289,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
289,290,,,,-1,shrine_main_bg,0,partner_picture_34004,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,291,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
291,292,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
292,293,,,,-1,shrine_main_bg,0,partner_picture_34004,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,294,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,12,1,1,,0,,,,,,,,,,,,,,,55008_face_angry,1,878|241,,,,,,,,,,
294,295,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,11,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
295,296,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,8,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
296,297,,,,-1,shrine_main_bg,0,partner_picture_34004,,0,,,,,,,,,1,0|0,1,8,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,298,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,299,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
299,300,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
300,-1,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
