id,next_id,select_next_ids,select,plot,day,activity_plot_list_id,name,image_path,type,res_path,spine_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_scale,face_pos,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
166,167,,,,,,,qilizhiwu,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,168,,,,,,,qilizhiwu,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,169,,,,,,,qilizhiwu,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170,,,,,,-1,qilizhiwu,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171,,,,,,-1,qilizhiwu,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172,,,,,,-1,qilizhiwu,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173,,,,,,-1,qilizhiwu,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,174,,,,,,-1,qilizhiwu,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,175,,,,,,,qilizhiwu,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,176,,,,,,,qilizhiwu,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,177,,,,,,-1,qilizhiwu,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,178,,,,,,-1,qilizhiwu,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,179,,,,,,-1,qilizhiwu,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,,,,,,*,qilizhiwu,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,-1,,,,,166,-1,qilizhiwu,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,,,,4,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,,,,,,,narrow_strip,1,,,0,,,1,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,,,,,,-1,narrow_strip,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,,,,,,-1,narrow_strip,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,,,,,,-1,narrow_strip,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,,,,,,-1,narrow_strip,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194,,,,,,-1,narrow_strip,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,196,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,198,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,199,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,,,,,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,201,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,202,,,,,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,,,,,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,205,,,,,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,206,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,207,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,,,,,,-1,narrow_strip,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,210,,,,,,-1,narrow_strip,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,211,,,,,,-1,narrow_strip,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,213,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,214,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,215,,,,,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,216,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217,,,,,,-1,narrow_strip,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,218,,,,,,-1,narrow_strip,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,221,,,,,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,223,,,,,,,narrow_strip,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,,,,,,-1,narrow_strip,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,,,,,,-1,narrow_strip,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,,,,,,-1,narrow_strip,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,228|263|305,1,,,,*,narrow_strip,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,229,,,,,,,activity_world_boss_bg,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,230,,,,,,-1,activity_world_boss_bg,2,partner_picture_51013,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,231,,,,,,*,activity_world_boss_bg,0,,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,232,,,,,,-1,activity_world_boss_bg,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,233,,,,,,,activity_world_boss_bg,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,234,,,,,,-1,activity_world_boss_bg,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,235,,,,,,,activity_world_boss_bg,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,236,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,237,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,238,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,239,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,240,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,241,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,245,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,246,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,,,,,,-1,activity_world_boss_bg,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,,,,,,-1,activity_world_boss_bg,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,,,,,,-1,activity_world_boss_bg,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,,,,,,-1,activity_world_boss_bg,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,255,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,,,,,,-1,activity_world_boss_bg,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,,,,,,-1,activity_world_boss_bg,0,153,153,0,,,0,,,,,,1,0|200,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,,,,,,*,activity_world_boss_bg,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,,,,,,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,-1,,,,,167,-1,activity_world_boss_bg,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,264,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,265,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,266,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,267,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,268,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,269,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,271,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,272,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,273,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,275,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,276,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,278,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,279,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,280,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,281,,,,,,,bg_new_trial,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,282,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,283,,,,,,-1,bg_new_trial,0,partner_picture_2000003,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,284,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,285,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,286,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,287,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,288,,,,,,,bg_new_trial,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,289,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,290,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,291,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,292,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,293,,,,,,,bg_new_trial,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,294,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,295,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,296,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,297,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,298,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,299,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,300,,,,,,-1,bg_new_trial,0,158,158,0,,,0,,,,,,1,95|500,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,301,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,302,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,303,,,,,,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,304,,,,,,-1,bg_new_trial,0,partner_picture_21002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,-1,,,,,167,-1,bg_new_trial,0,partner_picture_14001,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,306,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,307,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,308,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,309,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,310,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,311,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,312,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,313,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,314,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,315,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,316,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,317,,,,,,-1,forest,0,partner_picture_2000003,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,318,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,319,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,320,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,321,,,,,,-1,forest,0,,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,322,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,323,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,324,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,325,,,,,,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,326,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,327,,,,,,-1,forest,0,157,157,0,,,0,,,,,,1,10|300,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,-1,,,,,167,-1,forest,0,partner_picture_54010,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,329,,,,5,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,330,,,,,,*,bg_hot_spring_leaf,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,331,,,,,,*,bg_hot_spring_leaf,2,,,0,,,2,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,332,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_55002,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,333,,,,,,-1,bg_hot_spring_leaf,0,partner_picture_51013,,0,,,0,,,,,,1,0|0,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,334,,,,,,,bg_hot_spring_leaf,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
