id,name,fort_id,fort_finish,next,fort_final,lv,power,battle_id,monsterShow,monsterskin,battle_effect,battle_time,reward,gold,exp_partner,exp_player,dropbox_ids,dropbox_show,dropbox_id_activity,dropbox_show_activity,dropbox_id_activity2,dropbox_show_activity2,dropbox_id_activity3,dropbox_show_activity3,dropbox_id_activity4,dropbox_show_activity4,set_map,stage_img,tips_type,function_id
98,6,10,9,99,0,72,15460,100098,44002|44002|44002|44002|44001|44001,,1,10,3#2880|1#12000|9#6000,1#38,9#47,3#45,100098|100999,3042|3032|14|6001|6002|6003|6004|6005|24|25|10|3022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_30_1,stage_img_30,3,
99,7,10,9,100,0,72,15610,100099,46002|41002|46002|46002|41002|41002,,1,10,3#2880|1#12000|9#6000|4043#1,1#38,9#47,3#45,100099|100999,4042|4032|14|6001|6002|6003|6004|6005|24|25|10|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_9,3,
100,8,10,9,101,0,74,17620,100100,41001|41001|41001|51005|41004,,1,10,3#2880|1#12000|9#6000|940002#10,1#38,9#47,3#45,100100|100999,940011|1042|2042|3042|4042|1032|2032|3032|4032|14|6001|6002|6003|6004|6005|24|25|26|27|10|1022|2022|3022|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_7,3,
101,9,10,9,102,0,74,17800,100101,52003|42002|42003|42003|42003|42003,,1,10,3#9000|1#14000|9#7000,1#39,9#49,3#47,100101|100999,1042|1032|14|6001|6002|6003|6004|6005|24|25|26|27|10|1022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_21_1,stage_img_54,3,
102,10,10,10,103,10,74,17810,100102,43002|43002|43002|43002|43002|43002,,1,10,3#9000|1#14000|9#7000|1043#1,1#39,9#49,3#47,100102|100999,2042|2032|14|6001|6002|6003|6004|6005|24|25|26|27|10|2022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_32_1,stage_img_55,3,31
103,1,11,10,104,0,74,0,100103,45001|45001|45002|45002|45002|45002,,,10,3#9000|1#14000|9#7000,1#39,9#49,3#47,100103|100999,3042|3032|14|6001|6002|6003|6004|6005|24|25|26|27|10|3022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img_23,,
104,2,11,10,105,0,74,18010,100104,45001|45001|45001|45001|45001|45001,,,10,3#9000|1#14000|9#7000|2043#1,1#39,9#49,3#47,100104|100999,4042|4032|14|6001|6002|6003|6004|6005|24|25|26|27|10|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
105,3,11,10,106,0,76,18190,100105,55002|55002,,,10,3#9000|1#14000|9#7000|940002#10,1#39,9#49,3#47,100105|100999,940012|1042|2042|3042|4042|1032|2032|3032|4032|14|6001|6002|6003|6004|6005|24|25|26|27|10|1022|2022|3022|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
106,4,11,10,107,0,76,18210,100106,46002|46001|46001|46001|46001|52008,,,10,3#9360|1#14000|9#7000,1#39,9#52,3#49,100106|100999,1042|1032|14|6001|6002|6003|6004|6005|24|25|26|27|10|1022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_12,,
107,5,11,10,108,0,76,18380,100107,46001|46001|46001|46001|46001|46001,,,10,3#9360|1#14000|9#7000|3043#1,1#39,9#52,3#49,100107|100999,2042|2032|14|6001|6002|6003|6004|6005|24|25|26|27|10|2022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_13,,
108,6,11,10,109,0,76,18400,100108,44006|44006|44004|44004|44004|44004,,,10,3#9360|1#14000|9#7000,1#39,9#52,3#49,100108|100999,3042|3032|14|6001|6002|6003|6004|6005|24|25|26|27|10|3022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_14,,
109,7,11,10,110,0,76,18580,100109,51003|44002|52005|43004|45002|46001,,,10,3#9360|1#14000|9#7000|4043#1,1#39,9#52,3#49,100109|100999,4042|4032|14|6001|6002|6003|6004|6005|24|25|26|27|10|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_15,,
110,8,11,10,111,0,78,18590,100110,42006|42006|52010,,,10,3#9360|1#14000|9#7000|940002#10,1#39,9#52,3#49,100110|100999,940013|1042|2042|3042|4042|1032|2032|3032|4032|14|6001|6002|6003|6004|6005|24|25|26|27|10|1022|2022|3022|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_24_1,stage_img_11,,
111,9,11,10,112,0,78,18675,100111,32004|32004|32004|32004|32004|32004,,,10,3#9720|1#16000|9#8000,1#40,9#55,3#51,100111|100999,1043|1032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_27_1,stage_img_4,,
112,10,11,11,113,11,78,18760,100112,46002|54002|42001|42001|42001|42001,,,10,3#9720|1#16000|9#8000|1044#1,1#40,9#55,3#51,100112|100999,2043|2032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|2022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_27_1,stage_img_5,,40
113,1,12,11,114,0,78,0,100113,44002|44002|42003|42003|42005|42005,,,10,3#9720|1#16000|9#8000,1#40,9#55,3#51,100113|100999,3043|3032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|3022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_3,,
114,2,12,11,115,0,78,18990,100114,44006|44006|44005|54005|44005|54005,,,10,3#9720|1#16000|9#8000|2044#1,1#40,9#55,3#51,100114|100999,4043|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
115,3,12,11,116,0,80,21350,100115,56001|56001,,,10,3#9720|1#16000|9#8000|940002#10,1#40,9#55,3#51,100115|100999,940014|1043|2043|3043|4043|1032|2032|3032|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|2022|3022|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
116,4,12,11,117,0,80,21420,100116,41002|41002|51009|41004|51009|41004,,,10,3#10080|1#16000|9#8000,1#40,9#57,3#53,100116|100999,1043|1032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_51,,
117,5,12,11,118,0,80,21680,100117,51003|41005|41003|41003|41003|51001,,,10,3#10080|1#16000|9#8000|3044#1,1#40,9#57,3#53,100117|100999,2043|2032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|2022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_52,,
118,6,12,11,119,0,80,21750,100118,43003|53008|43005|43005|43001|43001,,,10,3#10080|1#16000|9#8000,1#40,9#57,3#53,100118|100999,3043|3032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|3022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_22,,
119,7,12,11,120,0,80,22010,100119,41001|41001|45002|45002|51005|53010,,,10,3#10080|1#16000|9#8000|4044#1,1#40,9#57,3#53,100119|100999,4043|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_50,,
120,8,12,11,121,0,82,22080,100120,53006|51007,,,10,3#10080|1#16000|9#8000|940002#10,1#40,9#57,3#53,100120|100999,940011|1043|2043|3043|4043|1032|2032|3032|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|2022|3022|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
121,9,12,11,122,0,82,23830,100121,44002|44006|44001|44001|44001|54001,,,10,3#17400|1#18000|9#9000,1#42,9#60,3#55,100121|100999,1043|1032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
122,10,12,12,123,12,82,23900,100122,53008|45001|52005|54003|41004|46001,,,10,3#17400|1#18000|9#9000|1044#1,1#42,9#60,3#55,100122|100999,2043|2032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|2022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,32
123,1,13,12,124,0,82,0,100123,51003|51007|45001|45001|45001|55002,,,10,3#17400|1#18000|9#9000,1#42,9#60,3#55,100123|100999,3043|3032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|3022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
124,2,13,12,125,0,82,24240,100124,53006|43005|43006|43006|51004|51004,,,10,3#17400|1#18000|9#9000|2044#1,1#42,9#60,3#55,100124|100999,4043|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
125,3,13,12,126,0,84,24510,100125,53009|51009,,,10,3#17400|1#18000|9#9000|940002#10,1#42,9#60,3#55,100125|100999,940012|1043|2043|3043|4043|1032|2032|3032|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|2022|3022|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
126,4,13,12,127,0,84,24590,100126,45002|45002|45001|45001|55002|55002,,,10,3#18000|1#18000|9#9000,1#42,9#62,3#57,100126|100999,1043|1032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
127,5,13,12,128,0,84,24850,100127,53008|53008|43004|53009|53009|43004,,,10,3#18000|1#18000|9#9000|1044#1,1#42,9#62,3#57,100127|100999,2043|2032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|2022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_7,,
128,6,13,12,129,0,84,24920,100128,52003|52003|42004|52009|52008|42004,,,10,3#18000|1#18000|9#9000,1#42,9#62,3#57,100128|100999,3043|3032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|3022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_6,,
129,7,13,12,130,0,84,25190,100129,54006|54006|54003|44004|54003|44004,,,10,3#18000|1#18000|9#9000|2044#1,1#42,9#62,3#57,100129|100999,4043|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_8,,
130,8,13,12,131,0,86,25260,100130,56001|54001|54009,,,10,3#18000|1#18000|9#9000|940002#10,1#42,9#62,3#57,100130|100999,940013|1043|2043|3043|4043|1032|2032|3032|4032|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1022|2022|3022|4022|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_9,,
131,9,13,12,132,0,86,25660,100131,54006|54006|54009|54009|54009|54005,,,10,3#18600|1#19800|9#30000,1#43,9#65,3#60,100131|100999,1051|1042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_10,,
132,10,13,13,133,13,86,26060,100132,51003|51003|51004|51004|51009|51009,,,10,3#18600|1#19800|9#30000|1051#1,1#43,9#65,3#60,100132|100999,2051|2042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|2031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_28_1,stage_img_6,,39
133,1,14,13,134,0,86,0,100133,52003|52003|52010|52008|52008|52009,,,10,3#18600|1#19800|9#30000,1#43,9#65,3#60,100133|100999,3051|3042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|3031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
134,2,14,13,135,0,86,26860,100134,53006|53006|53009|53009|53010|53010,,,10,3#18600|1#19800|9#30000|2051#1,1#43,9#65,3#60,100134|100999,4051|4042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_1,,
135,3,14,13,136,0,88,27260,100135,53003|54009,,,10,3#18600|1#19800|9#30000|940002#10,1#43,9#65,3#60,100135|100999,940014|1051|2051|3051|4051|1042|2042|3042|4042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1031|2031|3031|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_60,,
136,4,14,13,137,0,88,27660,100136,52003|52003|54005|54005|45002|45002,,,10,3#19200|1#19800|9#31200,1#43,9#68,3#61,100136|100999,1051|1042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_59,,
137,5,14,13,138,0,88,28060,100137,53006|53006|54003|51004|52008|52009,,,10,3#19200|1#19800|9#31200|3051#1,1#43,9#68,3#61,100137|100999,2051|2042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|2031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_58,,35
138,6,14,13,139,0,88,28460,100138,54006|54006|56001|56001|56001|56001,,,10,3#19200|1#19800|9#31200,1#43,9#68,3#61,100138|100999,3051|3042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|3031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_36_1,stage_img_1,,
139,7,14,13,140,0,88,28860,100139,54002|54002|51005|51005|52006|52006,,,10,3#19200|1#19800|9#31200|4051#1,1#43,9#68,3#61,100139|100999,4051|4042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
140,8,14,13,141,0,90,29260,100140,52010|52010|53005,,,10,3#19200|1#19800|9#31200|940002#10,1#43,9#68,3#61,100140|100999,940011|1051|2051|3051|4051|1042|2042|3042|4042|14|6001|6002|6003|6004|6005|6021|6022|6023|6024|6025|24|25|26|27|10|1031|2031|3031|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
141,9,14,13,142,0,90,29660,100141,54002|54002|54001|54001|54003|54003,,,10,3#19800|1#20400|9#32400,1#46,9#73,3#62,100141|100999,1051|1042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
142,10,14,14,143,14,90,30060,100142,51003|51003|51001|51001|51005|51005,,,10,3#19800|1#20400|9#32400|1051#1,1#46,9#73,3#62,100142|100999,2051|2042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|2031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,34
143,1,15,14,144,0,90,0,100143,52003|52003|52005|52005|52006|52006,,,10,3#19800|1#20400|9#32400,1#46,9#73,3#62,100143|100999,3051|3042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|3031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_26_1,stage_img,,
144,2,15,14,145,0,90,30860,100144,53006|53006|53003|53003|53005|53005,,,10,3#19800|1#20400|9#32400|2051#1,1#46,9#73,3#62,100144|100999,4051|4042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_20,,
145,3,15,14,146,0,92,31260,100145,54002|53008|53008|53008|53008,,,10,3#19800|1#20400|9#32400|940002#10,1#46,9#73,3#62,100145|100999,940012|1051|2051|3051|4051|1042|2042|3042|4042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1031|2031|3031|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_21,,
146,4,15,14,147,0,92,31660,100146,55002|55002|45002|45002|45002|45002,,,10,3#20400|1#20400|9#33600,1#46,9#76,3#63,100146|100999,1051|1042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_39,,
147,5,15,14,148,0,92,32060,100147,56001|56001|46001|46001|46001|46001,,,10,3#20400|1#20400|9#33600|3051#1,1#46,9#76,3#63,100147|100999,2051|2042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|2031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_40,,
148,6,15,14,149,0,92,32460,100148,55002|55002|46001|46001|46001|46001,,,10,3#20400|1#20400|9#33600,1#46,9#76,3#63,100148|100999,3051|3042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|3031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_19,,
149,7,15,14,150,0,92,32860,100149,56001|56001|45002|45002|45002|45002,,,10,3#20400|1#20400|9#33600|4051#1,1#46,9#76,3#63,100149|100999,4051|4042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_19_1,stage_img_41,,
150,8,15,14,151,0,94,33260,100150,56001|55002|55002,,,10,3#20400|1#20400|9#33600|940002#10,1#46,9#76,3#63,100150|100999,940013|1051|2051|3051|4051|1042|2042|3042|4042|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1031|2031|3031|4031|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_31_1,stage_img,,
151,9,15,14,152,0,94,33660,100151,54002|54002|54002|53008|53008|53008,,,10,3#21000|1#21000|9#34800,1#47,9#78,3#64,100151|100999,1052|1043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_18,,
152,10,15,15,153,15,94,34060,100152,53006|53006|53006|46001|46001|46001,,,10,3#21000|1#21000|9#34800|1052#1,1#47,9#78,3#64,100152|100999,2052|2043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_25_1,stage_img_40,,
153,1,16,15,154,0,94,0,100153,51003|51003|53010|53010|54001|54001,,,10,3#21000|1#21000|9#34800,1#47,9#78,3#64,100153|100999,3052|3043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_16_1,stage_img_56,,
154,2,16,15,155,0,94,34860,100154,53006|53006|53006|52003|52003|52003,,,10,3#21000|1#21000|9#34800|2052#1,1#47,9#78,3#64,100154|100999,4052|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_35_1,stage_img_53,,
155,3,16,15,156,0,96,35260,100155,54006|56001|56001,,,10,3#21000|1#21000|9#34800|940002#10,1#47,9#78,3#64,100155|100999,940014|1052|2052|3052|4052|1043|2043|3043|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_47,,
156,4,16,15,157,0,96,35660,100156,54001|54001|54001|54001|54001|54001,,,10,3#21600|1#21000|9#36000,1#47,9#81,3#65,100156|100999,1052|1043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_48,,
157,5,16,15,158,0,96,36060,100157,51001|51001|51001|51001|51001|51001,,,10,3#21600|1#21000|9#36000|3052#1,1#47,9#81,3#65,100157|100999,2052|2043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_49,,
158,6,16,15,159,0,96,36460,100158,52009|52009|52009|52009|52009|52009,,,10,3#21600|1#21000|9#36000,1#47,9#81,3#65,100158|100999,3052|3043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_57,,
159,7,16,15,160,0,96,36860,100159,53003|53003|53003|53003|53003|53003,,,10,3#21600|1#21000|9#36000|4052#1,1#47,9#81,3#65,100159|100999,4052|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_33_1,stage_img_56,,
160,8,16,15,161,0,98,37260,100160,56001|55002|52005|53003|54001|51001,,,10,3#21600|1#21000|9#36000|940002#10,1#47,9#81,3#65,100160|100999,940011|1052|2052|3052|4052|1043|2043|3043|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
161,9,16,15,162,0,98,37660,100161,541002|541002|651006|541004|651006|541004,,,10,3#22200|1#21600|9#37200,1#49,9#84,3#66,100161|100999,1052|1043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
162,10,16,16,163,16,98,38060,100162,651002|541005|541003|541003|541003|651001,,,10,3#22200|1#21600|9#37200|1052#1,1#49,9#84,3#66,100162|100999,2052|2043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
163,1,17,16,164,0,98,0,100163,543003|652006|543005|543005|543001|543001,,,10,3#22200|1#21600|9#37200,1#49,9#84,3#66,100163|100999,3052|3043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_24,,
164,2,17,16,165,0,98,38860,100164,541001|541001|545002|545002|651004|652008,,,10,3#22200|1#21600|9#37200|2052#1,1#49,9#84,3#66,100164|100999,4052|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
165,3,17,16,166,0,100,39260,100165,652005|651005,,,10,3#22200|1#21600|9#37200|940002#10,1#49,9#84,3#66,100165|100999,940012|1052|2052|3052|4052|1043|2043|3043|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
166,4,17,16,167,0,100,39660,100166,544002|544006|544001|544001|544001|652009,,,10,3#22800|1#21600|9#38400,1#49,9#86,3#67,100166|100999,1052|1043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_27,,
167,5,17,16,168,0,100,40060,100167,652006|545001|651008|653001|541004|546001,,,10,3#22800|1#21600|9#38400|3052#1,1#49,9#86,3#67,100167|100999,2052|2043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
168,6,17,16,169,0,100,40460,100168,651002|651005|545001|545001|545001|653005,,,10,3#22800|1#21600|9#38400,1#49,9#86,3#67,100168|100999,3052|3043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_24,,
169,7,17,16,170,0,100,40860,100169,652005|543005|543006|543006|651003|651003,,,10,3#22800|1#21600|9#38400|4052#1,1#49,9#86,3#67,100169|100999,4052|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_25,,
170,8,17,16,171,0,102,41260,100170,652007|651006,,,10,3#22800|1#21600|9#38400|940002#10,1#49,9#86,3#67,100170|100999,940013|1052|2052|3052|4052|1043|2043|3043|4043|14|6021|6022|6023|6024|6025|953001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_26,,
171,9,17,16,172,0,102,41660,100171,545002|545002|545001|545001|653005|653005,,,10,3#23400|1#22200|9#39600,1#50,9#89,3#68,100171|100999,1053|1051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_27,,
172,10,17,16,173,17,102,42060,100172,652006|652006|543004|652007|652007|543004,,,10,3#23400|1#22200|9#39600|1053#1,1#50,9#89,3#68,100172|100999,2053|2051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|2032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_29_1,stage_img_28,,
173,1,18,16,174,0,102,0,100173,651007|651007|542004|652001|651010|542004,,,10,3#23400|1#22200|9#39600,1#50,9#89,3#68,100173|100999,3053|3051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|3032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_2,,
174,2,18,16,175,0,102,42860,100174,653003|653003|653001|544004|653001|544004,,,10,3#23400|1#22200|9#39600|2053#1,1#50,9#89,3#68,100174|100999,4053|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_36,,
175,3,18,16,176,0,104,43260,100175,653006|652009|653004,,,10,3#23400|1#22200|9#39600|940002#10,1#50,9#89,3#68,100175|100999,940014|1053|2053|3053|4053|1051|2051|3051|4051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|2032|3032|4032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_37,,
176,4,18,16,177,0,104,43660,100176,653003|653003|653004|653004|653004|653002,,,10,3#24000|1#22200|9#40800,1#50,9#92,3#69,100176|100999,1053|1051|14|6021|6022|6023|6024|6025|954001|24|25|26|27|10|1032|43|69|28,130999,40|255,120999,114,150999,212|213,110999,200,battle_map_23_1,stage_img_38,,
