id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,miss,hit,crit,critTime,sklP,decDmg,free,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
23050815,755004,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050816,755004,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050821,756002,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050822,755001,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050823,756002,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050824,756002,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050825,755001,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050826,755001,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050911,755009,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050912,755009,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050913,753012,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050914,752011,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050915,751014,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23050916,754007,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051111,751004,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051112,751004,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051113,754009,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051114,754009,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051115,753010,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051116,755005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051121,751004,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051122,751004,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051123,752008,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051124,752008,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051125,753010,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051126,755005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051211,756005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051212,756005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051213,755003,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051214,754012,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051215,753009,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051216,751005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051221,756005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051222,756005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051223,755003,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051224,752014,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051225,751008,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051226,754003,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051311,755008,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051312,755010,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051313,755006,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051314,755009,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051315,755005,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23051316,755004,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23059999,756009,,-1,330,10,9999999999999.0,200000,,,1,1,,0,500,0,0,0,0,0,0,0,1,999,1.2,,,,5|5|5|5
23070211,755006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070212,755006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070213,756005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070214,752010,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070215,752010,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070216,753010,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070311,751005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070312,751005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070313,751005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070314,751005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070315,751005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070316,751005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070321,752005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070322,752005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070323,752005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070324,752005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070325,752005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070326,752005,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070331,753003,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070332,753003,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070333,753003,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070334,753003,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070335,753003,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070336,753003,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070341,754006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070342,754006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070343,754006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070344,754006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070345,754006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070346,754006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070411,751008,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070412,751008,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070413,751008,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070414,751008,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070415,751008,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070416,751008,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070421,752004,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070422,752004,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070423,752004,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070424,752004,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070425,752004,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070426,752004,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070431,753006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070432,753006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070433,753006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070434,753006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070435,753006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070436,753006,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070441,754001,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070442,754001,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070443,754001,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070444,754001,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070445,754001,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070446,754001,,-1,330,10,2000000,40000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070511,753011,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070512,752015,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070513,754009,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070514,751014,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070515,756004,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070516,755005,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070521,753011,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070522,752015,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070523,756001,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070524,751015,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070525,754012,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070526,755005,,-1,330,10,2400000,48000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070711,753012,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070712,753012,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070713,753012,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070714,751009,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070715,751009,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070716,751009,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070721,753012,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070722,753012,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070723,753012,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070724,751010,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070725,751010,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070726,751010,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070811,754008,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070812,754008,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070813,753003,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070814,753015,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070815,751011,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070816,756001,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070821,754008,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070822,754008,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070823,753005,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070824,753015,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070825,752011,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070826,756001,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070911,754013,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070912,754013,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070913,754002,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070914,755007,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070915,753009,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23070916,753009,,-1,330,10,2800000,56000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071111,751012,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071112,751012,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071113,756005,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071114,753013,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071115,751015,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071116,754014,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071121,751012,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071122,751012,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071123,755007,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071124,753014,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071125,752013,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071126,754009,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071211,755002,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071212,755002,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071213,752001,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071214,752001,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071215,752001,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071216,752001,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071221,755002,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071222,755002,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071223,753007,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071224,753007,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071225,753007,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071226,753007,,-1,330,10,3200000,64000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071311,756007,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071312,756007,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071313,756002,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071314,756002,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071315,756002,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23071316,756002,,-1,330,10,4000000,80000,,,1,1,,0,500,0,0,0,0,0,0,0,,300,,,,,5|5|5|5
23079999,753017,,-1,330,10,9999999999999.0,200000,,,1,1,,0,500,0,0,0,0,0,0,0,1,999,1.2,,,,5|5|5|5
99010001,751011,7109,-1,250,10,506052,29743,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010002,751015,7188,-1,250,10,537663,36768,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010003,752011,7110,-1,250,10,496887,27236,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010004,752012,7115,-1,250,10,488489,40614,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010005,752015,7194,-1,250,10,725925,21793,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010006,753011,7111,-1,250,10,685720,23998,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010007,753013,7198,-1,250,10,482791,35075,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010008,753015,7197,-1,250,10,561999,34540,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010009,754014,7182,-1,250,10,522739,25212,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010010,755003,7112,-1,250,10,589913,25407,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010011,755005,7116,-1,250,10,569093,22905,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010012,755006,7118,-1,250,10,716830,23240,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010013,755008,7199,-1,250,10,551566,24430,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010014,755009,7196,-1,250,10,577606,27361,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010015,756003,7113,-1,250,10,472187,25407,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010016,756004,7099,-1,250,10,521196,28724,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010017,756006,7193,-1,250,10,577070,29173,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99010018,756008,7195,-1,250,10,513389,25177,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99011001,752015,7194,-1,250,10,800000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99011002,752015,7194,-1,250,10,800000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99011003,752008,7047,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99011004,752008,7047,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99011005,752008,7047,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99011006,752008,7047,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99012001,751009,7034,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99012002,751009,7034,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99012003,753006,7038,-1,250,10,1200000,32000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99012004,753006,7038,-1,250,10,1200000,32000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99012005,754014,7182,-1,250,10,1200000,32000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99012006,754014,7182,-1,250,10,1200000,32000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99013001,755006,7118,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99013002,755006,7118,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99013003,756006,7193,-1,250,10,800000,25000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99013004,756006,7193,-1,250,10,800000,25000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99013005,756006,7193,-1,250,10,800000,25000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99013006,756006,7193,-1,250,10,800000,25000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99014001,755005,7116,-1,250,10,500000,30000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99014002,751011,7109,-1,250,10,500000,30000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99014003,755005,7116,-1,250,10,500000,30000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99014004,755005,7116,-1,250,10,500000,30000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99014005,751011,7109,-1,250,10,500000,30000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99014006,751011,7109,-1,250,10,500000,30000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99015001,753011,7111,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99015002,753011,7111,-1,250,10,1000000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99015003,755003,7112,-1,250,10,800000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99015004,755003,7112,-1,250,10,800000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99015005,755003,7112,-1,250,10,800000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99015006,755003,7112,-1,250,10,800000,20000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99016001,753005,7187,-1,250,10,3200000,35000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99016002,753005,7187,-1,250,10,3200000,35000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99016003,755009,7196,-1,250,10,2800000,22000,,,1,1,100,500,600,0,0,0,0,300,0,0,,250,,,,,
99016004,755009,7196,-1,250,10,2800000,22000,,,1,1,100,500,600,0,0,0,0,300,0,0,,250,,,,,
99016005,755009,7196,-1,250,10,2800000,22000,,,1,1,100,500,600,0,0,0,0,300,0,0,,250,,,,,
99016006,755009,7196,-1,250,10,2800000,22000,,,1,1,100,500,600,0,0,0,0,300,0,0,,250,,,,,
99017001,752005,7189,-1,250,10,2200000,51000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
99017002,752005,7189,-1,250,10,2200000,51000,,,1,1,,500,600,0,0,0,0,300,0,0,,250,,,,,
