id,next_id,select_next_ids,select,plot,name,image_path,is_memory,res_path,scale,partner_picture_xy,type,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,map_swap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale
170,171,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,174,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,175,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,176,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,177,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,178,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
178,179,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,,,,,playground,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,,,,-1,playground,,partner_picture_55006,1,0|0,0,5,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195,,,,-1,playground,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,196,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,,,,-1,playground,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,198,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,199,,,,-1,playground,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
200,201,,,,-1,playground,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,202,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,205,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,206,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,207,,,,-1,playground,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,210,,,,-1,playground,,partner_picture_55006,1,0|0,0,5,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,211,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,213,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,214,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,215,,,,-1,playground,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,216,,,,-1,playground,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,218,,,,-1,playground,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,5,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,,,,-1,playground,,partner_picture_55006,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,-1,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,,,-1,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,223,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,228,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,229,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,230,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,231,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,232,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,233,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,234,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,235,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,236,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,237,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,238,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,239,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,240,,,,-1,library_maze,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,241,,,,,club_hall,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,,,,-1,club_hall,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,,,,-1,club_hall,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,245,,,,,club_hall,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,246,,,,,club_hall,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,,,,-1,club_hall,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,,,,-1,club_hall,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,,,,,club_hall,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,,,,,club_hall,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
254,255,,,,,club_hall,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,,,,,club_hall,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,,,,-1,club_hall,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,,,,-1,club_hall,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,263,,,,-1,club_hall,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,-1,,,,-1,club_hall,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,265,,,-1,-1,playground,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,266,,,,-1,playground,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,267,,,,-1,playground,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,268,,,,-1,playground,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,269,,,,-1,playground,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,,,,-1,playground,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,271,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,272,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,273,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,275,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,276,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,278,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,279,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,280,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,281,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,282,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,283,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,284,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,285,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,286,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,287,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,288,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,289,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,290,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,291,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,292,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,293,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,294,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,295,,,,-1,playground,,partner_picture_54007,1,0|0,0,5,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,296,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,297,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,298,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,299,,,,-1,playground,,partner_picture_53012,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,300,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,301,,,,-1,playground,,partner_picture_53012,1,0|0,0,5,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,302,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,303,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,304,,,,-1,playground,,partner_picture_754001,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
304,305,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
305,306,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,307,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,308,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,309,,,,,playground,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,310,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,311,,,,-1,playground,,partner_picture_754001,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,312,,,,-1,playground,,partner_picture_754001,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,313,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,314,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,315,,,,-1,playground,,partner_picture_754001,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,316,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,317,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,5,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,318,,,,-1,playground,,partner_picture_754001,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,319,,,,-1,playground,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,-1,,,,-1,playground,,partner_picture_54007,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
320,321,,,-1,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,322,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,323,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,324,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,325,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,326,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,327,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,328,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,329,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,330,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,331,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,332,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,333,,,,-1,library_maze,,partner_picture_yage,1,130|0,0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,334,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,335,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,336,,,,-1,library_maze,,partner_picture_yisao,1,-120|0,0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,337,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,338,,,,-1,library_maze,,partner_picture_yinyue,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,339,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,340,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,341,,,,-1,library_maze,,partner_picture_yinyue,1,0|0,0,5,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,342,,,,-1,library_maze,,partner_picture_banila_sports,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
