id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
65601704,-1,-1,-1,-1,,0,1,1,,,,1,,1296002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600704,2,,,,,,,,,
65601714,-1,-1,-1,-1,,0,1,1,,,,1,,1296003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600704,3,,,,,,,,,
75600704,-1,-1,-1,-1,,0,1,1,,,,1,,1296004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600704,3,,,,,,,,,
5600705,-1,-1,-1,-1,,0,,1,1,2,1,61,,1031022,,,,,,1089#1119#1274#1570|1571#1593|1594#1690,,,,,,,,,,,,,,,,,skill_icon_0,,1108,,,,,,,,
65601705,-1,-1,-1,-1,,0,,1,1,2,1,61,,1031015,,,,,,1106#1119#1274#1570|1571#1593|1594#1690,,,,,,,,,,,,,,,,,skill_icon_0,,1108,,,,,,,,
75600705,-1,-1,-1,-1,,0,,1,1,2,1,61,,1031025,,,,,,1110#1119#1274#1570|1571#1593|1594#1690,,,,,,,,,,,,,,,,,skill_icon_0,,1108,,,,,,,,
5600706,-1,-1,-1,-1,,0,4,1,,,,13,,1294001|1292002,,1,,,,1090|1091#1120|1121#1275#1572#1595#1691,,,,,,,,,,,,,,,,,skill_icon_0,,1106,,,,,,,,
65601706,-1,-1,-1,-1,,0,4,1,,,,13,,1294002|1292003,,1,,,,1090|1091#1120|1121#1275#1572#1595#1691,,,,,,,,,,,,,,,,,skill_icon_0,,1106,,,,,,,,
65601716,-1,-1,-1,-1,,0,4,1,,,,13,,1294003|1292004,,1,,,,1090|1091#1120|1121#1275#1572#1595#1691,,,,,,,,,,,,,,,,,skill_icon_0,,1106,,,,,,,,
75600706,-1,-1,-1,-1,,0,4,1,,,,13,,1294003|1292004,,1,,,,1090|1091#1120|1121#1275#1572#1595#1691,,,,,,,,,,,,,,,,,skill_icon_0,,1106,,,,,,,,
5600707,-1,-1,-1,-1,,0,101,1,1,,,1,,1012086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65601707,-1,-1,-1,-1,,0,101,1,1,,,1,,1012087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75600707,-1,-1,-1,-1,,0,101,1,1,,,1,,1012088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600708,-1,-1,-1,-1,,0,100,1,1,,,62,,1304001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65601708,-1,-1,-1,-1,,0,100,1,1,,,62,,1304002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75600708,-1,-1,-1,-1,,0,100,1,1,,,62,,1304003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
5500800,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
65501700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
75500700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
311,-1,-1,-1,-1,,0,1,0,,,,18,2,1019121|1300001,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
312,-1,-1,-1,-1,,0,1,0,,,,18,2,1019121|1300002,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
313,-1,-1,-1,-1,,0,1,0,,,,18,2,1019121|1300003,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
314,-1,-1,-1,-1,,0,1,0,,,,18,2,1019121|1300003,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
5500801,-1,-1,-1,-1,,0,1,0,,,,16,,1019031|1017044,,,,,,1098|1099#1113|1114|1115#1280#1381#1408,,2,,1298001,,,,,,,,,,,,,skill_icon_5500801,,1104,,,,,##1#1#1,,,
65501701,-1,-1,-1,-1,,0,1,0,,,,16,,1019065|1017045,,,,,,1098|1099#1113|1114|1115#1280#1381#1408,,2,,1298002,,,,,,,,,,,,,skill_icon_5500801,,1104,,,,,##1#1#1,,,
75500701,-1,-1,-1,-1,,0,1,0,,,,16,,1019091|1017046,,,,,,1098|1099#1113|1114|1115#1280#1381#1408,,2,,1298003|1298003,,,,,,,,,,,,,skill_icon_5500801,,1104,,,,,##1#1#1,,,
5500802,-1,-1,-1,-1,,0,28,1,,,,1,,1029002|1028002|1014002|1297001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5500802,,,,,,,,,,
65501702,-1,-1,-1,-1,,0,28,1,,,,1,,1029004|1028003|1014003|1297001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5500802,2,,,,,,,,,
65501712,-1,-1,-1,-1,,0,28,1,,,,1,,1029005|1028005|1014030|1297001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5500802,3,,,,,,,,,
75500702,-1,-1,-1,-1,,0,28,1,,,,1,,1029005|1028005|1014030|1297001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5500802,3,,,,,,,,,
5500803,-1,-1,-1,-1,,5500805,61,1,,,,1,,1302001|1302001|1302001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500803,,,,,,,,,,
65501703,-1,-1,-1,-1,,65501705,61,1,,,,1,,1302002|1302002|1302002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500803,2,,,,,,,,,
65501713,-1,-1,-1,-1,,65501715,61,1,,,,1,,1302003|1302003|1302003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500803,3,,,,,,,,,
75500703,-1,-1,-1,-1,,7550075,61,1,,,,1,,1302004|1302004|1302004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500803,3,,,,,,,,,
5500804,-1,-1,-1,-1,,0,28,1,,,,1,,1064076,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500804,,,,,,,,,,
65501704,-1,-1,-1,-1,,0,28,1,,,,1,,1064077,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500804,2,,,,,,,,,
65501714,-1,-1,-1,-1,,0,28,1,,,,1,,1064078,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500804,3,,,,,,,,,
75500704,-1,-1,-1,-1,,0,28,1,,,,1,,1064079,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500804,3,,,,,,,,,
5500805,-1,-1,-1,-1,,0,,1,,,,18,1,1031023,,1,,,1096#1111#1278#1379#1406,1100#1116#1279#1380#1407,,,,1303001,,,,,,,,,,,,,,,,,,,,,,,
65501705,-1,-1,-1,-1,,0,,1,,,,18,1,1031022,,1,,,1096#1111#1278#1379#1406,1100#1116#1279#1380#1407,,,,1303001,,,,,,,,,,,,,,,,,,,,,,,
65501715,-1,-1,-1,-1,,0,,1,,,,18,1,1031019,,1,,,1096#1111#1278#1379#1406,1100#1116#1279#1380#1407,,,,1303001,,,,,,,,,,,,,,,,,,,,,,,
7550075,-1,-1,-1,-1,,0,,1,,,,18,1,1031019,,1,,,1096#1111#1278#1379#1406,1100#1116#1279#1380#1407,,,,1303001,,,,,,,,,,,,,,,,,,,,,,,
751001011,-1,-1,-1,,1,0,1,0,,,,17,,1019631|1016012,,,1,,#635,169|170#636|637#986|987,,1,,1021154,,,,,,,,,,,,,skill_icon_6,1,1015,,,,,,,,
751001012,-1,-1,-1,,1,0,1,0,,,,17,,1019632|1016012,,,1,,#635,169|170#636|637#986|987,,1,,1021155,,,,,,,,,,,,,skill_icon_6,2,1015,,,,,,,,
751001013,-1,-1,-1,,1,0,1,0,,,,17,,1019633|1016012,,,1,,#635,169|170#636|637#986|987,,1,,1021156,,,,,,,,,,,,,skill_icon_6,3,1015,,,,,,,,
751001014,-1,-1,-1,,1,0,1,0,,,,17,,1019634|1016012,,,1,,#635,169|170#636|637#986|987,,1,,1021157,,,,,,,,,,,,,skill_icon_6,4,1015,,,,,,,,
751001015,-1,-1,-1,,1,0,1,0,,,,17,,1019635|1016056,,,1,,#635,169|170#636|637#986|987,,1,,1021158,,,,,,,,,,,,,skill_icon_6,5,1015,,,,,,,,
751001021,-1,-1,-1,,1,0,28,1,,,,1,,1029061|1006028,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_135,1,,,,,,,,,
751001022,-1,-1,-1,,1,0,28,1,,,,1,,1029062|1006029,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_135,2,,,,,,,,,
751001023,-1,-1,-1,,1,0,28,1,,,,1,,1029063|1006030,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_135,3,,,,,,,,,
751001024,-1,-1,-1,,1,0,28,1,,,,1,,1029064|1006031,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_135,4,,,,,,,,,
751001025,-1,-1,-1,,1,0,28,1,,,,1,,1029065|1006032,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_135,5,,,,,,,,,
751001031,-1,-1,-1,,1,0,25,1,,,,1,,1021159,,,,,,,,,,,,,,,,,,,,,,,skill_icon_87,1,,,,,,,,,
751001032,-1,-1,-1,,1,0,25,1,,,,1,,1021160,,,,,,,,,,,,,,,,,,,,,,,skill_icon_87,2,,,,,,,,,
751001033,-1,-1,-1,,1,0,25,1,,,,1,,1021161,,,,,,,,,,,,,,,,,,,,,,,skill_icon_87,3,,,,,,,,,
751001034,-1,-1,-1,,1,0,25,1,,,,1,,1021162,,,,,,,,,,,,,,,,,,,,,,,skill_icon_87,4,,,,,,,,,
751001035,-1,-1,-1,,1,0,25,1,,,,1,,1021163,,,,,,,,,,,,,,,,,,,,,,,skill_icon_87,5,,,,,,,,,
751001041,-1,-1,-1,,1,0,2,1,,,,1,,1021164,,,,,,,,,,,,,,,,,,,,,,,skill_icon_77,1,,,,,,,,,
751001042,-1,-1,-1,,1,0,2,1,,,,1,,1021165,,,,,,,,,,,,,,,,,,,,,,,skill_icon_77,2,,,,,,,,,
751001043,-1,-1,-1,,1,0,2,1,,,,1,,1021166,,,,,,,,,,,,,,,,,,,,,,,skill_icon_77,3,,,,,,,,,
751001044,-1,-1,-1,,1,0,2,1,,,,1,,1021167,,,,,,,,,,,,,,,,,,,,,,,skill_icon_77,4,,,,,,,,,
751001045,-1,-1,-1,,1,0,2,1,,,,1,,1021168,,,,,,,,,,,,,,,,,,,,,,,skill_icon_77,5,,,,,,,,,
751002011,-1,-1,-1,,1,0,1,0,,,,18,4,1019621|1065002|1066009,,,1,,###511|512,67|68#348|349#416|417##886,,,,,,,,,,,,,,,,,skill_icon_4,1,1012,###1#1,,,,,,,
751002012,-1,-1,-1,,1,0,1,0,,,,18,4,1019622|1065002|1066010,,,1,,###511|512,67|68#348|349#416|417##886,,,,,,,,,,,,,,,,,skill_icon_4,2,1012,###1#1,,,,,,,
751002013,-1,-1,-1,,1,0,1,0,,,,18,4,1019623|1065002|1066011,,,1,,###511|512,67|68#348|349#416|417##886,,,,,,,,,,,,,,,,,skill_icon_4,3,1012,###1#1,,,,,,,
751002014,-1,-1,-1,,1,0,1,0,,,,18,4,1019624|1065002|1066012,,,1,,###511|512,67|68#348|349#416|417##886,,,,,,,,,,,,,,,,,skill_icon_4,4,1012,###1#1,,,,,,,
751002015,-1,-1,-1,,1,0,1,0,,,,18,4,1019625|1065002|1066013,,,1,,###511|512,67|68#348|349#416|417##886,,,,,,,,,,,,,,,,,skill_icon_4,5,1012,###1#1,,,,,,,
751002021,-1,-1,-1,,1,0,28,1,,,,1,,1010010|1028352|1029096,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_94,1,,,,,,,,,
751002022,-1,-1,-1,,1,0,28,1,,,,1,,1010010|1028353|1029097,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_94,2,,,,,,,,,
751002023,-1,-1,-1,,1,0,28,1,,,,1,,1010010|1028354|1029098,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_94,3,,,,,,,,,
751002024,-1,-1,-1,,1,0,28,1,,,,1,,1010010|1028355|1029099,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_94,4,,,,,,,,,
751002025,-1,-1,-1,,1,0,28,1,,,,1,,1010010|1028356|1029100,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_94,5,,,,,,,,,
751002031,-1,-1,-1,,1,0,28,1,,,,1,,1064212,,,,,,,,,,,,,,,,,,,,,,,skill_icon_76,1,,,,,,,,,
751002032,-1,-1,-1,,1,0,28,1,,,,1,,1064213,,,,,,,,,,,,,,,,,,,,,,,skill_icon_76,2,,,,,,,,,
751002033,-1,-1,-1,,1,0,28,1,,,,1,,1064214,,,,,,,,,,,,,,,,,,,,,,,skill_icon_76,3,,,,,,,,,
751002034,-1,-1,-1,,1,0,28,1,,,,1,,1064215,,,,,,,,,,,,,,,,,,,,,,,skill_icon_76,4,,,,,,,,,
751002035,-1,-1,-1,,1,0,28,1,,,,1,,1064216,,,,,,,,,,,,,,,,,,,,,,,skill_icon_76,5,,,,,,,,,
446,-1,-1,-1,-1,,0,1,0,,,,14,,1019626|1030052,,,1,,65#346#418#513#885,66#347#415#510#884,,,,,,,,,,,,,,,,,skill_icon_0,,1011,,,,,,,,
447,-1,-1,-1,-1,,0,1,0,,,,14,,1019627|1030052,,,1,,65#346#418#513#885,66#347#415#510#884,,,,,,,,,,,,,,,,,skill_icon_0,,1011,,,,,,,,
448,-1,-1,-1,-1,,0,1,0,,,,14,,1019628|1030052,,,1,,65#346#418#513#885,66#347#415#510#884,,,,,,,,,,,,,,,,,skill_icon_0,,1011,,,,,,,,
449,-1,-1,-1,-1,,0,1,0,,,,14,,1019629|1030052,,,1,,65#346#418#513#885,66#347#415#510#884,,,,,,,,,,,,,,,,,skill_icon_0,,1011,,,,,,,,
450,-1,-1,-1,-1,,0,1,0,,,,14,,1019630|1030180,,,1,,65#346#418#513#885,66#347#415#510#884,,,,,,,,,,,,,,,,,skill_icon_0,,1011,,,,,,,,
751002041,-1,-1,-1,,1,0,31,1,,,,1,,1010020|1022064|1008018,,,,,,,,,,,,,,,,,,,,,,,skill_icon_115,1,,,,,,,,,
751002042,-1,-1,-1,,1,0,31,1,,,,1,,1010020|1022065|1008018,,,,,,,,,,,,,,,,,,,,,,,skill_icon_115,2,,,,,,,,,
751002043,-1,-1,-1,,1,0,31,1,,,,1,,1010020|1022066|1008018,,,,,,,,,,,,,,,,,,,,,,,skill_icon_115,3,,,,,,,,,
751002044,-1,-1,-1,,1,0,31,1,,,,1,,1010020|1022067|1008018,,,,,,,,,,,,,,,,,,,,,,,skill_icon_115,4,,,,,,,,,
751002045,-1,-1,-1,,1,0,31,1,,,,1,,1010060|1022068|1008168,,,,,,,,,,,,,,,,,,,,,,,skill_icon_115,5,,,,,,,,,
751003011,-1,-1,-1,,1,0,1,0,,,,14,,1019616|1028031|1026079,,,1,,,173|174#341|342,,,,,,,,,,,,,,,,,skill_icon_141,1,1051,1,,,,,,,
751003012,-1,-1,-1,,1,0,1,0,,,,14,,1019617|1028031|1026080,,,1,,,173|174#341|342,,,,,,,,,,,,,,,,,skill_icon_141,2,1051,1,,,,,,,
751003013,-1,-1,-1,,1,0,1,0,,,,14,,1019618|1028031|1026081,,,1,,,173|174#341|342,,,,,,,,,,,,,,,,,skill_icon_141,3,1051,1,,,,,,,
751003014,-1,-1,-1,,1,0,1,0,,,,14,,1019619|1028031|1026082,,,1,,,173|174#341|342,,,,,,,,,,,,,,,,,skill_icon_141,4,1051,1,,,,,,,
751003015,-1,-1,-1,,1,0,1,0,,,,14,,1019620|1028031|1026083,,,1,,,173|174#341|342,,,,,,,,,,,,,,,,,skill_icon_141,5,1051,1,,,,,,,
751003021,-1,-1,-1,,1,0,28,1,,,,1,,1029087|1010050,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200301,1,,,,,,,,,
751003022,-1,-1,-1,,1,0,28,1,,,,1,,1029088|1010051,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200301,2,,,,,,,,,
751003023,-1,-1,-1,,1,0,28,1,,,,1,,1029089|1010052,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200301,3,,,,,,,,,
751003024,-1,-1,-1,,1,0,28,1,,,,1,,1029089|1010053,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200301,4,,,,,,,,,
751003025,-1,-1,-1,,1,0,28,1,,,,1,,1029090|1010054,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200301,5,,,,,,,,,
751003031,-1,-1,-1,,1,0,2,1,,,,1,,1010055|1008161,,,,,,,,,,,,,,,,,,,,,,,skill_icon_138,1,,,,,,,,,
751003032,-1,-1,-1,,1,0,2,1,,,,1,,1010056|1008162,,,,,,,,,,,,,,,,,,,,,,,skill_icon_138,2,,,,,,,,,
751003033,-1,-1,-1,,1,0,2,1,,,,1,,1010057|1008163,,,,,,,,,,,,,,,,,,,,,,,skill_icon_138,3,,,,,,,,,
751003034,-1,-1,-1,,1,0,2,1,,,,1,,1010058|1008164,,,,,,,,,,,,,,,,,,,,,,,skill_icon_138,4,,,,,,,,,
751003035,-1,-1,-1,,1,0,2,1,,,,1,,1010059|1008165,,,,,,,,,,,,,,,,,,,,,,,skill_icon_138,5,,,,,,,,,
751003041,-1,-1,-1,,1,0,11,1,,,,1,,1028403|1008166,,,,,,,,,,,,,,,,,,,,,,,skill_icon_119,1,,,,,,,,,
751003042,-1,-1,-1,,1,0,11,1,,,,1,,1028404|1008166,,,,,,,,,,,,,,,,,,,,,,,skill_icon_119,2,,,,,,,,,
751003043,-1,-1,-1,,1,0,11,1,,,,1,,1028405|1008166,,,,,,,,,,,,,,,,,,,,,,,skill_icon_119,3,,,,,,,,,
751003044,-1,-1,-1,,1,0,11,1,,,,1,,1028406|1008166,,,,,,,,,,,,,,,,,,,,,,,skill_icon_119,4,,,,,,,,,
751003045,-1,-1,-1,,1,0,11,1,,,,1,,1028407|1008167,,,,,,,,,,,,,,,,,,,,,,,skill_icon_119,5,,,,,,,,,
751004011,-1,-1,-1,,1,0,1,0,,,,13,,1019546|1069002|1018010,,,,,63|64,#860|861|862#1002|1003#1711|1712,,1,,1028059,,,,,,,,,,,,,skill_icon_31,1,1003,,,#2,,#1##1,,,
751004012,-1,-1,-1,,1,0,1,0,,,,13,,1019547|1069002|1018010,,,,,63|64,#860|861|862#1002|1003#1711|1712,,1,,1028059,,,,,,,,,,,,,skill_icon_31,2,1003,,,#2,,#1##1,,,
751004013,-1,-1,-1,,1,0,1,0,,,,13,,1019548|1069002|1018010,,,,,63|64,#860|861|862#1002|1003#1711|1712,,1,,1028059,,,,,,,,,,,,,skill_icon_31,3,1003,,,#2,,#1##1,,,
751004014,-1,-1,-1,,1,0,1,0,,,,13,,1019549|1069002|1018010,,,,,63|64,#860|861|862#1002|1003#1711|1712,,1,,1028059,,,,,,,,,,,,,skill_icon_31,4,1003,,,#2,,#1##1,,,
751004015,-1,-1,-1,,1,0,1,0,,,,13,,1019550|1069002|1018010,,,,,63|64,#860|861|862#1002|1003#1711|1712,,1,,1028289,,,,,,,,,,,,,skill_icon_31,5,1003,,,#2,,#1##1,,,
751004021,-1,-1,-1,,1,0,19,1,,,,1,,1008143|1028368|1011132,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,1,,,,,,,,,
751004022,-1,-1,-1,,1,0,19,1,,,,1,,1008144|1028369|1011133,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,2,,,,,,,,,
751004023,-1,-1,-1,,1,0,19,1,,,,1,,1008145|1028370|1011134,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,3,,,,,,,,,
751004024,-1,-1,-1,,1,0,19,1,,,,1,,1008146|1028371|1011135,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,4,,,,,,,,,
751004025,-1,-1,-1,,1,0,19,1,,,,1,,1008147|1028372|1011136,,,,,,,,,,,,,,,,,,,,,,,skill_icon_152,5,,,,,,,,,
751004031,-1,-1,-1,,1,0,28,1,,,,1,,1014025|1029071|1028373,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_76,1,,,,,,,,,
751004032,-1,-1,-1,,1,0,28,1,,,,1,,1014025|1029072|1028374,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_76,2,,,,,,,,,
751004033,-1,-1,-1,,1,0,28,1,,,,1,,1014025|1029073|1028375,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_76,3,,,,,,,,,
751004034,-1,-1,-1,,1,0,28,1,,,,1,,1014025|1029074|1028376,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_76,4,,,,,,,,,
751004035,-1,-1,-1,,1,0,28,1,,,,1,,1014025|1029075|1028377,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_76,5,,,,,,,,,
751004041,-1,-1,-1,,1,0,9,1,,,,13,,1019551,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_25,1,,,,,,,,,
751004042,-1,-1,-1,,1,0,9,1,,,,13,,1019552,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_25,2,,,,,,,,,
751004043,-1,-1,-1,,1,0,9,1,,,,13,,1019553,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_25,3,,,,,,,,,
751004044,-1,-1,-1,,1,0,9,1,,,,13,,1019554,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_25,4,,,,,,,,,
751004045,-1,-1,-1,,1,0,9,1,,,,13,,1019555,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_25,5,,,,,,,,,
751005011,-1,-1,-1,,1,0,1,0,,,,17,,1019536|1017012,,,,,,238|239#435#780|781|782#1504,,2,,1006013,,,,,,,,,,,,,skill_icon_135,1,1067,1,,,,##1,,,
751005012,-1,-1,-1,,1,0,1,0,,,,17,,1019537|1017012,,,,,,238|239#435#780|781|782#1504,,2,,1006013,,,,,,,,,,,,,skill_icon_135,2,1067,1,,,,##1,,,
751005013,-1,-1,-1,,1,0,1,0,,,,17,,1019538|1017012,,,,,,238|239#435#780|781|782#1504,,2,,1006013,,,,,,,,,,,,,skill_icon_135,3,1067,1,,,,##1,,,
751005014,-1,-1,-1,,1,0,1,0,,,,17,,1019539|1017012,,,,,,238|239#435#780|781|782#1504,,2,,1006013,,,,,,,,,,,,,skill_icon_135,4,1067,1,,,,##1,,,
751005015,-1,-1,-1,,1,0,1,0,,,,17,,1019540|1017048,,,,,,238|239#435#780|781|782#1504,,2,,1006013,,,,,,,,,,,,,skill_icon_135,5,1067,1,,,,##1,,,
751005021,-1,-1,-1,,1,0,28,1,,,,1,,1064193,,,,,,,,,,,,,,,,,,,,,,,skill_icon_146,1,,,,,,,,,
751005022,-1,-1,-1,,1,0,28,1,,,,1,,1064194,,,,,,,,,,,,,,,,,,,,,,,skill_icon_146,2,,,,,,,,,
751005023,-1,-1,-1,,1,0,28,1,,,,1,,1064195,,,,,,,,,,,,,,,,,,,,,,,skill_icon_146,3,,,,,,,,,
751005024,-1,-1,-1,,1,0,28,1,,,,1,,1064196,,,,,,,,,,,,,,,,,,,,,,,skill_icon_146,4,,,,,,,,,
751005025,-1,-1,-1,,1,0,28,1,,,,1,,1064197,,,,,,,,,,,,,,,,,,,,,,,skill_icon_146,5,,,,,,,,,
427,-1,-1,-1,-1,,0,1,0,,,,16,,1019541|1007014,,,1,,236#436#783#1505,237#434#779#1503,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
428,-1,-1,-1,-1,,0,1,0,,,,16,,1019542|1007014,,,1,,236#436#783#1505,237#434#779#1503,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
429,-1,-1,-1,-1,,0,1,0,,,,16,,1019543|1007014,,,1,,236#436#783#1505,237#434#779#1503,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
430,-1,-1,-1,-1,,0,1,0,,,,16,,1019544|1007014,,,1,,236#436#783#1505,237#434#779#1503,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
431,-1,-1,-1,-1,,0,1,0,,,,16,,1019545|1007033,,,1,,236#436#783#1505,237#434#779#1503,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
751005031,-1,-1,-1,,1,0,28,1,,,,1,,1006007|1028357|1029005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_148,1,,,,,,,,,
751005032,-1,-1,-1,,1,0,28,1,,,,1,,1006007|1028358|1029081,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_148,2,,,,,,,,,
751005033,-1,-1,-1,,1,0,28,1,,,,1,,1006007|1028359|1029082,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_148,3,,,,,,,,,
751005034,-1,-1,-1,,1,0,28,1,,,,1,,1006007|1028360|1029083,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_148,4,,,,,,,,,
751005035,-1,-1,-1,,1,0,28,1,,,,1,,1006007|1028361|1029084,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_148,5,,,,,,,,,
751005041,-1,-1,-1,,1,0,11,1,,,,1,,1028363,,,,,,,,11,,1028059,,,,,,,,,,,,,skill_icon_54,1,,,,,,,,,
751005042,-1,-1,-1,,1,0,11,1,,,,1,,1028364,,,,,,,,11,,1028059,,,,,,,,,,,,,skill_icon_54,2,,,,,,,,,
751005043,-1,-1,-1,,1,0,11,1,,,,1,,1028365,,,,,,,,11,,1028059,,,,,,,,,,,,,skill_icon_54,3,,,,,,,,,
751005044,-1,-1,-1,,1,0,11,1,,,,1,,1028366,,,,,,,,11,,1028059,,,,,,,,,,,,,skill_icon_54,4,,,,,,,,,
751005045,-1,-1,-1,,1,0,11,1,,,,1,,1028367,,,,,,,,11,,1028399,,,,,,,,,,,,,skill_icon_54,5,,,,,,,,,
751006011,-1,-1,-1,,1,0,1,0,,,,18,4,1019531|1103003|1114002,,,,,,323|324#1336,,,,,,,,,,,,,,,,,skill_icon_9,1,1032,1,,,,,,,
751006012,-1,-1,-1,,1,0,1,0,,,,18,4,1019532|1103003|1114003,,,,,,323|324#1336,,,,,,,,,,,,,,,,,skill_icon_9,2,1032,1,,,,,,,
751006013,-1,-1,-1,,1,0,1,0,,,,18,4,1019533|1103003|1114004,,,,,,323|324#1336,,,,,,,,,,,,,,,,,skill_icon_9,3,1032,1,,,,,,,
751006014,-1,-1,-1,,1,0,1,0,,,,18,4,1019534|1103003|1114005,,,,,,323|324#1336,,,,,,,,,,,,,,,,,skill_icon_9,4,1032,1,,,,,,,
751006015,-1,-1,-1,,1,0,1,0,,,,18,4,1019535|1103003|1114006,,,,,,323|324#1336,,,,,,,,,,,,,,,,,skill_icon_9,5,1032,1,,,,,,,
751006021,-1,-1,-1,,1,0,2,1,,,,24,,1015090,,,,,,,,,,,,,,,,,,,,,,,skill_icon_135,1,,,,,,,,,
