id,name,qlt,star,icon,base1,base2,base3,skill_ids,group,dress_id,next_id,upgrade_cost,upgrade_cost2,dress_shard
3100220,-1,4,4,icon_dress_1003701|icon_dress_1003702,44,23,26,,8,101037,3100221,260#1000|261#60|3200217#60,3#120|2#60,3200217#30
3100221,-1,4,5,icon_dress_1003701|icon_dress_1003702,55,28,32,,8,101037,,,,3200217#30
3100222,-1,4,6,icon_dress_1003701|icon_dress_1003702,,,,,8,101037,,,,3200217#30
3100223,-1,4,1,icon_dress_1003801|icon_dress_1003802,30,22,15,,8,101038,3100224,260#45,,3200223#30
3100224,-1,4,2,icon_dress_1003801|icon_dress_1003802,32,23,16,,8,101038,3100225,260#100,,3200223#30
3100225,-1,4,3,icon_dress_1003801|icon_dress_1003802,35,25,18,,8,101038,3100226,260#240|261#15|3200223#30,3#80|2#40,3200223#30
3100226,-1,4,4,icon_dress_1003801|icon_dress_1003802,42,30,21,,8,101038,3100227,260#1000|261#60|3200223#60,3#120|2#60,3200223#30
3100227,-1,4,5,icon_dress_1003801|icon_dress_1003802,52,37,26,,8,101038,,,,3200223#30
3100228,-1,4,6,icon_dress_1003801|icon_dress_1003802,,,,,8,101038,,,,3200223#30
3100229,-1,2,1,icon_dress_1003901|icon_dress_1003902,20,15,9,,9,101039,3100230,260#40,,3200229#10
3100230,-1,2,2,icon_dress_1003901|icon_dress_1003902,22,16,10,,9,101039,3100231,260#80|3200229#10,,3200229#10
3100231,-1,2,3,icon_dress_1003901|icon_dress_1003902,25,19,12,,9,101039,,,,3200229#10
3100232,-1,2,4,icon_dress_1003901|icon_dress_1003902,,,,,9,101039,,,,3200229#10
3100233,-1,2,5,icon_dress_1003901|icon_dress_1003902,,,,,9,101039,,,,3200229#10
3100234,-1,2,6,icon_dress_1003901|icon_dress_1003902,,,,,9,101039,,,,3200229#10
3100235,-1,2,1,icon_dress_1004001|icon_dress_1004002,18,10,16,,9,101040,3100236,260#40,,3200235#10
3100236,-1,2,2,icon_dress_1004001|icon_dress_1004002,20,11,17,,9,101040,3100237,260#80|3200235#10,,3200235#10
3100237,-1,2,3,icon_dress_1004001|icon_dress_1004002,23,13,20,,9,101040,,,,3200235#10
3100238,-1,2,4,icon_dress_1004001|icon_dress_1004002,,,,,9,101040,,,,3200235#10
3100239,-1,2,5,icon_dress_1004001|icon_dress_1004002,,,,,9,101040,,,,3200235#10
3100240,-1,2,6,icon_dress_1004001|icon_dress_1004002,,,,,9,101040,,,,3200235#10
3100241,-1,2,1,icon_dress_1004101|icon_dress_1004102,20,14,11,,9,101041,3100242,260#40,,3200241#10
3100242,-1,2,2,icon_dress_1004101|icon_dress_1004102,22,15,12,,9,101041,3100243,260#80|3200241#10,,3200241#10
3100243,-1,2,3,icon_dress_1004101|icon_dress_1004102,25,17,14,,9,101041,,,,3200241#10
3100244,-1,2,4,icon_dress_1004101|icon_dress_1004102,,,,,9,101041,,,,3200241#10
3100245,-1,2,5,icon_dress_1004101|icon_dress_1004102,,,,,9,101041,,,,3200241#10
3100246,-1,2,6,icon_dress_1004101|icon_dress_1004102,,,,,9,101041,,,,3200241#10
3100247,-1,2,1,icon_dress_1004201,20,11,14,,9,101042,3100248,260#40,,3200247#10
3100248,-1,2,2,icon_dress_1004201,22,12,15,,9,101042,3100249,260#80|3200247#10,,3200247#10
3100249,-1,2,3,icon_dress_1004201,25,14,17,,9,101042,,,,3200247#10
3100250,-1,2,4,icon_dress_1004201,,,,,9,101042,,,,3200247#10
3100251,-1,2,5,icon_dress_1004201,,,,,9,101042,,,,3200247#10
3100252,-1,2,6,icon_dress_1004201,,,,,9,101042,,,,3200247#10
3100253,-1,2,1,icon_dress_1004301,21,14,10,,9,101043,3100254,260#40,,3200253#10
3100254,-1,2,2,icon_dress_1004301,23,15,11,,9,101043,3100255,260#80|3200253#10,,3200253#10
3100255,-1,2,3,icon_dress_1004301,26,17,13,,9,101043,,,,3200253#10
3100256,-1,2,4,icon_dress_1004301,,,,,9,101043,,,,3200253#10
3100257,-1,2,5,icon_dress_1004301,,,,,9,101043,,,,3200253#10
3100258,-1,2,6,icon_dress_1004301,,,,,9,101043,,,,3200253#10
3100259,-1,1,1,icon_dress_1004401,,,,,,101044,,,,3200259#0
3100260,-1,1,2,icon_dress_1004401,,,,,,101044,,,,3200259#0
3100261,-1,1,3,icon_dress_1004401,,,,,,101044,,,,3200259#0
3100262,-1,1,4,icon_dress_1004401,,,,,,101044,,,,3200259#0
3100263,-1,1,5,icon_dress_1004401,,,,,,101044,,,,3200259#0
3100264,-1,1,6,icon_dress_1004401,,,,,,101044,,,,3200259#0
3100265,-1,6,1,icon_dress_1004501|icon_dress_1004502,27,42,21,1000207,10,101045,3100266,260#45,,3200265#50
3100266,-1,6,2,icon_dress_1004501|icon_dress_1004502,28,44,22,1000207,10,101045,3100267,260#120,,3200265#50
3100267,-1,6,3,icon_dress_1004501|icon_dress_1004502,31,48,24,1000207,10,101045,3100268,260#240|261#25|3200265#50,5#80|4#120|3#120|2#60,3200265#50
3100268,-1,6,4,icon_dress_1004501|icon_dress_1004502,37,58,29,1000207,10,101045,3100269,260#1000|261#100|3200265#100,5#120|4#180|3#180|2#90,3200265#50
3100269,-1,6,5,icon_dress_1004501|icon_dress_1004502,45,72,35,1000207,10,101045,3100270,260#4000|261#420|3200265#150,5#160|4#240|3#240|2#120,3200265#50
3100270,-1,6,6,icon_dress_1004501|icon_dress_1004502,59,93,46,1000207,10,101045,,,,3200265#50
3100271,-1,6,1,icon_dress_1004601|icon_dress_1004602,21,40,28,1000208,10,101046,3100272,260#45,,3200271#50
3100272,-1,6,2,icon_dress_1004601|icon_dress_1004602,22,42,29,1000208,10,101046,3100273,260#120,,3200271#50
3100273,-1,6,3,icon_dress_1004601|icon_dress_1004602,24,46,32,1000208,10,101046,3100274,260#240|261#25|3200271#50,5#80|4#120|3#120|2#60,3200271#50
3100274,-1,6,4,icon_dress_1004601|icon_dress_1004602,29,55,38,1000208,10,101046,3100275,260#1000|261#100|3200271#100,5#120|4#180|3#180|2#90,3200271#50
3100275,-1,6,5,icon_dress_1004601|icon_dress_1004602,36,69,48,1000208,10,101046,3100276,260#4000|261#420|3200271#150,5#160|4#240|3#240|2#120,3200271#50
3100276,-1,6,6,icon_dress_1004601|icon_dress_1004602,47,89,62,1000208,10,101046,,,,3200271#50
3100277,-1,6,1,icon_dress_1004701|icon_dress_1004702,33,37,19,1000209,10,101047,3100278,260#45,,3200277#50
3100278,-1,6,2,icon_dress_1004701|icon_dress_1004702,34,39,20,1000209,10,101047,3100279,260#120,,3200277#50
3100279,-1,6,3,icon_dress_1004701|icon_dress_1004702,38,43,22,1000209,10,101047,3100280,260#240|261#25|3200277#50,5#80|4#120|3#120|2#60,3200277#50
3100280,-1,6,4,icon_dress_1004701|icon_dress_1004702,45,51,26,1000209,10,101047,3100281,260#1000|261#100|3200277#100,5#120|4#180|3#180|2#90,3200277#50
3100281,-1,6,5,icon_dress_1004701|icon_dress_1004702,56,64,32,1000209,10,101047,3100282,260#4000|261#420|3200277#150,5#160|4#240|3#240|2#120,3200277#50
3100282,-1,6,6,icon_dress_1004701|icon_dress_1004702,73,83,42,1000209,10,101047,,,,3200277#50
3100283,-1,6,1,icon_dress_1004801|icon_dress_1004802,21,41,27,1000210,10,101048,3100284,260#45,,3200283#50
3100284,-1,6,2,icon_dress_1004801|icon_dress_1004802,22,43,29,1000210,10,101048,3100285,260#120,,3200283#50
3100285,-1,6,3,icon_dress_1004801|icon_dress_1004802,24,47,32,1000210,10,101048,3100286,260#240|261#25|3200283#50,5#80|4#120|3#120|2#60,3200283#50
3100286,-1,6,4,icon_dress_1004801|icon_dress_1004802,29,56,38,1000210,10,101048,3100287,260#1000|261#100|3200283#100,5#120|4#180|3#180|2#90,3200283#50
3100287,-1,6,5,icon_dress_1004801|icon_dress_1004802,35,70,47,1000210,10,101048,3100288,260#4000|261#420|3200283#150,5#160|4#240|3#240|2#120,3200283#50
3100288,-1,6,6,icon_dress_1004801|icon_dress_1004802,46,91,61,1000210,10,101048,,,,3200283#50
3100289,-1,6,1,icon_dress_1004901,28,42,19,1000211,10,101049,3100290,260#45,,3200289#50
3100290,-1,6,2,icon_dress_1004901,29,44,20,1000211,10,101049,3100291,260#120,,3200289#50
3100291,-1,6,3,icon_dress_1004901,32,48,22,1000211,10,101049,3100292,260#240|261#25|3200289#50,5#80|4#120|3#120|2#60,3200289#50
3100292,-1,6,4,icon_dress_1004901,38,58,27,1000211,10,101049,3100293,260#1000|261#100|3200289#100,5#120|4#180|3#180|2#90,3200289#50
3100293,-1,6,5,icon_dress_1004901,48,72,33,1000211,10,101049,3100294,260#4000|261#420|3200289#150,5#160|4#240|3#240|2#120,3200289#50
3100294,-1,6,6,icon_dress_1004901,62,93,43,1000211,10,101049,,,,3200289#50
3100295,-1,6,1,icon_dress_1005001|icon_dress_1005002,32,19,38,1000507,11,101050,3100296,260#45,,3200295#50
3100296,-1,6,2,icon_dress_1005001|icon_dress_1005002,34,20,39,1000507,11,101050,3100297,260#120,,3200295#50
3100297,-1,6,3,icon_dress_1005001|icon_dress_1005002,37,22,44,1000507,11,101050,3100298,260#240|261#25|3200295#50,5#80|4#120|3#120|2#60,3200295#50
3100298,-1,6,4,icon_dress_1005001|icon_dress_1005002,45,26,52,1000507,11,101050,3100299,260#1000|261#100|3200295#100,5#120|4#180|3#180|2#90,3200295#50
3100299,-1,6,5,icon_dress_1005001|icon_dress_1005002,55,32,65,1000507,11,101050,3100300,260#4000|261#420|3200295#150,5#160|4#240|3#240|2#120,3200295#50
3100300,-1,6,6,icon_dress_1005001|icon_dress_1005002,72,42,84,1000507,11,101050,,,,3200295#50
3100301,-1,6,1,icon_dress_1005101|icon_dress_1005102,20,26,43,1000508,11,101051,3100302,260#45,,3200301#50
3100302,-1,6,2,icon_dress_1005101|icon_dress_1005102,21,27,45,1000508,11,101051,3100303,260#120,,3200301#50
3100303,-1,6,3,icon_dress_1005101|icon_dress_1005102,23,30,49,1000508,11,101051,3100304,260#240|261#25|3200301#50,5#80|4#120|3#120|2#60,3200301#50
3100304,-1,6,4,icon_dress_1005101|icon_dress_1005102,28,36,59,1000508,11,101051,3100305,260#1000|261#100|3200301#100,5#120|4#180|3#180|2#90,3200301#50
3100305,-1,6,5,icon_dress_1005101|icon_dress_1005102,35,45,73,1000508,11,101051,3100306,260#4000|261#420|3200301#150,5#160|4#240|3#240|2#120,3200301#50
3100306,-1,6,6,icon_dress_1005101|icon_dress_1005102,45,58,95,1000508,11,101051,,,,3200301#50
3100307,-1,6,1,icon_dress_1005201|icon_dress_1005202,28,20,41,1000509,11,101052,3100308,260#45,,3200307#50
3100308,-1,6,2,icon_dress_1005201|icon_dress_1005202,29,21,43,1000509,11,101052,3100309,260#120,,3200307#50
3100309,-1,6,3,icon_dress_1005201|icon_dress_1005202,32,23,47,1000509,11,101052,3100310,260#240|261#25|3200307#50,5#80|4#120|3#120|2#60,3200307#50
3100310,-1,6,4,icon_dress_1005201|icon_dress_1005202,38,28,56,1000509,11,101052,3100311,260#1000|261#100|3200307#100,5#120|4#180|3#180|2#90,3200307#50
3100311,-1,6,5,icon_dress_1005201|icon_dress_1005202,48,35,70,1000509,11,101052,3100312,260#4000|261#420|3200307#150,5#160|4#240|3#240|2#120,3200307#50
3100312,-1,6,6,icon_dress_1005201|icon_dress_1005202,62,45,91,1000509,11,101052,,,,3200307#50
3100313,-1,6,1,icon_dress_1005301,19,31,39,1000510,11,101053,3100314,260#45,,3200313#50
3100314,-1,6,2,icon_dress_1005301,20,32,40,1000510,11,101053,3100315,260#120,,3200313#50
3100315,-1,6,3,icon_dress_1005301,22,36,45,1000510,11,101053,3100316,260#240|261#25|3200313#50,5#80|4#120|3#120|2#60,3200313#50
3100316,-1,6,4,icon_dress_1005301,27,43,53,1000510,11,101053,3100317,260#1000|261#100|3200313#100,5#120|4#180|3#180|2#90,3200313#50
3100317,-1,6,5,icon_dress_1005301,33,53,66,1000510,11,101053,3100318,260#4000|261#420|3200313#150,5#160|4#240|3#240|2#120,3200313#50
3100318,-1,6,6,icon_dress_1005301,43,69,86,1000510,11,101053,,,,3200313#50
3100319,-1,6,1,icon_dress_1005401,29,20,40,1000511,11,101054,3100320,260#45,,3200319#50
3100320,-1,6,2,icon_dress_1005401,31,21,41,1000511,11,101054,3100321,260#120,,3200319#50
3100321,-1,6,3,icon_dress_1005401,34,23,46,1000511,11,101054,3100322,260#240|261#25|3200319#50,5#80|4#120|3#120|2#60,3200319#50
3100322,-1,6,4,icon_dress_1005401,40,28,55,1000511,11,101054,3100323,260#1000|261#100|3200319#100,5#120|4#180|3#180|2#90,3200319#50
3100323,-1,6,5,icon_dress_1005401,50,35,68,1000511,11,101054,3100324,260#4000|261#420|3200319#150,5#160|4#240|3#240|2#120,3200319#50
3100324,-1,6,6,icon_dress_1005401,65,45,88,1000511,11,101054,,,,3200319#50
3100325,-1,4,1,icon_dress_1005501|icon_dress_1005502,20,30,16,,12,101055,3100326,260#45,,3200325#30
3100326,-1,4,2,icon_dress_1005501|icon_dress_1005502,21,32,17,,12,101055,3100327,260#100,,3200325#30
3100327,-1,4,3,icon_dress_1005501|icon_dress_1005502,24,35,19,,12,101055,3100328,260#240|261#15|3200325#30,3#80|2#40,3200325#30
3100328,-1,4,4,icon_dress_1005501|icon_dress_1005502,28,42,23,,12,101055,3100329,260#1000|261#60|3200325#60,3#120|2#60,3200325#30
3100329,-1,4,5,icon_dress_1005501|icon_dress_1005502,35,52,28,,12,101055,,,,3200325#30
3100330,-1,4,6,icon_dress_1005501|icon_dress_1005502,,,,,12,101055,,,,3200325#30
3100331,-1,4,1,icon_dress_1005601|icon_dress_1005602,16,29,22,,12,101056,3100332,260#45,,3200331#30
3100332,-1,4,2,icon_dress_1005601|icon_dress_1005602,17,31,23,,12,101056,3100333,260#100,,3200331#30
3100333,-1,4,3,icon_dress_1005601|icon_dress_1005602,19,34,25,,12,101056,3100334,260#240|261#15|3200331#30,3#80|2#40,3200331#30
3100334,-1,4,4,icon_dress_1005601|icon_dress_1005602,23,40,30,,12,101056,3100335,260#1000|261#60|3200331#60,3#120|2#60,3200331#30
3100335,-1,4,5,icon_dress_1005601|icon_dress_1005602,28,50,37,,12,101056,,,,3200331#30
3100336,-1,4,6,icon_dress_1005601|icon_dress_1005602,,,,,12,101056,,,,3200331#30
3100337,-1,4,1,icon_dress_1005701|icon_dress_1005702,20,31,15,,12,101057,3100338,260#45,,3200337#30
3100338,-1,4,2,icon_dress_1005701|icon_dress_1005702,21,32,16,,12,101057,3100339,260#100,,3200337#30
3100339,-1,4,3,icon_dress_1005701|icon_dress_1005702,24,36,18,,12,101057,3100340,260#240|261#15|3200337#30,3#80|2#40,3200337#30
3100340,-1,4,4,icon_dress_1005701|icon_dress_1005702,28,43,22,,12,101057,3100341,260#1000|261#60|3200337#60,3#120|2#60,3200337#30
3100341,-1,4,5,icon_dress_1005701|icon_dress_1005702,35,53,27,,12,101057,,,,3200337#30
3100342,-1,4,6,icon_dress_1005701|icon_dress_1005702,,,,,12,101057,,,,3200337#30
3100343,-1,4,1,icon_dress_1005801|icon_dress_1005802,15,29,23,,12,101058,3100344,260#45,,3200343#30
3100344,-1,4,2,icon_dress_1005801|icon_dress_1005802,16,31,24,,12,101058,3100345,260#100,,3200343#30
3100345,-1,4,3,icon_dress_1005801|icon_dress_1005802,18,34,26,,12,101058,3100346,260#240|261#15|3200343#30,3#80|2#40,3200343#30
3100346,-1,4,4,icon_dress_1005801|icon_dress_1005802,21,40,31,,12,101058,3100347,260#1000|261#60|3200343#60,3#120|2#60,3200343#30
3100347,-1,4,5,icon_dress_1005801|icon_dress_1005802,26,50,39,,12,101058,,,,3200343#30
3100348,-1,4,6,icon_dress_1005801|icon_dress_1005802,,,,,12,101058,,,,3200343#30
3100349,-1,4,1,icon_dress_1005901|icon_dress_1005902,24,28,15,,12,101059,3100350,260#45,,3200349#30
3100350,-1,4,2,icon_dress_1005901|icon_dress_1005902,25,29,16,,12,101059,3100351,260#100,,3200349#30
3100351,-1,4,3,icon_dress_1005901|icon_dress_1005902,28,32,18,,12,101059,3100352,260#240|261#15|3200349#30,3#80|2#40,3200349#30
3100352,-1,4,4,icon_dress_1005901|icon_dress_1005902,33,39,21,,12,101059,3100353,260#1000|261#60|3200349#60,3#120|2#60,3200349#30
3100353,-1,4,5,icon_dress_1005901|icon_dress_1005902,41,48,26,,12,101059,,,,3200349#30
3100354,-1,4,6,icon_dress_1005901|icon_dress_1005902,,,,,12,101059,,,,3200349#30
3100355,-1,4,1,icon_dress_1006001|icon_dress_1006002,23,15,29,,13,101060,3100356,260#45,,3200355#30
3100356,-1,4,2,icon_dress_1006001|icon_dress_1006002,24,16,31,,13,101060,3100357,260#100,,3200355#30
3100357,-1,4,3,icon_dress_1006001|icon_dress_1006002,26,18,34,,13,101060,3100358,260#240|261#15|3200355#30,3#80|2#40,3200355#30
3100358,-1,4,4,icon_dress_1006001|icon_dress_1006002,31,21,40,,13,101060,3100359,260#1000|261#60|3200355#60,3#120|2#60,3200355#30
3100359,-1,4,5,icon_dress_1006001|icon_dress_1006002,39,26,50,,13,101060,,,,3200355#30
3100360,-1,4,6,icon_dress_1006001|icon_dress_1006002,,,,,13,101060,,,,3200355#30
3100361,-1,4,1,icon_dress_1006101|icon_dress_1006102,15,22,30,,13,101061,3100362,260#45,,3200361#30
3100362,-1,4,2,icon_dress_1006101|icon_dress_1006102,16,23,31,,13,101061,3100363,260#100,,3200361#30
3100363,-1,4,3,icon_dress_1006101|icon_dress_1006102,18,26,34,,13,101061,3100364,260#240|261#15|3200361#30,3#80|2#40,3200361#30
3100364,-1,4,4,icon_dress_1006101|icon_dress_1006102,21,31,41,,13,101061,3100365,260#1000|261#60|3200361#60,3#120|2#60,3200361#30
3100365,-1,4,5,icon_dress_1006101|icon_dress_1006102,26,38,51,,13,101061,,,,3200361#30
3100366,-1,4,6,icon_dress_1006101|icon_dress_1006102,,,,,13,101061,,,,3200361#30
3100367,-1,4,1,icon_dress_1006201|icon_dress_1006202,20,15,32,,13,101062,3100368,260#45,,3200367#30
3100368,-1,4,2,icon_dress_1006201|icon_dress_1006202,21,16,33,,13,101062,3100369,260#100,,3200367#30
3100369,-1,4,3,icon_dress_1006201|icon_dress_1006202,24,18,36,,13,101062,3100370,260#240|261#15|3200367#30,3#80|2#40,3200367#30
3100370,-1,4,4,icon_dress_1006201|icon_dress_1006202,28,21,43,,13,101062,3100371,260#1000|261#60|3200367#60,3#120|2#60,3200367#30
3100371,-1,4,5,icon_dress_1006201|icon_dress_1006202,35,26,54,,13,101062,,,,3200367#30
3100372,-1,4,6,icon_dress_1006201|icon_dress_1006202,,,,,13,101062,,,,3200367#30
3100373,-1,4,1,icon_dress_1006301|icon_dress_1006302,16,23,28,,13,101063,3100374,260#45,,3200373#30
3100374,-1,4,2,icon_dress_1006301|icon_dress_1006302,17,24,29,,13,101063,3100375,260#100,,3200373#30
3100375,-1,4,3,icon_dress_1006301|icon_dress_1006302,19,26,32,,13,101063,3100376,260#240|261#15|3200373#30,3#80|2#40,3200373#30
3100376,-1,4,4,icon_dress_1006301|icon_dress_1006302,23,31,39,,13,101063,3100377,260#1000|261#60|3200373#60,3#120|2#60,3200373#30
3100377,-1,4,5,icon_dress_1006301|icon_dress_1006302,28,39,48,,13,101063,,,,3200373#30
3100378,-1,4,6,icon_dress_1006301|icon_dress_1006302,,,,,13,101063,,,,3200373#30
3100379,-1,4,1,icon_dress_1006401|icon_dress_1006402,20,14,33,,13,101064,3100380,260#45,,3200379#30
3100380,-1,4,2,icon_dress_1006401|icon_dress_1006402,21,15,34,,13,101064,3100381,260#100,,3200379#30
3100381,-1,4,3,icon_dress_1006401|icon_dress_1006402,23,17,38,,13,101064,3100382,260#240|261#15|3200379#30,3#80|2#40,3200379#30
3100382,-1,4,4,icon_dress_1006401|icon_dress_1006402,27,20,45,,13,101064,3100383,260#1000|261#60|3200379#60,3#120|2#60,3200379#30
3100383,-1,4,5,icon_dress_1006401|icon_dress_1006402,34,25,56,,13,101064,,,,3200379#30
3100384,-1,4,6,icon_dress_1006401|icon_dress_1006402,,,,,13,101064,,,,3200379#30
3100385,-1,3,1,icon_dress_1006501|icon_dress_1006502,17,29,13,,14,101065,3100386,260#45,,3200385#20
3100386,-1,3,2,icon_dress_1006501|icon_dress_1006502,18,31,14,,14,101065,3100387,260#90,,3200385#20
3100387,-1,3,3,icon_dress_1006501|icon_dress_1006502,20,34,16,,14,101065,3100388,260#240|261#10|3200385#20,2#30,3200385#20
3100388,-1,3,4,icon_dress_1006501|icon_dress_1006502,24,41,19,,14,101065,,,,3200385#20
3100389,-1,3,5,icon_dress_1006501|icon_dress_1006502,,,,,14,101065,,,,3200385#20
3100390,-1,3,6,icon_dress_1006501|icon_dress_1006502,,,,,14,101065,,,,3200385#20
3100391,-1,3,1,icon_dress_1006601|icon_dress_1006602,14,26,20,,14,101066,3100392,260#45,,3200391#20
3100392,-1,3,2,icon_dress_1006601|icon_dress_1006602,15,27,21,,14,101066,3100393,260#90,,3200391#20
3100393,-1,3,3,icon_dress_1006601|icon_dress_1006602,17,30,23,,14,101066,3100394,260#240|261#10|3200391#20,2#30,3200391#20
3100394,-1,3,4,icon_dress_1006601|icon_dress_1006602,20,36,28,,14,101066,,,,3200391#20
3100395,-1,3,5,icon_dress_1006601|icon_dress_1006602,,,,,14,101066,,,,3200391#20
3100396,-1,3,6,icon_dress_1006601|icon_dress_1006602,,,,,14,101066,,,,3200391#20
3100397,-1,3,1,icon_dress_1006701|icon_dress_1006702,21,25,14,,14,101067,3100398,260#45,,3200397#20
3100398,-1,3,2,icon_dress_1006701|icon_dress_1006702,22,26,15,,14,101067,3100399,260#90,,3200397#20
3100399,-1,3,3,icon_dress_1006701|icon_dress_1006702,24,29,17,,14,101067,3100400,260#240|261#10|3200397#20,2#30,3200397#20
3100400,-1,3,4,icon_dress_1006701|icon_dress_1006702,29,35,20,,14,101067,,,,3200397#20
3100401,-1,3,5,icon_dress_1006701|icon_dress_1006702,,,,,14,101067,,,,3200397#20
3100402,-1,3,6,icon_dress_1006701|icon_dress_1006702,,,,,14,101067,,,,3200397#20
3100403,-1,3,1,icon_dress_1006801|icon_dress_1006802,13,25,21,,14,101068,3100404,260#45,,3200403#20
3100404,-1,3,2,icon_dress_1006801|icon_dress_1006802,14,26,23,,14,101068,3100405,260#90,,3200403#20
3100405,-1,3,3,icon_dress_1006801|icon_dress_1006802,16,29,25,,14,101068,3100406,260#240|261#10|3200403#20,2#30,3200403#20
3100406,-1,3,4,icon_dress_1006801|icon_dress_1006802,19,35,30,,14,101068,,,,3200403#20
3100407,-1,3,5,icon_dress_1006801|icon_dress_1006802,,,,,14,101068,,,,3200403#20
3100408,-1,3,6,icon_dress_1006801|icon_dress_1006802,,,,,14,101068,,,,3200403#20
3100409,-1,3,1,icon_dress_1006901,21,26,13,,14,101069,3100410,260#45,,3200409#20
3100410,-1,3,2,icon_dress_1006901,23,27,14,,14,101069,3100411,260#90,,3200409#20
3100411,-1,3,3,icon_dress_1006901,25,30,15,,14,101069,3100412,260#240|261#10|3200409#20,2#30,3200409#20
3100412,-1,3,4,icon_dress_1006901,30,36,18,,14,101069,,,,3200409#20
3100413,-1,3,5,icon_dress_1006901,,,,,14,101069,,,,3200409#20
3100414,-1,3,6,icon_dress_1006901,,,,,14,101069,,,,3200409#20
3100415,-1,3,1,icon_dress_1007001|icon_dress_1007002,16,14,29,,15,101070,3100416,260#45,,3200415#20
3100416,-1,3,2,icon_dress_1007001|icon_dress_1007002,17,15,31,,15,101070,3100417,260#90,,3200415#20
3100417,-1,3,3,icon_dress_1007001|icon_dress_1007002,19,17,34,,15,101070,3100418,260#240|261#10|3200415#20,2#30,3200415#20
3100418,-1,3,4,icon_dress_1007001|icon_dress_1007002,23,20,41,,15,101070,,,,3200415#20
3100419,-1,3,5,icon_dress_1007001|icon_dress_1007002,,,,,15,101070,,,,3200415#20
3100420,-1,3,6,icon_dress_1007001|icon_dress_1007002,,,,,15,101070,,,,3200415#20
3100421,-1,3,1,icon_dress_1007101|icon_dress_1007102,13,21,26,,15,101071,3100422,260#45,,3200421#20
3100422,-1,3,2,icon_dress_1007101|icon_dress_1007102,14,22,27,,15,101071,3100423,260#90,,3200421#20
3100423,-1,3,3,icon_dress_1007101|icon_dress_1007102,16,24,30,,15,101071,3100424,260#240|261#10|3200421#20,2#30,3200421#20
3100424,-1,3,4,icon_dress_1007101|icon_dress_1007102,19,29,36,,15,101071,,,,3200421#20
3100425,-1,3,5,icon_dress_1007101|icon_dress_1007102,,,,,15,101071,,,,3200421#20
3100426,-1,3,6,icon_dress_1007101|icon_dress_1007102,,,,,15,101071,,,,3200421#20
3100427,-1,3,1,icon_dress_1007201|icon_dress_1007202,21,13,26,,15,101072,3100428,260#45,,3200427#20
3100428,-1,3,2,icon_dress_1007201|icon_dress_1007202,22,14,27,,15,101072,3100429,260#90,,3200427#20
3100429,-1,3,3,icon_dress_1007201|icon_dress_1007202,24,16,30,,15,101072,3100430,260#240|261#10|3200427#20,2#30,3200427#20
3100430,-1,3,4,icon_dress_1007201|icon_dress_1007202,29,19,36,,15,101072,,,,3200427#20
3100431,-1,3,5,icon_dress_1007201|icon_dress_1007202,,,,,15,101072,,,,3200427#20
3100432,-1,3,6,icon_dress_1007201|icon_dress_1007202,,,,,15,101072,,,,3200427#20
3100433,-1,3,1,icon_dress_1007301|icon_dress_1007302,14,16,29,,15,101073,3100434,260#45,,3200433#20
3100434,-1,3,2,icon_dress_1007301|icon_dress_1007302,15,17,31,,15,101073,3100435,260#90,,3200433#20
3100435,-1,3,3,icon_dress_1007301|icon_dress_1007302,17,19,34,,15,101073,3100436,260#240|261#10|3200433#20,2#30,3200433#20
3100436,-1,3,4,icon_dress_1007301|icon_dress_1007302,20,23,41,,15,101073,,,,3200433#20
3100437,-1,3,5,icon_dress_1007301|icon_dress_1007302,,,,,15,101073,,,,3200433#20
3100438,-1,3,6,icon_dress_1007301|icon_dress_1007302,,,,,15,101073,,,,3200433#20
3100439,-1,3,1,icon_dress_1007401,22,13,25,,15,101074,3100440,260#45,,3200439#20
3100440,-1,3,2,icon_dress_1007401,23,14,26,,15,101074,3100441,260#90,,3200439#20
3100441,-1,3,3,icon_dress_1007401,26,15,29,,15,101074,3100442,260#240|261#10|3200439#20,2#30,3200439#20
3100442,-1,3,4,icon_dress_1007401,31,18,35,,15,101074,,,,3200439#20
3100443,-1,3,5,icon_dress_1007401,,,,,15,101074,,,,3200439#20
3100444,-1,3,6,icon_dress_1007401,,,,,15,101074,,,,3200439#20
3100445,-1,2,1,icon_dress_1007501|icon_dress_1007502,15,19,10,,16,101075,3100446,260#40,,3200445#10
3100446,-1,2,2,icon_dress_1007501|icon_dress_1007502,16,21,11,,16,101075,3100447,260#80|3200445#10,,3200445#10
3100447,-1,2,3,icon_dress_1007501|icon_dress_1007502,19,24,13,,16,101075,,,,3200445#10
3100448,-1,2,4,icon_dress_1007501|icon_dress_1007502,,,,,16,101075,,,,3200445#10
3100449,-1,2,5,icon_dress_1007501|icon_dress_1007502,,,,,16,101075,,,,3200445#10
3100450,-1,2,6,icon_dress_1007501|icon_dress_1007502,,,,,16,101075,,,,3200445#10
3100451,-1,2,1,icon_dress_1007601|icon_dress_1007602,10,22,13,,16,101076,3100452,260#40,,3200451#10
3100452,-1,2,2,icon_dress_1007601|icon_dress_1007602,11,23,14,,16,101076,3100453,260#80|3200451#10,,3200451#10
3100453,-1,2,3,icon_dress_1007601|icon_dress_1007602,13,27,16,,16,101076,,,,3200451#10
3100454,-1,2,4,icon_dress_1007601|icon_dress_1007602,,,,,16,101076,,,,3200451#10
