id,ex_id,desc_num1,desc_num2,desc_num3,desc_num4,desc_num5
75401401,754014011|754014012|754014013|754014014|754014015,408%%|31%%|306%%|153%%,416%%|31%%|52%%|312%%|156%%,424%%|32%%|52%%|318%%|159%%,432%%|32%%|54%%|324%%|162%%,440%%|33%%|55%%|330%%|165%%
75401402,754014021|754014022|754014023|754014024|754014025,27%%|30%%,27%%|32%%,27.5%%|32%%,27.5%%|32.5%%,28%%|33%%
75401403,754014031|754014032|754014033|754014034|754014035,31%%|306%%|153%%,31%%|52%%|312%%|156%%,32%%|52%%|318%%|159%%,32%%|54%%|324%%|162%%,33%%|55%%|330%%|165%%
75401404,754014041|754014042|754014043|754014044|754014045,306%%|153%%,312%%|156%%,318%%|159%%,324%%|162%%,330%%|165%%
75401501,754015011|754015012|754015013|754015014|754015015,408%%|204%%,416%%|208%%,424%%|212%%,432%%|216%%,440%%|220%%|15%%
75401502,754015021|754015022|754015023|754015024|754015025,42%%|75%%,42%%|32%%|80%%,42.5%%|32%%|85%%,42.5%%|32.5%%|90%%,43%%|33%%|100%%
75401503,754015031|754015032|754015033|754015034|754015035,255%%|612%%,260%%|624%%,265%%|636%%,270%%|648%%,275%%|660%%|15%%
75401504,754015041|754015042|754015043|754015044|754015045,50%%,45%%|4.5%%,40%%|5%%,30%%|5.5%%,20%%|6%%
75500101,755001011|755001012|755001013|755001014|755001015,100%%,102%%,104%%,106%%,108%%|35%%|35%%
75500102,755001021|755001022|755001023|755001024|755001025,55,56,57,58,60
75500103,755001031|755001032|755001033|755001034|755001035,102%%|55%%,102%%|57%%,108%%|57%%,108%%|57.5%%,110%%|58%%
75500104,755001041|755001042|755001043|755001044|755001045,184%%,188%%,190%%,195%%,198%%
75500201,755002011|755002012|755002013|755002014|755002015,126.5%%|285%%,129%%|290%%,132%%|295%%,134%%|300%%,136%%|305%%
75500202,755002021|755002022|755002023|755002024|755002025,194%%,198%%,202%%,205%%,209%%|50%%
75500203,755002031|755002032|755002033|755002034|755002035,189%%,193%%,197%%,200%%|10.5%%,204%%|11%%
75500204,755002041|755002042|755002043|755002044|755002045,2%%,4%%,6%%,8%%,10%%
75500301,755003011|755003012|755003013|755003014|755003015,117.5%%,119%%,122%%,124%%,127%%|61%%
75500302,755003021|755003022|755003023|755003024|755003025,32%%|40%%,32%%|42%%,32.5%%|42%%,32.5%%|42.5%%,33%%|43%%
75500303,755003031|755003032|755003033|755003034|755003035,20.5%%,21%%,21.5%%,22%%,22.5%%|20
75500304,755003041|755003042|755003043|755003044|755003045,20.5%%,21%%,21.5%%,22%%,22.5%%|35
75500401,755004011|755004012|755004013|755004014|755004015,306%%,312%%,318%%,324%%,330%%|23%%
75500402,755004021|755004022|755004023|755004024|755004025,102%%,104%%,106%%,108%%,35|110%%
75500403,755004031|755004032|755004033|755004034|755004035,32%%|60,32%%|65,32.5%%|65,32.5%%|70,33%%|70
75500404,755004041|755004042|755004043|755004044|755004045,133%%,135%%,137%%,140%%,143%%|60
75500501,755005011|755005012|755005013|755005014|755005015,408%%,416%%,424%%,432%%,440%%|85
75500502,755005021|755005022|755005023|755005024|755005025,42%%|60,42%%|65,42.5%%|65,42.5%%|70,43%%|70
75500503,755005031|755005032|755005033|755005034|755005035,142%%,145%%,148%%,152%%,154%%|65
75500504,755005041|755005042|755005043|755005044|755005045,204%%|10,208%%|20,212%%|30,216%%|40,220%%|50
75500601,755006011|755006012|755006013|755006014|755006015,265%%,270%%,275%%,280%%,285%%|23%%
75500602,755006021|755006022|755006023|755006024|755006025,42%%|20%%,42%%|22%%,42.5%%|22%%,42.5%%|22.5%%,43%%|23%%
75500603,755006031|755006032|755006033|755006034|755006035,204%%,208%%,212%%,216%%,220%%|17%%
75500604,755006041|755006042|755006043|755006044|755006045,156%%,159%%,162%%,164%%,17%%|166%%
75500701,755007011|755007012|755007013|755007014|755007015,204%%|75%%,208%%|80%%,212%%|85%%,216%%|90%%,220%%|100%%
75500702,755007021|755007022|755007023|755007024|755007025,22%%|25%%,22%%|27%%,22.5%%|27%%,22.5%%|27.5%%,23%%|28%%
75500703,755007031|755007032|755007033|755007034|755007035,204%%|5%%,208%%|10%%,212%%|15%%,216%%|20%%,220%%|25%%
75500704,755007041|755007042|755007043|755007044|755007045,102%%,104%%,106%%,108%%,110%%
75500801,755008011|755008012|755008013|755008014|755008015,224%%,228%%,232%%,236%%,240%%|75%%
75500802,755008021|755008022|755008023|755008024|755008025,27%%|30%%,27%%|32%%,27.5%%|32%%,27.5%%|32.5%%|45%%,28%%|33%%|50%%
75500803,755008031|755008032|755008033|755008034|755008035,159%%,162%%,165%%,168%%,171%%|60
75500804,755008041|755008042|755008043|755008044|755008045,52%%,52.5%%,53%%,54%%,55%%
75600101,756001011|756001012|756001013|756001014|756001015,192%%,196%%,198%%,203%%,206%%|27.5%%
75600102,756001021|756001022|756001023|756001024|756001025,199%%,203%%,205%%,210%%,213%%|22%%
75600103,756001031|756001032|756001033|756001034|756001035,27%%|20%%,27%%|22%%,27.5%%|22%%,27.5%%|22.5%%,28%%|23%%
75600104,756001041|756001042|756001043|756001044|756001045,82%%,83%%,84.5%%,86.5%%,88%%|22%%
75600201,756002011|756002012|756002013|756002014|756002015,117%%|204%%,119%%|208%%,121%%|212%%,123%%|216%%,127%%|220%%|35%%
75600202,756002021|756002022|756002023|756002024|756002025,37%%|40%%,37%%|42%%,37.5%%|42%%,37.5%%|42.5%%,38%%|43%%
75600203,756002031|756002032|756002033|756002034|756002035,92%%,94%%,96%%,98%%,100%%|14%%
75600204,756002041|756002042|756002043|756002044|756002045,184%%,188%%,190%%,195%%,198%%|22%%
75600301,756003011|756003012|756003013|756003014|756003015,202%%,206%%,210%%,214%%,218%%|45%%
75600302,756003021|756003022|756003023|756003024|756003025,32%%,64%%|32%%,64%%|32.5%%,66%%|32.5%%,68%%|33%%
75600303,756003031|756003032|756003033|756003034|756003035,2%%|10%%,4%%|20%%,6%%|30%%,8%%|40%%,10%%|50%%
75600304,756003041|756003042|756003043|756003044|756003045,4%%,8%%,10%%,12%%,15%%
75600401,756004011|756004012|756004013|756004014|756004015,306%%,312%%,318%%,325%%,330%%|124%%
75600402,756004021|756004022|756004023|756004024|756004025,133%%,135%%,138%%,140%%,143%%
75600403,756004031|756004032|756004033|756004034|756004035,33%%,33.5%%,34%%,34.5%%,35%%
75600404,756004041|756004042|756004043|756004044|756004045,32%%,74%%|32%%,74%%|32.5%%,76%%|32.5%%,78%%|33%%
75600501,756005011|756005012|756005013|756005014|756005015,186%%|10%%,190%%|20%%,192%%|30%%,196%%|40%%,200%%|33%%|50%%
75600502,756005021|756005022|756005023|756005024|756005025,32%%|8%%,32%%|47%%|16%%,32.5%%|47%%|24%%,32.5%%|47.5%%|32%%,33%%|48%%|40%%
75600503,756005031|756005032|756005033|756005034|756005035,255%%,260%%,265%%,270%%,275%%
75600504,756005041|756005042|756005043|756005044|756005045,306%%,312%%,318%%,325%%,330%%
75600601,756006011|756006012|756006013|756006014|756006015,273%%,278%%,283%%,288%%,293%%|27.5%%
75600602,756006021|756006022|756006023|756006024|756006025,42%%|80%%,42%%|84%%,42.5%%|84%%,42.5%%|86%%,43%%|88%%
75600603,756006031|756006032|756006033|756006034|756006035,122.5%%,125%%,128%%,130%%,132%%|22%%
75600604,756006041|756006042|756006043|756006044|756006045,306%%,312%%,318%%,324%%,330%%|17%%
75600701,756007011|756007012|756007013|756007014|756007015,306%%|64%%,312%%|68%%,318%%|72%%,324%%|76%%,330%%|55%%|80%%
75600702,756007021|756007022|756007023|756007024|756007025,42%%|70%%,42%%|74%%,42.5%%|74%%,42.5%%|76%%,43%%|78%%
75600703,756007031|756007032|756007033|756007034|756007035,306%%,312%%,318%%,324%%,330%%
75600704,756007041|756007042|756007043|756007044|756007045,408%%|34%%,416%%|38%%,424%%|42%%,432%%|46%%,440%%|50%%
75201601,752016011|752016012|752016013|752016014|752016015,306%%,312%%,318%%,324%%,330%%|70%%
75201602,752016021|752016022|752016023|752016024|752016025,32%%|25%%,32%%|27%%,32.5%%|27%%,32.5%%|27.5%%,33%%|28%%
75201603,752016031|752016032|752016033|752016034|752016035,102%%|51%%,104%%|52%%,106%%|53%%,108%%|54%%,55%%|110%%|55%%
75201604,752016041|752016042|752016043|752016044|752016045,4%%,8%%,12%%,16%%,20%%
75500901,755009011|755009012|755009013|755009014|755009015,408%%|61%%,416%%|62%%,424%%|63%%,432%%|64%%,440%%|22%%|65%%
75500902,755009021|755009022|755009023|755009024|755009025,42%%|50%%,42%%|52%%|65,42.5%%|52%%|65,42.5%%|52.5%%|70,43%%|53%%|70
75500903,755009031|755009032|755009033|755009034|755009035,224%%|61%%,228%%|62%%,232%%|63%%,236%%|64%%,240%%|65%%
75500904,755009041|755009042|755009043|755009044|755009045,62%%|20%%,64%%|30%%,66%%|40%%,68%%|55%%,70%%|70%%
75600801,756008011|756008012|756008013|756008014|756008015,1632%%|306%%,1664%%|312%%,1696%%|318%%,1728%%|324%%,55%%|44%%|1760%%|330%%
75600802,756008021|756008022|756008023|756008024|756008025,32%%|40%%,32%%|42%%|65,32.5%%|42%%|65,32.5%%|42.5%%|70,33%%|43%%|70
75600803,756008031|756008032|756008033|756008034|756008035,20%%|306%%,30%%|312%%,40%%|318%%,55%%|324%%,70%%|330%%
75600804,756008041|756008042|756008043|756008044|756008045,408%%|306%%,416%%|312%%,424%%|318%%,432%%|324%%,440%%|330%%
75401601,754016011|754016012|754016013|754016014|754016015,306%%,312%%,318%%,324%%,330%%|33%%|55%%|22%%|35%%
75401602,754016021|754016022|754016023|754016024|754016025,32%%,32%%|27%%|65,32.5%%|27%%|65,32.5%%|27.5%%|70,33%%|28%%|70
75401603,754016031|754016032|754016033|754016034|754016035,265%%,270%%,275%%,280%%,285%%|22%%|35%%
75401604,754016041|754016042|754016043|754016044|754016045,21%%|21%%,22%%|22%%,35|23%%|23%%,35|24%%|24%%,40|25%%|3|25%%|12%%
75201701,752017011|752017012|752017013|752017014|752017015,408%%,416%%,424%%|23%%|33%%,432%%|23%%|33%%,440%%|25%%|35%%
75201702,752017021|752017022|752017023|752017024|752017025,32,34,36|38%%,38|38%%,40|40%%
75201703,752017031|752017032|752017033|752017034|752017035,8.4%%,8.8%%,9.2%%|7,9.6%%|7,10%%|8
75201704,752017041|752017042|752017043|752017044|752017045,54%%,58%%,62%%,66%%,70%%|30%%
75101601,751016011|751016012|751016013|751016014|751016015,816%%|816%%,832%%|832%%,848%%|848%%|60%%|60%%,864%%|864%%|60%%|60%%,880%%|880%%|70%%|70%%
75101602,751016021|751016022|751016023|751016024|751016025,37%%,37%%|31%%,37.5%%|31%%|65,37.5%%|32%%|65,38%%|33%%|70
75101603,751016031|751016032|751016033|751016034|751016035,184%%|612%%,188%%|624%%,192%%|636%%|45%%,196%%|648%%|45%%,200%%|660%%|50%%
75101604,751016041|751016042|751016043|751016044|751016045,30.5%%|30.5%%,31%%|31%%,31.5%%|31.5%%,32%%|32%%,33%%|33%%|3000%%
75301601,753016011|753016012|753016013|753016014|753016015,245%%,250%%,255%%|52%%,260%%|52%%,265%%|55%%
75301602,753016021|753016022|753016023|753016024|753016025,62,64,66|43%%,68|43%%,70|45%%
75301603,753016031|753016032|753016033|753016034|753016035,26%%,27%%,28%%,29%%,30%%|33%%
75301604,753016041|753016042|753016043|753016044|753016045,2600%%,2700%%,2800%%|72%%,2900%%|72%%,3000%%|75%%|22%%
200000803,2000008035|2000008035|2000008035|2000008035|2000008035,26%%,27%%,28%%,29%%,30%%|33%%
200000902,2000009021|2000009021|2000009021|2000009021|2000009025,37%%|3.3%%,37%%|27%%|3.6%%,37.5%%|27%%|4%%,37.5%%|27.5%%|4.5%%,38%%|28%%|5%%
75401701,754017011|754017012|754017013|754017014|754017015,408%%,416%%,424%%|40%%|90%%,432%%|40%%|90%%,440%%|50%%|110%%
75401702,754017021|754017022|754017023|754017024|754017025,62,64,66|42%%,68|42%%,70|44%%|28%%
75401703,754017031|754017032|754017033|754017034|754017035,163%%,166%%,169%%,172%%,175%%|17%%|17%%
75401704,754017041|754017042|754017043|754017044|754017045,330%%,360%%,390%%,420%%,450%%|17%%
75301701,753017011|753017012|753017013|753017014|753017015,612%%|612%%,624%%|624%%,636%%|636%%,648%%|648%%,660%%|660%%|33%%|3|33%%
75301702,753017021|753017022|753017023|753017024|753017025,42%%,44%%,46%%,48%%,50%%|43%%|33%%
75301703,753017031|753017032|753017033|753017034|753017035,21%%,22%%,23%%,24%%,25%%|1
75301704,753017041|753017042|753017043|753017044|753017045,54%%,58%%,62%%|125%%,66%%|125%%,70%%|130%%|44%%
200001001,2000010015|2000010015|2000010015|2000010015|2000010015,612%%|612%%,624%%|624%%,636%%|636%%,648%%|648%%,660%%|660%%|33%%|3|33%%
75600901,756009011|756009012|756009013|756009014|756009015,510%%|510%%|510%%|1260%%,520%%|520%%|520%%|1320%%,530%%|530%%|530%%|1380%%,540%%|540%%|540%%|1440%%,550%%|550%%|550%%|1500%%
75600902,756009021|756009022|756009023|756009024|756009025,62,64,66|84%%,68|84%%,70|88%%|43%%
75600903,756009031|756009032|756009033|756009034|756009035,306%%|306%%,312%%|312%%,318%%|318%%,324%%|324%%,330%%|330%%|2|2
75600904,756009041|756009042|756009043|756009044|756009045,306%%,312%%,318%%,324%%,330%%|75%%
75501001,755010011|755010012|755010013|755010014|755010015,880%%|1600%%,960%%|1700%%,1040%%|1800%%,1120%%|1900%%,1200%%|2000%%
75501002,755010021|755010022|755010023|755010024|755010025,82,84,86,88,90|33%%|43%%
75501003,755010031|755010032|755010033|755010034|755010035,660%%|1600%%,720%%|1700%%,780%%|1800%%,840%%|1900%%,900%%|2000%%|22%%|8%%
75501004,755010041|755010042|755010043|755010044|755010045,32%%,34%%,36%%|23%%,38%%|23%%,40%%|25%%|10%%|10%%
75201801,752018011|752018012|752018013|752018014|752018015,1260%%,1320%%,1380%%|52%%|82%%,1440%%|52%%|82%%,1500%%|55%%|85%%
75201802,752018021|752018022|752018023|752018024|752018025,62,64,66,68,70|28%%|38%%
75201803,752018031|752018032|752018033|752018034|752018035,306%%,312%%,318%%|52%%,324%%|52%%,330%%|55%%|33%%
75201804,752018041|752018042|752018043|752018044|752018045,41%%|41%%,42%%|42%%,43%%|43%%,44%%|44%%,45%%|45%%|33%%
75101701,751017011|751017012|751017013|751017014|751017015,816%%|1680%%,832%%|1760%%,848%%|1840%%,864%%|1920%%,880%%|2000%%|10%%
75101702,751017021|751017022|751017023|751017024|751017025,42,44,46,48,50|33%%|33%%
75101703,751017031|751017032|751017033|751017034|751017035,22%%,24%%,26%%,28%%,30%%|55%%
75101704,751017041|751017042|751017043|751017044|751017045,408%%|816%%,416%%|832%%,424%%|848%%,432%%|864%%,440%%|880%%|10%%
