id,name,avatar,partner_model,show_ids,atk_id,type,hp,atk,arm,map_id,awards
10287,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,895446,132658,33165,58,239#2
10288,-1,partner_avatar_43003,4300301,43003,4300300,1,895446,132658,33165,58,239#2
10289,-1,partner_avatar_43008,4300801,43008,4300800,1,895446,132658,33165,58,239#2
10290,-1,partner_avatar_43005,4300501,43005,4300500,1,895446,132658,33165,58,239#2
10291,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,903897,133911,33478,59,239#2
10292,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,903897,133911,33478,59,239#2
10293,-1,partner_avatar_43008,4300801,43008,4300800,1,903897,133911,33478,59,239#2
10294,-1,partner_avatar_44001,4400101,44001,4400100,1,903897,133911,33478,59,239#2
10295,-1,partner_avatar_44002,4400201,44002,4400200,1,903897,133911,33478,59,239#2
10296,-1,partner_avatar_44003,4400301,44003,4400300,1,912393,135168,33792,60,239#2
10297,-1,partner_avatar_44004,4400401,44004,4400400,1,912393,135168,33792,60,239#2
10298,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,912393,135168,33792,60,239#2
10299,-1,partner_avatar_44006,4400601,44006,4400600,1,912393,135168,33792,60,239#2
10300,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,912393,135168,33792,60,239#2
10301,-1,partner_avatar_41001,4100101,41001,4100100,1,924939,137028,34257,61,239#2
10302,-1,partner_avatar_41002,4100201,41002,4100200,1,924939,137028,34257,61,239#2
10303,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,924939,137028,34257,61,239#2
10304,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,924939,137028,34257,61,239#2
10305,-1,partner_avatar_41005,4100501,41005,4100500,1,924939,137028,34257,61,239#2
10306,-1,partner_avatar_41006,4100601,41006,4100600,1,931194,137953,34488,62,239#2
10307,-1,partner_avatar_41007,4100701,41007,4100700,1,931194,137953,34488,62,239#2
10308,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,931194,137953,34488,62,239#2
10309,-1,partner_avatar_42001,4200101,42001,4200100,1,931194,137953,34488,62,239#2
10310,-1,partner_avatar_42002,4200201,42002,4200200,1,931194,137953,34488,62,239#2
10311,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,936639,138761,34690,63,239#2
10312,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,936639,138761,34690,63,239#2
10313,-1,partner_avatar_42005,4200501,42005,4200500,1,936639,138761,34690,63,239#2
10314,-1,partner_avatar_42006,4200601,42006,4200600,1,936639,138761,34690,63,239#2
10315,-1,partner_avatar_42007,4200701,42007,4200700,1,936639,138761,34690,63,239#2
10316,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,942102,139569,34892,64,239#2
10317,-1,partner_avatar_43001,4300101,43001,4300100,1,942102,139569,34892,64,239#2
10318,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,942102,139569,34892,64,239#2
10319,-1,partner_avatar_43003,4300301,43003,4300300,1,942102,139569,34892,64,239#2
10320,-1,partner_avatar_42002,4200201,42002,4200200,1,942102,139569,34892,64,239#2
10321,-1,partner_avatar_43005,4300501,43005,4300500,1,947484,140367,35092,65,239#2
10322,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,947484,140367,35092,65,239#2
10323,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,947484,140367,35092,65,239#2
10324,-1,partner_avatar_43008,4300801,43008,4300800,1,947484,140367,35092,65,239#2
10325,-1,partner_avatar_44001,4400101,44001,4400100,1,947484,140367,35092,65,239#2
10326,-1,partner_avatar_44002,4400201,44002,4400200,1,952956,141179,35295,66,239#2
10327,-1,partner_avatar_44003,4400301,44003,4400300,1,952956,141179,35295,66,239#2
10328,-1,partner_avatar_44004,4400401,44004,4400400,1,952956,141179,35295,66,239#2
10329,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,952956,141179,35295,66,239#2
10330,-1,partner_avatar_44006,4400601,44006,4400600,1,952956,141179,35295,66,239#2
10331,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,958356,141979,35495,67,239#2
10332,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,958356,141979,35495,67,239#2
10333,-1,partner_avatar_41001,4100101,41001,4100100,1,958356,141979,35495,67,239#2
10334,-1,partner_avatar_41002,4100201,41002,4100200,1,958356,141979,35495,67,239#2
10335,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,958356,141979,35495,67,239#2
10336,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,963855,142793,35698,68,239#2
10337,-1,partner_avatar_41005,4100501,41005,4100500,1,963855,142793,35698,68,239#2
10338,-1,partner_avatar_41006,4100601,41006,4100600,1,963855,142793,35698,68,239#2
10339,-1,partner_avatar_41007,4100701,41007,4100700,1,963855,142793,35698,68,239#2
10340,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,963855,142793,35698,68,239#2
10341,-1,partner_avatar_42001,4200101,42001,4200100,1,969354,143609,35902,69,239#2
10342,-1,partner_avatar_42002,4200201,42002,4200200,1,969354,143609,35902,69,239#2
10343,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,969354,143609,35902,69,239#2
10344,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,969354,143609,35902,69,239#2
10345,-1,partner_avatar_42005,4200501,42005,4200500,1,969354,143609,35902,69,239#2
10346,-1,partner_avatar_42006,4200601,42006,4200600,1,974781,144413,36103,70,239#2
10347,-1,partner_avatar_42007,4200701,42007,4200700,1,974781,144413,36103,70,239#2
10348,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,974781,144413,36103,70,239#2
10349,-1,partner_avatar_43001,4300101,43001,4300100,1,974781,144413,36103,70,239#2
10350,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,974781,144413,36103,70,239#2
10351,-1,partner_avatar_43003,4300301,43003,4300300,1,980307,145229,36307,71,239#2
10352,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,980307,145229,36307,71,239#2
10353,-1,partner_avatar_43005,4300501,43005,4300500,1,980307,145229,36307,71,239#2
10354,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,980307,145229,36307,71,239#2
10355,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,980307,145229,36307,71,239#2
10356,-1,partner_avatar_43008,4300801,43008,4300800,1,985833,146049,36512,72,239#2
10357,-1,partner_avatar_44001,4400101,44001,4400100,1,985833,146049,36512,72,239#2
10358,-1,partner_avatar_44002,4400201,44002,4400200,1,985833,146049,36512,72,239#2
10359,-1,partner_avatar_44003,4400301,44003,4400300,1,985833,146049,36512,72,239#2
10360,-1,partner_avatar_44004,4400401,44004,4400400,1,985833,146049,36512,72,239#2
10361,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,991287,146858,36715,73,239#2
10362,-1,partner_avatar_44006,4400601,44006,4400600,1,991287,146858,36715,73,239#2
10363,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,991287,146858,36715,73,239#2
10364,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,991287,146858,36715,73,239#2
10365,-1,partner_avatar_41001,4100101,41001,4100100,1,991287,146858,36715,73,239#2
10366,-1,partner_avatar_41002,4100201,41002,4100200,1,996831,147680,36920,74,239#2
10367,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,996831,147680,36920,74,239#2
10368,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,996831,147680,36920,74,239#2
10369,-1,partner_avatar_41005,4100501,41005,4100500,1,996831,147680,36920,74,239#2
10370,-1,partner_avatar_41006,4100601,41006,4100600,1,996831,147680,36920,74,239#2
10371,-1,partner_avatar_41007,4100701,41007,4100700,1,1002384,148502,37126,75,239#2
10372,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,1002384,148502,37126,75,239#2
10373,-1,partner_avatar_42001,4200101,42001,4200100,1,1002384,148502,37126,75,239#2
10374,-1,partner_avatar_42002,4200201,42002,4200200,1,1002384,148502,37126,75,239#2
10375,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1002384,148502,37126,75,239#2
10376,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1007865,149313,37328,76,239#2
10377,-1,partner_avatar_42005,4200501,42005,4200500,1,1007865,149313,37328,76,239#2
10378,-1,partner_avatar_42006,4200601,42006,4200600,1,1007865,149313,37328,76,239#2
10379,-1,partner_avatar_42007,4200701,42007,4200700,1,1007865,149313,37328,76,239#2
10380,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1007865,149313,37328,76,239#2
10381,-1,partner_avatar_43001,4300101,43001,4300100,1,1013427,150138,37535,77,239#2
10382,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1013427,150138,37535,77,239#2
10383,-1,partner_avatar_43003,4300301,43003,4300300,1,1013427,150138,37535,77,239#2
10384,-1,partner_avatar_42005,4200501,42005,4200500,1,1013427,150138,37535,77,239#2
10385,-1,partner_avatar_43005,4300501,43005,4300500,1,1013427,150138,37535,77,239#2
10386,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,1018926,150952,37738,78,239#2
10387,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,1018926,150952,37738,78,239#2
10388,-1,partner_avatar_43008,4300801,43008,4300800,1,1018926,150952,37738,78,239#2
10389,-1,partner_avatar_44001,4400101,44001,4400100,1,1018926,150952,37738,78,239#2
10390,-1,partner_avatar_44002,4400201,44002,4400200,1,1018926,150952,37738,78,239#2
10391,-1,partner_avatar_44003,4400301,44003,4400300,1,1024515,151780,37945,79,239#2
10392,-1,partner_avatar_44004,4400401,44004,4400400,1,1024515,151780,37945,79,239#2
10393,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,1024515,151780,37945,79,239#2
10394,-1,partner_avatar_44006,4400601,44006,4400600,1,1024515,151780,37945,79,239#2
10395,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,1024515,151780,37945,79,239#2
10396,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,1030113,152608,38152,80,239#2
10397,-1,partner_avatar_41001,4100101,41001,4100100,1,1030113,152608,38152,80,239#2
10398,-1,partner_avatar_41002,4100201,41002,4100200,1,1030113,152608,38152,80,239#2
10399,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,1030113,152608,38152,80,239#2
10400,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,1030113,152608,38152,80,239#2
10401,-1,partner_avatar_41005,4100501,41005,4100500,1,1035621,153426,38357,81,239#2
10402,-1,partner_avatar_41006,4100601,41006,4100600,1,1035621,153426,38357,81,239#2
10403,-1,partner_avatar_41007,4100701,41007,4100700,1,1035621,153426,38357,81,239#2
10404,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,1035621,153426,38357,81,239#2
10405,-1,partner_avatar_42001,4200101,42001,4200100,1,1035621,153426,38357,81,239#2
10406,-1,partner_avatar_42002,4200201,42002,4200200,1,1041237,154258,38565,82,239#2
10407,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1041237,154258,38565,82,239#2
10408,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1041237,154258,38565,82,239#2
10409,-1,partner_avatar_42005,4200501,42005,4200500,1,1041237,154258,38565,82,239#2
10410,-1,partner_avatar_42006,4200601,42006,4200600,1,1041237,154258,38565,82,239#2
10411,-1,partner_avatar_42007,4200701,42007,4200700,1,1046853,155090,38773,83,239#2
10412,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1046853,155090,38773,83,239#2
10413,-1,partner_avatar_43001,4300101,43001,4300100,1,1046853,155090,38773,83,239#2
10414,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1046853,155090,38773,83,239#2
10415,-1,partner_avatar_43003,4300301,43003,4300300,1,1046853,155090,38773,83,239#2
10416,-1,partner_avatar_42006,4200601,42006,4200600,1,1052397,155912,38978,84,239#2
10417,-1,partner_avatar_43005,4300501,43005,4300500,1,1052397,155912,38978,84,239#2
10418,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,1052397,155912,38978,84,239#2
10419,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,1052397,155912,38978,84,239#2
10420,-1,partner_avatar_43008,4300801,43008,4300800,1,1052397,155912,38978,84,239#2
10421,-1,partner_avatar_44001,4400101,44001,4400100,1,1058040,156746,39187,85,239#2
10422,-1,partner_avatar_44002,4400201,44002,4400200,1,1058040,156746,39187,85,239#2
10423,-1,partner_avatar_44003,4400301,44003,4400300,1,1058040,156746,39187,85,239#2
10424,-1,partner_avatar_44004,4400401,44004,4400400,1,1058040,156746,39187,85,239#2
10425,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,1058040,156746,39187,85,239#2
10426,-1,partner_avatar_44006,4400601,44006,4400600,1,1063683,157584,39396,86,239#2
10427,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,1063683,157584,39396,86,239#2
10428,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,1063683,157584,39396,86,239#2
10429,-1,partner_avatar_42002,4200201,42002,4200200,1,1063683,157584,39396,86,239#2
10430,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1063683,157584,39396,86,239#2
10431,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1069254,158408,39602,87,239#2
10432,-1,partner_avatar_42005,4200501,42005,4200500,1,1069254,158408,39602,87,239#2
10433,-1,partner_avatar_42006,4200601,42006,4200600,1,1069254,158408,39602,87,239#2
10434,-1,partner_avatar_42007,4200701,42007,4200700,1,1069254,158408,39602,87,239#2
10435,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1069254,158408,39602,87,239#2
10436,-1,partner_avatar_43001,4300101,43001,4300100,1,1074915,159248,39812,88,239#2
10437,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1074915,159248,39812,88,239#2
10438,-1,partner_avatar_43003,4300301,43003,4300300,1,1074915,159248,39812,88,239#2
10439,-1,partner_avatar_43008,4300801,43008,4300800,1,1074915,159248,39812,88,239#2
10440,-1,partner_avatar_43005,4300501,43005,4300500,1,1074915,159248,39812,88,239#2
10441,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,1080594,160088,40022,89,239#2
10442,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,1080594,160088,40022,89,239#2
10443,-1,partner_avatar_43008,4300801,43008,4300800,1,1080594,160088,40022,89,239#2
10444,-1,partner_avatar_44001,4400101,44001,4400100,1,1080594,160088,40022,89,239#2
10445,-1,partner_avatar_44002,4400201,44002,4400200,1,1080594,160088,40022,89,239#2
10446,-1,partner_avatar_44003,4400301,44003,4400300,1,1086183,160916,40229,90,239#2
10447,-1,partner_avatar_44004,4400401,44004,4400400,1,1086183,160916,40229,90,239#2
10448,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,1086183,160916,40229,90,239#2
10449,-1,partner_avatar_44006,4400601,44006,4400600,1,1086183,160916,40229,90,239#2
10450,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,1086183,160916,40229,90,239#2
10451,-1,partner_avatar_41001,4100101,41001,4100100,1,1091871,161759,40440,91,239#2
10452,-1,partner_avatar_41002,4100201,41002,4100200,1,1091871,161759,40440,91,239#2
10453,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,1091871,161759,40440,91,239#2
10454,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,1091871,161759,40440,91,239#2
10455,-1,partner_avatar_41005,4100501,41005,4100500,1,1091871,161759,40440,91,239#2
10456,-1,partner_avatar_41006,4100601,41006,4100600,1,1097469,162590,40648,92,239#2
10457,-1,partner_avatar_41007,4100701,41007,4100700,1,1097469,162590,40648,92,239#2
10458,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,1097469,162590,40648,92,239#2
10459,-1,partner_avatar_42001,4200101,42001,4200100,1,1097469,162590,40648,92,239#2
10460,-1,partner_avatar_42002,4200201,42002,4200200,1,1097469,162590,40648,92,239#2
10461,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1103184,163435,40859,93,239#2
10462,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1103184,163435,40859,93,239#2
10463,-1,partner_avatar_42005,4200501,42005,4200500,1,1103184,163435,40859,93,239#2
10464,-1,partner_avatar_42006,4200601,42006,4200600,1,1103184,163435,40859,93,239#2
10465,-1,partner_avatar_42007,4200701,42007,4200700,1,1103184,163435,40859,93,239#2
10466,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1108899,164282,41071,94,239#2
10467,-1,partner_avatar_43001,4300101,43001,4300100,1,1108899,164282,41071,94,239#2
10468,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1108899,164282,41071,94,239#2
10469,-1,partner_avatar_43003,4300301,43003,4300300,1,1108899,164282,41071,94,239#2
10470,-1,partner_avatar_42002,4200201,42002,4200200,1,1108899,164282,41071,94,239#2
10471,-1,partner_avatar_43005,4300501,43005,4300500,1,1114533,165116,41279,95,239#2
10472,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,1114533,165116,41279,95,239#2
10473,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,1114533,165116,41279,95,239#2
10474,-1,partner_avatar_43008,4300801,43008,4300800,1,1114533,165116,41279,95,239#2
10475,-1,partner_avatar_44001,4400101,44001,4400100,1,1114533,165116,41279,95,239#2
10476,-1,partner_avatar_44002,4400201,44002,4400200,1,1120257,165966,41492,96,239#2
10477,-1,partner_avatar_44003,4400301,44003,4400300,1,1120257,165966,41492,96,239#2
10478,-1,partner_avatar_44004,4400401,44004,4400400,1,1120257,165966,41492,96,239#2
10479,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,1120257,165966,41492,96,239#2
10480,-1,partner_avatar_44006,4400601,44006,4400600,1,1120257,165966,41492,96,239#2
10481,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,1126008,166816,41704,97,239#2
10482,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,1126008,166816,41704,97,239#2
10483,-1,partner_avatar_41001,4100101,41001,4100100,1,1126008,166816,41704,97,239#2
10484,-1,partner_avatar_41002,4100201,41002,4100200,1,1126008,166816,41704,97,239#2
10485,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,1126008,166816,41704,97,239#2
10486,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,1131660,167654,41914,98,239#2
10487,-1,partner_avatar_41005,4100501,41005,4100500,1,1131660,167654,41914,98,239#2
10488,-1,partner_avatar_41006,4100601,41006,4100600,1,1131660,167654,41914,98,239#2
10489,-1,partner_avatar_41007,4100701,41007,4100700,1,1131660,167654,41914,98,239#2
10490,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,1131660,167654,41914,98,239#2
10491,-1,partner_avatar_42001,4200101,42001,4200100,1,1137420,168507,42127,99,239#2
10492,-1,partner_avatar_42002,4200201,42002,4200200,1,1137420,168507,42127,99,239#2
10493,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1137420,168507,42127,99,239#2
10494,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1137420,168507,42127,99,239#2
10495,-1,partner_avatar_42005,4200501,42005,4200500,1,1137420,168507,42127,99,239#2
10496,-1,partner_avatar_42006,4200601,42006,4200600,1,1143180,169362,42341,100,239#2
10497,-1,partner_avatar_42007,4200701,42007,4200700,1,1143180,169362,42341,100,239#2
10498,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1143180,169362,42341,100,239#2
10499,-1,partner_avatar_43001,4300101,43001,4300100,1,1143180,169362,42341,100,239#2
10500,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1143180,169362,42341,100,239#2
10501,-1,partner_avatar_43003,4300301,43003,4300300,1,1148868,170203,42551,101,239#2
10502,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1148868,170203,42551,101,239#2
10503,-1,partner_avatar_43005,4300501,43005,4300500,1,1148868,170203,42551,101,239#2
10504,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,1148868,170203,42551,101,239#2
10505,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,1148868,170203,42551,101,239#2
10506,-1,partner_avatar_43008,4300801,43008,4300800,1,1154655,171060,42765,102,239#2
10507,-1,partner_avatar_44001,4400101,44001,4400100,1,1154655,171060,42765,102,239#2
10508,-1,partner_avatar_44002,4400201,44002,4400200,1,1154655,171060,42765,102,239#2
10509,-1,partner_avatar_44003,4400301,44003,4400300,1,1154655,171060,42765,102,239#2
10510,-1,partner_avatar_44004,4400401,44004,4400400,1,1154655,171060,42765,102,239#2
10511,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,1160343,171904,42976,103,239#2
10512,-1,partner_avatar_44006,4400601,44006,4400600,1,1160343,171904,42976,103,239#2
10513,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,1160343,171904,42976,103,239#2
10514,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,1160343,171904,42976,103,239#2
10515,-1,partner_avatar_41001,4100101,41001,4100100,1,1160343,171904,42976,103,239#2
10516,-1,partner_avatar_41002,4100201,41002,4100200,1,1166148,172763,43191,104,239#2
10517,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,1166148,172763,43191,104,239#2
10518,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,1166148,172763,43191,104,239#2
10519,-1,partner_avatar_41005,4100501,41005,4100500,1,1166148,172763,43191,104,239#2
10520,-1,partner_avatar_41006,4100601,41006,4100600,1,1166148,172763,43191,104,239#2
10521,-1,partner_avatar_41007,4100701,41007,4100700,1,1171971,173624,43406,105,239#2
10522,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,1171971,173624,43406,105,239#2
10523,-1,partner_avatar_42001,4200101,42001,4200100,1,1171971,173624,43406,105,239#2
10524,-1,partner_avatar_42002,4200201,42002,4200200,1,1171971,173624,43406,105,239#2
10525,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1171971,173624,43406,105,239#2
10526,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1177686,174472,43618,106,239#2
10527,-1,partner_avatar_42005,4200501,42005,4200500,1,1177686,174472,43618,106,239#2
10528,-1,partner_avatar_42006,4200601,42006,4200600,1,1177686,174472,43618,106,239#2
10529,-1,partner_avatar_42007,4200701,42007,4200700,1,1177686,174472,43618,106,239#2
10530,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1177686,174472,43618,106,239#2
10531,-1,partner_avatar_43001,4300101,43001,4300100,1,1183518,175335,43834,107,239#2
10532,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1183518,175335,43834,107,239#2
10533,-1,partner_avatar_43003,4300301,43003,4300300,1,1183518,175335,43834,107,239#2
10534,-1,partner_avatar_42005,4200501,42005,4200500,1,1183518,175335,43834,107,239#2
10535,-1,partner_avatar_43005,4300501,43005,4300500,1,1183518,175335,43834,107,239#2
10536,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,1189350,176199,44050,108,239#2
10537,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,1189350,176199,44050,108,239#2
10538,-1,partner_avatar_43008,4300801,43008,4300800,1,1189350,176199,44050,108,239#2
10539,-1,partner_avatar_44001,4400101,44001,4400100,1,1189350,176199,44050,108,239#2
10540,-1,partner_avatar_44002,4400201,44002,4400200,1,1189350,176199,44050,108,239#2
10541,-1,partner_avatar_44003,4400301,44003,4400300,1,1195092,177051,44263,109,239#2
10542,-1,partner_avatar_44004,4400401,44004,4400400,1,1195092,177051,44263,109,239#2
10543,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,1195092,177051,44263,109,239#2
10544,-1,partner_avatar_44006,4400601,44006,4400600,1,1195092,177051,44263,109,239#2
10545,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,1195092,177051,44263,109,239#2
10546,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,1200942,177918,44480,110,239#2
10547,-1,partner_avatar_41001,4100101,41001,4100100,1,1200942,177918,44480,110,239#2
10548,-1,partner_avatar_41002,4100201,41002,4100200,1,1200942,177918,44480,110,239#2
10549,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,1200942,177918,44480,110,239#2
10550,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,1200942,177918,44480,110,239#2
10551,-1,partner_avatar_41005,4100501,41005,4100500,1,1206810,178786,44697,111,239#2
10552,-1,partner_avatar_41006,4100601,41006,4100600,1,1206810,178786,44697,111,239#2
10553,-1,partner_avatar_41007,4100701,41007,4100700,1,1206810,178786,44697,111,239#2
10554,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,1206810,178786,44697,111,239#2
10555,-1,partner_avatar_42001,4200101,42001,4200100,1,1206810,178786,44697,111,239#2
10556,-1,partner_avatar_42002,4200201,42002,4200200,1,1212588,179641,44910,112,239#2
10557,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1212588,179641,44910,112,239#2
10558,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1212588,179641,44910,112,239#2
10559,-1,partner_avatar_42005,4200501,42005,4200500,1,1212588,179641,44910,112,239#2
10560,-1,partner_avatar_42006,4200601,42006,4200600,1,1212588,179641,44910,112,239#2
10561,-1,partner_avatar_42007,4200701,42007,4200700,1,1218456,180512,45128,113,239#2
10562,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1218456,180512,45128,113,239#2
10563,-1,partner_avatar_43001,4300101,43001,4300100,1,1218456,180512,45128,113,239#2
10564,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1218456,180512,45128,113,239#2
10565,-1,partner_avatar_43003,4300301,43003,4300300,1,1218456,180512,45128,113,239#2
10566,-1,partner_avatar_42006,4200601,42006,4200600,1,1224252,181369,45342,114,239#2
10567,-1,partner_avatar_43005,4300501,43005,4300500,1,1224252,181369,45342,114,239#2
10568,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,1224252,181369,45342,114,239#2
10569,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,1224252,181369,45342,114,239#2
10570,-1,partner_avatar_43008,4300801,43008,4300800,1,1224252,181369,45342,114,239#2
10571,-1,partner_avatar_44001,4400101,44001,4400100,1,1230138,182243,45561,115,239#2
10572,-1,partner_avatar_44002,4400201,44002,4400200,1,1230138,182243,45561,115,239#2
10573,-1,partner_avatar_44003,4400301,44003,4400300,1,1230138,182243,45561,115,239#2
10574,-1,partner_avatar_44004,4400401,44004,4400400,1,1230138,182243,45561,115,239#2
10575,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,1230138,182243,45561,115,239#2
10576,-1,partner_avatar_44006,4400601,44006,4400600,1,1236051,183117,45779,116,239#2
10577,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,1236051,183117,45779,116,239#2
10578,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,1236051,183117,45779,116,239#2
10579,-1,partner_avatar_42002,4200201,42002,4200200,1,1236051,183117,45779,116,239#2
10580,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,1236051,183117,45779,116,239#2
10581,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,1241856,183978,45995,117,239#2
10582,-1,partner_avatar_42005,4200501,42005,4200500,1,1241856,183978,45995,117,239#2
10583,-1,partner_avatar_42006,4200601,42006,4200600,1,1241856,183978,45995,117,239#2
10584,-1,partner_avatar_42007,4200701,42007,4200700,1,1241856,183978,45995,117,239#2
10585,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,1241856,183978,45995,117,239#2
10586,-1,partner_avatar_43001,4300101,43001,4300100,1,1247778,184855,46214,118,239#2
10587,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,1247778,184855,46214,118,239#2
10588,-1,partner_avatar_43003,4300301,43003,4300300,1,1247778,184855,46214,118,239#2
10589,-1,partner_avatar_43008,4300801,43008,4300800,1,1247778,184855,46214,118,239#2
10590,-1,partner_avatar_43005,4300501,43005,4300500,1,1247778,184855,46214,118,239#2
