name,class,resource,window_name,layer_type,hide_type,back_type,background,open_sound,open_animation,close_animation,bottom_btn_status,back_close,show_res_loading,res_loading_delay,show_scene,record_id,win_name,img_guide,animation_part,stack_type,bgs_sound
guild_war_formation_window,GuildWarFormationWindow,guild_war_formation_window,GUILD_WAR_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,187,-1,,,,
system_alert_window,SystemAlertWindow,alert_window,SystemAlertWindow,8,-1,-1,-1,,2,2,-2,1,,,,188,-1,,,,
img_guide_window,ImgGuideWindow,img_guide_window,IMG_GUIDE_WINDOW,6,-1,-1,2,,1,1,-2,1,,,,189,-1,,,,
activity_jigsaw_purchase_window,ActivityJigsawPurchaseWindow,activity_jigsaw_purchase_window,ACTIVITY_JIGSAW_PURCHASE_WINDOW,4,1,-1,2,,2,2,-2,1,,,,190,-1,,,,
alert_award_with_harm_window,AlertAwardWithHarmWindow,alert_award_with_harm_window,,6,-1,-1,2,,2,2,-2,1,,,,191,-1,,,,
privacy_warning_window,PrivacyWarningWindow,privacy_warning_window,PRIVACY_WARNING_WINDOW,6,-1,-1,2,,2,2,-2,1,,,,192,-1,,,,
artifact_list_window,ArtifactListWindow,artifact_list_window,ARTIFACT_LIST_WINDOW,4,1,-1,5,,1,1,3,1,,,,193,-1,,,,
school_choose_window,SchoolChooseWindow,school_choose_window,SCHOOL_CHOOSE_WINDOW,2,1,1,-1,,,,,1,,,,194,-1,,,,
partner_comment_window,PartnerCommentWindow,partner_comment_window,PARTNER_COMMENT_WINDOW,6,-1,-1,2,,,,-2,1,,,,195,-1,,,,
upload_img_window,UpLoadImgWindow,upload_img_window,UPLOAD_IMG_WINDOW,4,-1,-1,2,,,,-2,1,,,,196,-1,,,,
show_web_img_window,ShowWebImgWindow,show_web_img_window,SHOW_WEB_IMG_WINDOW,4,-1,-1,3,,,,-2,1,,,,197,-1,,,,
network_doctor_window,NetworkDoctorWindow,network_doctor_window,NETWORK_DOCTOR_WINDOW,4,-1,-1,3,,,,-2,1,,,,198,-1,,,,
artifact_offer_window,ArtifactOfferWindow,artifact_offer_window,ARTIFACT_OFFER_WINDOW,6,-1,-1,2,,1,1,-2,1,,,,199,-1,,,,
dates_list_window,DatesListWindow,dates_list_window,DARES_LIST_WINDOW,2,1,1,1,,,,,1,1,,,198,-1,,,,
dates_window,DatesWindow,dates_window,DARES_LIST_WINDOW,2,1,1,1,,,,-1,1,1,,,199,-1,1,,,
dates_gifts_window,DatesGiftsWindow,dates_gifts_window,DATES_GIFTS_WINDOW,4,1,-1,5,,1,1,-1,1,,,,200,-1,,,,
dates_data_window,DatesDataWindow,dates_data_window,DATES_DATA_WINDOW,4,1,-1,5,,1,1,-1,1,1,,,201,-1,,,,
story_entrance_window,StoryEntranceWindow,story_entrance_window,STORY_ENTRANCE_TITLE,4,-1,-1,2,,1,1,-2,1,1,,,202,-1,,,,
campaign_story_window,CampaignStoryWindow,campaign_story_window,CAMPAIGN_STORY_WINDOW,2,1,1,1,,,,-1,1,1,,,203,-1,,,,
story_window,StoryWindow,story_window,STORY_WINDOW,4,-1,-1,2,,,,-2,,1,,,204,-1,,,,
story_record_window,StoryRecordWindow,story_record_window,STORY_RECORD_WINDOW,4,-1,-1,-1,,,,-2,,,,,205,-1,,,,
dates_story_window,DatesStoryWindow,dates_story_window,DATES_STORY_WINDOW,4,1,-1,5,,1,1,-1,,,,,206,-1,,,,
dates_gifts_send_window,DatesGiftsSendWindow,dates_gifts_send_window,DATES_GIFTS_SEND_WINDOW,6,1,-1,5,,1,1,-1,1,,,,207,-1,,,,
daily_quiz_award_window,DailyQuizAwardWindow,daily_quiz_award_window,DailyQuizAwardWindow,6,-1,-1,2,,2,2,-2,1,,,,208,-1,,,,
dates_attr_window,DatesAttrWindow,dates_attr_window,DATES_ATTR_WINDOW,5,1,-1,4,,0,0,-1,1,,,,209,-1,,,,
item_use_window,ItemUseWindow,item_use_window,ItemUseWindow,6,-1,-1,2,,1,1,-2,1,,,,210,-1,,,,
daily_quiz_crit_award_window,DailyQuizCritAwardWindow,daily_quiz_crit_award_window,DailyQuizCritAwardWindow,4,-1,-1,3,,,,-1,1,,,,211,-1,,,,
tower_record_window,TowerRecordWindow,tower_record_window,TowerRecordWindow,4,1,-1,2,,,,-1,1,,,,212,-1,,,,
item_buy_window,ItemBuyWindow,item_buy_window,ITEM_BUY_WINDOW,6,1,-1,2,,2,2,-2,1,,,,213,-1,,,,
partner_material_select_window,PartnerMaterialSelectWindow,partner_material_select_window,PARTNER_MATERIAL_SELECT_WINDOW,6,-1,-1,2,,1,1,-1,1,,,,214,-1,,,,
ten_star_exchange_confirm_window,TenStarExchangeConfirmWindow,ten_star_exchange_confirm_window,TEN_STAR_EXCHANGE_CONFIRM_WINDOW,6,-1,-1,2,,2,2,-2,1,,,,215,-1,,,,
dates_pledge_window,DatesPledgeWindow,dates_pledge_window,DATES_PLEDGE_WINDOW,5,1,-1,5,,1,1,-1,1,1,,,216,-1,,,,
choose_pet_window,ChoosePetWindow,choose_pet_window,CHOOSE_PET_WINDOW,5,-1,-1,2,,2,2,-2,1,,,,217,-1,,main,,
battle_choose_window,BattleChooseWindow,battle_choose_window,BATTLECHOOSEWINDOW,2,1,1,-1,,,,,1,,,,,-1,,,,
pet_info_window,PetInfoWindow,pet_info_window,PET_INFO_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,218,-1,,,,
report_window,ReportWindow,report_window,REPORT_WINDOW,4,-1,-1,3,,2,2,-2,1,,,,219,-1,,,,
dates_pledge_story_window,DatesPledgeStoryWindow,dates_pledge_story_window,DATES_PLEDGE_STORY_WINDOW,4,-1,-1,2,7003,,,-2,1,1,,,220,-1,,,,
dates_alert_window,DatesAlertWindow,dates_alert_window,DATES_ALERT_WINDOW,6,-1,-1,2,,2,2,-2,1,,,,221,-1,,,,
cdkey_window,CdKeyWindow,cdkey_window,CDKEY_WINDOW,4,-1,-1,3,,2,2,-2,1,,,,84,-1,,,,
account_window,AccountWindow,account_window,account_window,4,-1,-1,2,,2,2,-2,1,,,,222,-1,,,,
sound_window,SoundWindow,sound_window,SoundWindow,4,-1,-1,2,,2,2,-2,1,,,,223,-1,,,,
service_window,ServiceWindow,service_window,ServiceWindow,4,-1,-1,2,,2,2,-2,1,,,,224,-1,,,,
setting_up_info_window,SettingUpInfoWindow,setting_up_info_window,SettingUpInfoWindow,4,-1,-1,2,,2,2,-2,1,,,,226,-1,,content,,
setting_up_community_window,SettingUpCommunityWindow,setting_up_community_window,SettingUpCommunityWindow,4,-1,-1,2,,2,2,-2,1,,,,227,-1,,,,
system_doctor_window,SystemDoctorWindow,system_doctor_window,SystemDoctorWindow,4,-1,-1,2,,2,2,-2,1,1,,,228,-1,,,,
system_repair_doctor_window,SystemRepairDoctorWindow,system_repair_doctor_window,SystemRepairDoctorWindow,4,-1,-1,3,,2,2,-2,1,1,,,229,-1,,,,
activity_vote_record_window,ActivityVoteRecordWindow,activity_vote_record_window,ACTIVITY_VOTE_RECORD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,230,-1,,,,
activity_vote_mission_window,ActivityVoteMissionWindow,activity_vote_mission_window,ACTIVITY_VOTE_MISSION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,231,-1,,,,
activity_do_vote_window,ActivityDoVoteWindow,activity_do_vote_window,ACTIVITY_DO_VOTE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,232,-1,,,,
activity_vote_award_window,ActivityVoteAwardWindow,activity_vote_award_window,ACTIVITY_VOTE_AWARD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,233,-1,,,,
activity_fit_up_dorm_window,ActivityFitUpDormWindow,activity_fit_up_dorm_window,ActivityFitUpDormWindow,4,-1,-1,2,,1,1,-2,1,,,,234,-1,,,,
special_guide_window,SpecialGuideWindow,special_guide_window,SpecialGuideWindow,6,-1,-1,-1,,,,-2,1,,,,235,-1,,,,
school_giftbag_exchange_window,SchoolGiftbagExchangeWindow,school_giftbag_exchange_window,SCHOOL_GIFTBAG_EXCHANGE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,236,-1,,,,
story_list_window,StoryListWindow,story_list_window,STORY_LIST_WINDOW,2,1,1,1,,,,6,1,1,,,237,-1,,,,
story_memory_window,StoryMemoryWindow,story_memory_window,STORY_MEMORY_WINDOW,2,1,1,1,,,,6,1,1,,,238,-1,,,,
activity_every_day_award_window,ActivityEveryDayAwardWindow,activity_every_day_award_window,ACTVITY_EVERY_DAY_AWARD_WINDOW,4,-1,-1,5,,1,1,-2,1,,,,239,-1,,,,
setting_up_award_window,SettingUpAwardWindow,setting_up_award_window,SettingUpAwardWindow,4,-1,-1,2,,2,2,-2,1,,,,240,-1,,,,
buy_senior_scroll_window,BuySeniorScrollWindow,buy_senior_scroll_window,BUY_SENIOR_SCROLL_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,241,-1,,,,
first_recharge_tips_window,FirstRechargeTipsWindow,first_recharge_tips_window,FIRST_RECHARGE_TIPS_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,242,-1,,,,
agreement_choose_window,AgreementChooseWindow,agreement_choose_window,AGREEMENT_CHOOSE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,243,-1,,,,
agreement_window,AgreementWindow,agreement_window,AGREEMENT_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,244,-1,,,,
bind_account_entry_window,BindAccountEntryWindow,bind_account_entry_window,BIND_ACCOUNT_ENTRY_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,245,-1,,,,
activity_equi_gacha_awards,ActivityEquiGachaAwards,activity_equi_gacha_awards,ActivityEquiGachaAwards,4,-1,-1,2,,1,1,-2,1,,,,246,-1,,,,
activity_beach_awards_window,ActivityBeachAwardsWindow,activity_beach_awards_window,ACTIVITY_BEACH_AWARDS_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,247,-1,,,,
activity_beach_buy_window,ActivityBeachBuyWindow,activity_beach_buy_window,ACTIVITY_BEACH_BUY_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,248,-1,,,,
make_cake_exchange_window,MakeCakeExchangeWindow,make_cake_exchange_window,MAKE_CAKE_EXCHANGE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,249,-1,,,,
activity_jackpot_exchange_window,ActivityJackpotExchangeWindow,activity_jackpot_exchange_window,ACTIVITY_JACKPOT_EXCHANGE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,250,-1,,,,
questionnaire_window,QuestionnaireWindow,questionnaire_window,QUESTIONNAIRE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,251,,,,,
questionnaire_start_window,QuestionnaireStartWindow,questionnaire_start_window,QUESTIONNAIRE_START_WINDOW,4,-1,-1,3,,1,1,-2,1,,,,252,,,,,
hero_challenge_window,HeroChallengeWindow,hero_challenge_window,HERO_CHALLENGE_TITLE,2,1,1,1,,,,-2,1,1,,,253,-1,,,,
hero_challenge_detail_window,HeroChallengeDetailWindow,hero_challenge_detail_window,HERO_CHALLENGE_DETAIL_WINDOW,2,1,1,1,,,,-2,1,1,,,254,-1,,,,
hero_challenge_fight_window,HeroChallengeFightWindow,hero_challenge_fight_window,HeroChallengeFightWindow,4,-1,-1,2,,,,-2,1,,,,255,-1,,,,
hero_challenge_team_window,HeroChallengeTeamWindow,hero_challenge_team_window,HeroChallengeTeamWindow,4,-1,-1,2,,1,1,-2,1,,,,256,-1,,,,
hero_challenge_video_window,HeroChallengeVideoWindow,tower_video_window,TOWER_VIDEO_WINDOW,4,-1,-1,2,,,,-2,1,,,,257,-1,,,,
hero_challenge_fight_award_window,HeroChallengeFightAwardWindow,hero_challenge_fight_award_window,HeroChallengeFightAwardWindow,4,-1,-1,1,,,,-2,1,,,,258,-1,,,,
hero_challenge_memory_window,HeroChallengeMemoryWindow,hero_challenge_memory_window,HERO_CHALLENGE_MEMORY_WINDOW,2,1,1,1,,,,6,1,1,,,259,-1,,,,
old_player_back_gift_window,OldPlayerBackGiftWindow,old_player_back_gift_window,OLD_PLAYER_BACK_GIFT_WINDOW,4,-1,-1,3,,1,1,-2,1,,,,260,-1,,,,
background_preview_window,BackgroundPreviewWindow,background_preview_window,BACKGROUND_PREVIEW_WINDOW,4,-1,-1,1,,,,-2,1,,,,261,-1,,,,
background_window,BackGroundWindow,background_window,BACKGROUND_WINDOW,2,1,1,1,,,,6,1,1,,,262,-1,,,,
background_group_window,BackgroundGroupWindow,background_group_window,BACKGROUND_GROUP_WINDOW,2,-1,-1,1,,,,-2,1,,,,263,-1,,,,
music_game_window,MusicGameWindow,music_game_window,MusicGameWindow,4,-1,-1,-1,,,,-2,1,1,,,264,-1,,,,
music_game_score_window,MusicGameScoreWindow,music_game_score_window,MusicGameScoreWindow,4,-1,-1,-1,,,,-2,1,1,,,265,-1,,,,
guild_apply_detail_window,GuildApplyDetailWindow,guild_apply_detail_window,GUILD_APPLY_DETAIL_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,266,-1,,group_action,,
login_hang_up_window,LoginHangUpWindow,login_hang_up_window,LOGIN_HANG_UP_WINDOW,4,-1,-1,3,,,,-2,1,1,,,267,-1,,,70,
activity_music_jigsaw_mission_window,ActivityMusicJigsawMissionWindow,activity_music_jigsaw_mission_window,ACTIVITY_MUSIC_JIGSAW_MISSION_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,268,-1,,,,
activity_memory_window,ActivityMemoryWindow,activity_memory_window,ACTIVITY_MEMORY_WINDOW,2,1,1,1,,,,6,1,1,,,269,-1,,,,
music_game_rank_window,MusicGameRankWindow,music_game_rank_window,MUSIC_GAME_RANK_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,270,-1,,,,
enemy_team_info_window,EnemyTeamInfoWindow,enemy_team_info_window,ENEMY_TEAM_INFO_WINDOW,4,-1,-1,2,,,,-2,1,1,,,271,-1,,,,
activity_concert_unlock_window,ActivityConcertUnlockWindow,activity_concert_unlock_window,ACTIVITY_CONCERT_UNLOCK_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,272,-1,,,,
activity_concert_info_window,ActivityConcertInfoWindow,activity_concert_info_window,ACTIVITY_CONCERT_INFO_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,273,-1,,,,
music_game_rank_single_window,MusicGameRankSingleWindow,music_game_rank_single_window,MUSIC_GAME_RANK_SINGLE_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,274,-1,,,,
jump_game_window,JumpGameWindow,jump_game_window,JUMP_GAME_WINDOW,4,-1,-1,-1,,,,-2,1,1,,,275,-1,,,,
jump_game_score_window,JumpGameScoreWindow,jump_game_score_window,JUMP_GAME_SCORE_WINDOW,4,-1,-1,-1,,,,-2,1,1,,,276,-1,,,,
library_watcher_award_window,LibraryWatcherAwardWindow,library_watcher_award_window,LIBRARY_WATCHER_AWARD_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,277,-1,,,,
book_research_rank_window,BookResearchRankWindow,book_research_rank_window,BOOK_RESEARCH_RANK_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,278,-1,,,,
recharge_award_window,RechargeAwardWindow,recharge_award_window,RECHARGE_AWARD_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,279,-1,,,,
arena_all_server_window,ArenaAllServerWindow,arena_all_server_window,ArenaAllServerWindow,2,1,1,1,,,,-1,1,1,,,280,-1,,,,
arena_all_server_pre_champion_window,ArenaAllServerPreChampionWindow,arena_all_server_pre_champion_window,ARENA_ALL_SERVER_PRE_CHAMPION_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,281,-1,,,,
arena_all_server_final_8_window,ArenaAllServerFinal8Window,arena_all_server_final_8_window,ARENA_ALL_SERVER_FINAL_8_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,282,-1,,,,
arena_all_server_quiz_window,ArenaAllServerQuizWindow,arena_all_server_quiz_window,ARENA_ALL_SERVER_QUIZ_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,283,-1,,,,
arena_all_server_quiz_result_window,ArenaAllServerQuizResultWindow,arena_all_server_quiz_result_window,ARENA_ALL_SERVER_QUIZ_RESULT_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,284,-1,,,,
activity_candy_collect_window,ActivityCandyCollectWindow,activity_candy_collect_window,ActivityCandyCollectWindow,4,-1,-1,2,,1,1,-2,1,1,,,285,-1,,,,
load_new_version_res_window,LoadNewVersionResWindow,load_new_version_res_window,ACTIVITY_WINDOW,4,-1,-1,2,,,,-1,1,1,,,287,-1,,,,
friend_team_boss_window,FriendTeamBossWindow,friend_team_boss_window,FRIEND_TEAM_BOSS_WINDOW,2,1,1,-1,,,,,1,,,,288,-1,,,,
friend_team_boss_info_window,FriendTeamBossInfoWindow,friend_team_boss_info_window,FRIEND_TEAM_BOSS_INFO_WINDOW,4,-1,-1,2,,1,1,-1,1,,,,289,-1,,,,
friend_team_boss_apply_window,FriendTeamBossApplyWindow,friend_team_boss_apply_window,FRIEND_TEAM_BOSS_APPLY_WINDOW,4,-1,-1,2,,1,1,-1,1,,,,290,-1,,,,
friend_team_boss_invite_friends_window,FriendTeamBossInviteFriendsWindow,friend_team_boss_invite_friends_window,FRIEND_TEAM_BOSS_INVITE_WINDOW,4,-1,-1,2,,1,1,-1,1,,,,291,-1,,,,
friend_team_boss_team_formation_window,FriendTeamBossTeamFormationWindow,arena_team_formations_window,FRIEND_TEAM_BOSS_TEAM_FORAMTION_WINDOW,4,-1,-1,2,,1,1,-1,1,,,,292,-1,,,,
friend_team_boss_single_formation_window,FriendTeamBossSingleFormationWindow,arena_formation_window,Friend_TEAM_BOSS_SINGLE_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,293,-1,,,,
friend_team_boss_edit_name_window,FriendTeamBossEditNameWindow,person_edit_name_window,FRIEND_TEAM_BOSS_EDIT_NAME_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,294,-1,,,,
friend_team_boss_flag_window,FriendTeamBossFlagWindow,guild_flag_window,FRIEND_TEAM_BOSS_FLAG_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,295,-1,,,,
friend_team_boss_award_window,FriendTeamBossAwardWindow,friend_team_boss_award_window,FRIEND_TEAM_BOSS_AWARD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,296,-1,,,,
friend_team_boss_msg_window,FriendTeamBossMsgWindow,chat_window,FRIEND_TEAM_BOSS_MSG_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,297,-1,,,,
friend_team_boss_record_window,FriendTeamBossRecordWindow,arena_record_window,FRIEND_TEAM_BOSS_RECORD_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,298,-1,,,,
friend_team_boss_team_edit_window,FriendTeamBossTeamEditWindow,friend_team_boss_team_edit_window,FRIEND_TEAM_BOSS_TEAM_EDIT_WINDOW,4,1,-1,2,,1,1,-1,1,,,,299,-1,,,,
friend_team_boss_result_window,FriendTeamBossResultWindow,friend_team_boss_result_window,FRIEND_TEAM_BOSS_RESULT_WINDOW,4,1,-1,3,,,,,1,,,,300,-1,,,,
friend_team_boss_guide_window,FriendTeamBossGuideWindow,friend_team_boss_guide_window,FRIEND_TEAM_BOSS_GUILD_WINDOW,6,-1,-1,-1,,,,-2,1,,,,301,,,,,
gamble_tips_window,GambleTipsWindow,gamble_tips_window,GAMBLE_TIPS_WINDOW,6,-1,-1,2,,2,2,-2,1,,,,302,,,content,,
house_window,HouseWindow,house_window,HOUSE_WINDOW,4,7,1,1,,,,-2,1,1,,,303,-1,,,,
house_item_detail_window,HouseItemDetailWindow,house_item_detail_window,HouseItemDetailWindow,4,-1,-1,2,,2,2,-2,1,,,,304,-1,,,,
house_comfort_window,HouseComfortWindow,house_comfort_window,HouseComfortWindow,4,-1,-1,2,,2,2,-2,1,,,,305,-1,,,,
house_shop_window,HouseShopWindow,house_shop_window,HouseShopWindow,4,-1,-1,2,,2,2,-2,1,,,,306,-1,,,,
house_theme_window,HouseThemeWindow,house_theme_window,HouseThemeWindow,4,-1,-1,2,,2,2,-2,1,,,,307,-1,,,,
house_combine_window,HouseCombineWindow,house_combine_window,HouseCombineWindow,4,-1,-1,2,,2,2,-2,1,,,,308,-1,,,,
house_new_combine_window,HouseNewCombineWindow,house_new_combine_window,HouseNewCombineWindow,4,-1,-1,2,,2,2,-2,1,,,,309,-1,,,,
house_select_heros_window,HouseSelectHerosWindow,house_select_heros_window,HouseSelectHerosWindow,4,-1,-1,2,,,,-2,1,,,,310,-1,,,,
shop_map_window,ShopMapWindow,shop_map_window,ShopMapWindow,2,1,1,-1,,,,,1,,,,326,,,,,
partner_detail_zoom_window,PartnerDetailZoomWindow,partner_detail_zoom_window,PARTNER_DETAIL_ZOOM_WINODW,6,-1,-1,4,,,,-2,1,,,,311,-1,,,,
prophet_choose_partner_window,ProphetChoosePartnerWindow,prophet_choose_partner_window,PROPHET_CHOOSE_PARTNER_WINDOW,6,-1,-1,4,,,,,1,,,,,,,,,
guild_change_language_window,GuildChangeLanguageWindow,guild_change_language_window,GUILD_CHANGE_LANGUAGE_WINDOW,6,1,-1,2,,2,2,-2,,,,,329,-1,,,,
house_share_window,HouseShareWindow,house_share_window,HOUSE_SHARE_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,351,-1,,,,
house_friend_list_window,HouseFriendListWindow,house_friend_list_window,HOUSE_FRIEND_LIST_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,352,-1,,,,
house_visit_record_window,HouseVisitRecordWindow,house_visit_record_window,HOUSE_VISIT_RECORD_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,353,-1,,,,
house_edit_name_window,HouseEditNameWindow,house_edit_name_window,HOUSE_EDIT_NAME_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,354,-1,,,,
house_visit_window,HouseVisitWindow,house_window,HOUSE_WINDOW,4,7,1,1,,,,-2,1,1,,,355,-1,,,,
background_preview_confirm_window,BackgroundPreviewConfirmWindow,background_preview_confirm_window,BACKGROUND_PREVIEW_CONFIRM_WINDOW,6,-1,-1,2,,1,1,-2,1,,,,341,-1,,,,
battle_formation_trial_window,BattleFormationWindow,battle_formation_trial_window,BATTLE_FORMATION_WIN,4,-1,-1,2,,,,-2,1,,,,356,-1,,,,
academy_assessment_window,AcademyAssessmentWindow,academy_assessment_window,ACADEMY_ASSESSMENT_WINDOW,2,1,1,1,,,,-2,1,1,,,313,-1,,,,
academy_assessment_detail_window,AcademyAssessmentDetailWindow,academy_assessment_detail_window,ACADEMY_ASSESSMENT_DETAIL_WINDOW,2,1,1,1,,,,-2,1,1,,,314,-1,,,,
academy_assessment_sweep_window,AcademyAssessmentSweepWindow,academy_assessment_sweep_window,ACADEMY_ASSESSMENT_SWEEP_WINDOW,4,-1,-1,2,,2,2,-2,,,,,315,-1,,groupMain,,
academy_assessment_buy_window,AcademyAssessmentBuyWindow,academy_assessment_buy_window,ACADEMY_ASSESSMENT_BUY_WINDOW,6,1,-1,2,,2,2,-2,,,,,317,-1,,,,
academy_assessment_rank_window,AcademyAssessmentRankWindow,new_trial_rank_window,ACADEMY_ASSESSMENT_RANK_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,377,-1,,,,
academy_assessment_formation_window,AcademyAssessmentFormationWindow,academy_assessment_formation_window,ACADEMY_ASSESSMENT_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,378,-1,,,,
activity_super_hero_club_pre_window,ActivitySuperHeroClubPreWindow,activity_super_hero_club_pre_window,ACTIVITY_SUPER_HERO_CLUB_PRE_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,368,-1,,,,
battle_pass_window,BattlePassWindow,battle_pass_window,BATTLE_PASS_WINDOW,2,1,1,1,,,,-1,1,,,,407,-1,,,,
battle_pass_check_award_window,BattlePassCheckAwardWindow,battle_pass_check_award_window,BATTLE_PASS_CHECK_AWARD_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,409,-1,,,,
battle_pass_buy_window,BattlePassBuyWindow,battle_pass_buy_window,BATTLE_PASS_BUY_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,410,-1,,,,
battle_pass_buy_lev_window,BattlePassBuyLevWindow,battle_pass_buy_lev_window,BATTLE_PASS_BUY_LEV_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,411,-1,,,,
view_dates_skin_window,ViewDatesSkinWindow,view_dates_skin_window,VIEWDATESSKINWINDOW,4,-1,-1,2,,1,1,-2,1,,,,324,-1,,,,
new_trial_rank_window,NewTrialRankWindow,new_trial_rank_window,NewTrialRankWindow,4,-1,-1,2,,1,1,-2,1,,,,374,-1,,,,
trial_formation_window,TrialFormationWindow,trial_formation_window,TrialFormationWindow,4,-1,-1,2,,1,1,-2,1,,,,375,-1,,,,
activity_new_trial_roulette_window,ActivityNewTrialRouletteWindow,activity_new_trial_roulette_window,ActivityNewTrialRouletteWindow,4,-1,-1,2,,2,2,-2,1,,,,369,-1,,,,
activity_new_trial_bless_window,ActivityNewTrialBlessWindow,activity_new_trial_bless_window,ActivityNewTrialBlessWindow,4,-1,-1,2,,2,2,-2,1,,,,370,-1,,,,
activity_new_trial_reset_window,ActivityNewTrialResetWindow,activity_new_trial_reset_window,ActivityNewTrialResetWindow,4,-1,-1,2,,2,2,-2,1,,,,371,-1,,,,
activity_new_trial_shop_window,ActivityNewTrialShopWindow,activity_new_trial_shop_window,ActivityNewTrialShopWindow,4,-1,-1,3,,2,2,-2,,,,,372,-1,,,,
activity_new_trial_fight_award_window,ActivityNewTrialFightAwardWindow,hero_challenge_fight_award_window,ActivityNewTrialFightAwardWindow,4,-1,-1,1,,,,-2,1,,,,373,-1,,,,
summon_effect_res_window,SummonEffectResWindow,summon_effect_res_window,SUMMON_EFFECT_RES_WINDOW,6,-1,1,1,,,,-2,,1,,,330,-1,,,,
skin_detail_buy_window,SkinDetailBuyWindow,skin_detail_buy_window,SKIN_DETAIL_BUY_WINDOW,4,-1,-1,1,,,,-2,1,1,,,355,-1,,,,
newbie_camp_window,NewbieCampWindow,newbie_camp_window,NEWBIE_CAMP_WINDOW,2,1,1,-1,,,,,1,,,,348,-1,,,,
newbie_camp_info_window,NewbieCampInfoWindow,newbie_camp_info_window,NEWBIE_CAMP_INFO_WINDOW,4,-1,-1,2,,1,1,,1,,,,349,-1,,,,
newbie_camp_list_window,NewbieCampListWindow,newbie_camp_list_window,NEWBIE_CAMP_LIST_WINDOW,4,-1,-1,-1,,,,,1,,,,350,-1,,,,
input_window,InputWindow,input_window,InputWindow,6,-1,-1,-1,,,,,,,,,350,-1,,,,
push_activity_window,PushActivityWindow,push_activity_window,PUSH_ACTIVITY_WINDOW,4,-1,-1,2,,1,2,-2,1,,,,357,-1,,,,
test_hero_effect_window,TestHeroEffectWindow,test_hero_effect_window,TestHeroEffectWindow,4,-1,-1,2,,1,2,-2,1,,,,357,-1,,,,
activity_all_star_pray_exchange_item_window,ActivityAllStarPrayExchangeItemWindow,all_start_pray_exchange_item_window,ACTIVITY_ALL_STAR_PRAY_EXCHANGE_ITEM_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,403,-1,,,,
activity_all_stars_pray_heros_window,ActivityAllStarsPrayHerosWindow,all_stars_pray_heros_window,ACTIVITY_ALL_STARS_PRAY_HEROS_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,366,-1,,,,
activity_all_stars_pray_material_window,ActivityAllStarsPrayMaterialWindow,friend_sweep_window,ACTIVITY_ALL_STARS_PRAY_MATERIAL_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,365,-1,,,,
partner_data_station_window,PartnerDataStationWindow,partner_data_station_window,PARTNER_DATA_STATION_WINDOW,6,-1,-1,2,,,,-2,1,1,,,334,-1,,,,
