id,random_battle,battle_id,show,map
1148,28,301148,7009021,35
1149,28,301149,7009022,35
1150,28,301150,7009023,35
1151,28,301151,7009024,35
1152,28,301152,7009025,35
1153,28,301153,7009026,35
1154,28,301154,7009027,35
1155,28,301155,7009028,35
1156,28,301156,7009029,35
1157,28,301157,7009030,35
1158,28,301158,7009031,35
1159,28,301159,7009032,35
1160,28,301160,7009033,35
1161,28,301161,7009034,35
1162,28,301162,7009035,35
1163,28,301163,7009036,35
1164,28,301164,7009037,35
1165,28,301165,7009038,35
1166,28,301166,7009039,35
1167,28,301167,7009040,35
1168,28,301168,7009041,35
1169,28,301169,7009042,35
1170,28,301170,7009043,35
1171,28,301171,7009044,35
1172,28,301172,7009045,35
1173,28,301173,7009046,35
1174,28,301174,7009047,35
1175,28,301175,7009048,35
1176,28,301176,7009051,35
1177,28,301177,7009052,35
1178,28,301178,7009053,35
1179,28,301179,7009054,35
1180,28,301180,7009055,35
1181,28,301181,7009054,35
1182,28,301182,7009056,35
1183,28,301183,7009057,35
1184,28,301184,7009058,35
1185,28,301185,7009059,35
1186,28,301186,7009060,35
1187,28,301187,7009061,35
1188,28,301188,7009062,35
1189,28,301189,7009063,35
1190,28,301190,7009064,35
1191,29,301191,7009082,35
1192,29,301192,7009083,35
1193,29,301193,7009084,35
1194,29,301194,7009085,35
1195,29,301195,7009086,35
1196,29,301196,7009087,35
1197,29,301197,7009088,35
1198,29,301198,7009089,35
1199,29,301199,7009090,35
1200,29,301200,7009091,35
1201,29,301201,7009092,35
1202,29,301202,7009093,35
1203,29,301203,7009094,35
1204,29,301204,7009095,35
1205,29,301205,7009096,35
1206,29,301206,7009097,35
1207,29,301207,7009098,35
1208,29,301208,7009099,35
1209,29,301209,7009100,35
1210,29,301210,7009101,35
1211,29,301211,7009102,35
1212,29,301212,7009103,35
1213,29,301213,7009104,35
1214,29,301214,7009105,35
1215,29,301215,7009106,35
1216,29,301216,7009107,35
1217,29,301217,7009108,35
1218,29,301218,7009109,35
1219,29,301219,7009110,35
1220,29,301220,7009111,35
1221,29,301221,7009112,35
1222,29,301222,7009113,35
1223,29,301223,7009114,35
1224,29,301224,7009117,35
1225,29,301225,7009118,35
1226,29,301226,7009119,35
1227,29,301227,7009120,35
1228,29,301228,7009121,35
1229,29,301229,7009120,35
1230,29,301230,7009122,35
1231,29,301231,7009123,35
1232,29,301232,7009124,35
1233,29,301233,7009125,35
1234,29,301234,7009126,35
1235,29,301235,7009127,35
1236,29,301236,7009128,35
1237,29,301237,7009129,35
1238,29,301238,7009130,35
1239,30,301239,7009148,35
1240,30,301240,7009149,35
1241,30,301241,7009150,35
1242,30,301242,7009151,35
1243,30,301243,7009152,35
1244,30,301244,7009153,35
1245,30,301245,7009154,35
1246,30,301246,7009155,35
1247,30,301247,7009156,35
1248,30,301248,7009157,35
1249,30,301249,7009158,35
1250,30,301250,7009159,35
1251,30,301251,7009160,35
1252,30,301252,7009161,35
1253,30,301253,7009162,35
1254,30,301254,7009163,35
1255,30,301255,7009164,35
1256,30,301256,7009165,35
1257,30,301257,7009166,35
1258,30,301258,7009167,35
1259,30,301259,7009168,35
1260,30,301260,7009169,35
1261,30,301261,7009170,35
1262,30,301262,7009171,35
1263,30,301263,7009172,35
1264,30,301264,7009173,35
1265,30,301265,7009174,35
1266,30,301266,7009175,35
1267,30,301267,7009176,35
1268,30,301268,7009177,35
1269,30,301269,7009178,35
1270,30,301270,7009179,35
1271,30,301271,7009180,35
1272,30,301272,7009183,35
1273,30,301273,7009184,35
1274,30,301274,7009185,35
1275,30,301275,7009186,35
1276,30,301276,7009187,35
1277,30,301277,7009186,35
1278,30,301278,7009188,35
1279,30,301279,7009189,35
1280,30,301280,7009190,35
1281,30,301281,7009191,35
1282,30,301282,7009192,35
1283,30,301283,7009193,35
1284,30,301284,7009194,35
1285,30,301285,7009195,35
1286,30,301286,7009196,35
1287,31,301287,7009214,35
1288,31,301288,7009215,35
1289,31,301289,7009216,35
1290,31,301290,7009217,35
1291,31,301291,7009218,35
1292,31,301292,7009219,35
1293,31,301293,7009220,35
1294,31,301294,7009221,35
1295,31,301295,7009222,35
1296,31,301296,7009223,35
1297,31,301297,7009224,35
1298,31,301298,7009225,35
1299,31,301299,7009226,35
1300,31,301300,7009227,35
1301,31,301301,7009228,35
1302,31,301302,7009229,35
1303,31,301303,7009230,35
1304,31,301304,7009231,35
1305,31,301305,7009232,35
1306,31,301306,7009233,35
1307,31,301307,7009234,35
1308,31,301308,7009235,35
1309,31,301309,7009236,35
1310,31,301310,7009237,35
1311,31,301311,7009238,35
1312,31,301312,7009239,35
1313,31,301313,7009240,35
1314,31,301314,7009241,35
1315,31,301315,7009242,35
1316,31,301316,7009243,35
1317,31,301317,7009244,35
1318,31,301318,7009245,35
1319,31,301319,7009246,35
1320,31,301320,7009249,35
1321,31,301321,7009250,35
1322,31,301322,7009251,35
1323,31,301323,7009252,35
1324,31,301324,7009253,35
1325,31,301325,7009252,35
1326,31,301326,7009254,35
1327,31,301327,7009255,35
1328,31,301328,7009256,35
1329,31,301329,7009257,35
1330,31,301330,7009258,35
1331,31,301331,7009259,35
1332,31,301332,7009260,35
1333,31,301333,7009261,35
1334,31,301334,7009262,35
1335,32,301335,7009280,35
1336,32,301336,7009281,35
1337,32,301337,7009282,35
1338,32,301338,7009283,35
1339,32,301339,7009284,35
1340,32,301340,7009285,35
1341,32,301341,7009286,35
1342,32,301342,7009287,35
1343,32,301343,7009288,35
1344,32,301344,7009289,35
1345,32,301345,7009290,35
1346,32,301346,7009291,35
1347,32,301347,7009292,35
1348,32,301348,7009293,35
1349,32,301349,7009294,35
1350,32,301350,7009295,35
1351,32,301351,7009296,35
1352,32,301352,7009297,35
1353,32,301353,7009298,35
1354,32,301354,7009299,35
1355,32,301355,7009300,35
1356,32,301356,7009301,35
1357,32,301357,7009302,35
1358,32,301358,7009303,35
1359,32,301359,7009304,35
1360,32,301360,7009305,35
1361,32,301361,7009306,35
1362,32,301362,7009307,35
1363,32,301363,7009308,35
1364,32,301364,7009309,35
1365,32,301365,7009310,35
1366,32,301366,7009311,35
1367,32,301367,7009312,35
1368,32,301368,7009315,35
1369,32,301369,7009316,35
1370,32,301370,7009317,35
1371,32,301371,7009318,35
1372,32,301372,7009319,35
1373,32,301373,7009318,35
1374,32,301374,7009320,35
1375,32,301375,7009321,35
1376,32,301376,7009322,35
1377,32,301377,7009323,35
1378,32,301378,7009324,35
1379,32,301379,7009325,35
1380,32,301380,7009326,35
1381,32,301381,7009327,35
1382,32,301382,7009328,35
1383,33,301383,7009346,35
1384,33,301384,7009347,35
1385,33,301385,7009348,35
1386,33,301386,7009349,35
1387,33,301387,7009350,35
1388,33,301388,7009351,35
1389,33,301389,7009352,35
1390,33,301390,7009353,35
1391,33,301391,7009354,35
1392,33,301392,7009355,35
1393,33,301393,7009356,35
1394,33,301394,7009357,35
1395,33,301395,7009358,35
1396,33,301396,7009359,35
1397,33,301397,7009360,35
1398,33,301398,7009361,35
1399,33,301399,7009362,35
1400,33,301400,7009363,35
1401,33,301401,7009364,35
1402,33,301402,7009365,35
1403,33,301403,7009366,35
1404,33,301404,7009367,35
1405,33,301405,7009368,35
1406,33,301406,7009369,35
1407,33,301407,7009370,35
1408,33,301408,7009371,35
1409,33,301409,7009372,35
1410,33,301410,7009372,35
1411,33,301411,7009373,35
1412,33,301412,7009374,35
1413,33,301413,7009379,35
1414,33,301414,7009380,35
1415,33,301415,7009381,35
1416,33,301416,7009382,35
1417,33,301417,7009383,35
1418,33,301418,7009384,35
1419,33,301419,7009385,35
1420,33,301420,7009386,35
1421,33,301421,7009387,35
1422,33,301422,7009388,35
1423,33,301423,7009385,35
1424,33,301424,7009388,35
1425,33,301425,7009385,35
1426,33,301426,7009389,35
1427,34,301427,7009408,35
1428,34,301428,7009409,35
1429,34,301429,7009410,35
1430,34,301430,7009411,35
1431,34,301431,7009412,35
1432,34,301432,7009413,35
1433,34,301433,7009414,35
1434,34,301434,7009415,35
1435,34,301435,7009416,35
1436,34,301436,7009417,35
1437,34,301437,7009418,35
1438,34,301438,7009419,35
1439,34,301439,7009420,35
1440,34,301440,7009421,35
1441,34,301441,7009422,35
1442,34,301442,7009423,35
1443,34,301443,7009424,35
1444,34,301444,7009425,35
1445,34,301445,7009426,35
1446,34,301446,7009427,35
1447,34,301447,7009428,35
1448,34,301448,7009429,35
1449,34,301449,7009430,35
1450,34,301450,7009431,35
1451,34,301451,7009432,35
1452,34,301452,7009433,35
1453,34,301453,7009434,35
1454,34,301454,7009434,35
1455,34,301455,7009435,35
1456,34,301456,7009436,35
1457,34,301457,7009441,35
1458,34,301458,7009442,35
1459,34,301459,7009443,35
1460,34,301460,7009444,35
1461,34,301461,7009445,35
1462,34,301462,7009446,35
1463,34,301463,7009447,35
1464,34,301464,7009448,35
1465,34,301465,7009449,35
1466,34,301466,7009450,35
1467,34,301467,7009447,35
1468,34,301468,7009450,35
1469,34,301469,7009447,35
1470,34,301470,7009451,35
1471,35,301471,7009470,35
1472,35,301472,7009471,35
1473,35,301473,7009472,35
1474,35,301474,7009473,35
1475,35,301475,7009474,35
1476,35,301476,7009475,35
1477,35,301477,7009476,35
1478,35,301478,7009477,35
1479,35,301479,7009478,35
1480,35,301480,7009479,35
1481,35,301481,7009480,35
1482,35,301482,7009481,35
1483,35,301483,7009482,35
1484,35,301484,7009483,35
1485,35,301485,7009484,35
1486,35,301486,7009485,35
1487,35,301487,7009486,35
1488,35,301488,7009487,35
1489,35,301489,7009488,35
1490,35,301490,7009489,35
1491,35,301491,7009490,35
1492,35,301492,7009491,35
1493,35,301493,7009492,35
1494,35,301494,7009493,35
1495,35,301495,7009494,35
1496,35,301496,7009495,35
1497,35,301497,7009496,35
1498,35,301498,7009496,35
1499,35,301499,7009497,35
1500,35,301500,7009498,35
1501,35,301501,7009503,35
1502,35,301502,7009504,35
1503,35,301503,7009505,35
1504,35,301504,7009506,35
1505,35,301505,7009507,35
1506,35,301506,7009508,35
1507,35,301507,7009509,35
1508,35,301508,7009510,35
1509,35,301509,7009511,35
1510,35,301510,7009512,35
1511,35,301511,7009509,35
1512,35,301512,7009512,35
1513,35,301513,7009509,35
1514,35,301514,7009513,35
1515,36,301515,7009548,35
1516,36,301516,7009549,35
1517,36,301517,7009550,35
1518,36,301518,7009551,35
1519,36,301519,7009552,35
1520,36,301520,7009553,35
1521,36,301521,7009554,35
1522,36,301522,7009555,35
1523,36,301523,7009556,35
1524,36,301524,7009557,35
1525,36,301525,7009558,35
1526,36,301526,7009558,35
1527,36,301527,7009559,35
1528,36,301528,7009560,35
1529,36,301529,7009565,35
1530,36,301530,7009566,35
1531,36,301531,7009567,35
1532,36,301532,7009568,35
1533,36,301533,7009569,35
1534,36,301534,7009570,35
1535,36,301535,7009571,35
1536,36,301536,7009572,35
1537,36,301537,7009573,35
1538,36,301538,7009574,35
1539,36,301539,7009571,35
1540,36,301540,7009574,35
1541,36,301541,7009571,35
1542,36,301542,7009575,35
1543,36,301529,7009565,35
1544,36,301530,7009566,35
1545,36,301531,7009567,35
1546,36,301532,7009568,35
1547,36,301533,7009569,35
1548,36,301534,7009570,35
1549,36,301535,7009571,35
1550,36,301536,7009572,35
1551,36,301537,7009573,35
1552,36,301538,7009574,35
1553,36,301539,7009571,35
1554,36,301540,7009574,35
1555,36,301541,7009571,35
1556,36,301542,7009575,35
1557,36,301543,7009565,35
1558,36,301544,7009565,35
1559,36,301545,7009565,35
1560,36,301546,7009566,35
1561,36,301547,7009567,35
1562,36,301548,7009568,35
1563,36,301549,7009569,35
1564,36,301550,7009570,35
1565,36,301551,7009571,35
1566,36,301552,7009572,35
1567,36,301553,7009573,35
1568,36,301554,7009574,35
1569,36,301555,7009571,35
1570,36,301556,7009574,35
1571,36,301557,7009573,35
1572,36,301558,7009574,35
1573,36,301543,7009565,35
1574,36,301544,7009565,35
1575,36,301545,7009565,35
1576,36,301546,7009566,35
1577,36,301547,7009567,35
1578,36,301548,7009568,35
1579,36,301549,7009569,35
1580,36,301550,7009570,35
1581,36,301551,7009571,35
1582,36,301552,7009572,35
1583,36,301553,7009573,35
1584,36,301554,7009574,35
1585,36,301555,7009571,35
1586,36,301556,7009574,35
1587,36,301557,7009573,35
1588,36,301558,7009574,35
1589,36,301543,7009565,35
1590,36,301544,7009565,35
1591,36,301545,7009565,35
1592,36,301546,7009566,35
1593,36,301547,7009567,35
1594,36,301548,7009568,35
1595,36,301549,7009569,35
1596,36,301550,7009570,35
1597,36,301551,7009571,35
1598,36,301552,7009572,35
1599,36,301553,7009573,35
1600,36,301554,7009574,35
1601,36,301555,7009571,35
1602,36,301556,7009574,35
1603,36,301557,7009573,35
1604,36,301558,7009574,35
1605,37,301559,7009610,35
1606,37,301560,7009611,35
1607,37,301561,7009612,35
1608,37,301562,7009613,35
1609,37,301563,7009614,35
1610,37,301564,7009615,35
1611,37,301565,7009616,35
1612,37,301566,7009617,35
1613,37,301567,7009618,35
1614,37,301568,7009619,35
1615,37,301569,7009620,35
1616,37,301570,7009620,35
1617,37,301571,7009621,35
1618,37,301572,7009622,35
1619,37,301573,7009627,35
1620,37,301574,7009628,35
1621,37,301575,7009629,35
1622,37,301576,7009630,35
1623,37,301577,7009631,35
1624,37,301578,7009632,35
1625,37,301579,7009633,35
1626,37,301580,7009634,35
1627,37,301581,7009635,35
1628,37,301582,7009636,35
1629,37,301583,7009633,35
1630,37,301584,7009636,35
1631,37,301585,7009633,35
1632,37,301586,7009637,35
1633,37,301573,7009627,35
1634,37,301574,7009628,35
1635,37,301575,7009629,35
1636,37,301576,7009630,35
1637,37,301577,7009631,35
1638,37,301578,7009632,35
1639,37,301579,7009633,35
1640,37,301580,7009634,35
1641,37,301581,7009635,35
1642,37,301582,7009636,35
1643,37,301583,7009633,35
1644,37,301584,7009636,35
1645,37,301585,7009633,35
1646,37,301586,7009637,35
1647,37,301587,7009627,35
1648,37,301588,7009628,35
1649,37,301589,7009629,35
1650,37,301590,7009630,35
1651,37,301591,7009631,35
1652,37,301592,7009632,35
1653,37,301593,7009633,35
1654,37,301594,7009634,35
1655,37,301595,7009635,35
1656,37,301596,7009636,35
1657,37,301597,7009633,35
1658,37,301598,7009636,35
1659,37,301599,7009633,35
1660,37,301600,7009637,35
1661,37,301601,7009628,35
1662,37,301602,7009635,35
1663,37,301587,7009627,35
1664,37,301588,7009628,35
1665,37,301589,7009629,35
1666,37,301590,7009630,35
1667,37,301591,7009631,35
1668,37,301592,7009632,35
1669,37,301593,7009633,35
1670,37,301594,7009634,35
1671,37,301595,7009635,35
1672,37,301596,7009636,35
1673,37,301597,7009633,35
1674,37,301598,7009636,35
1675,37,301599,7009633,35
1676,37,301600,7009637,35
1677,37,301601,7009628,35
1678,37,301602,7009635,35
1679,37,301587,7009627,35
1680,37,301588,7009628,35
1681,37,301589,7009629,35
1682,37,301590,7009630,35
1683,37,301591,7009631,35
1684,37,301592,7009632,35
1685,37,301593,7009633,35
1686,37,301594,7009634,35
1687,37,301595,7009635,35
1688,37,301596,7009636,35
1689,37,301597,7009633,35
1690,37,301598,7009636,35
1691,37,301599,7009633,35
1692,37,301600,7009637,35
1693,37,301601,7009628,35
1694,37,301602,7009635,35
1695,38,301603,7009656,35
1696,38,301604,7009657,35
1697,38,301605,7009658,35
1698,38,301606,7009659,35
1699,38,301607,7009660,35
1700,38,301608,7009661,35
1701,38,301609,7009662,35
1702,38,301610,7009663,35
1703,38,301611,7009664,35
1704,38,301612,7009665,35
1705,38,301613,7009666,35
1706,38,301614,7009666,35
1707,38,301615,7009667,35
1708,38,301616,7009668,35
1709,38,301617,7009673,35
1710,38,301618,7009674,35
1711,38,301619,7009675,35
1712,38,301620,7009676,35
1713,38,301621,7009677,35
1714,38,301622,7009678,35
1715,38,301623,7009679,35
1716,38,301624,7009680,35
1717,38,301625,7009681,35
1718,38,301626,7009682,35
1719,38,301627,7009679,35
1720,38,301628,7009682,35
1721,38,301629,7009679,35
1722,38,301630,7009683,35
1723,38,301617,7009673,35
1724,38,301618,7009674,35
1725,38,301619,7009675,35
1726,38,301620,7009676,35
1727,38,301621,7009677,35
1728,38,301622,7009678,35
1729,38,301623,7009679,35
1730,38,301624,7009680,35
1731,38,301625,7009681,35
1732,38,301626,7009682,35
1733,38,301627,7009679,35
1734,38,301628,7009682,35
1735,38,301629,7009679,35
1736,38,301630,7009683,35
1737,38,301631,7009702,35
1738,38,301632,7009703,35
1739,38,301633,7009704,35
1740,38,301634,7009705,35
1741,38,301635,7009706,35
1742,38,301636,7009707,35
1743,38,301637,7009708,35
1744,38,301638,7009709,35
1745,38,301639,7009710,35
1746,38,301640,7009711,35
1747,38,301641,7009712,35
1748,38,301642,7009711,35
1749,38,301643,7009712,35
1750,38,301644,7009713,35
1751,38,301631,7009702,35
1752,38,301632,7009703,35
1753,38,301633,7009704,35
1754,38,301634,7009705,35
1755,38,301635,7009706,35
1756,38,301636,7009707,35
1757,38,301637,7009708,35
1758,38,301638,7009709,35
1759,38,301639,7009710,35
1760,38,301640,7009711,35
1761,38,301641,7009712,35
1762,38,301642,7009711,35
1763,38,301643,7009712,35
1764,38,301644,7009713,35
1765,38,301631,7009702,35
1766,38,301632,7009703,35
1767,38,301633,7009704,35
1768,38,301634,7009705,35
1769,38,301635,7009706,35
1770,38,301636,7009707,35
1771,38,301637,7009708,35
1772,38,301638,7009709,35
1773,38,301639,7009710,35
1774,38,301640,7009711,35
1775,38,301641,7009712,35
1776,38,301642,7009711,35
1777,38,301643,7009712,35
1778,38,301644,7009713,35
