name,res_name
luxun_awaken,luxun_awaken|luxun_awaken_unit|luxun_hurt01|luxun_hurt02|luxun_awaken_hurt03
luxun_10,luxun_10|luxun_10_unit|luxun_hurt01|luxun_hurt02|luxun_10_hurt03
luxifa_pifu04,luxifa_pifu04|luxifa_pifu04_hurt01|luxifa_pifu04_unit01|luxifa_pifu04_hurt02
caiwenji_pifu01,caiwenji_pifu01|caiwenji_pifu01_hurt01|caiwenji_pifu01_unit01|caiwenji_pifu01_hurt02
fangtian_pifu03,fangtian_pifu03|fangtian_pifu03_hurt01|fangtian_pifu03_hurt02
huangzhong_pifu03,huangzhong_pifu03|huangzhong_pifu03_hurt01|huangzhong_pifu03_hurt02|huangzhong_pifu03_unit
xiahouyuan_pifu01,xiahouyuan_pifu01|xiahouyuan_pifu01_hurt01|xiahouyuan_pifu01_unit01|xiahouyuan_pifu01_hurt02
lvlingqi_pifu01,lvlingqi_pifu01|lvlingqi_pifu01_hurt01|lvlingqi_pifu01_hurt02|lvlingqi_pifu01_unit|buff_mifengbiaoji
banila,banila|banila_hurt01|banila_unit01|banila_hurt02
banila_awaken,banila_awaken|banila_hurt01|banila_unit01|banila_hurt02
banila_10,banila_10|banila_hurt01|banila_unit01|banila_hurt02
pangtong_pifu02,pangtong_pifu02|pangtong_pifu02_hurt01|pangtong_pifu02_hurt02
banila_pifu01,banila_pifu01|banila_pifu01_hurt01|banila_pifu01_hurt02
weiyan_02,weiyan_02|weiyan_hurt01|weiyan_hurt02
zhanghe_pifu02,zhanghe_pifu02|zhanghe_pifu02_hurt01|zhanghe_pifu02_hurt02|zhanghe_pifu02_unit01
sunshangxiang_pifu01,sunshangxiang_pifu01|sunshangxiang_pifu01_hurt01|sunshangxiang_pifu01_unit01|sunshangxiang_pifu01_hurt02
simayi_pifu02,simayi_pifu02|simayi_pifu02_hurt01|simayi_pifu02_unit01|simayi_pifu02_hurt02
zhurong_pifu01,zhurong_pifu01|zhurong_pifu01_hurt01|zhurong_pifu01_hurt02
shimo_ampulla_1,shimo_ampulla_1|shimo_ampulla_scenes|shimo_ampulla_hurt
shimo_ampulla_2,shimo_ampulla_2|shimo_ampulla_scenes|shimo_ampulla_hurt
shimo_ampulla_3,shimo_ampulla_3|shimo_ampulla_scenes|shimo_ampulla_hurt
shimo_ampulla_4,shimo_ampulla_4|shimo_ampulla_scenes|shimo_ampulla_hurt
zhaoyun_pifu02,zhaoyun_pifu02|zhaoyun_pifu02_hurt01|zhaoyun_pifu02_hurt02
caozhi_pifu01,caozhi_pifu01|caozhi_pifu01_hurt01|caozhi_pifu01_unit01|caozhi_pifu01_hurt02
tuling,tuling|tuling_hurt01|tuling_hurt02|tuling_hurt03|fuyoupao|jiguangdandao
tuling_awaken,tuling_awaken|tuling_hurt01|tuling_hurt02|tuling_hurt03|fuyoupao|jiguangdandao
tuling_10,tuling_10|tuling_hurt01|tuling_hurt02|tuling_hurt03|fuyoupao|jiguangdandao
tuling_pifu01,tuling_pifu01|tuling_pifu01_hurt01|tuling_pifu01_hurt02
qianbenying_pifu01,qianbenying_pifu01|qianbenying_pifu01_hurt01|qianbenying_pifu01_hurt02
huangyueying_pifu02,huangyueying_pifu02|huangyueying_pifu02_unit01|huangyueying_pifu02_hurt01|huangyueying_pifu02_hurt02
xuchu_pifu02,xuchu_pifu02|xuchu_pifu02_hurt01|xuchu_pifu02_hurt02
yuji_pifu01,yuji_pifu01|yuji_pifu01_hurt01|yuji_pifu01_hurt02|yujifuhuo
dongzhuo_pifu01,dongzhuo_pifu01|dongzhuo_pifu01_hurt01|dongzhuo_pifu01_hurt02
gouliang_1,gouliang_1|meiyingdu_unit|meiyingdu_hurt02|simazhao_hurt02
gouliang_2,gouliang_2|meiyingdu_unit|meiyingdu_hurt02|simazhao_hurt02
gouliang_3,gouliang_3|meiyingdu_unit|meiyingdu_hurt02|simazhao_hurt02
gouliang_4,gouliang_4|meiyingdu_unit|meiyingdu_hurt02|simazhao_hurt02
gouliang_5,gouliang_5|meiyingdu_unit|meiyingdu_hurt02|simazhao_hurt02
gouliang_6,gouliang_6|meiyingdu_unit|meiyingdu_hurt02|simazhao_hurt02
lvmeng_pifu02,lvmeng_pifu02|lvmeng_pifu02_hurt01|lvmeng_pifu02_hurt02
zuoci_pifu03,zuoci_pifu03|zuoci_pifu03_hurt01|zuoci_pifu03_unit01|zuoci_pifu03_hurt02|buff_yinyangbiaoji
shuangzi,shuangzi|shuangzi_hurt01|shuangzi_hurt02|shuangzi_buff
huatuo,huatuo|huatuo_heal|huatuo_hurt01|huatuo_unit01|huatuo_hurt02
huatuo_awaken,huatuo_awaken|huatuo_awaken_heal|huatuo_hurt01|huatuo_unit01|huatuo_hurt02
huatuo_10,huatuo_10|huatuo_10_heal|huatuo_hurt01|huatuo_unit01|huatuo_hurt02
xunyu_pifu02,xunyu_pifu02|xunyu_pifu02_unit01|xunyu_pifu02_hurt01|xunyu_pifu02_hurt02
shuangzi_awaken,shuangzi_awaken|shuangzi_hurt01|shuangzi_awaken_hurt02|shuangzi_buff
shuangzi_10,shuangzi_10|shuangzi_hurt01|shuangzi_10_hurt02|shuangzi_buff
shuangzi_awaken_emo,shuangzi_awaken_emo
shuangzi_10_emo,shuangzi_10_emo
shuangzi_emo,shuangzi_emo
shuangzi_pifu01,shuangzi_pifu01|shuangzi_pifu01_hurt01|shuangzi_pifu01_hurt02|shuangzi_pifu01_unit01|shuangzi_pifu01_unit02|shuangzi_pifu01_unit03|shuangzi_pifu01_buff
shuangzi_pifu01_emo,shuangzi_pifu01_emo
liru_pifu01,liru_pifu01|liru_pifu01_hurt01|liru_pifu01_hurt02
dengai_pifu03,dengai_pifu03|dengai_pifu03_hurt01|dengai_pifu03_hurt02
huatuo_pifu01,huatuo_pifu01_hurt01|huatuo_pifu01_hurt02|huatuo_pifu01|huatuo_pifu01_unit01|huatuo_pifu01_heal
chilian_shadow,chilian_shadow|chilian_hurt01|chilian_unit01
chilian,chilian|chilian_hurt01|chilian_unit01|chilian_hurt02
chilian_pifu01,chilian_pifu01|chilian_pifu01_hurt02|chilian_pifu01_hurt01|chilian_pifu01_unit01|yinyue_buff01
shuangzi_pifu02,shuangzi_pifu02|shuangzi_pifu02_unit01|shuangzi_pifu02_hurt01|shuangzi_pifu02_hurt02|shuangzi_pifu02_buff
shuangzi_pifu02_emo,shuangzi_pifu02_emo
chilian_awaken,chilian_awaken|chilian_hurt01|chilian_unit01|chilian_hurt02
hanxiandi_pifu02,hanxiandi_pifu02|hanxiandi_pifu02_hurt01|hanxiandi_unit01|hanxiandi_pifu02_hurt02|hanxiandi_pifu02_hurt03
chilian_10,chilian_10|chilian_hurt01|chilian_unit01|chilian_hurt02
yinyue,yinyue|yinyue_unit01|yinyue_hurt01|yinyue_hurt02|yinyue_hurt03|yinyue_buff01
yinyue_awaken,yinyue_awaken|yinyue_unit01|yinyue_hurt01|yinyue_hurt02|yinyue_awaken_hurt03|yinyue_buff01
yinyue_10,yinyue_10|yinyue_unit01|yinyue_hurt01|yinyue_hurt02|yinyue_10_hurt03|yinyue_buff01
caocao_pifu04,caocao_pifu04|caocao_pifu04_hurt01|caocao_pifu04_hurt02
yinyue_pifu01,yinyue_pifu01|yinyue_pifu01_hurt01|yinyue_pifu01_hurt02|yinyue_pifu01_unit01|yinyue_pifu01_buff
huatuo_pifu02,huatuo_pifu02|huatuo_pifu02_heal|huatuo_pifu02_hurt01|huatuo_pifu02_hurt02
zhanghe_pifu03,zhanghe_pifu03|zhanghe_pifu03_hurt01|zhanghe_pifu03_hurt02
lvlingqi_pifu02,lvlingqi_pifu02|lvlingqi_pifu02_hurt01|lvlingqi_pifu02_hurt02|lvlingqi_pifu02_unit01|buff_mifengbiaoji
SPweiyan,SPweiyan|SPweiyan_hurt01|SPweiyan_hurt02|SPweiyan_buff
shimo_flowerfaery_1,shimo_flowerfaery_1|shimo_flowerfaery_scenes|shimo_flowerfaery_hurt|debuff_flowerfaery_buff
shimo_flowerfaery_2,shimo_flowerfaery_2|shimo_flowerfaery_scenes|shimo_flowerfaery_hurt|debuff_flowerfaery_buff
shimo_flowerfaery_3,shimo_flowerfaery_3|shimo_flowerfaery_scenes|shimo_flowerfaery_hurt|debuff_flowerfaery_buff
shimo_flowerfaery_4,shimo_flowerfaery_4|shimo_flowerfaery_scenes|shimo_flowerfaery_hurt|debuff_flowerfaery_buff
jinzhanbing,jinzhanbing|jinzhanbing_hurt01|jinzhanbing_hurt02
yuanchengbing,yuanchengbing|yuanchengbing_hurt01|yuanchengbing_hurt02|yuanchengbing_unit01|yuanchengbing_unit02
nueyan,nueyan|nueyan_hurt01|nueyan_hurt02|nueyan_unit01|nueyan_hurt03
SPweiyan_awaken,SPweiyan_awaken|SPweiyan_hurt01|SPweiyan_awaken_hurt02|SPweiyan_buff
SPweiyan_10,SPweiyan_10|SPweiyan_hurt01|SPweiyan_10_hurt02|SPweiyan_buff
huangyueying_pifu03,huangyueying_pifu03|huangyueying_pifu03_unit01|huangyueying_pifu03_hurt01|huangyueying_pifu03_hurt02
tuling_pifu02,tuling_pifu02|tuling_pifu02_hurt01|tuling_pifu02_hurt02
tuling_pifu02_xiong,tuling_pifu02_xiong
banila_pifu02,banila_pifu02|banila_pifu02_unit01|banila_pifu02_hurt01|banila_pifu02_hurt02
guanyu_pifu01,guanyu_pifu01|guanyu_pifu01_unit|guanyu_pifu01_hurt01|guanyu_pifu01_hurt02
shuangzi_pifu03,shuangzi_pifu03|shuangzi_pifu03_unit|shuangzi_pifu03_hurt01|shuangzi_pifu03_hurt02|shuangzi_pifu03_hurt03|shuangzi_pifu03_buff
shuangzi_pifu03_emo,shuangzi_pifu03_emo
fenlier,fenlier|fenlier_hurt01|fenlier_hurt02|yinyue_buff01|buff_mindcontrol
zhouyu_pifu02,zhouyu_pifu02|zhouyu_pifu02_hurt01|zhouyu_pifu02_hurt02|zhouyu_pifu02_hurt02_texiao02|zhouyu_pifu02_hurt02_texiao03|zhouyu_pifu02_unit
yinyue_pifu02,yinyue_pifu02|yinyue_pifu02_unit01|yinyue_pifu02_unit02|yinyue_pifu02_hurt01|yinyue_pifu02_hurt02
chilian_pifu02,chilian_pifu02|chilian_pifu02_hurt01|chilian_pifu02_hurt02|chilian_pifu02_unit01
fenlier_awaken,fenlier_awaken|fenlier_hurt01|fenlier_hurt02
fenlier_10,fenlier_10|fenlier_hurt01|fenlier_hurt02
diaochan_pifu03,diaochan_pifu03|diaochan_pifu03_unit01|diaochan_pifu03_hurt01|diaochan_pifu03_hurt02
spweiyan_pifu01,spweiyan_pifu01|spweiyan_pifu01_unit01|spweiyan_pifu01_hurt01|spweiyan_pifu01_hurt02|spweiyan_pifu01_buff
yan,yan|yan_hurt01|yan_hurt02|yan_hurt03|yan_hurt04|buff_mindcontrol|hundun_buff
qianbenying_pifu02,qianbenying_pifu02|qianbenying_pifu02_hurt01|qianbenying_pifu02_hurt02
luxun_pifu01,luxun_pifu01_hurt01|luxun_pifu01_hurt02|luxun_pifu01
spcaocao,spcaocao|spcaocao_hurt01|spcaocao_hurt02|spcaocao_unit01|buff_mifengbiaoji|shuangzi_buff|heianqishi_hurt02
spcaocao_awaken,spcaocao_awaken|spcaocao_hurt01|spcaocao_hurt02|spcaocao_unit01
spcaocao_10,spcaocao_10|spcaocao_hurt01|spcaocao_hurt02|spcaocao_unit01
spcaocao_pifu01,spcaocao_pifu01|spcaocao_pifu01_hurt01|spcaocao_pifu01_hurt02|spcaocao_pifu01_hurt03
pangtong_pifu03,pangtong_pifu03|pangtong_pifu03_hurt01|pangtong_pifu03_hurt02|pangtong_pifu03_unit
lvbu,lvbu|lvbu_hurt01|lvbu_hurt02|lvbu_skill01|lvbu_hurt03|lvbu_buff|lvbu_shield
spmijiale,spmijiale|spmijiale_hurt01|spmijiale_hurt02|spmijiale_hurt02_skill01|spmijiale_buff|junheng_buff
dengai_pifu04,dengai_pifu04|dengai_pifu04_hurt01|dengai_pifu04_unit01|dengai_pifu04_hurt02
ganfuren_pifu01,ganfuren_pifu01|ganfuren_pifu01_hurt01|ganfuren_pifu01_hurt02
zhugeliang_pifu04,zhugeliang_pifu04|zhugeliang_pifu04_hurt01|zhugeliang_pifu04_unit01|zhugeliang_pifu04_hurt02
pangtong_pifu04,pangtong_pifu04|pangtong_pifu04_hurt01|pangtong_pifu04_unit01|pangtong_pifu04_hurt02
lvbu_awaken,lvbu_awaken|lvbu_hurt01|lvbu_hurt02|lvbu_skill02|lvbu_hurt03|lvbu_buff|lvbu_shield
lvbu_10,lvbu_10|lvbu_hurt01|lvbu_hurt02|lvbu_skill03|lvbu_hurt03|lvbu_buff|lvbu_shield
fenlier_pifu01,fenlier_pifu01|fenlier_pifu01_unit01|fenlier_pifu01_unit|fenlier_pifu01_hurt01|fenlier_pifu01_hurt02|fenlier_pifu01_hurt03
degula_pifu04,degula_pifu04|degula_pifu04_hurt01|degula_pifu04_unit01|degula_pifu04_hurt02
sp_mijiale_awaken,sp_mijiale_awaken|sp_mijiale_awaken_hurt02_skill01|spmijiale_hurt02|spmijiale_hurt01|spmijiale_buff|junheng_buff
sp_mijiale_10,sp_mijiale_10|sp_mijiale_10_hurt02_skill01|spmijiale_hurt02|spmijiale_hurt01|spmijiale_buff|junheng_buff
xunyu_pifu03,xunyu_pifu03|xunyu_pifu03_hurt01|xunyu_pifu03_hurt02|xunyu_pifu03_unit01
lvbu_pifu01,lvbu_pifu01|lvbu_pifu01_hurt01|lvbu_pifu01_hurt02|lvbu_pifu01_buff|lvbu_shield
xiahoudun_pifu01,xiahoudun_pifu01|xiahoudun_pifu01_hurt01|xiahoudun_pifu01_hurt02
keruisi,keruisi|keruisi_hurt01|keruisi_hurt02|keruisi_buff01|keruisi_buff02|keruisi_unit
keruisi_awaken,keruisi_awaken|keruisi_hurt01|keruisi_hurt02|keruisi_buff01|keruisi_buff02|keruisi_unit
keruisi_10,keruisi_10|keruisi_hurt01|keruisi_hurt02|keruisi_buff01|keruisi_buff02|keruisi_unit
mijiale_pifu04,mijiale_pifu04|mijiale_pifu04_hurt01|mijiale_pifu04_hurt02|mijiale_pifu04_unit01|mijiale_pifu04_fuhuo
banila_pifu03,banila_pifu03|banila_pifu03_unit|banila_pifu03_hurt01|banila_pifu03_hurt02
luxifa_pifu05,luxifa_pifu05|luxifa_pifu05_hurt01|luxifa_pifu05_hurt02
luxun_pifu02,luxun_pifu02|luxun_pifu02_hurt01|luxun_pifu02_hurt02|luxun_pifu02_unit
tuling_pifu03,tuling_pifu03|tuling_pifu03_hurt01|tuling_pifu03_hurt02
shimo_messenger_1,shimo_messenger_1|shimo_messenger_scenes|shimo_messenger_hurt
shimo_messenger_2,shimo_messenger_2|shimo_messenger_scenes|shimo_messenger_hurt
shimo_messenger_3,shimo_messenger_3|shimo_messenger_scenes|shimo_messenger_hurt
shimo_messenger_4,shimo_messenger_4|shimo_messenger_scenes|shimo_messenger_hurt
zhanghe_pifu04,zhanghe_pifu04|zhanghe_pifu04_hurt01|zhanghe_pifu04_hurt02|zhanghe_pifu04_unit01
yinyue_pifu03,yinyue_pifu03|yinyue_pifu03_buff|yinyue_pifu03_unit01|yinyue_pifu03_hurt01|yinyue_pifu03_hurt02
spweiyan_pifu02,spweiyan_pifu02|spweiyan_pifu02_unit|spweiyan_pifu02_hurt01|spweiyan_pifu02_hurt02
shuangzi_pifu04,shuangzi_pifu04|shuangzi_pifu04_buff|shuangzi_pifu04_hurt01|shuangzi_pifu04_hurt02|shuangzi_pifu04_hurt03|shuangzi_pifu04_unit01
lvbu_pifu02,lvbu_pifu02|lvbu_pifu02_hurt01|lvbu_pifu02_hurt02|lvbu_pifu02_buff|lvbu_pifu02_unit|lvbu_pifu02_shield|lvbu_shield
wangyi,wangyi|wangyi_hurt01|wangyi_hurt02|wangyi_unit01|wangyi_unit02
wangyi_awaken,wangyi_awaken|wangyi_hurt01|wangyi_hurt02|wangyi_unit01|wangyi_unit02
wangyi_10,wangyi_10|wangyi_hurt01|wangyi_hurt02|wangyi_unit01|wangyi_unit02
boss_world_book,boss_world_book|boss_world_book_hurt01|boss_world_book_hurt02
luxifeier_pifu01,luxifeier_pifu01|luxifeier_pifu01_buff|luxifeier_pifu01_hurt01|luxifeier_pifu01_hurt02|luxifeier_pifu01_unit01|junheng_buff
dongzhuo_pifu02,dongzhuo_pifu02|dongzhuo_pifu02_hurt01|dongzhuo_pifu02_hurt02|dongzhuo_pifu02_unit
guojia_pifu03,guojia_pifu03|guojia_pifu03_hurt01|guojia_pifu03_hurt02
chilian_pifu03,chilian_pifu03|chilian_pifu03_hurt01|chilian_pifu03_skill01|chilian_pifu03_hurt02
zuoci_pifu04,zuoci_pifu04|zuoci_pifu04_hurt01|zuoci_pifu04_unit01|zuoci_pifu04_hurt02|buff_yinyangbiaoji
ganfuren_pifu02,ganfuren_pifu02|ganfuren_pifu02_unit01|ganfuren_pifu02_hurt01|ganfuren_pifu02_hurt02
luxifeier_pifu02,luxifeier_pifu02|luxifeier_pifu02_hurt01|luxifeier_pifu02_hurt02|luxifeier_pifu02_hurt03|luxifeier_pifu02_hurt04|junheng_buff
shuijing_pifu03,shuijing_pifu03|shuijing_pifu03_hurt01|shuijing_pifu03_hurt02|shuijing_pifu03_unit01
banila_pifu04,banila_pifu04|banila_pifu04_hurt01|banila_pifu04_hurt02
yinyue_pifu04,yinyue_pifu04|yinyue_pifu04_hurt01|yinyue_pifu04_hurt02|yinyue_pifu04_hurt03|yinyue_pifu04_unit01|yinyue_pifu01_buff
banbenlongma,banbenlongma|banbenlongma_skill0|banbenlongma_hurt01|banbenlongma_hurt02
banbenlongma_awaken,banbenlongma_awaken|banbenlongma_awaken_skill0|banbenlongma_hurt01|banbenlongma_awaken_hurt02
banbenlongma_10,banbenlongma_10|banbenlongma_10_skill0|banbenlongma_hurt01|banbenlongma_10_hurt02
jiabailie_pifu02,jiabailie_pifu02|jiabailie_pifu02_unit01|jiabailie_pifu02_hurt01|jiabailie_pifu02_hurt02
keruisi_pifu01,keruisi_pifu01|keruisi_pifu01_hurt01|keruisi_pifu01_hurt02|keruisi_pifu01_unit01
zhitianxinchang_pifu03,zhitianxinchang_pifu03|zhitianxinchang_pifu03_hurt01|zhitianxinchang_pifu03_hurt02
banbenlongma_pifu01,banbenlongma_pifu01|banbenlongma_pifu01_hurt01|banbenlongma_pifu01_hurt02
luxifeier_pifu03,luxifeier_pifu03|luxifeier_pifu03_buff01|luxifeier_pifu03_hurt01|luxifeier_pifu03_hurt02|luxifeier_pifu03_unit01|junheng_buff
huatuo_pifu04,huatuo_pifu04|huatuo_pifu04_hurt01|huatuo_pifu04_hurt02|huatuo_pifu04_heal|huatuo_pifu04_unit
weiweian,weiweian|weiweian_hurt01|weiweian_hurt02|weiweian_hurt03_xingyueyinji|weiweian_xingyueyinji|weiweian_heal|weiweian_cdebuff|weiweian_yueying
weiweian_awaken,weiweian_awaken|weiweian_hurt01|weiweian_hurt02|weiweian_hurt03_xingyueyinji|weiweian_xingyueyinji|weiweian_heal|weiweian_cdebuff|weiweian_yueying
weiweian_10,weiweian_10|weiweian_hurt01|weiweian_hurt02|weiweian_hurt03_xingyueyinji|weiweian_xingyueyinji|weiweian_heal|weiweian_cdebuff|weiweian_yueying
liubei,liubei|liubei_buff|liubei_hurt01|liubei_hurt02|liubei_hurt03|liubei_unit01|liubei_unit02
liubei_awaken,liubei_awaken|liubei_buff|liubei_hurt01|liubei_hurt02|liubei_hurt03|liubei_unit01|liubei_unit02
liubei_10,liubei_10|liubei_buff|liubei_hurt01|liubei_hurt02|liubei_hurt03|liubei_unit01|liubei_unit02
lvbu_pifu03,lvbu_pifu03|lvbu_pifu03_hurt01|lvbu_pifu03_hurt02|lvbu_pifu03_hurt03|lvbu_buff|lvbu_shield
banbenlongma_pifu02,banbenlongma_pifu02|banbenlongma_pifu02_hurt01|banbenlongma_pifu02_hurt02
lvlingqi_pifu03,lvlingqi_pifu03|lvlingqi_pifu03_hurt01|lvlingqi_pifu03_hurt02|lvlingqi_pifu03_unit01|lvlingqi_pifu03_unit02|buff_mifengbiaoji
lvbu_pifu04,lvbu_pifu04|lvbu_pifu04_hurt01|lvbu_pifu04_hurt02|lvbu_buff|lvbu_shield
wulieer,wulieer|wulieer_hurt01|wulieer_hurt02|wulieer_attack01|guangzhili_buff|fengyin_buff
wangyi_pifu01,wangyi_pifu01|wangyi_pifu01_hurt01|wangyi_pifu01_hurt02
yixienamei,yixienamei|yixienamei_unit01|yixienamei_hurt01|yixienamei_hurt02|yixienamei_hurt03_zhuiji|yixienamei_hurt04_hellzuzhou|yixienamei_hellzuzhou|yixienamei_bianhuadun
yixienamei_awaken,yixienamei_awaken|yixienamei_unit01|yixienamei_hurt01|yixienamei_hurt02|yixienamei_hurt03_zhuiji|yixienamei_hurt04_hellzuzhou|yixienamei_hellzuzhou|yixienamei_bianhuadun
yixienamei_10,yixienamei_10|yixienamei_unit01|yixienamei_hurt01|yixienamei_hurt02|yixienamei_hurt03_zhuiji|yixienamei_hurt04_hellzuzhou|yixienamei_hellzuzhou|yixienamei_bianhuadun
wulieer_awaken,wulieer_awaken|wulieer_awaken_hurt01|wulieer_hurt02|wulieer_attack01|guangzhili_buff|fengyin_buff
wulieer_10,wulieer_10|wulieer_10_hurt01|wulieer_10_hurt02|wulieer_attack01|guangzhili_buff|fengyin_buff
yixienamei_pifu01,yixienamei_pifu01|yixienamei_pifu01_unit|yixienamei_pifu01_hurt01|yixienamei_pifu01_hurt02|yixienamei_pifu01_hurt03|yixienamei_hurt04_hellzuzhou|yixienamei_hellzuzhou|yixienamei_bianhuadun
wulieer_pifu01,wulieer_pifu01|wulieer_pifu01_hurt01|wulieer_pifu01_hurt02|wulieer_pifu01_hurt03|guangzhili_buff|fengyin_buff|wulieer_10_hurt02
qianbenying_pifu03,qianbenying_pifu03|qianbenying_pifu03_hurt01|qianbenying_pifu03_hurt02
huatuo_pifu03,huatuo_pifu03|huatuo_pifu03_hurt01|huatuo_pifu03_hurt02|huatuo_pifu03_heal01|huatuo_pifu03_unit01
huangyueying_pifu04,huangyueying_pifu04|huangyueying_pifu04_hurt01|huangyueying_pifu04_hurt02|huangyueying_pifu04_unit01|huangyueying_pifu04_unit02
daqiao_pifu01,daqiao_pifu01|daqiao_pifu01_unit|daqiao_pifu01_hurt01|daqiao_pifu01_hurt02
weila,weila|weila_hurt01|weila_unit01|weila_hurt02|weila_buff01|weila_buff02|weila_buff02_hurt
weila_awaken,weila_awaken|weila_hurt01|weila_unit01|weila_hurt02|weila_buff01|weila_buff02|weila_buff02_hurt
weila_10,weila_10|weila_hurt01|weila_unit01|weila_hurt02|weila_buff01|weila_buff02|weila_buff02_hurt
spcaocao_pifu02,spcaocao_pifu02|spcaocao_pifu02_hurt01|spcaocao_pifu02_hurt02|spcaocao_pifu02_hurt02_ready|spcaocao_pifu02_unit01|buff_mifengbiaoji|shuangzi_buff|heianqishi_hurt02
xifeng,xifeng|xifeng_hurt01|xifeng_hurt02|xifeng_unit01|xifeng_unit02|xifeng_buff|fs_shield
xifeng_awaken,xifeng_awaken|xifeng_hurt01|xifeng_hurt02|xifeng_unit01|xifeng_unit02|xifeng_buff|fs_shield
xifeng_10,xifeng_10|xifeng_hurt01|xifeng_hurt02|xifeng_unit01|xifeng_unit02|xifeng_buff|fs_shield
banbenlongma_pifu03,banbenlongma_pifu03|banbenlongma_pifu03_hurt02|banbenlongma_pifu03_hurt01
huangyueying_pifu05,huangyueying_pifu05|huangyueying_pifu05_hurt01|huangyueying_pifu05_hurt02
fenlier_pifu02,fenlier_pifu02|fenlier_pifu02_hurt01|fenlier_pifu02_hurt02|fenlier_pifu02_hurt03
sunshangxiang_pifu02,sunshangxiang_pifu02|sunshangxiang_pifu02_hurt01|sunshangxiang_pifu02_hurt02|sunshangxiang_pifu02_unit01
liubei_pifu01,liubei_pifu01|liubei_pifu01_hurt01|liubei_pifu01_hurt02|liubei_pifu01_hurt03|liubei_pifu01_unit01|liubei_pifu01_unit02|liubei_pifu01_buff|liubei_buff
apate,apate|apate_hurt01|apate_hurt02|apate_hurt03|apate_unit01|apate_animate01|apate_buff01|apate_buff01_hurt|apate_buff02|apate_revival|apate_buff02_hurt
weiweian_pifu01,weiweian_pifu01|weiweian_pifu01_unit01|weiweian_pifu01_hurt01|weiweian_pifu01_hurt02|weiweian_hurt03_xingyueyinji|weiweian_xingyueyinji|weiweian_heal|weiweian_cdebuff|weiweian_yueying
apate_awaken,apate_awaken|apate_hurt01|apate_awaken_hurt02|apate_hurt03|apate_unit01|apate_awaken_animate01|apate_buff01|apate_buff01_hurt|apate_buff02|apate_awaken_revival|apate_buff02_hurt
apate_10,apate_10|apate_hurt01|apate_10_hurt02|apate_hurt03|apate_unit01|apate_10_animate01|apate_buff01|apate_buff01_hurt|apate_buff02|apate_10_revival|apate_buff02_hurt
simazhao_pifu02,simazhao_pifu02|simazhao_pifu02_unit01|simazhao_pifu02_hurt01|simazhao_pifu02_hurt02
simayi_pifu03,simayi_pifu03|simayi_pifu03_hurt01|simayi_pifu03_hurt02|simayi_pifu03_hurt03|simayi_pifu03_unit01
chilian_pifu04,chilian_pifu04|chilian_pifu04_hurt01|chilian_pifu04_hurt02
shimo_golem_1,shimo_golem_1|shimo_golem_hurt|shimo_golem_scenes|shimo_golem_hudun
shimo_golem_2,shimo_golem_2|shimo_golem_hurt|shimo_golem_scenes|shimo_golem_hudun
shimo_golem_3,shimo_golem_3|shimo_golem_hurt|shimo_golem_scenes|shimo_golem_hudun
shimo_golem_4,shimo_golem_4|shimo_golem_hurt|shimo_golem_scenes|shimo_golem_hudun
yunmu,yunmu|effect_taunt|yunmu_burst|yunmu_burst_idle|yunmu_hurt01|yunmu_hurt02
spweiyan_pifu03,spweiyan_pifu03|spweiyan_pifu03_hurt01|spweiyan_pifu03_hurt02|spweiyan_pifu03_hurt03|spweiyan_pifu03_hurt02_scenes|spweiyan_pifu03_hurt02_scenes2|spweiyan_pifu03_hurt04
keruisi_pifu02,keruisi_pifu02|keruisi_pifu02_hurt01|keruisi_pifu02_hurt02
yunmu_awaken,yunmu_awaken|effect_taunt|yunmu_burst|yunmu_burst_idle|yunmu_hurt01|yunmu_hurt02
yunmu_10,yunmu_10|effect_taunt|yunmu_burst|yunmu_burst_idle|yunmu_hurt01|yunmu_hurt02
fanhexin,fanhexin|fanhexin_buff01|fanhexin_buff02|fanhexin_hurt01|fanhexin_hurt02|fanhexin_hurt03|fanhexin_unit01
fanhexin_awaken,fanhexin_awaken|fanhexin_buff01|fanhexin_buff02|fanhexin_hurt01|fanhexin_awaken_hurt02|fanhexin_hurt03|fanhexin_unit01
fanhexin_10,fanhexin_10|fanhexin_buff01|fanhexin_buff02|fanhexin_hurt01|fanhexin_10_hurt02|fanhexin_hurt03|fanhexin_unit01
lvmeng_pifu03,lvmeng_pifu03|lvmeng_pifu03_hurt01|lvmeng_pifu03_hurt02
apate_pifu01,apate_pifu01|apate_pifu01_animate01|apate_pifu01_buff_hurt|apate_pifu01_hurt01|apate_pifu01_hurt02|apate_pifu01_hurt03|apate_pifu01_revival|apate_pifu01_revival_hurt01|apate_pifu01_unit01|apate_buff01|apate_buff02|apate_buff02_hurt|apate_buff01_hurt|apate_hurt01
luxun_pifu03,luxun_pifu03|luxun_pifu03_hurt01|luxun_pifu03_hurt02|luxun_pifu03_unit01
tuling_pifu04,tuling_pifu04|tuling_pifu04_hurt01|tuling_pifu04_hurt02
jiabailie_pifu03,jiabailie_pifu03|jiabailie_pifu03_unit01|jiabailie_pifu03_hurt01|jiabailie_pifu03_hurt02
jiangwei_pifu01,jiangwei_pifu01|jiangwei_pifu01_hurt01|jiangwei_pifu01_hurt02|jiangwei_pifu01_unit01
