id,type,buff,num,round,prob
1019107,1019,hurt,3.5,0,1
1019108,1019,hurt,3.6,0,1
1019109,1019,hurt,3.7,0,1
1019110,1019,hurt,3.9,0,1
1019111,1019,hurt,4.5,0,1
1019112,1019,hurt,4.8,0,1
1019113,1019,hurt,5.1,0,1
1019114,1019,hurt,6,0,1
1019115,1019,hurt,0.5,1,1
1019116,1019,hurt,0.55,1,1
1019117,1019,hurt,0.8,1,1
1019118,1019,hurt,0.85,1,1
1019119,1019,hurt,0.9,1,1
1019120,1019,hurt,0.95,1,1
1019121,1019,hurt,1,1,1
1019122,1019,hurt,0.75,1,1
1019123,1019,hurt,1.2,1,1
1019124,1019,hurt,0.7,1,1
1019125,1019,hurt,1.1,1,1
1019126,1019,hurt,1.05,1,1
1019127,1019,hurt,1.3,1,1
1019128,1019,hurt,1.22,0,1
1019129,1019,hurt,1.95,0,1
1019130,1019,hurt,2.75,0,1
1019131,1019,hurt,2.35,0,1
1019132,1019,hurt,4,0,1
1019133,1019,hurt,1.75,0,1
1019134,1019,hurt,1.06,0,1
1019135,1019,hurt,2.72,0,1
1019136,1019,hurt,2.55,0,1
1019137,1019,hurt,1.3,0,1
1019138,1019,hurt,1.36,0,1
1019139,1019,hurt,1.32,0,1
1019140,1019,hurt,1.5,0,1
1019141,1019,hurt,1.2,0,1
1019142,1019,hurt,1.1,0,1
1019143,1019,hurt,1.8,0,1
1019144,1019,hurt,1.94,0,1
1019145,1019,hurt,2.98,0,1
1019146,1019,hurt,3.96,0,1
1019147,1019,hurt,1.75,0,1
1019148,1019,hurt,1.3,0,1
1019149,1019,hurt,2.06,0,1
1019150,1019,hurt,0,0,1
1019151,1019,hurt,1.54,0,1
1019152,1019,hurt,2.05,0,1
1019153,1019,hurt,2.25,0,1
1019154,1019,hurt,2.65,0,1
1019155,1019,hurt,1.6,0,1
1019156,1019,hurt,1,0,1
1019157,1019,hurt,2.3,0,1
1019158,1019,hurt,2.35,0,1
1019159,1019,hurt,2.9,0,1
1019160,1019,hurt,1.96,0,1
1019161,1019,hurt,2,0,1
1019162,1019,hurt,2.04,0,1
1019163,1019,hurt,2.08,0,1
1019164,1019,hurt,2.12,0,1
1019165,1019,hurt,0.95,0,1
1019166,1019,hurt,0.98,0,1
1019167,1019,hurt,0.98,0,1
1019168,1019,hurt,1.03,0,1
1019169,1019,hurt,1.05,0,1
1019170,1019,hurt,2.4,0,1
1019171,1019,hurt,2.4,0,1
1019172,1019,hurt,2.5,0,1
1019173,1019,hurt,2.5,0,1
1019174,1019,hurt,2.6,0,1
1019175,1019,hurt,1.23,0,1
1019176,1019,hurt,1.23,0,1
1019177,1019,hurt,1.28,0,1
1019178,1019,hurt,1.28,0,1
1019179,1019,hurt,1.35,0,1
1019180,1019,hurt,2.1,0,1
1019181,1019,hurt,2.14,0,1
1019182,1019,hurt,2.18,0,1
1019183,1019,hurt,2.22,0,1
1019184,1019,hurt,2.26,0,1
1019185,1019,hurt,3.06,0,1
1019186,1019,hurt,3.12,0,1
1019187,1019,hurt,3.18,0,1
1019188,1019,hurt,3.24,0,1
1019189,1019,hurt,3.3,0,1
1019190,1019,hurt,1.68,0,1
1019191,1019,hurt,1.71,0,1
1019192,1019,hurt,1.75,0,1
1019193,1019,hurt,1.79,0,1
1019194,1019,hurt,1.81,0,1
1019195,1019,hurt,1.99,0,1
1019196,1019,hurt,2.05,0,1
1019197,1019,hurt,2.1,0,1
1019198,1019,hurt,2.13,0,1
1019199,1019,hurt,2.15,0,1
1019200,1019,hurt,2.19,0,1
1019201,1019,hurt,2.25,0,1
1019202,1019,hurt,2.3,0,1
1019203,1019,hurt,2.33,0,1
1019204,1019,hurt,2.35,0,1
1019205,1019,hurt,2.8,0,1
1019206,1019,hurt,2.85,0,1
1019207,1019,hurt,2.9,0,1
1019208,1019,hurt,3,0,1
1019209,1019,hurt,3.03,0,1
1019210,1019,hurt,4.04,0,1
1019211,1019,hurt,4.11,0,1
1019212,1019,hurt,4.26,0,1
1019213,1019,hurt,4.31,0,1
1019214,1019,hurt,4.36,0,1
1019215,1019,hurt,1.84,0,1
1019216,1019,hurt,1.88,0,1
1019217,1019,hurt,1.9,0,1
1019218,1019,hurt,1.94,0,1
1019219,1019,hurt,1.98,0,1
1019220,1019,hurt,4.6,0,1
1019221,1019,hurt,4.68,0,1
1019222,1019,hurt,4.75,0,1
1019223,1019,hurt,4.85,0,1
1019224,1019,hurt,4.9,0,1
1019225,1019,hurt,1.84,0,1
1019226,1019,hurt,1.88,0,1
1019227,1019,hurt,1.9,0,1
1019228,1019,hurt,1.96,0,1
1019229,1019,hurt,1.98,0,1
1019230,1019,hurt,1.53,0,1
1019231,1019,hurt,1.56,0,1
1019232,1019,hurt,1.59,0,1
1019233,1019,hurt,1.62,0,1
1019234,1019,hurt,1.65,0,1
1019235,1019,hurt,0.92,0,1
1019236,1019,hurt,0.94,0,1
1019237,1019,hurt,0.96,0,1
1019238,1019,hurt,0.98,0,1
1019239,1019,hurt,0.99,0,1
1019240,1019,hurt,2.55,0,1
1019241,1019,hurt,2.6,0,1
1019242,1019,hurt,2.65,0,1
1019243,1019,hurt,2.7,0,1
1019244,1019,hurt,2.75,0,1
1019245,1019,hurt,1.275,0,1
1019246,1019,hurt,1.3,0,1
1019247,1019,hurt,1.325,0,1
1019248,1019,hurt,1.35,0,1
1019249,1019,hurt,1.37,0,1
1019250,1019,hurt,2.04,0,1
1019251,1019,hurt,2.08,0,1
1019252,1019,hurt,2.12,0,1
1019253,1019,hurt,2.16,0,1
1019254,1019,hurt,2.2,0,1
1019255,1019,hurt,2.55,0,1
1019256,1019,hurt,2.6,0,1
1019257,1019,hurt,2.65,0,1
1019258,1019,hurt,2.7,0,1
1019259,1019,hurt,2.75,0,1
1019260,1019,hurt,2.8,0,1
1019261,1019,hurt,1.12,0,1
1019262,1019,hurt,1.14,0,1
1019263,1019,hurt,1.16,0,1
1019264,1019,hurt,1.18,0,1
1019265,1019,hurt,1.21,0,1
1019266,1019,hurt,1.65,0,1
1019267,1019,hurt,1.68,0,1
1019268,1019,hurt,1.71,0,1
1019269,1019,hurt,1.74,0,1
1019270,1019,hurt,1.78,0,1
1019271,1019,hurt,0.97,0,1
1019272,1019,hurt,0.99,0,1
1019273,1019,hurt,1.01,0,1
1019274,1019,hurt,1.03,0,1
1019275,1019,hurt,1.05,0,1
1019276,1019,hurt,1.94,0,1
1019277,1019,hurt,1.98,0,1
1019278,1019,hurt,2.02,0,1
1019279,1019,hurt,2.05,0,1
1019280,1019,hurt,2.09,0,1
1019281,1019,hurt,2.4,0,1
1019282,1019,hurt,2.45,0,1
1019283,1019,hurt,2.5,0,1
1019284,1019,hurt,2.53,0,1
1019285,1019,hurt,2.58,0,1
1019286,1019,hurt,2.86,0,1
1019287,1019,hurt,2.92,0,1
1019288,1019,hurt,2.96,0,1
1019289,1019,hurt,3,0,1
1019290,1019,hurt,3.08,0,1
1019291,1019,hurt,1.04,0,1
1019292,1019,hurt,1.06,0,1
1019293,1019,hurt,1.08,0,1
1019294,1019,hurt,1.09,0,1
1019295,1019,hurt,1.1,0,1
1019296,1019,hurt,4.9,0,1
1019297,1019,hurt,5,0,1
1019298,1019,hurt,5.08,0,1
1019299,1019,hurt,5.18,0,1
1019300,1019,hurt,5.28,0,1
1019301,1019,hurt,1,0,1
1019302,1019,hurt,1.02,0,1
1019303,1019,hurt,1.04,0,1
1019304,1019,hurt,1.06,0,1
1019305,1019,hurt,1.08,0,1
1019306,1019,hurt,1.265,0,1
1019307,1019,hurt,1.29,0,1
1019308,1019,hurt,1.32,0,1
1019309,1019,hurt,1.34,0,1
1019310,1019,hurt,1.36,0,1
1019311,1019,hurt,1.175,0,1
1019312,1019,hurt,1.19,0,1
1019313,1019,hurt,1.22,0,1
1019314,1019,hurt,1.24,0,1
1019315,1019,hurt,1.27,0,1
1019316,1019,hurt,3.06,0,1
1019317,1019,hurt,3.12,0,1
1019318,1019,hurt,3.18,0,1
1019319,1019,hurt,3.24,0,1
1019320,1019,hurt,3.3,0,1
1019321,1019,hurt,1.33,0,1
1019322,1019,hurt,1.35,0,1
1019323,1019,hurt,1.37,0,1
1019324,1019,hurt,1.4,0,1
1019325,1019,hurt,1.43,0,1
1019326,1019,hurt,4.08,0,1
1019327,1019,hurt,4.16,0,1
1019328,1019,hurt,4.24,0,1
1019329,1019,hurt,4.32,0,1
1019330,1019,hurt,4.4,0,1
1019331,1019,hurt,1.42,0,1
1019332,1019,hurt,1.45,0,1
1019333,1019,hurt,1.48,0,1
1019334,1019,hurt,1.52,0,1
1019335,1019,hurt,1.54,0,1
1019336,1019,hurt,2.65,0,1
1019337,1019,hurt,2.7,0,1
1019338,1019,hurt,2.75,0,1
1019339,1019,hurt,2.8,0,1
1019340,1019,hurt,2.85,0,1
1019341,1019,hurt,2.04,0,1
1019342,1019,hurt,2.08,0,1
1019343,1019,hurt,2.12,0,1
1019344,1019,hurt,2.16,0,1
1019345,1019,hurt,2.2,0,1
1019346,1019,hurt,1.92,0,1
1019347,1019,hurt,1.96,0,1
1019348,1019,hurt,1.98,0,1
1019349,1019,hurt,2.03,0,1
1019350,1019,hurt,2.06,0,1
1019351,1019,hurt,2.02,0,1
1019352,1019,hurt,2.06,0,1
1019353,1019,hurt,2.1,0,1
1019354,1019,hurt,2.14,0,1
1019355,1019,hurt,2.18,0,1
1019356,1019,hurt,3.06,0,1
1019357,1019,hurt,3.12,0,1
1019358,1019,hurt,3.18,0,1
1019359,1019,hurt,3.25,0,1
1019360,1019,hurt,3.3,0,1
1019361,1019,hurt,1.82,0,1
1019362,1019,hurt,1.86,0,1
1019363,1019,hurt,1.9,0,1
1019364,1019,hurt,1.92,0,1
1019365,1019,hurt,1.96,0,1
1019366,1019,hurt,2,0,1
1019367,1019,hurt,1.225,0,1
1019368,1019,hurt,1.25,0,1
1019369,1019,hurt,1.28,0,1
1019370,1019,hurt,1.3,0,1
1019371,1019,hurt,1.32,0,1
1019372,1019,hurt,3.06,0,1
1019373,1019,hurt,3.12,0,1
1019374,1019,hurt,3.18,0,1
1019375,1019,hurt,3.24,0,1
1019376,1019,hurt,3.3,0,1
1019377,1019,hurt,3.26,0,1
1019378,1019,hurt,3.32,0,1
1019379,1019,hurt,3.4,0,1
1019380,1019,hurt,3.45,0,1
1019381,1019,hurt,3.52,0,1
1019390,1019,hurt,1,0,1
1019391,1019,hurt,1.2,0,1
1019400,1019,hurt,1.2,0,1
1019401,1019,hurt,1.6,0,1
1019402,1019,hurt,2.2,0,1
1019410,1019,hurt,1.2,0,1
1019411,1019,hurt,1.32,0,1
1019412,1019,hurt,1.56,0,1
1019413,1019,hurt,1.77,0,1
1019414,1019,hurt,1.8,0,1
1019415,1019,hurt,1.83,0,1
1019416,1019,hurt,1.87,0,1
1019417,1019,hurt,1.91,0,1
1019418,1019,hurt,1.54,0,1
1019419,1019,hurt,1.56,0,1
1019420,1019,hurt,1.58,0,1
1019421,1019,hurt,1.6,0,1
1019422,1019,hurt,1.62,0,1
1019423,1019,hurt,2.24,0,1
1019424,1019,hurt,2.28,0,1
1019425,1019,hurt,2.32,0,1
1019426,1019,hurt,2.36,0,1
1019427,1019,hurt,2.4,0,1
1019428,1019,hurt,1.02,0,1
1019429,1019,hurt,1.04,0,1
1019430,1019,hurt,1.06,0,1
1019431,1019,hurt,1.08,0,1
1019432,1019,hurt,1.1,0,1
1019440,1019,hurt,1,0,1
1019450,1019,hurt,1.25,0,1
1019451,1019,hurt,1.7,0,1
1019452,1019,hurt,2.1,0,1
1019453,1019,hurt,1.69,0,1
1019454,1019,hurt,1.72,0,1
1019455,1019,hurt,1.75,0,1
1019456,1019,hurt,1.78,0,1
1019457,1019,hurt,1.81,0,1
1019458,1019,hurt,1.39,0,1
1019459,1019,hurt,1.42,0,1
1019460,1019,hurt,1.45,0,1
1019461,1019,hurt,1.48,0,1
1019462,1019,hurt,1.51,0,1
1019463,1019,hurt,1.18,0,1
1019464,1019,hurt,1.2,0,1
1019465,1019,hurt,1.22,0,1
1019466,1019,hurt,1.25,0,1
1019467,1019,hurt,1.28,0,1
1019468,1019,hurt,0.82,0,1
1019469,1019,hurt,0.84,0,1
1019470,1019,hurt,0.86,0,1
1019471,1019,hurt,0.88,0,1
1019472,1019,hurt,0.9,0,1
1019473,1019,hurt,1.12,0,1
1019474,1019,hurt,1.252,0,1
1019475,1019,hurt,1.55,0,1
1019476,1019,hurt,1.16,0,1
1019477,1019,hurt,1.18,0,1
1019478,1019,hurt,1.2,0,1
1019479,1019,hurt,1.22,0,1
1019480,1019,hurt,1.24,0,1
1019481,1019,hurt,2.02,0,1
1019482,1019,hurt,2.04,0,1
1019483,1019,hurt,2.06,0,1
1019484,1019,hurt,2.08,0,1
1019485,1019,hurt,2.1,0,1
1019486,1019,hurt,1.49,0,1
1019487,1019,hurt,1.52,0,1
1019488,1019,hurt,1.55,0,1
1019489,1019,hurt,1.58,0,1
1019490,1019,hurt,1.61,0,1
1019491,1019,hurt,2.77,0,1
1019492,1019,hurt,2.82,0,1
1019493,1019,hurt,2.87,0,1
1019494,1019,hurt,2.92,0,1
1019495,1019,hurt,2.97,0,1
1019496,1019,hurt,1.61,0,1
1019497,1019,hurt,1.64,0,1
1019498,1019,hurt,1.67,0,1
1019499,1019,hurt,1.7,0,1
1019500,1019,hurt,1.73,0,1
1019501,1019,hurt,0.97,0,1
1019502,1019,hurt,0.99,0,1
1019503,1019,hurt,1.01,0,1
1019504,1019,hurt,1.03,0,1
1019505,1019,hurt,1.05,0,1
1019506,1019,hurt,4.08,0,1
1019507,1019,hurt,4.16,0,1
1019508,1019,hurt,4.24,0,1
1019509,1019,hurt,4.32,0,1
1019510,1019,hurt,4.4,0,1
1019511,1019,hurt,2.24,0,1
1019512,1019,hurt,2.28,0,1
1019513,1019,hurt,2.32,0,1
1019514,1019,hurt,2.36,0,1
1019515,1019,hurt,2.4,0,1
1019516,1019,hurt,1.59,0,1
1019517,1019,hurt,1.62,0,1
1019518,1019,hurt,1.65,0,1
1019519,1019,hurt,1.68,0,1
1019520,1019,hurt,1.71,0,1
1019521,1019,hurt,2.14,0,1
1019522,1019,hurt,2.18,0,1
1019523,1019,hurt,2.22,0,1
1019524,1019,hurt,2.26,0,1
1019525,1019,hurt,2.3,0,1
1019526,1019,hurt,1.58,0,1
1019527,1019,hurt,1.61,0,1
1019528,1019,hurt,1.64,0,1
1019529,1019,hurt,1.67,0,1
1019530,1019,hurt,1.7,0,1
1019531,1019,hurt,1.62,0,1
1019532,1019,hurt,1.65,0,1
1019533,1019,hurt,1.68,0,1
1019534,1019,hurt,1.71,0,1
1019535,1019,hurt,1.74,0,1
1019536,1019,hurt,1.59,0,1
1019537,1019,hurt,1.62,0,1
1019538,1019,hurt,1.65,0,1
1019539,1019,hurt,1.68,0,1
1019540,1019,hurt,1.71,0,1
1019541,1019,hurt,1.07,0,1
1019542,1019,hurt,1.09,0,1
1019543,1019,hurt,1.11,0,1
1019544,1019,hurt,1.13,0,1
1019545,1019,hurt,1.15,0,1
1019546,1019,hurt,1.53,0,1
1019547,1019,hurt,1.56,0,1
1019548,1019,hurt,1.59,0,1
1019549,1019,hurt,1.62,0,1
1019550,1019,hurt,1.65,0,1
1019551,1019,hurt,4.08,0,1
1019552,1019,hurt,4.16,0,1
1019553,1019,hurt,4.24,0,1
1019554,1019,hurt,4.32,0,1
1019555,1019,hurt,4.4,0,1
1019556,1019,hurt,1.27,0,1
1019557,1019,hurt,1.29,0,1
1019558,1019,hurt,1.31,0,1
1019559,1019,hurt,1.33,0,1
1019560,1019,hurt,1.35,0,1
1019561,1019,hurt,1.49,0,1
1019562,1019,hurt,1.52,0,1
1019563,1019,hurt,1.55,0,1
1019564,1019,hurt,1.58,0,1
1019565,1019,hurt,1.61,0,1
1019566,1019,hurt,1.65,0,1
1019567,1019,hurt,1.68,0,1
1019568,1019,hurt,1.71,0,1
1019569,1019,hurt,1.74,0,1
1019570,1019,hurt,1.77,0,1
1019571,1019,hurt,0.96,1,1
1019572,1019,hurt,0.97,1,1
1019573,1019,hurt,0.98,1,1
1019574,1019,hurt,0.99,1,1
1019575,1019,hurt,1,1,1
1019576,1019,hurt,1.93,0,1
1019577,1019,hurt,1.96,0,1
1019578,1019,hurt,1.99,0,1
1019579,1019,hurt,2.02,0,1
1019580,1019,hurt,2.05,0,1
1019581,1019,hurt,1.52,0,1
1019582,1019,hurt,1.54,0,1
1019583,1019,hurt,1.56,0,1
1019584,1019,hurt,1.58,0,1
1019585,1019,hurt,1.6,0,1
1019586,1019,hurt,1.85,0,1
1019587,1019,hurt,1.88,0,1
1019588,1019,hurt,1.91,0,1
1019589,1019,hurt,1.94,0,1
1019590,1019,hurt,1.97,0,1
1019591,1019,hurt,1.325,1,1
1019592,1019,hurt,1.35,1,1
1019593,1019,hurt,1.375,1,1
1019594,1019,hurt,1.4,1,1
1019595,1019,hurt,1.43,1,1
1019596,1019,hurt,1.82,0,1
1019597,1019,hurt,1.28,0,1
1019598,1019,hurt,1.31,0,1
1019599,1019,hurt,1.34,0,1
1019600,1019,hurt,1.37,0,1
1019601,1019,hurt,1.4,0,1
1019602,1019,hurt,1.88,0,1
1019603,1019,hurt,1.91,0,1
1019604,1019,hurt,1.94,0,1
1019605,1019,hurt,1.97,0,1
1019606,1019,hurt,2,0,1
1019607,1019,hurt,1.51,0,1
1019608,1019,hurt,1.54,0,1
1019609,1019,hurt,1.57,0,1
1019610,1019,hurt,1.6,0,1
1019611,1019,hurt,1.63,0,1
1019612,1019,hurt,1,0,1
1019613,1019,hurt,1.5,0,1
1019614,1019,hurt,2.2,0,1
1019615,1019,hurt,4.2,0,1
1019616,1019,hurt,2.65,0,1
1019617,1019,hurt,2.7,0,1
1019618,1019,hurt,2.75,0,1
1019619,1019,hurt,2.8,0,1
1019620,1019,hurt,2.85,0,1
1019621,1019,hurt,1.83,0,1
1019622,1019,hurt,1.86,0,1
1019623,1019,hurt,1.89,0,1
1019624,1019,hurt,1.92,0,1
1019625,1019,hurt,1.95,0,1
1019626,1019,hurt,1.325,0,1
1019627,1019,hurt,1.35,0,1
1019628,1019,hurt,1.375,0,1
1019629,1019,hurt,1.4,0,1
1019630,1019,hurt,1.43,0,1
1019631,1019,hurt,2.18,0,1
1019632,1019,hurt,2.22,0,1
1019633,1019,hurt,2.26,0,1
1019634,1019,hurt,2.3,0,1
1019635,1019,hurt,2.34,0,1
1019636,1019,hurt,2.24,0,1
1019637,1019,hurt,2.28,0,1
1019638,1019,hurt,2.32,0,1
1019639,1019,hurt,2.36,0,1
1019640,1019,hurt,2.4,0,1
1019641,1019,hurt,1.22,0,1
1019642,1019,hurt,1.24,0,1
1019643,1019,hurt,1.26,0,1
1019644,1019,hurt,1.28,0,1
1019645,1019,hurt,1.3,0,1
1019646,1019,hurt,1.18,0,1
1019647,1019,hurt,1.2,0,1
1019648,1019,hurt,1.22,0,1
1019649,1019,hurt,1.24,0,1
1019650,1019,hurt,1.26,0,1
1019651,1019,hurt,1.02,0,1
1019652,1019,hurt,1.04,0,1
1019653,1019,hurt,1.06,0,1
1019654,1019,hurt,1.08,0,1
1019655,1019,hurt,1.1,0,1
1019656,1019,hurt,1.51,0,1
1019657,1019,hurt,1.54,0,1
1019658,1019,hurt,1.57,0,1
1019659,1019,hurt,1.6,0,1
1019660,1019,hurt,1.63,0,1
1019661,1019,hurt,1.39,0,1
1019662,1019,hurt,1.42,0,1
1019663,1019,hurt,1.45,0,1
1019664,1019,hurt,1.48,0,1
1019665,1019,hurt,1.51,0,1
1019666,1019,hurt,3.26,0,1
1019667,1019,hurt,3.32,0,1
1019668,1019,hurt,3.38,0,1
1019669,1019,hurt,3.44,0,1
1019670,1019,hurt,3.5,0,1
1019671,1019,hurt,1.345,0,1
1019672,1019,hurt,1.37,0,1
1019673,1019,hurt,1.395,0,1
1019674,1019,hurt,1.42,0,1
1019675,1019,hurt,1.45,0,1
1019676,1019,hurt,0.735,0,1
1019677,1019,hurt,0.75,0,1
1019678,1019,hurt,0.765,0,1
1019679,1019,hurt,0.78,0,1
1019680,1019,hurt,0.795,0,1
1019681,1019,hurt,2.14,0,1
1019682,1019,hurt,2.18,0,1
1019683,1019,hurt,2.22,0,1
1019684,1019,hurt,2.26,0,1
1019685,1019,hurt,2.3,0,1
1019686,1019,hurt,1.22,0,1
1019687,1019,hurt,1.24,0,1
1019688,1019,hurt,1.26,0,1
1019689,1019,hurt,1.28,0,1
1019690,1019,hurt,1.3,0,1
1019691,1019,hurt,1.19,0,1
1019692,1019,hurt,1.21,0,1
1019693,1019,hurt,1.23,0,1
1019694,1019,hurt,1.25,0,1
1019695,1019,hurt,1.27,0,1
1019696,1019,hurt,1.06,0,1
1019697,1019,hurt,1.07,0,1
1019698,1019,hurt,1.08,0,1
1019699,1019,hurt,1.09,0,1
1019700,1019,hurt,1.1,0,1
1019701,1019,hurt,1,0,1
1019702,1019,hurt,1,0,1
1019703,1019,hurt,1.5,0,1
1019704,1019,hurt,2,0,1
1019705,1019,hurt,0.8,0,1
1019706,1019,hurt,1,0,1
1019707,1019,hurt,1.5,0,1
1019708,1019,hurt,4.28,0,1
1019709,1019,hurt,4.36,0,1
1019710,1019,hurt,4.44,0,1
1019711,1019,hurt,4.52,0,1
1019712,1019,hurt,4.6,0,1
1019713,1019,hurt,2.04,0,1
1019714,1019,hurt,2.08,0,1
1019715,1019,hurt,2.12,0,1
1019716,1019,hurt,2.16,0,1
1019717,1019,hurt,2.2,0,1
1019718,1019,hurt,1.53,0,1
1019719,1019,hurt,1.56,0,1
1019720,1019,hurt,1.59,0,1
1019721,1019,hurt,1.62,0,1
1019722,1019,hurt,1.65,0,1
1019723,1019,hurt,1,0,1
1019724,1019,hurt,1,0,1
1019725,1019,hurt,2,0,1
1019726,1019,hurt,4,0,1
1019727,1019,hurt,1,0,1
1019728,1019,hurt,1.5,0,1
1019729,1019,hurt,2.5,0,1
1019730,1019,hurt,4.08,0,1
1019731,1019,hurt,4.16,0,1
1019732,1019,hurt,4.24,0,1
1019733,1019,hurt,4.32,0,1
1019734,1019,hurt,4.4,0,1
1019735,1019,hurt,2.55,0,1
1019736,1019,hurt,2.6,0,1
1019737,1019,hurt,2.65,0,1
1019738,1019,hurt,2.7,0,1
1019739,1019,hurt,2.75,0,1
1019740,1019,hurt,1,0,1
1019741,1019,hurt,1,0,1
1019742,1019,hurt,1.5,0,1
1019743,1019,hurt,2.5,0,1
1019744,1019,hurt,4,0,1
1019745,1019,hurt,1.2,0,1
1019746,1019,hurt,1.5,0,1
1019747,1019,hurt,2.5,0,1
1019748,1019,hurt,1,0,1
1019749,1019,hurt,1.5,0,1
1019750,1019,hurt,3,0,1
1019751,1019,hurt,4.08,0,1
1019752,1019,hurt,4.16,0,1
1019753,1019,hurt,4.24,0,1
1019754,1019,hurt,4.32,0,1
1019755,1019,hurt,4.4,0,1
1019756,1019,hurt,2.55,0,1
1019757,1019,hurt,2.6,0,1
1019758,1019,hurt,2.65,0,1
1019759,1019,hurt,2.7,0,1
1019760,1019,hurt,2.75,0,1
1019761,1019,hurt,3.06,0,1
1019762,1019,hurt,3.12,0,1
1019763,1019,hurt,3.18,0,1
1019764,1019,hurt,3.24,0,1
1019765,1019,hurt,3.3,0,1
1019766,1019,hurt,1,0,1
1019767,1019,hurt,1.6,0,1
1019768,1019,hurt,2.2,0,1
1019769,1019,hurt,3,0,1
1019770,1019,hurt,3.06,0,1
1019771,1019,hurt,3.12,0,1
1019772,1019,hurt,3.18,0,1
1019773,1019,hurt,3.24,0,1
1019774,1019,hurt,3.3,0,1
1019775,1019,hurt,1.02,0,1
1019776,1019,hurt,1.04,0,1
1019777,1019,hurt,1.06,0,1
1019778,1019,hurt,1.08,0,1
1019779,1019,hurt,1.1,0,1
1019780,1019,hurt,1.8,0,1
1019781,1019,hurt,2.4,0,1
1019782,1019,hurt,4,0,1
1019783,1019,hurt,1.2,0,1
1019784,1019,hurt,1.5,0,1
1019785,1019,hurt,2.2,0,1
1019786,1019,hurt,4,0,1
1019787,1019,hurt,8,0,1
1019788,1019,hurt,16,0,1
1019789,1019,hurt,1,0,1
1019790,1019,hurt,2,0,1
1019791,1019,hurt,3,0,1
1019792,1019,hurt,4.08,0,1
1019793,1019,hurt,4.16,0,1
1019794,1019,hurt,4.24,0,1
1019795,1019,hurt,4.32,0,1
1019796,1019,hurt,4.4,0,1
1019797,1019,hurt,2.24,0,1
1019798,1019,hurt,2.28,0,1
1019799,1019,hurt,2.32,0,1
1019800,1019,hurt,2.36,0,1
1019801,1019,hurt,2.4,0,1
1019802,1019,hurt,16.32,0,1
1019803,1019,hurt,16.64,0,1
1019804,1019,hurt,16.96,0,1
1019805,1019,hurt,17.28,0,1
1019806,1019,hurt,17.6,0,1
1019807,1019,hurt,3.06,0,1
1019808,1019,hurt,3.12,0,1
1019809,1019,hurt,3.18,0,1
1019810,1019,hurt,3.24,0,1
1019811,1019,hurt,3.3,0,1
1021001,1021,heal,3.4,0,0.3
1021002,1021,heal,0.4,0,0.5
1021003,1021,heal,0.5,0,0.5
1021004,1021,heal,0.55,0,0.5
1021005,1021,heal,0.9,0,0.5
1021006,1021,heal,1.1,0,0.5
1021007,1021,heal,1.5,0,0.5
1021008,1021,heal,0.25,0,0.8
1021009,1021,heal,0.1,0,1
1021010,1021,heal,0.2,0,1
1021011,1021,heal,0.24,0,1
1021012,1021,heal,0.25,0,1
1021013,1021,heal,0.3,0,1
1021014,1021,heal,0.35,0,1
1021015,1021,heal,0.36,0,1
1021016,1021,heal,0.375,0,1
1021017,1021,heal,0.4,0,1
1021018,1021,heal,0.44,0,1
1021019,1021,heal,0.45,0,1
1021020,1021,heal,0.5,0,1
1021021,1021,heal,0.52,0,1
1021022,1021,heal,0.55,0,1
1021023,1021,heal,0.56,0,1
1021024,1021,heal,0.6,0,1
1021025,1021,heal,0.615,0,1
1021026,1021,heal,0.7,0,1
1021027,1021,heal,0.75,0,1
1021028,1021,heal,0.8,0,1
1021029,1021,heal,0.9,0,1
1021030,1021,heal,0.95,0,1
1021031,1021,heal,0.965,0,1
1021032,1021,heal,5.6,0,1
1021033,1021,heal,6,0,1
1021034,1021,heal,1,0,1
1021035,1021,heal,1.12,0,1
1021036,1021,heal,1.15,0,1
1021037,1021,heal,1.2,0,1
1021038,1021,heal,1.35,0,1
1021039,1021,heal,1.4,0,1
1021040,1021,heal,1.5,0,1
1021041,1021,heal,1.6,0,1
1021042,1021,heal,1.7,0,1
1021043,1021,heal,1.8,0,1
1021044,1021,heal,1.85,0,1
1021045,1021,heal,2,0,1
1021046,1021,heal,2.4,0,1
1021047,1021,heal,2.5,0,1
1021048,1021,heal,2.8,0,1
1021049,1021,heal,3.6,0,1
1021050,1021,heal,4,0,1
1021051,1021,heal,4.2,0,1
1021052,1021,heal,1,0,4
1021053,1021,heal,2,0,0.3
1021054,1021,heal,2.4,0,0.4
1021055,1021,heal,2.8,0,0.5
1021056,1021,heal,1.05,0,1
1021057,1021,heal,2.65,0,1
1021058,1021,heal,1.95,0,1
1021059,1021,heal,10,0,1
1021060,1021,heal,1.25,0,1
1021061,1021,heal,0.3,0,1
1021062,1021,heal,1,0,1
1021063,1021,heal,1.25,0,1
1021064,1021,heal,1.5,0,1
1021065,1021,heal,2.85,0,1
1021066,1021,heal,2.9,0,1
1021067,1021,heal,2.95,0,1
1021068,1021,heal,3,0,1
1021069,1021,heal,3.05,0,1
1021070,1021,heal,1.25,0,1
1021071,1021,heal,1.28,0,1
1021072,1021,heal,1.28,0,1
1021073,1021,heal,1.33,0,1
1021074,1021,heal,1.35,0,1
1021075,1021,heal,2.86,0,1
1021076,1021,heal,2.92,0,1
1021077,1021,heal,2.96,0,1
1021078,1021,heal,3.02,0,1
