id,type,random_battle,award_weight,dropbox_id,drug,trader,map_source,map_scale,map_position
387,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
388,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
389,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
390,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
391,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
392,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
393,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
394,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
395,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
396,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
397,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
398,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
399,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
400,4,26,700|200|100,300007,1,1,battle_map_32_1,1.9,0|570
401,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
402,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
403,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
404,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
405,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
406,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
407,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
408,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
409,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
410,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
411,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
412,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
413,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
414,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
415,5,27,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
416,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
417,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
418,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
419,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
420,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
421,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
422,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
423,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
424,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
425,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
426,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
427,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
428,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
429,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
430,5,28,700|200|100,300008,1,1,battle_map_39_1,1.6,0|400
431,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
432,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
433,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
434,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
435,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
436,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
437,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
438,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
439,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
440,5,29,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
441,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
442,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
443,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
444,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
445,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
446,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
447,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
448,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
449,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
450,5,30,700|200|100,300008,1,1,battle_map_bailushamo,1.3,0|230
451,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
452,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
453,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
454,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
455,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
456,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
457,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
458,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
459,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
460,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
461,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
462,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
463,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
464,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
465,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
466,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
467,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
468,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
469,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
470,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
471,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
472,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
473,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
474,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
475,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
476,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
477,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
478,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
479,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
480,5,31,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
481,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
482,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
483,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
484,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
485,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
486,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
487,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
488,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
489,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
490,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
491,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
492,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
493,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
494,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
495,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
496,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
497,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
498,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
499,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
500,5,32,700|200|100,300008,1,1,battle_map_cave_dark,1.6,0|500
501,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
502,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
503,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
504,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
505,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
506,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
507,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
508,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
509,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
510,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
511,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
512,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
513,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
514,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
515,6,33,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
516,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
517,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
518,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
519,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
520,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
521,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
522,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
523,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
524,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
525,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
526,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
527,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
528,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
529,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
530,6,34,700|200|100,300009,1,1,battle_map_41_1,1.2,0|220
531,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
532,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
533,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
534,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
535,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
536,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
537,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
538,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
539,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
540,6,35,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
541,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
542,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
543,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
544,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
545,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
546,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
547,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
548,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
549,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
550,6,36,700|200|100,300009,1,1,battle_map_42_1,1.3,0|270
551,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
552,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
553,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
554,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
555,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
556,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
557,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
558,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
559,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
560,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
561,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
562,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
563,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
564,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
565,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
566,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
567,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
568,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
569,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
570,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
571,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
572,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
573,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
574,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
575,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
576,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
577,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
578,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
579,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
580,6,37,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
581,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
582,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
583,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
584,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
585,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
586,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
587,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
588,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
589,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
590,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
591,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
592,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
593,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
594,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
595,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
596,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
597,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
598,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
599,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
600,6,38,700|200|100,300009,1,1,battle_map_53_1,1.3,0|250
