id,name,lv,show_id,server,avatar_id,partner_ids,power,score
331,Evans,122,1019120431,361,930206,74001|73001|71007|75007|75008|75006,212110,100
332,Yablich,137,1019120432,133,930160,75002|72015|74006|74016|75006|72003,202813,100
333,Yagu,101,1019120433,129,930171,73015|72014|72004|72001|70601|74003,201127,100
334,Yamolu,133,1019120434,228,930120,76008|76004|71014|76002|70501|71011,207902,100
335,Youner,103,1019120435,219,930150,74011|74004|70103|71004|73015|72005,197213,100
336,Ruernaer,111,1019120436,180,930155,74011|71002|75002|75002|72014|72016,212721,100
337,Camino,136,1019120437,105,930188,76001|73010|70102|76002|70403|71005,196008,100
338,Kenderyn,134,1019120438,150,930117,74015|74004|74012|70204|70102|70302,187532,100
339,Cannes,113,1019120439,168,930086,74016|75004|73009|70301|70102|74011,200673,100
340,Kallan,111,1019120440,267,930178,76008|74007|76005|75004|75006|74011,188558,100
341,Kerby,134,1019120441,311,930161,70203|71013|70303|74013|73012|76004,200741,100
342,Kerdall,130,1019120442,388,930147,71012|73003|75010|73011|76006|73013,184473,100
343,Quellas,102,1019120443,308,930190,70402|75008|75003|71014|70303|72006,215987,100
344,Kevert,128,1019120444,139,930194,71010|72016|73008|75005|70401|74008,210115,100
345,Kelldan,101,1019120445,213,930177,74010|74010|75008|73012|70102|70601,190358,100
346,Kraig,121,1019120446,316,930129,74015|73015|75010|71012|70301|73002,206311,100
347,Kloof,102,1019120447,159,930209,75004|72008|73004|74006|75008|75008,206806,100
348,Kraden,111,1019120448,329,930205,73015|74008|74006|74010|74008|76004,185945,100
349,Krayley,100,1019120449,167,930102,76008|72007|72006|71002|70601|72005,211585,100
350,Connor,147,1019120450,325,930114,74014|70203|74016|72001|73002|71008,215839,100
351,Kwan,135,1019120451,231,930182,73003|75003|71005|71004|73012|70302,204014,100
352,Crabble,125,1019120452,122,930173,74002|71008|70102|74002|72002|72009,214714,100
353,Lakto,137,1019120453,225,930201,74015|71014|76001|70401|71001|73008,199000,100
354,Ramses,135,1019120454,346,930126,75005|70301|71006|70403|76008|70203,191323,100
355,Rand,146,1019120455,371,930101,74004|72010|75006|74008|74002|74011,181443,100
356,Libret,115,1019120456,201,930153,74005|74016|74013|75002|73003|75008,189651,100
357,Rosanne,131,1019120457,301,930189,70204|70201|75010|75002|73004|74010,199327,100
358,Lumusite,108,1019120458,214,930146,71010|75008|72013|76001|72004|72014,202406,100
359,Mcaughhey,101,1019120459,253,930178,75008|71008|76002|72012|71006|74005,185673,100
360,Maxwell,108,1019120460,108,930116,74008|71007|76002|70203|71010|71007,219728,100
361,Malban,105,1019120461,164,930156,74008|71015|72012|75005|72005|74012,201464,100
362,Marist,100,1019120462,395,930102,72013|74007|70303|74008|72012|70403,205933,100
363,Marshaws,126,1019120463,370,930172,74004|76001|76007|74006|73003|76001,195036,100
364,Marum,132,1019120464,200,930184,76007|75008|74005|70103|71006|74012,184679,100
365,Macabra,144,1019120465,309,930177,75008|71006|73009|74002|75005|72013,195958,100
366,Memollid,141,1019120466,387,930143,75006|70203|71007|73005|75009|71007,186494,100
367,Motomo,150,1019120467,354,930159,74013|75010|74016|71010|76005|73013,218639,100
368,Montreal,106,1019120468,241,930122,71001|74014|72015|73011|71011|72003,208495,100
369,Nakhan,150,1019120469,350,930195,74008|71003|74004|74014|76007|70402,213032,100
370,Nomumu,140,1019120470,250,930206,73009|73001|74010|74007|70301|72011,217377,100
371,Akrobe,138,1019120471,299,930103,70101|70401|72011|72003|75004|74009,181534,100
372,Awrust,147,1019120472,212,930167,70303|75006|70203|74016|73013|74014,210929,100
373,Parnell,105,1019120473,376,930122,71006|73014|71002|72015|71003|73010,214472,100
374,Panumu,137,1019120474,357,930103,71013|72001|74010|74012|74015|73006,203928,100
375,Pandemonium,101,1019120475,101,930188,70301|73010|71009|71003|71005|71007,204983,100
376,Pandrice,105,1019120476,367,930167,73004|75002|73006|75004|70101|70204,184270,100
377,Peppian,143,1019120477,339,930135,74012|71013|74015|74003|73009|76006,194339,100
378,Pielke,138,1019120478,246,930116,74010|70501|70401|71001|76007|74010,201818,100
379,Pruy,104,1019120479,178,930135,72009|73011|73014|71006|74007|76008,186249,100
380,Broming,111,1019120480,198,930176,71008|70303|75006|74016|71008|70401,196897,100
381,Bloom,119,1019120481,379,930088,73004|74016|71008|73010|73005|73015,209675,100
382,Proville,103,1019120482,232,930090,73013|73003|75007|76007|76008|70103,194960,100
383,Bowy,122,1019120483,229,930155,73007|70403|71008|72003|73002|76007,215540,100
384,Presley,136,1019120484,193,930145,70204|72008|73010|76004|70103|72015,182836,100
385,Prowell,147,1019120485,354,930195,74011|70401|73014|73013|76006|72007,196473,100
386,Raphnyr,113,1019120486,313,930079,73012|71004|74008|72005|74014|70601,188489,100
387,Larden,128,1019120487,162,930176,72011|72007|75005|72016|70303|70204,210119,100
388,Lastgan,130,1019120488,214,930128,76003|72003|74010|71012|71015|72002,212667,100
389,Lazear,113,1019120489,271,930173,76006|75003|73009|74001|71007|75002,197112,100
390,Laineinzar,144,1019120490,179,930171,73011|71008|71011|72001|74009|75010,196325,100
391,Lagmo,144,1019120491,384,930163,70203|72016|74015|71015|74006|72011,211415,100
392,Rizul,110,1019120492,256,930134,75010|71015|70301|72016|74014|73004,193217,100
393,Lukspeen,126,1019120493,149,930178,73004|71015|70402|71011|73008|70103,212284,100
394,Sobral,146,1019120494,116,930200,70501|74012|71013|71006|70201|72014,189291,100
395,Sazue,133,1019120495,131,930101,71014|72010|75006|70601|72003|72014,214295,100
396,Sagmo,139,1019120496,221,930118,76005|74002|73015|75002|73011|72011,212922,100
397,Zayerch,122,1019120497,295,930204,73008|76006|70501|71009|71013|76006,200237,100
398,Skathor,146,1019120498,106,930146,72015|76007|72007|71005|73007|73007,211913,100
399,Strumm,152,1019120499,314,930188,74015|73011|73008|70204|76008|74014,214556,100
400,Scar,149,1019120500,298,930156,70103|74006|70301|72003|73013|71006,184960,100
401,Sclautz,162,1019120501,260,930147,84004|73002|74003|70303|72013|71003,285602,200
402,Schwitz,171,1019120502,164,930166,82014|72004|74011|70103|76008|72008,311848,200
403,Thundra,145,1019120503,315,930165,85004|72001|74001|70301|74003|72002,287865,200
404,Telikhan,165,1019120504,136,930174,85002|72011|71009|75009|76008|72010,293304,200
405,Diphmo,174,1019120505,176,930140,81013|72010|71012|73013|74015|75002,286609,200
406,Traman,140,1019120506,384,930127,81012|73003|71015|70301|71003|71013,282327,200
407,Trandyr,142,1019120507,176,930094,83013|74010|73013|76007|76002|74004,298499,200
408,Travis,178,1019120508,123,930200,83007|76005|70303|73015|70103|76005,281284,200
409,Werbon,176,1019120509,304,930117,84013|76008|74014|73008|76001|73012,311128,200
410,Wendel,170,1019120510,398,930117,86002|71006|75008|72015|72012|73005,305916,200
411,Weraday,152,1019120511,322,930110,85009|73014|70201|72014|73009|71007,305570,200
412,Waylum,176,1019120512,132,930095,85002|74013|73011|75003|73002|76003,282625,200
413,Waylan,173,1019120513,109,930133,85007|74014|72011|71002|70301|73012,285612,200
414,Wanbleigh,172,1019120514,264,930111,81013|74003|74015|72016|73009|72001,307493,200
415,Hekikoe,152,1019120515,238,930162,81008|72014|75003|76008|72010|75010,297412,200
416,Walter,142,1019120516,230,930085,82006|74002|74011|71005|73013|71014,282465,200
417,Zellkos,179,1019120517,218,930208,85004|76001|72009|72010|70101|73005,285381,200
418,Kyat,157,1019120518,296,930103,84005|74010|76003|72008|74008|70204,306134,200
419,Zoraya,170,1019120519,386,930191,85007|71010|70203|72011|73003|73004,299251,200
420,Vilma,171,1019120520,195,930188,81006|71004|74012|73005|70501|72013,290239,200
421,Max,148,1019120521,256,930191,81009|72008|73011|72007|71009|74008,299041,200
422,Deane,171,1019120522,205,930149,81004|71008|70403|72014|74011|70403,309873,200
423,Irvin,176,1019120523,120,930153,86004|74005|71009|71014|75002|74006,319987,200
424,Izola,175,1019120524,311,930198,84003|76001|70203|73007|71003|76004,283522,200
425,Piedad,163,1019120525,133,930080,82008|75003|70201|71010|72004|74004,293915,200
426,Nydia,151,1019120526,310,930097,83007|71003|75005|71004|74011|73014,298079,200
427,Benito,147,1019120527,165,930153,84012|75006|71002|73003|71007|70501,292429,200
428,Leif,161,1019120528,305,930091,81010|70303|70101|71013|72011|73008,294534,200
429,Maya,179,1019120529,139,930101,83008|74006|74004|76001|70401|74013,284459,200
430,Lachelle,170,1019120530,224,930173,84003|70301|71014|70401|74002|72004,298060,200
431,Nicky,180,1019120531,272,930080,85009|74009|76006|73003|73012|72003,303345,200
432,Lelia,178,1019120532,265,930167,84007|71005|73005|72010|73015|76006,309286,200
433,Christene,168,1019120533,319,930105,82012|74015|71005|76008|71006|76005,302093,200
434,Stephen,166,1019120534,172,930206,83008|73010|74006|71005|73011|70301,290177,200
435,Arlean,175,1019120535,320,930097,83010|72008|75008|71013|70102|72012,285464,200
436,Keeley,149,1019120536,324,930082,84014|74003|75006|70201|73004|70101,315477,200
437,Maritza,143,1019120537,348,930171,82006|75007|72011|76005|70101|73002,305107,200
438,Delena,155,1019120538,319,930155,86001|73003|74013|75003|73006|75002,284130,200
439,Maile,158,1019120539,124,930146,82002|76008|73004|76007|72003|74014,313850,200
440,Shelia,161,1019120540,352,930130,81014|72011|76004|72012|72002|74010,288911,200
441,Verlie,149,1019120541,227,930145,83007|71009|70403|71009|73005|74010,287054,200
442,Alexa,140,1019120542,125,930088,83011|72010|74003|72012|73005|72009,284864,200
443,Kati,153,1019120543,353,930154,83005|71013|70402|71014|70101|70402,288664,200
444,Willa,179,1019120544,114,930193,81002|70601|71011|70101|72007|73014,296961,200
445,Alton,172,1019120545,231,930120,83013|73008|72009|70401|70402|73011,308952,200
446,Evonne,149,1019120546,243,930081,81002|75003|74011|71003|73011|74012,286781,200
447,Rupert,150,1019120547,140,930177,81011|74015|73006|72013|73007|73012,287703,200
448,Genny,156,1019120548,249,930099,83010|75004|72008|71002|75009|71009,318437,200
449,Sherise,168,1019120549,268,930192,85009|73015|72014|70601|76003|70403,319213,200
450,Tran,140,1019120550,214,930140,85003|73004|72006|71010|70301|76002,284414,200
451,Nick,154,1019120551,293,930183,83012|76005|76007|74004|73003|73002,282948,200
452,Paz,145,1019120552,237,930192,81014|70302|75002|75006|75003|73001,287328,200
453,Emerson,141,1019120553,189,930078,82010|72014|72007|72004|75006|74015,297951,200
454,Barb,144,1019120554,181,930081,81002|75007|76003|72004|73006|73005,289559,200
455,Shaunta,153,1019120555,396,930211,83010|73009|70203|71015|73002|74011,303094,200
456,Crissy,141,1019120556,161,930179,83003|72006|72016|72002|73010|74008,308919,200
457,Ariel,141,1019120557,193,930182,82007|72004|71006|73009|75007|72001,295391,200
458,Nita,149,1019120558,152,930191,82015|75009|70204|72010|72007|71013,291422,200
459,George,144,1019120559,248,930123,84005|74011|73007|74001|73002|70601,307467,200
460,Tarah,152,1019120560,391,930164,84010|70102|71004|73013|71006|76001,285633,200
461,Jonelle,174,1019120561,364,930193,84014|71010|71012|74016|72004|71014,318674,200
462,Gene,177,1019120562,146,930099,86001|74008|74016|70203|74004|74003,309508,200
463,Lauren,156,1019120563,276,930191,84005|73013|71014|72009|71013|76007,315277,200
464,Breanna,164,1019120564,321,930165,83014|71009|72004|73014|74008|76004,283960,200
465,Mathew,148,1019120565,165,930184,82005|70102|72016|74002|73006|71011,288789,200
466,Tessa,147,1019120566,234,930184,86007|72005|75010|74002|70403|70303,293432,200
467,Etsuko,146,1019120567,138,930080,86006|71003|74016|73005|72001|72004,292460,200
468,Malinda,152,1019120568,390,930116,83006|71007|73003|74010|75005|74012,290788,200
469,Shenna,162,1019120569,191,930082,86002|74008|75003|70303|70201|74002,293965,200
470,Ramiro,176,1019120570,342,930147,86006|74015|73015|74008|73010|74001,294945,200
471,Delilah,143,1019120571,399,930181,83002|70201|72008|74007|73013|74007,301026,200
472,Rima,140,1019120572,143,930125,84013|75009|70204|71012|72014|75007,281004,200
473,Aldo,160,1019120573,117,930164,84012|72008|74014|72004|71011|72011,314558,200
474,Sulema,146,1019120574,140,930164,83015|70301|73004|71004|70403|72013,300938,200
475,Whitney,164,1019120575,360,930209,86002|72009|73012|74003|71006|73001,291940,200
476,Yuri,165,1019120576,273,930107,83012|73011|70101|75005|70201|70301,291287,200
477,Francesca,170,1019120577,110,930102,86002|74003|75006|72013|76005|70302,315741,200
478,Frida,172,1019120578,352,930083,83006|75002|74008|71009|73005|74013,305255,200
479,Mireille,172,1019120579,260,930112,84005|74013|70403|76007|70403|74002,288789,200
480,Tana,168,1019120580,386,930132,86006|72012|75007|72015|75004|72005,291727,200
481,Jamaal,174,1019120581,310,930187,81014|73005|75006|70203|71002|70201,302999,200
482,Lizbeth,175,1019120582,383,930092,82015|74009|72008|74006|75006|75008,309296,200
483,Ossie,157,1019120583,230,930174,84014|74001|71005|75005|70501|71003,299183,200
484,Maudie,156,1019120584,376,930089,82001|75010|76004|74001|76005|74015,310638,200
485,Tamatha,158,1019120585,243,930085,86007|70203|70203|70103|74001|74013,304964,200
486,Kacey,170,1019120586,171,930206,81010|70403|74010|71007|73007|72001,288574,200
487,Raven,147,1019120587,169,930158,81011|76008|71008|70201|75005|73014,308135,200
488,Alisia,175,1019120588,283,930099,84002|75006|76005|74014|73009|74006,284028,200
489,Steve,162,1019120589,247,930141,82015|76008|75009|74003|72009|71008,284983,200
490,Greg,166,1019120590,126,930150,84012|74005|71011|72007|72016|71013,310677,200
491,Tinisha,155,1019120591,106,930119,81010|71004|74002|74009|75002|71008,300021,200
492,Dominica,142,1019120592,160,930147,83012|72004|70501|74004|71004|72004,310473,200
493,Pok,155,1019120593,265,930091,82016|76002|73001|76005|75003|72001,281789,200
494,Yetta,170,1019120594,371,930095,83013|72014|74009|74004|75006|72002,301614,200
495,Nana,161,1019120595,300,930080,84002|75003|70501|75004|70101|74014,292071,200
496,Sunny,141,1019120596,284,930106,83003|72009|73006|74007|72001|71012,299648,200
497,Codi,172,1019120597,117,930196,84015|71004|76005|70201|71004|74016,281627,200
498,Brendan,156,1019120598,239,930176,82015|75009|73012|76003|70103|71005,302580,200
499,Kyung,160,1019120599,243,930094,83004|73008|74012|76003|76003|74013,308586,200
500,Williams,156,1019120600,289,930108,83014|73003|74016|73014|76002|75005,308770,200
501,Rosamond,152,1019120601,245,930195,84006|74002|72010|73010|72016|75004,316133,200
502,Norma,164,1019120602,332,930198,86003|71012|74014|73014|75010|75004,314262,200
503,Kelsey,177,1019120603,208,930125,82006|70301|73008|74009|72006|70403,294786,200
504,Shelli,160,1019120604,284,930172,85009|72005|76004|73001|75010|74011,289402,200
505,Eldora,142,1019120605,155,930194,84003|76007|72007|75002|74011|71014,307130,200
506,Brook,159,1019120606,114,930119,84014|73013|72015|71011|72015|74012,317013,200
507,Lucienne,146,1019120607,163,930123,86002|71014|70103|75004|70204|74004,283512,200
508,Felecia,168,1019120608,167,930133,82008|71015|76001|75006|72005|70302,283510,200
509,Thao,171,1019120609,193,930156,83009|73006|72004|76001|70402|72012,292545,200
510,Un,154,1019120610,237,930181,81015|70301|72015|74004|76005|72013,282933,200
511,Neal,170,1019120611,149,930187,85002|73010|72016|70301|74010|71014,296366,200
512,Pearlie,178,1019120612,216,930164,82011|70403|70403|76002|74014|70401,310344,200
513,Cortez,155,1019120613,329,930180,84004|74011|71001|76005|75007|70303,294566,200
514,Jeanice,151,1019120614,290,930123,84005|74004|70601|71002|70401|72009,313078,200
515,Wade,175,1019120615,186,930161,86002|70302|72002|76007|74005|70201,301241,200
516,Antony,177,1019120616,302,930181,86002|74012|71014|71007|73009|72002,314667,200
517,Georgiana,153,1019120617,307,930140,83006|74006|75007|71001|72011|74004,309610,200
518,Shawna,174,1019120618,213,930163,84010|70203|73004|73006|76008|71006,300642,200
519,Georgine,179,1019120619,145,930099,81002|75006|76006|70203|71014|70303,298076,200
520,Retha,172,1019120620,174,930194,81009|74006|71014|74013|74014|74006,299260,200
521,Klara,154,1019120621,341,930123,82008|71015|72012|76003|76001|74006,296542,200
522,Herbert,156,1019120622,344,930191,86007|75010|71003|72003|74010|71007,295301,200
523,Nereida,168,1019120623,160,930173,82011|70302|70102|75005|76007|73014,317201,200
524,Jeneva,149,1019120624,233,930145,84008|75003|72006|71001|71001|76008,285749,200
525,Celestine,141,1019120625,236,930131,85005|74010|74011|70201|71004|75002,298245,200
526,Shawnda,148,1019120626,220,930164,82009|73007|75007|73010|72006|74006,317113,200
527,Alia,144,1019120627,115,930183,81006|72013|73006|74016|72008|75004,306404,200
528,Chia,158,1019120628,388,930121,84009|74002|70303|72004|75007|70402,308072,200
529,Franchesca,173,1019120629,110,930191,83006|76004|72001|74002|70303|73001,311724,200
530,Rayford,174,1019120630,201,930175,83006|76002|73014|75004|72003|70204,294014,200
531,Dale,177,1019120631,173,930162,81009|71011|70402|70101|74013|74011,310980,200
532,Genia,147,1019120632,192,930180,85002|75002|71003|71006|73015|74003,295790,200
533,Tijuana,156,1019120633,296,930111,83012|75007|71005|76008|73008|74005,305811,200
534,Akiko,143,1019120634,141,930153,82008|70501|74016|73012|73009|71009,305262,200
535,Sierra,151,1019120635,124,930088,82007|70302|75006|75009|74006|72013,315192,200
536,Mi,170,1019120636,297,930163,84016|74011|74001|75002|73015|73003,283315,200
537,Nila,178,1019120637,371,930097,83010|76005|70101|72009|73008|71005,303678,200
538,Katie,153,1019120638,221,930125,84009|71011|74002|71005|72004|76003,306632,200
539,Kermit,146,1019120639,203,930153,84003|73007|75002|71011|72002|75004,295765,200
540,Justina,164,1019120640,263,930118,83008|72011|70103|70302|70103|71015,293663,200
541,Buster,157,1019120641,293,930180,86001|74004|73006|72012|70501|70204,282940,200
542,Mathilde,146,1019120642,283,930157,83014|71002|70501|73005|70201|72006,294447,200
543,Genevie,165,1019120643,214,930168,83001|72007|71005|73012|71015|71015,311878,200
544,Sharri,168,1019120644,140,930096,82004|72002|71004|74008|73012|74014,318174,200
545,Elroy,154,1019120645,364,930154,81007|74011|71009|71006|70103|71014,312568,200
546,Daron,154,1019120646,340,930102,81012|70302|75008|73010|75010|71008,308702,200
547,Krysten,180,1019120647,134,930119,83005|73005|76003|76001|72007|71010,289914,200
548,Alonzo,145,1019120648,360,930096,82016|75010|70203|73003|74013|74003,281768,200
549,Kiera,144,1019120649,216,930204,85002|73010|70303|74002|72003|72007,283079,200
550,Librada,175,1019120650,371,930158,81003|74005|74008|72006|71004|70402,300739,200
551,Keely,162,1019120651,137,930179,83005|71009|71008|71009|74001|73008,309208,200
552,Shena,173,1019120652,232,930095,85005|73002|70103|72016|74003|72011,304452,200
553,Carlie,161,1019120653,301,930094,83012|72001|71001|72004|72001|73013,314225,200
554,Lisabeth,163,1019120654,227,930164,81003|73015|70301|72010|71007|74004,305771,200
555,Chrissy,150,1019120655,400,930194,86007|71004|74011|70303|71005|74002,311716,200
556,Bo,142,1019120656,156,930127,83001|72012|74007|70301|74012|72010,303754,200
557,Ming,161,1019120657,244,930187,86002|72015|70303|74009|76003|75002,294655,200
558,Allegra,170,1019120658,154,930197,86005|71010|72002|70201|70301|75010,289579,200
559,Millie,159,1019120659,138,930139,82015|75004|74008|75010|73002|72016,301561,200
560,Karena,140,1019120660,284,930080,85008|71004|74011|71007|72012|74013,299221,200
561,Nakesha,173,1019120661,321,930096,81005|71002|70501|72002|72009|73006,299687,200
562,Roger,147,1019120662,197,930097,86005|73005|70303|72005|75010|73015,294275,200
563,Marla,166,1019120663,196,930113,83003|72004|71015|74008|75003|75008,316989,200
564,Ofelia,160,1019120664,152,930089,86003|76001|71001|72014|70201|73014,286628,200
565,Tommy,161,1019120665,333,930205,83001|74002|70201|71008|73005|73010,291106,200
566,Loralee,140,1019120666,297,930190,81012|74002|75008|74012|75003|74011,292062,200
567,Donnie,179,1019120667,172,930083,83013|73003|70203|73002|76002|73001,284172,200
568,Chere,166,1019120668,102,930109,83007|74007|72014|72006|70403|71003,290655,200
569,Hilaria,159,1019120669,325,930145,82012|72008|70403|76007|71012|72004,309467,200
570,Alva,155,1019120670,143,930174,84006|73003|74012|76004|70302|74001,280539,200
571,Candi,158,1019120671,345,930206,81011|71011|75006|73010|72011|74011,294995,200
572,Thea,140,1019120672,202,930166,84003|71003|71001|72013|75004|70204,318252,200
573,Isiah,148,1019120673,312,930156,86007|72015|75005|76007|71004|74009,301208,200
574,Maximina,161,1019120674,293,930127,85005|72011|71010|73001|73005|73005,293282,200
575,Eneida,145,1019120675,363,930152,84004|76002|72002|73010|74016|72010,309471,200
576,Kaycee,172,1019120676,212,930120,82012|74001|76005|71004|76007|76006,280933,200
577,Suzie,159,1019120677,387,930078,83014|71010|76006|73013|75003|74011,293265,200
578,Bea,177,1019120678,232,930173,82015|75010|70302|71010|71009|76005,306405,200
579,Horacio,169,1019120679,294,930127,85002|76007|72005|70402|76005|70103,299118,200
580,In,144,1019120680,239,930143,81009|75008|70303|71015|74007|72004,305908,200
581,Kyong,153,1019120681,311,930197,84016|75004|74010|74004|73015|71006,303436,200
582,Kathlene,179,1019120682,114,930133,81008|75006|72007|76007|73002|71013,297485,200
583,Jerlene,154,1019120683,174,930177,86005|73008|72016|74002|74003|74015,295235,200
584,Raven,172,1019120684,228,930131,86006|75002|74012|71008|72003|73011,298228,200
585,Janiece,167,1019120685,172,930123,82007|72008|70401|70401|73013|71014,307267,200
586,Monique,159,1019120686,388,930110,84003|70301|75007|74015|71009|75002,298685,200
587,Hedwig,170,1019120687,208,930081,84006|74016|74001|70401|71013|70201,293826,200
588,Frederick,168,1019120688,299,930092,83015|74005|73010|73012|73008|73011,309063,200
589,Yvone,170,1019120689,253,930086,82008|74003|70401|74004|70601|70403,296307,200
590,Edwardo,144,1019120690,250,930141,81007|74005|71010|72015|74014|72011,314995,200
591,Ellan,141,1019120691,317,930096,82013|74010|72009|74010|75003|74014,299105,200
592,Gwyn,162,1019120692,360,930120,84005|73008|75002|74014|74001|71005,309486,200
593,Barrett,164,1019120693,244,930167,84005|73014|70203|71014|70301|73009,299779,200
594,Bryce,173,1019120694,392,930149,83011|75003|76002|76001|72008|76001,300677,200
595,Roxy,170,1019120695,264,930204,85009|70102|72003|73014|74011|72015,305774,200
596,Lorie,178,1019120696,135,930112,85007|74001|71012|74002|73012|74014,316654,200
597,Mable,151,1019120697,306,930104,84012|73010|72003|70103|72015|76004,284971,200
598,Linnea,150,1019120698,364,930162,86008|73015|71008|75005|76002|74004,306556,200
599,Lulu,169,1019120699,155,930112,86008|71010|75008|74016|75004|71011,311251,200
600,Roxann,150,1019120700,171,930195,82007|71010|72012|70302|71007|74011,286979,200
601,Garrett,159,1019120701,100,930123,83002|73015|71007|72009|72012|72003,280693,300
602,Tilda,179,1019120702,161,930203,86007|76005|75009|71006|70103|71002,294385,300
603,Otha,166,1019120703,301,930171,83011|70101|73014|72003|70303|71012,302393,300
604,Genaro,169,1019120704,301,930203,81008|70102|72014|72016|75010|74003,311019,300
605,Lavone,178,1019120705,269,930108,81008|72006|70601|71002|73005|72003,281025,300
606,Margarette,142,1019120706,200,930180,83010|75010|73015|73014|72005|73013,317896,300
607,Edythe,168,1019120707,385,930108,83015|76008|72007|73015|73011|74008,297978,300
608,Bryon,150,1019120708,398,930147,83013|73005|74016|73005|73015|72002,284272,300
609,Edith,164,1019120709,231,930164,81001|71004|71004|70601|70201|75003,315682,300
610,Duane,156,1019120710,303,930120,86007|72013|74001|72003|73013|74015,317020,300
611,Darrell,145,1019120711,301,930098,82014|74005|75007|71015|75009|76002,293193,300
612,Julianne,177,1019120712,182,930101,85008|71015|75010|74007|70101|73008,310111,300
613,Jung,175,1019120713,146,930202,83009|74012|75003|71004|72005|70501,280632,300
614,Paulita,168,1019120714,182,930133,86004|76006|76003|73008|74001|73013,310770,300
615,Blondell,167,1019120715,251,930110,84004|73013|72002|74005|74005|70102,308289,300
616,Noriko,154,1019120716,229,930081,85002|73005|73006|72016|76001|71005,315440,300
617,Celinda,161,1019120717,373,930155,82015|74003|72001|70302|71011|74004,280494,300
618,Irish,172,1019120718,179,930164,84001|71007|76003|73002|71012|71001,298132,300
619,Casandra,154,1019120719,352,930173,81011|70102|71011|72004|71010|74016,288924,300
620,Stephen,169,1019120720,153,930139,83012|71003|70401|70402|73012|72016,291805,300
621,Tommie,169,1019120721,400,930109,81014|75002|70501|72008|76007|76003,305834,300
622,Roseline,151,1019120722,326,930160,85005|75004|72003|73007|72008|71005,288468,300
623,Tammi,160,1019120723,143,930172,81013|71008|71002|72005|74004|75002,280698,300
624,Arminda,176,1019120724,249,930179,85005|75009|74009|72009|72002|73011,286654,300
625,Hedwig,160,1019120725,155,930195,84010|71011|75002|75010|71001|71006,289730,300
626,Susan,179,1019120726,104,930095,82015|75004|73012|72013|72016|73002,306742,300
627,Lieselotte,169,1019120727,173,930120,84006|74004|71005|73012|72003|74006,297670,300
628,Klara,161,1019120728,166,930085,86003|71006|71007|76003|75003|73013,289294,300
629,Robert,155,1019120729,398,930135,84002|76005|73010|71011|74001|75006,308223,300
630,Kimberlie,140,1019120730,191,930099,83002|72002|72014|73012|74001|70501,291186,300
631,Enola,143,1019120731,347,930158,86003|72002|72009|70302|73006|72008,314787,300
632,Ruben,158,1019120732,158,930146,82008|74006|70101|70203|75008|70501,307423,300
633,Annette,180,1019120733,260,930089,84009|72013|73014|74010|72011|70303,296024,300
634,Amos,146,1019120734,386,930195,82012|73001|73006|74015|75003|70103,312496,300
635,Jamar,173,1019120735,249,930091,84014|72014|70103|73004|71006|73003,282289,300
636,Tressie,165,1019120736,217,930112,83013|73006|70501|75007|75008|74013,312790,300
637,Kraig,180,1019120737,203,930186,81005|72004|72001|74016|70203|74008,294084,300
638,Colette,140,1019120738,372,930083,86008|76004|72007|74007|71014|73011,306680,300
639,Nicolle,158,1019120739,400,930192,82006|71005|74014|74015|71010|71007,292081,300
640,Dewitt,165,1019120740,358,930120,81010|72013|70402|75007|70601|74013,294654,300
641,Brittani,143,1019120741,286,930192,81009|71010|74011|72016|73007|76006,317923,300
642,Melonie,161,1019120742,318,930189,82016|76006|73007|75005|72008|76004,316209,300
643,Madaline,155,1019120743,103,930133,84016|70402|71010|74015|74014|73006,318866,300
644,Sherrill,171,1019120744,315,930182,84002|71008|75009|72010|70303|70301,315435,300
645,Vi,142,1019120745,391,930123,86004|74016|72010|75009|73002|72002,285434,300
646,Verna,157,1019120746,312,930128,82007|73006|71007|71007|74005|74003,288750,300
647,Jacques,176,1019120747,125,930161,81005|73005|72013|72015|71003|74015,315362,300
648,Dewayne,162,1019120748,198,930165,81005|71010|76006|76001|70501|72002,294100,300
649,Vincent,162,1019120749,293,930177,81011|71014|74001|72007|70103|76006,284357,300
650,January,146,1019120750,369,930107,82014|76001|76002|70201|71004|71004,303592,300
651,Darwin,177,1019120751,315,930117,83008|73012|71003|72003|76004|76006,310153,300
652,Cortez,172,1019120752,386,930179,86003|71012|75006|73015|71001|73011,300745,300
653,Dana,172,1019120753,120,930198,81015|72006|75002|74011|74006|74004,291040,300
654,Karry,155,1019120754,264,930100,81008|70301|70302|71015|72011|76008,297240,300
655,Nobuko,169,1019120755,339,930192,84010|70301|70601|74010|74004|74001,293393,300
656,Christen,165,1019120756,300,930103,85003|73003|72013|75004|71004|73007,290162,300
657,Laure,150,1019120757,398,930160,83002|74007|75006|74011|74007|71005,305011,300
658,Gregory,146,1019120758,400,930185,85009|71001|74015|75010|75008|73015,304612,300
659,Nelson,154,1019120759,220,930196,83013|70201|76005|71010|74004|72011,317047,300
660,Columbus,151,1019120760,333,930140,84002|73003|72014|74009|70401|71003,317302,300
661,Khadijah,162,1019120761,327,930107,84016|71008|76002|70403|70501|74010,315221,300
662,Betsey,165,1019120762,214,930134,84009|75010|74010|73003|70102|74013,312376,300
663,Lovetta,170,1019120763,397,930203,81004|75008|73006|74003|71007|73007,319783,300
