id,name,dropbox_id,weight,item,cost
100495004,-1,100495,3,2064#1,0#0
100495005,-1,100495,3,3064#1,0#0
100495006,-1,100495,3,4064#1,0#0
100495007,-1,100495,10,1052#1,0#0
100495008,-1,100495,10,2052#1,0#0
100495009,-1,100495,10,3052#1,0#0
100495010,-1,100495,10,4052#1,0#0
100495011,-1,100495,1200,14#8#12,0#0
100495012,-1,100495,100,6021#1,0#0
100495013,-1,100495,100,6022#1,0#0
100495014,-1,100495,100,6023#1,0#0
100495015,-1,100495,100,6024#1,0#0
100495016,-1,100495,100,6025#1,0#0
100495017,-1,100495,30,956001#1,0#0
100495018,-1,100495,18,24#1,0#0
100495019,-1,100495,4,25#1,0#0
100495020,-1,100495,1500,26#5#10,0#0
100495021,-1,100495,500,27#1#5,0#0
100495022,-1,100495,800,10#1#5,0#0
100495023,-1,100495,250,1041#1,0#0
100495024,-1,100495,250,2041#1,0#0
100495025,-1,100495,250,3041#1,0#0
100495026,-1,100495,250,4041#1,0#0
100495027,-1,100495,250,28#1,0#0
100496001,-1,100496,4146,0#0,0#0
100496002,-1,100496,12,1064#1,0#0
100496003,-1,100496,40,1052#1,0#0
100496004,-1,100496,1200,14#8#12,0#0
100496005,-1,100496,100,6021#1,0#0
100496006,-1,100496,100,6022#1,0#0
100496007,-1,100496,100,6023#1,0#0
100496008,-1,100496,100,6024#1,0#0
100496009,-1,100496,100,6025#1,0#0
100496010,-1,100496,30,956001#1,0#0
100496011,-1,100496,18,24#1,0#0
100496012,-1,100496,4,25#1,0#0
100496013,-1,100496,1500,26#5#10,0#0
100496014,-1,100496,500,27#1#5,0#0
100496015,-1,100496,800,10#1#5,0#0
100496016,-1,100496,1000,1041#1,0#0
100496017,-1,100496,250,28#1,0#0
100497001,-1,100497,4146,0#0,0#0
100497002,-1,100497,12,2064#1,0#0
100497003,-1,100497,40,2052#1,0#0
100497004,-1,100497,1200,14#8#12,0#0
100497005,-1,100497,100,6021#1,0#0
100497006,-1,100497,100,6022#1,0#0
100497007,-1,100497,100,6023#1,0#0
100497008,-1,100497,100,6024#1,0#0
100497009,-1,100497,100,6025#1,0#0
100497010,-1,100497,30,956001#1,0#0
100497011,-1,100497,18,24#1,0#0
100497012,-1,100497,4,25#1,0#0
100497013,-1,100497,1500,26#5#10,0#0
100497014,-1,100497,500,27#1#5,0#0
100497015,-1,100497,800,10#1#5,0#0
100497016,-1,100497,1000,2041#1,0#0
100497017,-1,100497,250,28#1,0#0
100498001,-1,100498,4146,0#0,0#0
100498002,-1,100498,12,3064#1,0#0
100498003,-1,100498,40,3052#1,0#0
100498004,-1,100498,1200,14#8#12,0#0
100498005,-1,100498,100,6021#1,0#0
100498006,-1,100498,100,6022#1,0#0
100498007,-1,100498,100,6023#1,0#0
100498008,-1,100498,100,6024#1,0#0
100498009,-1,100498,100,6025#1,0#0
100498010,-1,100498,30,956001#1,0#0
100498011,-1,100498,18,24#1,0#0
100498012,-1,100498,4,25#1,0#0
100498013,-1,100498,1500,26#5#10,0#0
100498014,-1,100498,500,27#1#5,0#0
100498015,-1,100498,800,10#1#5,0#0
100498016,-1,100498,1000,3041#1,0#0
100498017,-1,100498,250,28#1,0#0
100499001,-1,100499,4146,0#0,0#0
100499002,-1,100499,12,4064#1,0#0
100499003,-1,100499,40,4052#1,0#0
100499004,-1,100499,1200,14#8#12,0#0
100499005,-1,100499,100,6021#1,0#0
100499006,-1,100499,100,6022#1,0#0
100499007,-1,100499,100,6023#1,0#0
100499008,-1,100499,100,6024#1,0#0
100499009,-1,100499,100,6025#1,0#0
100499010,-1,100499,30,956001#1,0#0
100499011,-1,100499,18,24#1,0#0
100499012,-1,100499,4,25#1,0#0
100499013,-1,100499,1500,26#5#10,0#0
100499014,-1,100499,500,27#1#5,0#0
100499015,-1,100499,800,10#1#5,0#0
100499016,-1,100499,1000,4041#1,0#0
100499017,-1,100499,250,28#1,0#0
100500001,-1,100500,4086,0#0,0#0
100500002,-1,100500,60,940011#1,0#0
100500003,-1,100500,3,1064#1,0#0
100500004,-1,100500,3,2064#1,0#0
100500005,-1,100500,3,3064#1,0#0
100500006,-1,100500,3,4064#1,0#0
100500007,-1,100500,10,1052#1,0#0
100500008,-1,100500,10,2052#1,0#0
100500009,-1,100500,10,3052#1,0#0
100500010,-1,100500,10,4052#1,0#0
100500011,-1,100500,1200,14#8#12,0#0
100500012,-1,100500,100,6021#1,0#0
100500013,-1,100500,100,6022#1,0#0
100500014,-1,100500,100,6023#1,0#0
100500015,-1,100500,100,6024#1,0#0
100500016,-1,100500,100,6025#1,0#0
100500017,-1,100500,30,956001#1,0#0
100500018,-1,100500,18,24#1,0#0
100500019,-1,100500,4,25#1,0#0
100500020,-1,100500,1500,26#5#10,0#0
100500021,-1,100500,500,27#1#5,0#0
100500022,-1,100500,800,10#1#5,0#0
100500023,-1,100500,250,1041#1,0#0
100500024,-1,100500,250,2041#1,0#0
100500025,-1,100500,250,3041#1,0#0
100500026,-1,100500,250,4041#1,0#0
100500027,-1,100500,250,28#1,0#0
100501001,-1,100501,4146,0#0,0#0
100501002,-1,100501,12,1064#1,0#0
100501003,-1,100501,40,1052#1,0#0
100501004,-1,100501,1200,14#8#12,0#0
100501005,-1,100501,100,6021#1,0#0
100501006,-1,100501,100,6022#1,0#0
100501007,-1,100501,100,6023#1,0#0
100501008,-1,100501,100,6024#1,0#0
100501009,-1,100501,100,6025#1,0#0
100501010,-1,100501,30,956001#1,0#0
100501011,-1,100501,18,24#1,0#0
100501012,-1,100501,4,25#1,0#0
100501013,-1,100501,1500,26#5#10,0#0
100501014,-1,100501,500,27#1#5,0#0
100501015,-1,100501,800,10#1#5,0#0
100501016,-1,100501,1000,1041#1,0#0
100501017,-1,100501,250,28#1,0#0
100502001,-1,100502,4146,0#0,0#0
100502002,-1,100502,12,2064#1,0#0
100502003,-1,100502,40,2052#1,0#0
100502004,-1,100502,1200,14#8#12,0#0
100502005,-1,100502,100,6021#1,0#0
100502006,-1,100502,100,6022#1,0#0
100502007,-1,100502,100,6023#1,0#0
100502008,-1,100502,100,6024#1,0#0
100502009,-1,100502,100,6025#1,0#0
100502010,-1,100502,30,956001#1,0#0
100502011,-1,100502,18,24#1,0#0
100502012,-1,100502,4,25#1,0#0
100502013,-1,100502,1500,26#5#10,0#0
100502014,-1,100502,500,27#1#5,0#0
100502015,-1,100502,800,10#1#5,0#0
100502016,-1,100502,1000,2041#1,0#0
100502017,-1,100502,250,28#1,0#0
100503001,-1,100503,4146,0#0,0#0
100503002,-1,100503,12,3064#1,0#0
100503003,-1,100503,40,3052#1,0#0
100503004,-1,100503,1200,14#8#12,0#0
100503005,-1,100503,100,6021#1,0#0
100503006,-1,100503,100,6022#1,0#0
100503007,-1,100503,100,6023#1,0#0
100503008,-1,100503,100,6024#1,0#0
100503009,-1,100503,100,6025#1,0#0
100503010,-1,100503,30,956001#1,0#0
100503011,-1,100503,18,24#1,0#0
100503012,-1,100503,4,25#1,0#0
100503013,-1,100503,1500,26#5#10,0#0
100503014,-1,100503,500,27#1#5,0#0
100503015,-1,100503,800,10#1#5,0#0
100503016,-1,100503,1000,3041#1,0#0
100503017,-1,100503,250,28#1,0#0
100504001,-1,100504,4146,0#0,0#0
100504002,-1,100504,12,4064#1,0#0
100504003,-1,100504,40,4052#1,0#0
100504004,-1,100504,1200,14#8#12,0#0
100504005,-1,100504,100,6021#1,0#0
100504006,-1,100504,100,6022#1,0#0
100504007,-1,100504,100,6023#1,0#0
100504008,-1,100504,100,6024#1,0#0
100504009,-1,100504,100,6025#1,0#0
100504010,-1,100504,30,956001#1,0#0
100504011,-1,100504,18,24#1,0#0
100504012,-1,100504,4,25#1,0#0
100504013,-1,100504,1500,26#5#10,0#0
100504014,-1,100504,500,27#1#5,0#0
100504015,-1,100504,800,10#1#5,0#0
100504016,-1,100504,1000,4041#1,0#0
100504017,-1,100504,250,28#1,0#0
100505001,-1,100505,4086,0#0,0#0
100505002,-1,100505,60,940012#1,0#0
100505003,-1,100505,3,1064#1,0#0
100505004,-1,100505,3,2064#1,0#0
100505005,-1,100505,3,3064#1,0#0
100505006,-1,100505,3,4064#1,0#0
100505007,-1,100505,10,1052#1,0#0
100505008,-1,100505,10,2052#1,0#0
100505009,-1,100505,10,3052#1,0#0
100505010,-1,100505,10,4052#1,0#0
100505011,-1,100505,1200,14#8#12,0#0
100505012,-1,100505,100,6021#1,0#0
100505013,-1,100505,100,6022#1,0#0
100505014,-1,100505,100,6023#1,0#0
100505015,-1,100505,100,6024#1,0#0
100505016,-1,100505,100,6025#1,0#0
100505017,-1,100505,30,956001#1,0#0
100505018,-1,100505,18,24#1,0#0
100505019,-1,100505,4,25#1,0#0
100505020,-1,100505,1500,26#5#10,0#0
100505021,-1,100505,500,27#1#5,0#0
100505022,-1,100505,800,10#1#5,0#0
100505023,-1,100505,250,1041#1,0#0
100505024,-1,100505,250,2041#1,0#0
100505025,-1,100505,250,3041#1,0#0
100505026,-1,100505,250,4041#1,0#0
100505027,-1,100505,250,28#1,0#0
100506001,-1,100506,4146,0#0,0#0
100506002,-1,100506,12,1064#1,0#0
100506003,-1,100506,40,1052#1,0#0
100506004,-1,100506,1200,14#8#12,0#0
100506005,-1,100506,100,6021#1,0#0
100506006,-1,100506,100,6022#1,0#0
100506007,-1,100506,100,6023#1,0#0
100506008,-1,100506,100,6024#1,0#0
100506009,-1,100506,100,6025#1,0#0
100506010,-1,100506,30,956001#1,0#0
100506011,-1,100506,18,24#1,0#0
100506012,-1,100506,4,25#1,0#0
100506013,-1,100506,1500,26#5#10,0#0
100506014,-1,100506,500,27#1#5,0#0
100506015,-1,100506,800,10#1#5,0#0
100506016,-1,100506,1000,1041#1,0#0
100506017,-1,100506,250,28#1,0#0
100507001,-1,100507,4146,0#0,0#0
100507002,-1,100507,12,2064#1,0#0
100507003,-1,100507,40,2052#1,0#0
100507004,-1,100507,1200,14#8#12,0#0
100507005,-1,100507,100,6021#1,0#0
100507006,-1,100507,100,6022#1,0#0
100507007,-1,100507,100,6023#1,0#0
100507008,-1,100507,100,6024#1,0#0
100507009,-1,100507,100,6025#1,0#0
100507010,-1,100507,30,956001#1,0#0
100507011,-1,100507,18,24#1,0#0
100507012,-1,100507,4,25#1,0#0
100507013,-1,100507,1500,26#5#10,0#0
100507014,-1,100507,500,27#1#5,0#0
100507015,-1,100507,800,10#1#5,0#0
100507016,-1,100507,1000,2041#1,0#0
100507017,-1,100507,250,28#1,0#0
100508001,-1,100508,4146,0#0,0#0
100508002,-1,100508,12,3064#1,0#0
100508003,-1,100508,40,3052#1,0#0
100508004,-1,100508,1200,14#8#12,0#0
100508005,-1,100508,100,6021#1,0#0
100508006,-1,100508,100,6022#1,0#0
100508007,-1,100508,100,6023#1,0#0
100508008,-1,100508,100,6024#1,0#0
100508009,-1,100508,100,6025#1,0#0
100508010,-1,100508,30,956001#1,0#0
100508011,-1,100508,18,24#1,0#0
100508012,-1,100508,4,25#1,0#0
100508013,-1,100508,1500,26#5#10,0#0
100508014,-1,100508,500,27#1#5,0#0
100508015,-1,100508,800,10#1#5,0#0
100508016,-1,100508,1000,3041#1,0#0
100508017,-1,100508,250,28#1,0#0
100509001,-1,100509,4146,0#0,0#0
100509002,-1,100509,12,4064#1,0#0
100509003,-1,100509,40,4052#1,0#0
100509004,-1,100509,1200,14#8#12,0#0
100509005,-1,100509,100,6021#1,0#0
100509006,-1,100509,100,6022#1,0#0
100509007,-1,100509,100,6023#1,0#0
100509008,-1,100509,100,6024#1,0#0
100509009,-1,100509,100,6025#1,0#0
100509010,-1,100509,30,956001#1,0#0
100509011,-1,100509,18,24#1,0#0
100509012,-1,100509,4,25#1,0#0
100509013,-1,100509,1500,26#5#10,0#0
100509014,-1,100509,500,27#1#5,0#0
100509015,-1,100509,800,10#1#5,0#0
100509016,-1,100509,1000,4041#1,0#0
100509017,-1,100509,250,28#1,0#0
100510001,-1,100510,4086,0#0,0#0
100510002,-1,100510,60,940013#1,0#0
100510003,-1,100510,3,1064#1,0#0
100510004,-1,100510,3,2064#1,0#0
100510005,-1,100510,3,3064#1,0#0
100510006,-1,100510,3,4064#1,0#0
100510007,-1,100510,10,1052#1,0#0
100510008,-1,100510,10,2052#1,0#0
100510009,-1,100510,10,3052#1,0#0
100510010,-1,100510,10,4052#1,0#0
100510011,-1,100510,1200,14#8#12,0#0
100510012,-1,100510,100,6021#1,0#0
100510013,-1,100510,100,6022#1,0#0
100510014,-1,100510,100,6023#1,0#0
100510015,-1,100510,100,6024#1,0#0
100510016,-1,100510,100,6025#1,0#0
100510017,-1,100510,30,956001#1,0#0
100510018,-1,100510,18,24#1,0#0
100510019,-1,100510,4,25#1,0#0
100510020,-1,100510,1500,26#5#10,0#0
100510021,-1,100510,500,27#1#5,0#0
100510022,-1,100510,800,10#1#5,0#0
100510023,-1,100510,250,1041#1,0#0
100510024,-1,100510,250,2041#1,0#0
100510025,-1,100510,250,3041#1,0#0
100510026,-1,100510,250,4041#1,0#0
100510027,-1,100510,250,28#1,0#0
100511001,-1,100511,4146,0#0,0#0
100511002,-1,100511,12,1064#1,0#0
100511003,-1,100511,40,1052#1,0#0
100511004,-1,100511,1200,14#8#12,0#0
100511005,-1,100511,100,6021#1,0#0
100511006,-1,100511,100,6022#1,0#0
100511007,-1,100511,100,6023#1,0#0
100511008,-1,100511,100,6024#1,0#0
100511009,-1,100511,100,6025#1,0#0
100511010,-1,100511,30,956001#1,0#0
100511011,-1,100511,18,24#1,0#0
100511012,-1,100511,4,25#1,0#0
100511013,-1,100511,1500,26#5#10,0#0
100511014,-1,100511,500,27#1#5,0#0
100511015,-1,100511,800,10#1#5,0#0
100511016,-1,100511,1000,1041#1,0#0
100511017,-1,100511,250,28#1,0#0
100512001,-1,100512,4146,0#0,0#0
100512002,-1,100512,12,2064#1,0#0
100512003,-1,100512,40,2052#1,0#0
100512004,-1,100512,1200,14#8#12,0#0
100512005,-1,100512,100,6021#1,0#0
100512006,-1,100512,100,6022#1,0#0
100512007,-1,100512,100,6023#1,0#0
100512008,-1,100512,100,6024#1,0#0
100512009,-1,100512,100,6025#1,0#0
100512010,-1,100512,30,956001#1,0#0
100512011,-1,100512,18,24#1,0#0
100512012,-1,100512,4,25#1,0#0
100512013,-1,100512,1500,26#5#10,0#0
100512014,-1,100512,500,27#1#5,0#0
100512015,-1,100512,800,10#1#5,0#0
100512016,-1,100512,1000,2041#1,0#0
100512017,-1,100512,250,28#1,0#0
100513001,-1,100513,4146,0#0,0#0
100513002,-1,100513,12,3064#1,0#0
100513003,-1,100513,40,3052#1,0#0
100513004,-1,100513,1200,14#8#12,0#0
100513005,-1,100513,100,6021#1,0#0
100513006,-1,100513,100,6022#1,0#0
100513007,-1,100513,100,6023#1,0#0
100513008,-1,100513,100,6024#1,0#0
100513009,-1,100513,100,6025#1,0#0
100513010,-1,100513,30,956001#1,0#0
100513011,-1,100513,18,24#1,0#0
100513012,-1,100513,4,25#1,0#0
100513013,-1,100513,1500,26#5#10,0#0
100513014,-1,100513,500,27#1#5,0#0
100513015,-1,100513,800,10#1#5,0#0
100513016,-1,100513,1000,3041#1,0#0
100513017,-1,100513,250,28#1,0#0
100514001,-1,100514,4146,0#0,0#0
100514002,-1,100514,12,4064#1,0#0
100514003,-1,100514,40,4052#1,0#0
100514004,-1,100514,1200,14#8#12,0#0
100514005,-1,100514,100,6021#1,0#0
100514006,-1,100514,100,6022#1,0#0
100514007,-1,100514,100,6023#1,0#0
100514008,-1,100514,100,6024#1,0#0
100514009,-1,100514,100,6025#1,0#0
100514010,-1,100514,30,956001#1,0#0
100514011,-1,100514,18,24#1,0#0
100514012,-1,100514,4,25#1,0#0
100514013,-1,100514,1500,26#5#10,0#0
100514014,-1,100514,500,27#1#5,0#0
100514015,-1,100514,800,10#1#5,0#0
100514016,-1,100514,1000,4041#1,0#0
100514017,-1,100514,250,28#1,0#0
100515001,-1,100515,4086,0#0,0#0
100515002,-1,100515,60,940014#1,0#0
100515003,-1,100515,3,1064#1,0#0
100515004,-1,100515,3,2064#1,0#0
100515005,-1,100515,3,3064#1,0#0
100515006,-1,100515,3,4064#1,0#0
100515007,-1,100515,10,1052#1,0#0
100515008,-1,100515,10,2052#1,0#0
100515009,-1,100515,10,3052#1,0#0
100515010,-1,100515,10,4052#1,0#0
100515011,-1,100515,1200,14#8#12,0#0
100515012,-1,100515,100,6021#1,0#0
100515013,-1,100515,100,6022#1,0#0
100515014,-1,100515,100,6023#1,0#0
100515015,-1,100515,100,6024#1,0#0
100515016,-1,100515,100,6025#1,0#0
100515017,-1,100515,30,956001#1,0#0
100515018,-1,100515,18,24#1,0#0
100515019,-1,100515,4,25#1,0#0
100515020,-1,100515,1500,26#5#10,0#0
100515021,-1,100515,500,27#1#5,0#0
100515022,-1,100515,800,10#1#5,0#0
100515023,-1,100515,250,1041#1,0#0
100515024,-1,100515,250,2041#1,0#0
100515025,-1,100515,250,3041#1,0#0
100515026,-1,100515,250,4041#1,0#0
100515027,-1,100515,250,28#1,0#0
100516001,-1,100516,4146,0#0,0#0
100516002,-1,100516,12,1064#1,0#0
100516003,-1,100516,40,1052#1,0#0
100516004,-1,100516,1200,14#8#12,0#0
100516005,-1,100516,100,6021#1,0#0
100516006,-1,100516,100,6022#1,0#0
100516007,-1,100516,100,6023#1,0#0
100516008,-1,100516,100,6024#1,0#0
100516009,-1,100516,100,6025#1,0#0
100516010,-1,100516,30,956001#1,0#0
100516011,-1,100516,18,24#1,0#0
100516012,-1,100516,4,25#1,0#0
100516013,-1,100516,1500,26#5#10,0#0
100516014,-1,100516,500,27#1#5,0#0
100516015,-1,100516,800,10#1#5,0#0
100516016,-1,100516,1000,1041#1,0#0
100516017,-1,100516,250,28#1,0#0
100517001,-1,100517,4146,0#0,0#0
100517002,-1,100517,12,2064#1,0#0
100517003,-1,100517,40,2052#1,0#0
100517004,-1,100517,1200,14#8#12,0#0
100517005,-1,100517,100,6021#1,0#0
100517006,-1,100517,100,6022#1,0#0
100517007,-1,100517,100,6023#1,0#0
100517008,-1,100517,100,6024#1,0#0
100517009,-1,100517,100,6025#1,0#0
100517010,-1,100517,30,956001#1,0#0
100517011,-1,100517,18,24#1,0#0
100517012,-1,100517,4,25#1,0#0
100517013,-1,100517,1500,26#5#10,0#0
100517014,-1,100517,500,27#1#5,0#0
100517015,-1,100517,800,10#1#5,0#0
100517016,-1,100517,1000,2041#1,0#0
100517017,-1,100517,250,28#1,0#0
100518001,-1,100518,4146,0#0,0#0
100518002,-1,100518,12,3064#1,0#0
100518003,-1,100518,40,3052#1,0#0
100518004,-1,100518,1200,14#8#12,0#0
100518005,-1,100518,100,6021#1,0#0
100518006,-1,100518,100,6022#1,0#0
100518007,-1,100518,100,6023#1,0#0
100518008,-1,100518,100,6024#1,0#0
100518009,-1,100518,100,6025#1,0#0
100518010,-1,100518,30,956001#1,0#0
100518011,-1,100518,18,24#1,0#0
100518012,-1,100518,4,25#1,0#0
100518013,-1,100518,1500,26#5#10,0#0
100518014,-1,100518,500,27#1#5,0#0
100518015,-1,100518,800,10#1#5,0#0
100518016,-1,100518,1000,3041#1,0#0
100518017,-1,100518,250,28#1,0#0
100519001,-1,100519,4146,0#0,0#0
100519002,-1,100519,12,4064#1,0#0
100519003,-1,100519,40,4052#1,0#0
100519004,-1,100519,1200,14#8#12,0#0
100519005,-1,100519,100,6021#1,0#0
100519006,-1,100519,100,6022#1,0#0
100519007,-1,100519,100,6023#1,0#0
100519008,-1,100519,100,6024#1,0#0
100519009,-1,100519,100,6025#1,0#0
100519010,-1,100519,30,956001#1,0#0
100519011,-1,100519,18,24#1,0#0
100519012,-1,100519,4,25#1,0#0
100519013,-1,100519,1500,26#5#10,0#0
100519014,-1,100519,500,27#1#5,0#0
100519015,-1,100519,800,10#1#5,0#0
100519016,-1,100519,1000,4041#1,0#0
100519017,-1,100519,250,28#1,0#0
100520001,-1,100520,4086,0#0,0#0
100520002,-1,100520,60,940011#1,0#0
100520003,-1,100520,3,1064#1,0#0
100520004,-1,100520,3,2064#1,0#0
100520005,-1,100520,3,3064#1,0#0
100520006,-1,100520,3,4064#1,0#0
100520007,-1,100520,10,1052#1,0#0
100520008,-1,100520,10,2052#1,0#0
100520009,-1,100520,10,3052#1,0#0
100520010,-1,100520,10,4052#1,0#0
100520011,-1,100520,1200,14#8#12,0#0
100520012,-1,100520,100,6021#1,0#0
100520013,-1,100520,100,6022#1,0#0
100520014,-1,100520,100,6023#1,0#0
100520015,-1,100520,100,6024#1,0#0
100520016,-1,100520,100,6025#1,0#0
100520017,-1,100520,30,956001#1,0#0
100520018,-1,100520,18,24#1,0#0
100520019,-1,100520,4,25#1,0#0
100520020,-1,100520,1500,26#5#10,0#0
100520021,-1,100520,500,27#1#5,0#0
100520022,-1,100520,800,10#1#5,0#0
100520023,-1,100520,250,1041#1,0#0
100520024,-1,100520,250,2041#1,0#0
100520025,-1,100520,250,3041#1,0#0
100520026,-1,100520,250,4041#1,0#0
100520027,-1,100520,250,28#1,0#0
100521001,-1,100521,4146,0#0,0#0
100521002,-1,100521,12,1064#1,0#0
100521003,-1,100521,40,1052#1,0#0
100521004,-1,100521,1200,14#8#12,0#0
100521005,-1,100521,100,6021#1,0#0
100521006,-1,100521,100,6022#1,0#0
100521007,-1,100521,100,6023#1,0#0
100521008,-1,100521,100,6024#1,0#0
100521009,-1,100521,100,6025#1,0#0
100521010,-1,100521,30,956001#1,0#0
100521011,-1,100521,18,24#1,0#0
100521012,-1,100521,4,25#1,0#0
100521013,-1,100521,1500,26#5#10,0#0
100521014,-1,100521,500,27#1#5,0#0
100521015,-1,100521,800,10#1#5,0#0
100521016,-1,100521,1000,1041#1,0#0
100521017,-1,100521,250,28#1,0#0
100522001,-1,100522,4146,0#0,0#0
100522002,-1,100522,12,2064#1,0#0
100522003,-1,100522,40,2052#1,0#0
100522004,-1,100522,1200,14#8#12,0#0
100522005,-1,100522,100,6021#1,0#0
100522006,-1,100522,100,6022#1,0#0
100522007,-1,100522,100,6023#1,0#0
100522008,-1,100522,100,6024#1,0#0
100522009,-1,100522,100,6025#1,0#0
100522010,-1,100522,30,956001#1,0#0
100522011,-1,100522,18,24#1,0#0
100522012,-1,100522,4,25#1,0#0
100522013,-1,100522,1500,26#5#10,0#0
100522014,-1,100522,500,27#1#5,0#0
100522015,-1,100522,800,10#1#5,0#0
100522016,-1,100522,1000,2041#1,0#0
100522017,-1,100522,250,28#1,0#0
100523001,-1,100523,4146,0#0,0#0
100523002,-1,100523,12,3064#1,0#0
100523003,-1,100523,40,3052#1,0#0
100523004,-1,100523,1200,14#8#12,0#0
100523005,-1,100523,100,6021#1,0#0
100523006,-1,100523,100,6022#1,0#0
100523007,-1,100523,100,6023#1,0#0
100523008,-1,100523,100,6024#1,0#0
100523009,-1,100523,100,6025#1,0#0
100523010,-1,100523,30,956001#1,0#0
100523011,-1,100523,18,24#1,0#0
100523012,-1,100523,4,25#1,0#0
100523013,-1,100523,1500,26#5#10,0#0
100523014,-1,100523,500,27#1#5,0#0
100523015,-1,100523,800,10#1#5,0#0
100523016,-1,100523,1000,3041#1,0#0
100523017,-1,100523,250,28#1,0#0
100524001,-1,100524,4146,0#0,0#0
100524002,-1,100524,12,4064#1,0#0
100524003,-1,100524,40,4052#1,0#0
100524004,-1,100524,1200,14#8#12,0#0
100524005,-1,100524,100,6021#1,0#0
100524006,-1,100524,100,6022#1,0#0
100524007,-1,100524,100,6023#1,0#0
100524008,-1,100524,100,6024#1,0#0
100524009,-1,100524,100,6025#1,0#0
100524010,-1,100524,30,956001#1,0#0
100524011,-1,100524,18,24#1,0#0
100524012,-1,100524,4,25#1,0#0
100524013,-1,100524,1500,26#5#10,0#0
100524014,-1,100524,500,27#1#5,0#0
100524015,-1,100524,800,10#1#5,0#0
100524016,-1,100524,1000,4041#1,0#0
100524017,-1,100524,250,28#1,0#0
100525001,-1,100525,4086,0#0,0#0
100525002,-1,100525,60,940012#1,0#0
100525003,-1,100525,3,1064#1,0#0
100525004,-1,100525,3,2064#1,0#0
100525005,-1,100525,3,3064#1,0#0
100525006,-1,100525,3,4064#1,0#0
100525007,-1,100525,10,1052#1,0#0
100525008,-1,100525,10,2052#1,0#0
100525009,-1,100525,10,3052#1,0#0
100525010,-1,100525,10,4052#1,0#0
100525011,-1,100525,1200,14#8#12,0#0
100525012,-1,100525,100,6021#1,0#0
100525013,-1,100525,100,6022#1,0#0
100525014,-1,100525,100,6023#1,0#0
100525015,-1,100525,100,6024#1,0#0
100525016,-1,100525,100,6025#1,0#0
100525017,-1,100525,30,956001#1,0#0
100525018,-1,100525,18,24#1,0#0
100525019,-1,100525,4,25#1,0#0
100525020,-1,100525,1500,26#5#10,0#0
100525021,-1,100525,500,27#1#5,0#0
100525022,-1,100525,800,10#1#5,0#0
100525023,-1,100525,250,1041#1,0#0
100525024,-1,100525,250,2041#1,0#0
100525025,-1,100525,250,3041#1,0#0
100525026,-1,100525,250,4041#1,0#0
100525027,-1,100525,250,28#1,0#0
100526001,-1,100526,4146,0#0,0#0
100526002,-1,100526,12,1064#1,0#0
100526003,-1,100526,40,1052#1,0#0
100526004,-1,100526,1200,14#8#12,0#0
100526005,-1,100526,100,6021#1,0#0
100526006,-1,100526,100,6022#1,0#0
100526007,-1,100526,100,6023#1,0#0
100526008,-1,100526,100,6024#1,0#0
100526009,-1,100526,100,6025#1,0#0
100526010,-1,100526,30,956001#1,0#0
100526011,-1,100526,18,24#1,0#0
100526012,-1,100526,4,25#1,0#0
100526013,-1,100526,1500,26#5#10,0#0
100526014,-1,100526,500,27#1#5,0#0
100526015,-1,100526,800,10#1#5,0#0
100526016,-1,100526,1000,1041#1,0#0
100526017,-1,100526,250,28#1,0#0
100527001,-1,100527,4146,0#0,0#0
100527002,-1,100527,12,2064#1,0#0
100527003,-1,100527,40,2052#1,0#0
100527004,-1,100527,1200,14#8#12,0#0
100527005,-1,100527,100,6021#1,0#0
100527006,-1,100527,100,6022#1,0#0
100527007,-1,100527,100,6023#1,0#0
100527008,-1,100527,100,6024#1,0#0
100527009,-1,100527,100,6025#1,0#0
100527010,-1,100527,30,956001#1,0#0
100527011,-1,100527,18,24#1,0#0
100527012,-1,100527,4,25#1,0#0
100527013,-1,100527,1500,26#5#10,0#0
100527014,-1,100527,500,27#1#5,0#0
100527015,-1,100527,800,10#1#5,0#0
100527016,-1,100527,1000,2041#1,0#0
100527017,-1,100527,250,28#1,0#0
100528001,-1,100528,4146,0#0,0#0
100528002,-1,100528,12,3064#1,0#0
100528003,-1,100528,40,3052#1,0#0
100528004,-1,100528,1200,14#8#12,0#0
100528005,-1,100528,100,6021#1,0#0
100528006,-1,100528,100,6022#1,0#0
100528007,-1,100528,100,6023#1,0#0
100528008,-1,100528,100,6024#1,0#0
100528009,-1,100528,100,6025#1,0#0
100528010,-1,100528,30,956001#1,0#0
100528011,-1,100528,18,24#1,0#0
100528012,-1,100528,4,25#1,0#0
100528013,-1,100528,1500,26#5#10,0#0
100528014,-1,100528,500,27#1#5,0#0
100528015,-1,100528,800,10#1#5,0#0
100528016,-1,100528,1000,3041#1,0#0
100528017,-1,100528,250,28#1,0#0
100529001,-1,100529,4146,0#0,0#0
100529002,-1,100529,12,4064#1,0#0
100529003,-1,100529,40,4052#1,0#0
100529004,-1,100529,1200,14#8#12,0#0
100529005,-1,100529,100,6021#1,0#0
100529006,-1,100529,100,6022#1,0#0
100529007,-1,100529,100,6023#1,0#0
100529008,-1,100529,100,6024#1,0#0
100529009,-1,100529,100,6025#1,0#0
100529010,-1,100529,30,956001#1,0#0
100529011,-1,100529,18,24#1,0#0
100529012,-1,100529,4,25#1,0#0
100529013,-1,100529,1500,26#5#10,0#0
100529014,-1,100529,500,27#1#5,0#0
